"region","year","sector","technology","resource","input.price","feed.cost","feed.EJ","product.EJ","non.en.cost","cost"
"Africa_Northern",1990,"crude oil refining","Gasoline","Gasoline_crude oil",0.8788,386793543.343313,0.26610781816135,0.2451455,233855550.600194,620649093.943507
"Africa_Southern",1990,"crude oil refining","Gasoline","Gasoline_crude oil",0.8788,24501249.418111,0.01689158870604,0.0153996,14844328.154868,39345577.572979
"Africa_Western",1990,"crude oil refining","Gasoline","Gasoline_crude oil",0.8788,332434139.409477,0.22910331754224,0.2003724,201335995.456121,533770134.865598
"Argentina",1990,"crude oil refining","Gasoline","Gasoline_crude oil",0.8788,393568904.986559,0.27033979507217,0.2393093,237574611.909423,631143516.895982
"Australia_NZ",1990,"crude oil refining","Gasoline","Gasoline_crude oil",0.8788,963789613.295398,0.64344312327064,0.6231544,565457816.730238,1529247430.02564
"Brazil",1990,"crude oil refining","Gasoline","Gasoline_crude oil",0.8788,541555710.221093,0.35283993374301,0.3196423,310075733.773357,851631443.99445
"Canada",1990,"crude oil refining","Gasoline","Gasoline_crude oil",0.8788,2094186301.66278,1.40219387519532,1.2510508,1232247977.52165,3326434279.18442
"Central America and Caribbean",1990,"crude oil refining","Gasoline","Gasoline_crude oil",0.8788,129432836.781446,0.08312672469312,0.0670128,73051765.6603138,202484602.44176
"Central Asia",1990,"crude oil refining","Gasoline","Gasoline_crude oil",0.8788,589608417.146909,0.39425129052381,0.3542067,346468034.112324,936076451.259234
"China",1990,"crude oil refining","Gasoline","Gasoline_crude oil",0.8788,1516072016.68185,1.00803466596875,0.9428125,885860864.453338,2401932881.13519
"Colombia",1990,"crude oil refining","Gasoline","Gasoline_crude oil",0.8788,271141715.920567,0.1865733447581,0.1520774,163960655.373418,435102371.293986
"EU-12",1990,"crude oil refining","Gasoline","Gasoline_crude oil",0.8788,1065130222.39849,0.66046436243112,0.6078536,580416081.704468,1645546304.10296
"EU-15",1990,"crude oil refining","Gasoline","Gasoline_crude oil",0.8788,9856909553.37319,6.18254168893215,5.7985637,5433217636.23357,15290127189.6068
"Europe_Non_EU",1990,"crude oil refining","Gasoline","Gasoline_crude oil",0.8788,796216619.671063,0.4960809586659,0.4565707,435955946.475593,1232172566.14666
"European Free Trade Association",1990,"crude oil refining","Gasoline","Gasoline_crude oil",0.8788,279655118.149171,0.1900797285672,0.1771032,167042065.464855,446697183.614026
"India",1990,"crude oil refining","Gasoline","Gasoline_crude oil",0.8788,251349611.207109,0.16620903369622,0.1591099,146064498.812238,397414110.019347
"Indonesia",1990,"crude oil refining","Gasoline","Gasoline_crude oil",0.8788,333376254.358841,0.22959120060732,0.2047791,201764747.093713,535141001.452554
"Japan",1990,"crude oil refining","Gasoline","Gasoline_crude oil",0.8788,2336870407.18665,1.437442020096,1.4083456,1263224047.26036,3600094454.44701
"Mexico",1990,"crude oil refining","Gasoline","Gasoline_crude oil",0.8788,1250445009.42917,0.86205482746368,0.7528704,757573782.375082,2008018791.80425
"Middle East",1990,"crude oil refining","Gasoline","Gasoline_crude oil",0.8788,1845018124.32434,1.23894277771104,1.1493432,1088782913.05246,2933801037.3768
"Pakistan",1990,"crude oil refining","Gasoline","Gasoline_crude oil",0.8788,63302014.9315752,0.0404961839681,0.0369205,35588046.4711663,98890061.4027415
"Russia",1990,"crude oil refining","Gasoline","Gasoline_crude oil",0.8788,3138028289.97746,2.11006805133446,1.8250099,1854327803.51272,4992356093.49019
"South Africa",1990,"crude oil refining","Gasoline","Gasoline_crude oil",0.8788,499128743.509896,0.31185411210725,0.2327525,274057393.719851,773186137.229747
"South America_Northern",1990,"crude oil refining","Gasoline","Gasoline_crude oil",0.8788,1123296121.92683,0.7685032897269,0.6400485,675360691.012,1798656812.93883
"South America_Southern",1990,"crude oil refining","Gasoline","Gasoline_crude oil",0.8788,326140732.509011,0.22386851147285,0.2059327,196735647.882341,522876380.391351
"South Asia",1990,"crude oil refining","Gasoline","Gasoline_crude oil",0.8788,20277478.0634617,0.01329984656277,0.0121579,11687905.1593623,31965383.2228239
"South Korea",1990,"crude oil refining","Gasoline","Gasoline_crude oil",0.8788,258055313.174638,0.16123418505132,0.1605567,141692601.8231,399747914.997738
"Southeast Asia",1990,"crude oil refining","Gasoline","Gasoline_crude oil",0.8788,660697123.153492,0.4343845881676,0.4037054,381737176.081687,1042434299.23518
"Taiwan",1990,"crude oil refining","Gasoline","Gasoline_crude oil",0.8788,236421734.701163,0.14258755589784,0.1302996,125305944.123022,361727678.824184
"USA",1990,"crude oil refining","Gasoline","Gasoline_crude oil",0.8788,23482452075.6324,15.1730249281888,13.8818174,13334054306.8923,36816506382.5248
"Ukraine",1990,"crude oil refining","Gasoline","Gasoline_crude oil",0.8788,544130730.625876,0.33751709801955,0.3666287,296610025.739581,840740756.365456
"Africa_Eastern",1990,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",0.8788,2559070.79400485,0.00159890959382,0.0014993,1405121.75104902,3964192.54505387
"Africa_Northern",1990,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",0.8788,71680162.8153119,0.04931481422197,0.0454301,43337858.7382672,115018021.553579
"Africa_Southern",1990,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",0.8788,1265347.38968698,0.00087235256097,0.0007953,766623.430580436,2031970.82026742
"Africa_Western",1990,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",0.8788,694491.510591315,0.00047862204936,0.0004186,420613.056977568,1115104.56756888
"Argentina",1990,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",0.8788,70013894.4294989,0.04809206630011,0.0425719,42263307.8645367,112277202.294036
"Australia_NZ",1990,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",0.8788,42913119.7154618,0.02864956355422,0.0277462,25177236.4514485,68090356.1669103
"Brazil",1990,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",0.8788,116759275.786542,0.07607220153876,0.0689148,66852250.7122623,183611526.498804
"Canada",1990,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",0.8788,265782294.76269,0.17795852525427,0.1587763,156389951.993453,422172246.756143
"Central America and Caribbean",1990,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",0.8788,17846344.6579341,0.01146160600392,0.0092398,10072459.3562449,27918804.014179
"Central Asia",1990,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",0.8788,28048483.5260517,0.01875507626043,0.0168501,16481961.0176659,44530444.5437176
"China",1990,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",0.8788,209043105.098236,0.13899253749302,0.1299994,122146641.948866,331189747.047102
"EU-12",1990,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",0.8788,205355750.47287,0.12733668799878,0.1171934,111903481.413328,317259231.886198
"EU-15",1990,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",0.8788,1231901611.87993,0.77268468690615,0.7246957,679035302.853125,1910936914.73306
"Europe_Non_EU",1990,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",0.8788,87315829.8418458,0.0544019297067,0.0500691,47808415.826248,135124245.668094
"European Free Trade Association",1990,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",0.8788,18890511.9130663,0.0128397556272,0.0119632,11283577.2451834,30174089.1582496
"India",1990,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",0.8788,110286326.318662,0.07292863370386,0.0698137,64089683.2989522,174376009.617614
"Indonesia",1990,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",0.8788,31075205.518788,0.02140102557064,0.0190882,18807221.2714784,49882426.7902664
"Japan",1990,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",0.8788,318976049.921671,0.196206677166,0.1922351,172426427.893481,491402477.815152
"Mexico",1990,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",0.8788,61608886.4720432,0.04247306966512,0.0370936,37325333.6217075,98934220.0937506
"Middle East",1990,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",0.8788,190048184.674416,0.12761870613368,0.1183894,112151318.950278,302199503.624694
"Pakistan",1990,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",0.8788,10637920.7118798,0.0068053946569,0.0062045,5980580.82448372,16618501.5363635
"Russia",1990,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",0.8788,261503460.817152,0.17583974616992,0.1520848,154527968.934126,416031429.751278
"South Africa",1990,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",0.8788,19479429.2415613,0.01217068780244,0.0090836,10695600.4407843,30175029.6823455
"South America_Northern",1990,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",0.8788,153388.502678164,0.00010494077796,0.0000874,92221.955671248,245610.458349412
"South America_Southern",1990,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",0.8788,5038462.20830479,0.0034584856237,0.0031814,3039317.16610756,8077779.37441235
"South Asia",1990,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",0.8788,2006582.8685999,0.00131610273153,0.0012031,1156591.08046856,3163173.94906846
"South Korea",1990,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",0.8788,52407553.1644216,0.03274448807524,0.0326069,28775856.1205209,81183409.2849425
"Southeast Asia",1990,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",0.8788,50335217.039073,0.0330935942622,0.0307563,29082650.6376214,79417867.6766943
"Taiwan",1990,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",0.8788,55133608.9171115,0.03325145445386,0.0303859,29221378.1740522,84354987.0911637
"USA",1990,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",0.8788,2862125830.89836,1.84934292381237,1.6919659,1625202561.44631,4487328392.34467
"Ukraine",1990,"crude oil refining","Heavy_Residual","Heavy_Residual_crude oil",0.8788,142145177.443023,0.08817077420505,0.0957757,77484476.371398,219629653.814421
"Africa_Eastern",1990,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",0.8788,51952567.8741818,0.03246000829372,0.0304378,28525855.2885211,80478423.1627029
"Africa_Northern",1990,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",0.8788,352262178.206305,0.24235078707103,0.2232599,212977871.678021,565240049.884326
"Africa_Southern",1990,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",0.8788,36909863.5598283,0.02544630372963,0.0231987,22362211.7175988,59272075.2774272
"Africa_Western",1990,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",0.8788,225550469.119395,0.1554424008324,0.135949,136602781.851513,362153250.970908
"Argentina",1990,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",0.8788,83973288.6758818,0.05768067894731,0.0510599,50689780.658896,134663069.334778
"Australia_NZ",1990,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",0.8788,236026334.337442,0.15757538745508,0.1526068,138477250.495524,374503584.832966
"Brazil",1990,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",0.8788,190473958.648371,0.12409954817358,0.1124234,109058682.934942,299532641.583313
"Canada",1990,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",0.8788,288323930.622282,0.19305161592825,0.1722425,169653760.077746,457977690.700028
"Central America and Caribbean",1990,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",0.8788,133888145.686667,0.0859880946978,0.0693195,75566337.6204267,209454483.307093
"Central Asia",1990,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",0.8788,281616589.01565,0.18830752822287,0.1691809,165484655.802258,447101244.817908
"China",1990,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",0.8788,269318872.218109,0.17906983072588,0.1674836,157366567.241903,426685439.460013
"Colombia",1990,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",0.8788,60362690.6323906,0.04153572994715,0.0338561,36501599.4775554,96864290.1099461
"EU-12",1990,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",0.8788,145418107.885491,0.09017064382443,0.0829879,79241961.7929091,224660069.6784
"EU-15",1990,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",0.8788,2540431970.40684,1.59343316278695,1.4944701,1400309063.45717,3940741033.86401
"Europe_Non_EU",1990,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",0.8788,114765092.826274,0.0715041307404,0.0658092,62837830.0946635,177602922.920938
"European Free Trade Association",1990,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",0.8788,87376670.761864,0.0593893434579,0.0553349,52191355.0308025,139568025.792666
"India",1990,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",0.8788,507876765.425251,0.33584180223194,0.3214973,295137775.801429,803014541.22668
"Indonesia",1990,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",0.8788,468475629.766768,0.322632103778,0.287765,283529092.800106,752004722.566874
"Japan",1990,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",0.8788,1619703404.72846,0.99630245943,0.9761355,875550601.347084,2495254006.07554
"Mexico",1990,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",0.8788,196668402.408983,0.1355828880341,0.1184105,119150242.004367,315818644.41335
"Middle East",1990,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",0.8788,1484544542.18992,0.99688220646076,0.9247883,876060083.037716,2360604625.22764
"Pakistan",1990,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",0.8788,66718940.0966498,0.04268209274588,0.0389134,37509023.1050793,104227963.201729
"Russia",1990,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",0.8788,1390769172.87287,0.9351788216291,0.8088415,821835148.447653,2212604321.32053
"South Africa",1990,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",0.8788,27327085.6013188,0.01707387948999,0.0127431,15004525.2958032,42331610.897122
"South America_Northern",1990,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",0.8788,267869678.198744,0.18326309945832,0.1526308,161051611.803972,428921290.002716
"South America_Southern",1990,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",0.8788,130890423.656946,0.0898453992076,0.0826472,78956136.8236389,209846560.480585
"South Asia",1990,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",0.8788,39610289.4019836,0.02598009326922,0.0237494,22831305.9649905,62441595.3669741
"South Korea",1990,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",0.8788,209341389.209163,0.13079749403884,0.1302479,114944837.761333,324286226.970496
"Southeast Asia",1990,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",0.8788,878164382.590202,0.5773614872942,0.5365843,507385275.034143,1385549657.62435
"Taiwan",1990,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",0.8788,66136960.6215546,0.03988765069108,0.0364502,35053267.4273211,101190228.048876
"USA",1990,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",0.8788,4854597161.80541,3.13676457276042,2.8698294,2756588706.54186,7611185868.34727
"Ukraine",1990,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",0.8788,373868693.085537,0.2319058072413,0.2519082,203798823.403654,577667516.489191
"Africa_Eastern",1990,"crude oil refining","LPG","LPG_crude oil",0.8788,3903039.54155332,0.00243862240258,0.0022867,2143061.3673873,6046100.90894062
"Africa_Northern",1990,"crude oil refining","LPG","LPG_crude oil",0.8788,505785033.980537,0.3479720749417,0.320561,305797859.458766,811582893.439303
"Africa_Southern",1990,"crude oil refining","LPG","LPG_crude oil",0.8788,3655076.77395688,0.00251987368077,0.0022973,2214464.99066068,5869541.76461756
"Africa_Western",1990,"crude oil refining","LPG","LPG_crude oil",0.8788,14650353.1656129,0.01009656986304,0.0088304,8872865.59563955,23523218.7612524
"Argentina",1990,"crude oil refining","LPG","LPG_crude oil",0.8788,93894030.1830042,0.06449516858818,0.0570922,56678354.1552926,150572384.338297
"Australia_NZ",1990,"crude oil refining","LPG","LPG_crude oil",0.8788,191889365.892034,0.12810876067633,0.1240693,112581978.882359,304471344.774392
"Brazil",1990,"crude oil refining","LPG","LPG_crude oil",0.8788,305371586.541655,0.19895882977278,0.1802394,174845019.604319,480216606.145974
"Canada",1990,"crude oil refining","LPG","LPG_crude oil",0.8788,189527045.142262,0.1269006781638,0.113222,111520315.970347,301047361.112609
"Central America and Caribbean",1990,"crude oil refining","LPG","LPG_crude oil",0.8788,27306850.3798141,0.01753750508916,0.0141379,15411959.4723538,42718809.8521679
"Central Asia",1990,"crude oil refining","LPG","LPG_crude oil",0.8788,69470604.3803688,0.04645265337792,0.0417344,40822591.7885161,110293196.168885
"China",1990,"crude oil refining","LPG","LPG_crude oil",0.8788,180234259.413579,0.11983756674154,0.1120838,105313253.652465,285547513.066044
"Colombia",1990,"crude oil refining","LPG","LPG_crude oil",0.8788,34405883.2080056,0.02367478087125,0.0192975,20805397.4296545,55211280.6376601
"EU-12",1990,"crude oil refining","LPG","LPG_crude oil",0.8788,97960559.9622981,0.06074323816782,0.0559046,53381157.7018802,151341717.664178
"EU-15",1990,"crude oil refining","LPG","LPG_crude oil",0.8788,1075120080.52202,0.6743467293114,0.6324652,592615905.718858,1667735986.24088
"Europe_Non_EU",1990,"crude oil refining","LPG","LPG_crude oil",0.8788,118629764.060878,0.0739120053861,0.0680253,64953870.3333047,183583634.394183
"European Free Trade Association",1990,"crude oil refining","LPG","LPG_crude oil",0.8788,80541587.3504942,0.0547435826073,0.0510063,48108660.3952952,128650247.745789
"India",1990,"crude oil refining","LPG","LPG_crude oil",0.8788,160516155.183541,0.10614392804334,0.1016103,93279283.9644872,253795439.148028
