# File: A221.bio_tech_land_alloc.csv
# Title: Biochar technology land allocation for 2025
# Units: thous km2
# Description: Model output from GCAM v8.7 run reference case for detailed land allocation in each region for biomass only (2025)
# Source: RGCAM output
# Column types: cccnc
# ----------
scenario,region,LandLeaf,allocation,Units
Reference,Europe_Non_EU,biomassGrass_TigrEuphR_RFD_hi,0.0291321,thous km2
Reference,Europe_Non_EU,biomassGrass_TigrEuphR_RFD_lo,0.0430503,thous km2
Reference,Europe_Non_EU,biomassGrass_WislaR_IRR_hi,8.11896E-06,thous km2
Reference,Europe_Non_EU,biomassGrass_WislaR_IRR_lo,0.000012028,thous km2
Reference,Europe_Non_EU,biomassGrass_WislaR_RFD_hi,0.000954974,thous km2
Reference,Europe_Non_EU,biomassGrass_WislaR_RFD_lo,0.00141272,thous km2
Reference,Europe_Non_EU,biomassTree_AdrBlkSea_IRR_hi,0.00722582,thous km2
Reference,Europe_Non_EU,biomassTree_AdrBlkSea_IRR_lo,0.0100937,thous km2
Reference,Europe_Non_EU,biomassTree_AdrBlkSea_RFD_hi,0.149401,thous km2
Reference,Europe_Non_EU,biomassTree_AdrBlkSea_RFD_lo,0.204595,thous km2
Reference,Europe_Non_EU,biomassTree_BlackSeaN_IRR_hi,1.31703E-05,thous km2
Reference,Europe_Non_EU,biomassTree_BlackSeaN_IRR_lo,1.80821E-05,thous km2
Reference,Europe_Non_EU,biomassTree_BlackSeaN_RFD_hi,0.000625741,thous km2
Reference,Europe_Non_EU,biomassTree_BlackSeaN_RFD_lo,0.000857444,thous km2
Reference,Europe_Non_EU,biomassTree_BlackSeaS_IRR_hi,7.22E-03,thous km2
Reference,Europe_Non_EU,biomassTree_BlackSeaS_IRR_lo,1.02E-02,thous km2
Reference,Europe_Non_EU,biomassTree_BlackSeaS_RFD_hi,2.29E-01,thous km2
Reference,Europe_Non_EU,biomassTree_BlackSeaS_RFD_lo,3.13E-01,thous km2
Reference,Europe_Non_EU,biomassTree_CaspianSW_IRR_hi,7.77E-04,thous km2
Reference,Europe_Non_EU,biomassTree_CaspianSW_IRR_lo,1.13E-03,thous km2
Reference,Europe_Non_EU,biomassTree_CaspianSW_RFD_hi,0.0267287,thous km2
Reference,Europe_Non_EU,biomassTree_CaspianSW_RFD_lo,0.0365655,thous km2
Reference,Europe_Non_EU,biomassTree_DanubeR_IRR_hi,0.00161571,thous km2
Reference,Europe_Non_EU,biomassTree_DanubeR_IRR_lo,0.00222102,thous km2
Reference,Europe_Non_EU,biomassTree_DanubeR_RFD_hi,0.242,thous km2
Reference,Europe_Non_EU,biomassTree_DanubeR_RFD_lo,0.331678,thous km2
Reference,Europe_Non_EU,biomassTree_DaugavaR_IRR_hi,6.85259E-05,thous km2
Reference,Europe_Non_EU,biomassTree_DaugavaR_IRR_lo,9.38644E-05,thous km2
Reference,Europe_Non_EU,biomassTree_DaugavaR_RFD_hi,3.49E-02,thous km2
Reference,Europe_Non_EU,biomassTree_DaugavaR_RFD_lo,4.78E-02,thous km2
Reference,Europe_Non_EU,biomassTree_DnieperR_IRR_hi,6.21E-04,thous km2
Reference,Europe_Non_EU,biomassTree_DnieperR_IRR_lo,8.50E-04,thous km2
Reference,Europe_Non_EU,biomassTree_DnieperR_RFD_hi,8.71E-02,thous km2
Reference,Europe_Non_EU,biomassTree_DnieperR_RFD_lo,1.19E-01,thous km2
Reference,Europe_Non_EU,biomassTree_DniesterR_IRR_hi,2.12E-04,thous km2
Reference,Europe_Non_EU,biomassTree_DniesterR_IRR_lo,2.89E-04,thous km2
Reference,Europe_Non_EU,biomassTree_DniesterR_RFD_hi,0.00537544,thous km2
Reference,Europe_Non_EU,biomassTree_DniesterR_RFD_lo,0.00736588,thous km2
Reference,Europe_Non_EU,biomassTree_MeditE_IRR_hi,0.0148551,thous km2
Reference,Europe_Non_EU,biomassTree_MeditE_IRR_lo,0.0227511,thous km2
Reference,Europe_Non_EU,biomassTree_MeditE_RFD_hi,2.57E-01,thous km2
Reference,Europe_Non_EU,biomassTree_MeditE_RFD_lo,3.52E-01,thous km2
Reference,Europe_Non_EU,biomassTree_NemanR_IRR_hi,1.11E-04,thous km2
Reference,Europe_Non_EU,biomassTree_NemanR_IRR_lo,1.51E-04,thous km2
Reference,Europe_Non_EU,biomassTree_NemanR_RFD_hi,3.12E-02,thous km2
Reference,Europe_Non_EU,biomassTree_NemanR_RFD_lo,4.27E-02,thous km2
Reference,Europe_Non_EU,biomassTree_NevaR_IRR_hi,1.19745E-05,thous km2
Reference,Europe_Non_EU,biomassTree_NevaR_IRR_lo,0.000016403,thous km2
Reference,Europe_Non_EU,biomassTree_NevaR_RFD_hi,1.81E-03,thous km2
Reference,Europe_Non_EU,biomassTree_NevaR_RFD_lo,2.48E-03,thous km2
Reference,Europe_Non_EU,biomassTree_TigrEuphR_IRR_hi,0.00220964,thous km2
Reference,Europe_Non_EU,biomassTree_TigrEuphR_IRR_lo,0.00306878,thous km2
Reference,Europe_Non_EU,biomassTree_TigrEuphR_RFD_hi,0.0445989,thous km2
Reference,Europe_Non_EU,biomassTree_TigrEuphR_RFD_lo,0.0610122,thous km2
Reference,Europe_Non_EU,biomassTree_WislaR_IRR_hi,4.57718E-05,thous km2
Reference,Europe_Non_EU,biomassTree_WislaR_IRR_lo,6.27646E-05,thous km2
Reference,Europe_Non_EU,biomassTree_WislaR_RFD_hi,5.38E-03,thous km2
Reference,Europe_Non_EU,biomassTree_WislaR_RFD_lo,7.37E-03,thous km2
Reference,European Free Trade Association,biomassGrass_DanubeR_IRR_hi,7.68395E-08,thous km2
Reference,European Free Trade Association,biomassGrass_DanubeR_IRR_lo,1.85292E-07,thous km2
Reference,European Free Trade Association,biomassGrass_DanubeR_RFD_hi,1.83E-05,thous km2
Reference,European Free Trade Association,biomassGrass_DanubeR_RFD_lo,4.39E-05,thous km2
Reference,European Free Trade Association,biomassGrass_PoR_IRR_hi,5.58E-07,thous km2
Reference,European Free Trade Association,biomassGrass_PoR_IRR_lo,1.34449E-06,thous km2
Reference,European Free Trade Association,biomassGrass_PoR_RFD_hi,2.17074E-05,thous km2
Reference,European Free Trade Association,biomassGrass_PoR_RFD_lo,5.22647E-05,thous km2
Reference,European Free Trade Association,biomassGrass_RhineR_IRR_hi,1.26E-06,thous km2
Reference,European Free Trade Association,biomassGrass_RhineR_IRR_lo,3.03E-06,thous km2
Reference,European Free Trade Association,biomassGrass_RhineR_RFD_hi,2.74E-04,thous km2
Reference,European Free Trade Association,biomassGrass_RhineR_RFD_lo,6.59E-04,thous km2
Reference,European Free Trade Association,biomassGrass_RhoneR_IRR_hi,1.21322E-06,thous km2
Reference,European Free Trade Association,biomassGrass_RhoneR_IRR_lo,2.92155E-06,thous km2
Reference,European Free Trade Association,biomassGrass_RhoneR_RFD_hi,6.55E-05,thous km2
Reference,European Free Trade Association,biomassGrass_RhoneR_RFD_lo,1.58E-04,thous km2
Reference,European Free Trade Association,biomassGrass_ScndnvN_IRR_hi,3.16365E-05,thous km2
Reference,European Free Trade Association,biomassGrass_ScndnvN_IRR_lo,0.000076195,thous km2
Reference,European Free Trade Association,biomassGrass_ScndnvN_RFD_hi,1.81E-03,thous km2
Reference,European Free Trade Association,biomassGrass_ScndnvN_RFD_lo,4.36E-03,thous km2
Reference,European Free Trade Association,biomassGrass_Sweden_IRR_hi,1.45414E-06,thous km2
Reference,European Free Trade Association,biomassGrass_Sweden_IRR_lo,3.50365E-06,thous km2
Reference,European Free Trade Association,biomassGrass_Sweden_RFD_hi,7.98744E-05,thous km2
Reference,European Free Trade Association,biomassGrass_Sweden_RFD_lo,0.000192333,thous km2
Reference,European Free Trade Association,biomassTree_DanubeR_IRR_hi,2.32792E-06,thous km2
Reference,European Free Trade Association,biomassTree_DanubeR_IRR_lo,5.25079E-06,thous km2
Reference,European Free Trade Association,biomassTree_DanubeR_RFD_hi,5.47E-04,thous km2
Reference,European Free Trade Association,biomassTree_DanubeR_RFD_lo,1.23E-03,thous km2
Reference,European Free Trade Association,biomassTree_Iceland_IRR_hi,0,thous km2
Reference,European Free Trade Association,biomassTree_Iceland_IRR_lo,0,thous km2
Reference,European Free Trade Association,biomassTree_Iceland_RFD_hi,1.89E-05,thous km2
Reference,European Free Trade Association,biomassTree_Iceland_RFD_lo,1.89E-05,thous km2
Reference,European Free Trade Association,biomassTree_PoR_IRR_hi,0.000120442,thous km2
Reference,European Free Trade Association,biomassTree_PoR_IRR_lo,0.000271824,thous km2
Reference,European Free Trade Association,biomassTree_PoR_RFD_hi,0.00468088,thous km2
Reference,European Free Trade Association,biomassTree_PoR_RFD_lo,0.0105622,thous km2
Reference,European Free Trade Association,biomassTree_RhineR_IRR_hi,0.000424545,thous km2
Reference,European Free Trade Association,biomassTree_RhineR_IRR_lo,0.000958112,thous km2
Reference,European Free Trade Association,biomassTree_RhineR_RFD_hi,0.092332,thous km2
Reference,European Free Trade Association,biomassTree_RhineR_RFD_lo,0.208343,thous km2
Reference,European Free Trade Association,biomassTree_RhoneR_IRR_hi,0.000255197,thous km2
Reference,European Free Trade Association,biomassTree_RhoneR_IRR_lo,0.000575922,thous km2
Reference,European Free Trade Association,biomassTree_RhoneR_RFD_hi,0.0137679,thous km2
Reference,European Free Trade Association,biomassTree_RhoneR_RFD_lo,0.0310666,thous km2
Reference,European Free Trade Association,biomassTree_ScndnvN_IRR_hi,0.0222924,thous km2
Reference,European Free Trade Association,biomassTree_ScndnvN_IRR_lo,0.050319,thous km2
Reference,European Free Trade Association,biomassTree_ScndnvN_RFD_hi,1.27695,thous km2
Reference,European Free Trade Association,biomassTree_ScndnvN_RFD_lo,2.8813,thous km2
Reference,European Free Trade Association,biomassTree_Sweden_IRR_hi,0.000955197,thous km2
Reference,European Free Trade Association,biomassTree_Sweden_IRR_lo,0.00215683,thous km2
Reference,European Free Trade Association,biomassTree_Sweden_RFD_hi,0.0524502,thous km2
Reference,European Free Trade Association,biomassTree_Sweden_RFD_lo,0.118346,thous km2
Reference,India,biomassGrass_BengalBay_IRR_hi,8.94512E-06,thous km2
Reference,India,biomassGrass_BengalBay_IRR_lo,1.01213E-05,thous km2
Reference,India,biomassGrass_BengalBay_RFD_hi,0.000676138,thous km2
Reference,India,biomassGrass_BengalBay_RFD_lo,0.000767633,thous km2
Reference,India,biomassGrass_BengalW_IRR_hi,0.00135395,thous km2
Reference,India,biomassGrass_BengalW_IRR_lo,0.00153193,thous km2
Reference,India,biomassGrass_BengalW_RFD_hi,0.0220112,thous km2
Reference,India,biomassGrass_BengalW_RFD_lo,0.0249967,thous km2
Reference,India,biomassGrass_BrahmaniR_IRR_hi,0.00201138,thous km2
Reference,India,biomassGrass_BrahmaniR_IRR_lo,0.00227576,thous km2
Reference,India,biomassGrass_BrahmaniR_RFD_hi,0.0377838,thous km2
Reference,India,biomassGrass_BrahmaniR_RFD_lo,0.0429088,thous km2
Reference,India,biomassGrass_CauveryR_IRR_hi,0.00298514,thous km2
Reference,India,biomassGrass_CauveryR_IRR_lo,0.00345373,thous km2
Reference,India,biomassGrass_CauveryR_RFD_hi,0.0337253,thous km2
Reference,India,biomassGrass_CauveryR_RFD_lo,0.0382568,thous km2
Reference,India,biomassGrass_GangesR_IRR_hi,0.0786337,thous km2
Reference,India,biomassGrass_GangesR_IRR_lo,0.0910148,thous km2
Reference,India,biomassGrass_GangesR_RFD_hi,0.462542,thous km2
Reference,India,biomassGrass_GangesR_RFD_lo,0.524986,thous km2
Reference,India,biomassGrass_GodavariR_IRR_hi,0.0523435,thous km2
Reference,India,biomassGrass_GodavariR_IRR_lo,0.0600963,thous km2
Reference,India,biomassGrass_GodavariR_RFD_hi,7.19E-01,thous km2
Reference,India,biomassGrass_GodavariR_RFD_lo,8.15E-01,thous km2
Reference,India,biomassGrass_IndCstE_IRR_hi,0.00475854,thous km2
Reference,India,biomassGrass_IndCstE_IRR_lo,0.00549333,thous km2
Reference,India,biomassGrass_IndCstE_RFD_hi,0.0281993,thous km2
Reference,India,biomassGrass_IndCstE_RFD_lo,0.0319973,thous km2
Reference,India,biomassGrass_IndCstNE_IRR_hi,0.00216658,thous km2
Reference,India,biomassGrass_IndCstNE_IRR_lo,0.00245238,thous km2
Reference,India,biomassGrass_IndCstNE_RFD_hi,0.0138676,thous km2
Reference,India,biomassGrass_IndCstNE_RFD_lo,0.0157574,thous km2
Reference,India,biomassGrass_IndCstS_IRR_hi,0.00239992,thous km2
Reference,India,biomassGrass_IndCstS_IRR_lo,0.00274477,thous km2
Reference,India,biomassGrass_IndCstS_RFD_hi,0.0244859,thous km2
Reference,India,biomassGrass_IndCstS_RFD_lo,0.0277837,thous km2
Reference,India,biomassGrass_IndCstW_IRR_hi,0.00171828,thous km2
Reference,India,biomassGrass_IndCstW_IRR_lo,0.00194464,thous km2
Reference,India,biomassGrass_IndCstW_RFD_hi,0.0414911,thous km2
Reference,India,biomassGrass_IndCstW_RFD_lo,0.0470396,thous km2
Reference,India,biomassGrass_IndusR_IRR_hi,0.0041074,thous km2
Reference,India,biomassGrass_IndusR_IRR_lo,0.00478583,thous km2
Reference,India,biomassGrass_IndusR_RFD_hi,0.0115425,thous km2
Reference,India,biomassGrass_IndusR_RFD_lo,0.0130971,thous km2
Reference,India,biomassGrass_IrrawaddyR_IRR_hi,0.000185737,thous km2
Reference,India,biomassGrass_IrrawaddyR_IRR_lo,0.000210154,thous km2
Reference,India,biomassGrass_IrrawaddyR_RFD_hi,0.000789748,thous km2
Reference,India,biomassGrass_IrrawaddyR_RFD_lo,0.00089536,thous km2
Reference,India,biomassGrass_KrishnaR_IRR_hi,0.0742958,thous km2
Reference,India,biomassGrass_KrishnaR_IRR_lo,0.0859217,thous km2
Reference,India,biomassGrass_KrishnaR_RFD_hi,0.837112,thous km2
Reference,India,biomassGrass_KrishnaR_RFD_lo,0.949058,thous km2
Reference,India,biomassGrass_MahanadiR_IRR_hi,0.00612946,thous km2
Reference,India,biomassGrass_MahanadiR_IRR_lo,0.00693508,thous km2
Reference,India,biomassGrass_MahanadiR_RFD_hi,0.0725028,thous km2
Reference,India,biomassGrass_MahanadiR_RFD_lo,0.0823601,thous km2
Reference,India,biomassGrass_MahiR_IRR_hi,3.44E-03,thous km2
Reference,India,biomassGrass_MahiR_IRR_lo,4.04E-03,thous km2
Reference,India,biomassGrass_MahiR_RFD_hi,6.49E-02,thous km2
Reference,India,biomassGrass_MahiR_RFD_lo,7.36E-02,thous km2
Reference,India,biomassGrass_NarmadaR_IRR_hi,0.00605561,thous km2
Reference,India,biomassGrass_NarmadaR_IRR_lo,0.00685545,thous km2
Reference,India,biomassGrass_NarmadaR_RFD_hi,8.48E-02,thous km2
Reference,India,biomassGrass_NarmadaR_RFD_lo,9.62E-02,thous km2
Reference,India,biomassGrass_PennarR_IRR_hi,0.0106486,thous km2
Reference,India,biomassGrass_PennarR_IRR_lo,0.012382,thous km2
Reference,India,biomassGrass_PennarR_RFD_hi,1.30E-01,thous km2
Reference,India,biomassGrass_PennarR_RFD_lo,1.48E-01,thous km2
Reference,India,biomassGrass_SabarmatiR_IRR_hi,0.271093,thous km2
Reference,India,biomassGrass_SabarmatiR_IRR_lo,0.317841,thous km2
Reference,India,biomassGrass_SabarmatiR_RFD_hi,1.69404,thous km2
Reference,India,biomassGrass_SabarmatiR_RFD_lo,1.92274,thous km2
Reference,India,biomassGrass_TaptiR_IRR_hi,0.0107929,thous km2
Reference,India,biomassGrass_TaptiR_IRR_lo,0.0124527,thous km2
Reference,India,biomassGrass_TaptiR_RFD_hi,0.203983,thous km2
Reference,India,biomassGrass_TaptiR_RFD_lo,0.231261,thous km2
Reference,India,biomassTree_AdnNicIsl_IRR_hi,0,thous km2
Reference,India,biomassTree_AdnNicIsl_IRR_lo,0,thous km2
Reference,India,biomassTree_AdnNicIsl_RFD_hi,7.36743E-07,thous km2
Reference,India,biomassTree_AdnNicIsl_RFD_lo,7.36743E-07,thous km2
Reference,India,biomassTree_BengalBay_IRR_hi,0.000227296,thous km2
Reference,India,biomassTree_BengalBay_IRR_lo,0.00025442,thous km2
Reference,India,biomassTree_BengalBay_RFD_hi,1.72E-02,thous km2
Reference,India,biomassTree_BengalBay_RFD_lo,1.93E-02,thous km2
Reference,India,biomassTree_BengalW_IRR_hi,0.000565084,thous km2
Reference,India,biomassTree_BengalW_IRR_lo,0.000632468,thous km2
Reference,India,biomassTree_BengalW_RFD_hi,9.19E-03,thous km2
Reference,India,biomassTree_BengalW_RFD_lo,1.03E-02,thous km2
Reference,India,biomassTree_BrahmaniR_IRR_hi,0.000216236,thous km2
Reference,India,biomassTree_BrahmaniR_IRR_lo,0.000242022,thous km2
Reference,India,biomassTree_BrahmaniR_RFD_hi,0.00406158,thous km2
Reference,India,biomassTree_BrahmaniR_RFD_lo,0.00456325,thous km2
Reference,India,biomassTree_CauveryR_IRR_hi,0.00100998,thous km2
Reference,India,biomassTree_CauveryR_IRR_lo,0.00115374,thous km2
Reference,India,biomassTree_CauveryR_RFD_hi,0.0113729,thous km2
Reference,India,biomassTree_CauveryR_RFD_lo,1.28E-02,thous km2
Reference,India,biomassTree_GangesR_IRR_hi,0.0152804,thous km2
Reference,India,biomassTree_GangesR_IRR_lo,0.0174616,thous km2
Reference,India,biomassTree_GangesR_RFD_hi,0.089578,thous km2
Reference,India,biomassTree_GangesR_RFD_lo,0.100585,thous km2
Reference,India,biomassTree_GodavariR_IRR_hi,0.00395677,thous km2
Reference,India,biomassTree_GodavariR_IRR_lo,0.00448823,thous km2
Reference,India,biomassTree_GodavariR_RFD_hi,5.42E-02,thous km2
Reference,India,biomassTree_GodavariR_RFD_lo,6.08E-02,thous km2
Reference,India,biomassTree_IndCstE_IRR_hi,0.00130127,thous km2
Reference,India,biomassTree_IndCstE_IRR_lo,0.00148345,thous km2
Reference,India,biomassTree_IndCstE_RFD_hi,0.00768822,thous km2
Reference,India,biomassTree_IndCstE_RFD_lo,0.00863045,thous km2
Reference,India,biomassTree_IndCstNE_IRR_hi,0.000800181,thous km2
Reference,India,biomassTree_IndCstNE_IRR_lo,0.000895942,thous km2
Reference,India,biomassTree_IndCstNE_RFD_hi,5.12E-03,thous km2
Reference,India,biomassTree_IndCstNE_RFD_lo,5.76E-03,thous km2
Reference,India,biomassTree_IndCstS_IRR_hi,0.00107895,thous km2
Reference,India,biomassTree_IndCstS_IRR_lo,0.00121952,thous km2
Reference,India,biomassTree_IndCstS_RFD_hi,1.10E-02,thous km2
Reference,India,biomassTree_IndCstS_RFD_lo,1.23E-02,thous km2
Reference,India,biomassTree_IndCstW_IRR_hi,4.79E-04,thous km2
Reference,India,biomassTree_IndCstW_IRR_lo,5.36E-04,thous km2
Reference,India,biomassTree_IndCstW_RFD_hi,1.16E-02,thous km2
Reference,India,biomassTree_IndCstW_RFD_lo,1.30E-02,thous km2
Reference,India,biomassTree_IndusR_IRR_hi,0.000845258,thous km2
Reference,India,biomassTree_IndusR_IRR_lo,0.000971861,thous km2
Reference,India,biomassTree_IndusR_RFD_hi,2.37E-03,thous km2
Reference,India,biomassTree_IndusR_RFD_lo,2.66E-03,thous km2
Reference,India,biomassTree_IrrawaddyR_IRR_hi,0.000431613,thous km2
Reference,India,biomassTree_IrrawaddyR_IRR_lo,0.000483099,thous km2
Reference,India,biomassTree_IrrawaddyR_RFD_hi,1.84E-03,thous km2
Reference,India,biomassTree_IrrawaddyR_RFD_lo,2.06E-03,thous km2
Reference,India,biomassTree_KrishnaR_IRR_hi,0.0130527,thous km2
Reference,India,biomassTree_KrishnaR_IRR_lo,0.014905,thous km2
Reference,India,biomassTree_KrishnaR_RFD_hi,1.47E-01,thous km2
Reference,India,biomassTree_KrishnaR_RFD_lo,1.64E-01,thous km2
Reference,India,biomassTree_MahanadiR_IRR_hi,0.000719576,thous km2
Reference,India,biomassTree_MahanadiR_IRR_lo,0.000805366,thous km2
Reference,India,biomassTree_MahanadiR_RFD_hi,8.51E-03,thous km2
Reference,India,biomassTree_MahanadiR_RFD_lo,9.56E-03,thous km2
Reference,India,biomassTree_MahiR_IRR_hi,0.00069877,thous km2
Reference,India,biomassTree_MahiR_IRR_lo,0.000809837,thous km2
Reference,India,biomassTree_MahiR_RFD_hi,0.0131172,thous km2
Reference,India,biomassTree_MahiR_RFD_lo,0.0147248,thous km2
Reference,India,biomassTree_NarmadaR_IRR_hi,0.000352042,thous km2
Reference,India,biomassTree_NarmadaR_IRR_lo,0.000394205,thous km2
Reference,India,biomassTree_NarmadaR_RFD_hi,4.93E-03,thous km2
Reference,India,biomassTree_NarmadaR_RFD_lo,5.53E-03,thous km2
Reference,India,biomassTree_PennarR_IRR_hi,0.000775917,thous km2
Reference,India,biomassTree_PennarR_IRR_lo,0.00089049,thous km2
Reference,India,biomassTree_PennarR_RFD_hi,9.46E-03,thous km2
Reference,India,biomassTree_PennarR_RFD_lo,1.06E-02,thous km2
Reference,India,biomassTree_SabarmatiR_IRR_hi,0.00946687,thous km2
Reference,India,biomassTree_SabarmatiR_IRR_lo,0.0109465,thous km2
Reference,India,biomassTree_SabarmatiR_RFD_hi,0.0588458,thous km2
Reference,India,biomassTree_SabarmatiR_RFD_lo,0.0660765,thous km2
Reference,India,biomassTree_TaptiR_IRR_hi,0.00265526,thous km2
Reference,India,biomassTree_TaptiR_IRR_lo,0.00302552,thous km2
Reference,India,biomassTree_TaptiR_RFD_hi,0.0500376,thous km2
Reference,India,biomassTree_TaptiR_RFD_lo,0.056122,thous km2
Reference,Indonesia,biomassGrass_BorneoCstN_IRR_hi,2.46328E-08,thous km2
Reference,Indonesia,biomassGrass_BorneoCstN_IRR_lo,5.37088E-08,thous km2
Reference,Indonesia,biomassGrass_BorneoCstN_RFD_hi,3.78433E-05,thous km2
Reference,Indonesia,biomassGrass_BorneoCstN_RFD_lo,8.22448E-05,thous km2
Reference,Indonesia,biomassGrass_FlyR_IRR_hi,0,thous km2
Reference,Indonesia,biomassGrass_FlyR_IRR_lo,0,thous km2
Reference,Indonesia,biomassGrass_FlyR_RFD_hi,9.36737E-06,thous km2
Reference,Indonesia,biomassGrass_FlyR_RFD_lo,2.03595E-05,thous km2
Reference,Indonesia,biomassGrass_IdnE_IRR_hi,9.72267E-06,thous km2
Reference,Indonesia,biomassGrass_IdnE_IRR_lo,2.12182E-05,thous km2
Reference,Indonesia,biomassGrass_IdnE_RFD_hi,0.00173373,thous km2
Reference,Indonesia,biomassGrass_IdnE_RFD_lo,0.00376792,thous km2
Reference,Indonesia,biomassGrass_IrianJaya_IRR_hi,2.90504E-06,thous km2
Reference,Indonesia,biomassGrass_IrianJaya_IRR_lo,6.31805E-06,thous km2
Reference,Indonesia,biomassGrass_IrianJaya_RFD_hi,4.76E-03,thous km2
Reference,Indonesia,biomassGrass_IrianJaya_RFD_lo,1.03E-02,thous km2
Reference,Indonesia,biomassGrass_JavaTimor_IRR_hi,1.76E-05,thous km2
Reference,Indonesia,biomassGrass_JavaTimor_IRR_lo,3.84E-05,thous km2
Reference,Indonesia,biomassGrass_JavaTimor_RFD_hi,0.000151881,thous km2
Reference,Indonesia,biomassGrass_JavaTimor_RFD_lo,0.000330052,thous km2
Reference,Indonesia,biomassGrass_Kalimantan_IRR_hi,5.52373E-06,thous km2
Reference,Indonesia,biomassGrass_Kalimantan_IRR_lo,0.000012055,thous km2
Reference,Indonesia,biomassGrass_Kalimantan_RFD_hi,4.34E-03,thous km2
Reference,Indonesia,biomassGrass_Kalimantan_RFD_lo,9.42E-03,thous km2
Reference,Indonesia,biomassGrass_SepikR_IRR_hi,0,thous km2
Reference,Indonesia,biomassGrass_SepikR_IRR_lo,0,thous km2
Reference,Indonesia,biomassGrass_SepikR_RFD_hi,1.65E-05,thous km2
Reference,Indonesia,biomassGrass_SepikR_RFD_lo,3.59E-05,thous km2
Reference,Indonesia,biomassGrass_Sulawesi_IRR_hi,0.000172748,thous km2
Reference,Indonesia,biomassGrass_Sulawesi_IRR_lo,0.00037728,thous km2
Reference,Indonesia,biomassGrass_Sulawesi_RFD_hi,0.00719427,thous km2
Reference,Indonesia,biomassGrass_Sulawesi_RFD_lo,0.015635,thous km2
Reference,Indonesia,biomassGrass_Sumatra_IRR_hi,3.60788E-05,thous km2
Reference,Indonesia,biomassGrass_Sumatra_IRR_lo,7.88685E-05,thous km2
Reference,Indonesia,biomassGrass_Sumatra_RFD_hi,8.11E-03,thous km2
Reference,Indonesia,biomassGrass_Sumatra_RFD_lo,1.76E-02,thous km2
Reference,Indonesia,biomassTree_BorneoCstN_IRR_hi,1.11224E-07,thous km2
Reference,Indonesia,biomassTree_BorneoCstN_IRR_lo,1.85941E-07,thous km2
Reference,Indonesia,biomassTree_BorneoCstN_RFD_hi,0.000169215,thous km2
Reference,Indonesia,biomassTree_BorneoCstN_RFD_lo,0.000282524,thous km2
Reference,Indonesia,biomassTree_FlyR_IRR_hi,0,thous km2
Reference,Indonesia,biomassTree_FlyR_IRR_lo,0,thous km2
Reference,Indonesia,biomassTree_FlyR_RFD_hi,0.000832472,thous km2
Reference,Indonesia,biomassTree_FlyR_RFD_lo,0.00139044,thous km2
Reference,Indonesia,biomassTree_IdnE_IRR_hi,2.41039E-05,thous km2
Reference,Indonesia,biomassTree_IdnE_IRR_lo,0.000040264,thous km2
Reference,Indonesia,biomassTree_IdnE_RFD_hi,4.23E-03,thous km2
Reference,Indonesia,biomassTree_IdnE_RFD_lo,7.07E-03,thous km2
Reference,Indonesia,biomassTree_IrianJaya_IRR_hi,2.34969E-05,thous km2
Reference,Indonesia,biomassTree_IrianJaya_IRR_lo,3.91919E-05,thous km2
Reference,Indonesia,biomassTree_IrianJaya_RFD_hi,0.0382773,thous km2
Reference,Indonesia,biomassTree_IrianJaya_RFD_lo,0.0639081,thous km2
Reference,Indonesia,biomassTree_JavaTimor_IRR_hi,0.000362107,thous km2
Reference,Indonesia,biomassTree_JavaTimor_IRR_lo,0.000604829,thous km2
Reference,Indonesia,biomassTree_JavaTimor_RFD_hi,3.08E-03,thous km2
Reference,Indonesia,biomassTree_JavaTimor_RFD_lo,5.14E-03,thous km2
Reference,Indonesia,biomassTree_Kalimantan_IRR_hi,2.46E-05,thous km2
Reference,Indonesia,biomassTree_Kalimantan_IRR_lo,4.11E-05,thous km2
Reference,Indonesia,biomassTree_Kalimantan_RFD_hi,0.0190149,thous km2
Reference,Indonesia,biomassTree_Kalimantan_RFD_lo,0.0317474,thous km2
Reference,Indonesia,biomassTree_SepikR_IRR_hi,0,thous km2
Reference,Indonesia,biomassTree_SepikR_IRR_lo,0,thous km2
Reference,Indonesia,biomassTree_SepikR_RFD_hi,1.71E-03,thous km2
Reference,Indonesia,biomassTree_SepikR_RFD_lo,2.85E-03,thous km2
Reference,Indonesia,biomassTree_Sulawesi_IRR_hi,2.48E-04,thous km2
Reference,Indonesia,biomassTree_Sulawesi_IRR_lo,4.14E-04,thous km2
Reference,Indonesia,biomassTree_Sulawesi_RFD_hi,1.01E-02,thous km2
Reference,Indonesia,biomassTree_Sulawesi_RFD_lo,1.69E-02,thous km2
Reference,Indonesia,biomassTree_Sumatra_IRR_hi,4.68E-05,thous km2
Reference,Indonesia,biomassTree_Sumatra_IRR_lo,7.82E-05,thous km2
Reference,Indonesia,biomassTree_Sumatra_RFD_hi,0.010305,thous km2
Reference,Indonesia,biomassTree_Sumatra_RFD_lo,0.0172031,thous km2
Reference,Japan,biomassGrass_Japan_IRR_hi,0.000418413,thous km2
Reference,Japan,biomassGrass_Japan_IRR_lo,0.00066788,thous km2
Reference,Japan,biomassGrass_Japan_RFD_hi,0.00186412,thous km2
Reference,Japan,biomassGrass_Japan_RFD_lo,0.00297177,thous km2
Reference,Japan,biomassGrass_Taiwan_IRR_hi,2.54534E-06,thous km2
Reference,Japan,biomassGrass_Taiwan_IRR_lo,4.06171E-06,thous km2
