# File: A221.bio_tech_land_alloc.csv
# Title: Biochar technology land allocation for 2025
# Units: thous km2
# Description: Model output from GCAM v8.7 run reference case for detailed land allocation in each region for biomass only (2025)
# Source: RGCAM output
# Column types: cccnc
# ----------
scenario,region,LandLeaf,allocation,Units
Reference,Canada,biomassTree_Mackenzie_RFD_lo,9.16E-01,thous km2
Reference,Canada,biomassTree_MissouriR_IRR_hi,3.09848E-06,thous km2
Reference,Canada,biomassTree_MissouriR_IRR_lo,4.88995E-06,thous km2
Reference,Canada,biomassTree_MissouriR_RFD_hi,0.00509547,thous km2
Reference,Canada,biomassTree_MissouriR_RFD_lo,0.00793677,thous km2
Reference,Canada,biomassTree_NWTerr_IRR_hi,3.69696E-05,thous km2
Reference,Canada,biomassTree_NWTerr_IRR_lo,5.78537E-05,thous km2
Reference,Canada,biomassTree_NWTerr_RFD_hi,0.167984,thous km2
Reference,Canada,biomassTree_NWTerr_RFD_lo,0.261817,thous km2
Reference,Canada,biomassTree_NelsonR_IRR_hi,0.00384655,thous km2
Reference,Canada,biomassTree_NelsonR_IRR_lo,0.00602488,thous km2
Reference,Canada,biomassTree_NelsonR_RFD_hi,0.948115,thous km2
Reference,Canada,biomassTree_NelsonR_RFD_lo,1.47703,thous km2
Reference,Canada,biomassTree_PacArctic_IRR_hi,0.00311732,thous km2
Reference,Canada,biomassTree_PacArctic_IRR_lo,0.00488976,thous km2
Reference,Canada,biomassTree_PacArctic_RFD_hi,0.0803913,thous km2
Reference,Canada,biomassTree_PacArctic_RFD_lo,0.125625,thous km2
Reference,Canada,biomassTree_StLwrncR_IRR_hi,0.00410659,thous km2
Reference,Canada,biomassTree_StLwrncR_IRR_lo,0.00643927,thous km2
Reference,Canada,biomassTree_StLwrncR_RFD_hi,0.288799,thous km2
Reference,Canada,biomassTree_StLwrncR_RFD_lo,0.449976,thous km2
Reference,Canada,biomassTree_UsaCstNE_IRR_hi,0.000612046,thous km2
Reference,Canada,biomassTree_UsaCstNE_IRR_lo,0.000959516,thous km2
Reference,Canada,biomassTree_UsaCstNE_RFD_hi,0.143053,thous km2
Reference,Canada,biomassTree_UsaCstNE_RFD_lo,0.22289,thous km2
Reference,Canada,biomassTree_UsaPacNW_IRR_hi,0.00317951,thous km2
Reference,Canada,biomassTree_UsaPacNW_IRR_lo,0.00498027,thous km2
Reference,Canada,biomassTree_UsaPacNW_RFD_hi,0.0213377,thous km2
Reference,Canada,biomassTree_UsaPacNW_RFD_lo,0.0332771,thous km2
Reference,Central America and Caribbean,biomassGrass_Caribbean_IRR_hi,0.00281176,thous km2
Reference,Central America and Caribbean,biomassGrass_Caribbean_IRR_lo,0.0038605,thous km2
Reference,Central America and Caribbean,biomassGrass_Caribbean_RFD_hi,0.041141,thous km2
Reference,Central America and Caribbean,biomassGrass_Caribbean_RFD_lo,0.0560717,thous km2
Reference,Central America and Caribbean,biomassGrass_CntAmer_IRR_hi,0.00969674,thous km2
Reference,Central America and Caribbean,biomassGrass_CntAmer_IRR_lo,0.0131582,thous km2
Reference,Central America and Caribbean,biomassGrass_CntAmer_RFD_hi,0.379571,thous km2
Reference,Central America and Caribbean,biomassGrass_CntAmer_RFD_lo,0.519358,thous km2
Reference,Central America and Caribbean,biomassGrass_ColEcuaCst_IRR_hi,1.35327E-06,thous km2
Reference,Central America and Caribbean,biomassGrass_ColEcuaCst_IRR_lo,1.84625E-06,thous km2
Reference,Central America and Caribbean,biomassGrass_ColEcuaCst_RFD_hi,0.0018685,thous km2
Reference,Central America and Caribbean,biomassGrass_ColEcuaCst_RFD_lo,0.00255768,thous km2
Reference,Central America and Caribbean,biomassGrass_GrijUsuR_IRR_hi,1.93E-04,thous km2
Reference,Central America and Caribbean,biomassGrass_GrijUsuR_IRR_lo,2.64E-04,thous km2
Reference,Central America and Caribbean,biomassGrass_GrijUsuR_RFD_hi,0.0678532,thous km2
Reference,Central America and Caribbean,biomassGrass_GrijUsuR_RFD_lo,0.0926697,thous km2
Reference,Central America and Caribbean,biomassGrass_SAmerCstN_IRR_hi,5.86E-04,thous km2
Reference,Central America and Caribbean,biomassGrass_SAmerCstN_IRR_lo,8.02E-04,thous km2
Reference,Central America and Caribbean,biomassGrass_SAmerCstN_RFD_hi,0.055546,thous km2
Reference,Central America and Caribbean,biomassGrass_SAmerCstN_RFD_lo,0.0756417,thous km2
Reference,Central America and Caribbean,biomassGrass_YucatanP_IRR_hi,7.40E-04,thous km2
Reference,Central America and Caribbean,biomassGrass_YucatanP_IRR_lo,1.01E-03,thous km2
Reference,Central America and Caribbean,biomassGrass_YucatanP_RFD_hi,6.22E-02,thous km2
Reference,Central America and Caribbean,biomassGrass_YucatanP_RFD_lo,8.50E-02,thous km2
Reference,Central America and Caribbean,biomassTree_Caribbean_IRR_hi,7.71E-03,thous km2
Reference,Central America and Caribbean,biomassTree_Caribbean_IRR_lo,1.03E-02,thous km2
Reference,Central America and Caribbean,biomassTree_Caribbean_RFD_hi,1.13E-01,thous km2
Reference,Central America and Caribbean,biomassTree_Caribbean_RFD_lo,1.50E-01,thous km2
Reference,Central America and Caribbean,biomassTree_CntAmer_IRR_hi,0.00898417,thous km2
Reference,Central America and Caribbean,biomassTree_CntAmer_IRR_lo,0.0118745,thous km2
Reference,Central America and Caribbean,biomassTree_CntAmer_RFD_hi,0.351526,thous km2
Reference,Central America and Caribbean,biomassTree_CntAmer_RFD_lo,0.468709,thous km2
Reference,Central America and Caribbean,biomassTree_ColEcuaCst_IRR_hi,2.15E-05,thous km2
Reference,Central America and Caribbean,biomassTree_ColEcuaCst_IRR_lo,2.86E-05,thous km2
Reference,Central America and Caribbean,biomassTree_ColEcuaCst_RFD_hi,0.0297432,thous km2
Reference,Central America and Caribbean,biomassTree_ColEcuaCst_RFD_lo,0.0396754,thous km2
Reference,Central America and Caribbean,biomassTree_GrijUsuR_IRR_hi,1.62E-04,thous km2
Reference,Central America and Caribbean,biomassTree_GrijUsuR_IRR_lo,2.16E-04,thous km2
Reference,Central America and Caribbean,biomassTree_GrijUsuR_RFD_hi,5.71E-02,thous km2
Reference,Central America and Caribbean,biomassTree_GrijUsuR_RFD_lo,7.60E-02,thous km2
Reference,Central America and Caribbean,biomassTree_SAmerCstN_IRR_hi,0.000100711,thous km2
Reference,Central America and Caribbean,biomassTree_SAmerCstN_IRR_lo,0.000134297,thous km2
Reference,Central America and Caribbean,biomassTree_SAmerCstN_RFD_hi,0.0095496,thous km2
Reference,Central America and Caribbean,biomassTree_SAmerCstN_RFD_lo,0.0126696,thous km2
Reference,Central America and Caribbean,biomassTree_YucatanP_IRR_hi,9.08E-04,thous km2
Reference,Central America and Caribbean,biomassTree_YucatanP_IRR_lo,1.21E-03,thous km2
Reference,Central America and Caribbean,biomassTree_YucatanP_RFD_hi,7.64E-02,thous km2
Reference,Central America and Caribbean,biomassTree_YucatanP_RFD_lo,1.02E-01,thous km2
Reference,Central Asia,biomassGrass_AmuDaryaR_IRR_hi,4.88E-03,thous km2
Reference,Central Asia,biomassGrass_AmuDaryaR_IRR_lo,7.39E-03,thous km2
Reference,Central Asia,biomassGrass_AmuDaryaR_RFD_hi,1.06E-02,thous km2
Reference,Central Asia,biomassGrass_AmuDaryaR_RFD_lo,1.53E-02,thous km2
Reference,Central Asia,biomassGrass_AmurR_IRR_hi,1.16E-05,thous km2
Reference,Central Asia,biomassGrass_AmurR_IRR_lo,1.69E-05,thous km2
Reference,Central Asia,biomassGrass_AmurR_RFD_hi,0.000592615,thous km2
Reference,Central Asia,biomassGrass_AmurR_RFD_lo,0.000861949,thous km2
Reference,Central Asia,biomassGrass_BlackSeaN_IRR_hi,0.00E+00,thous km2
Reference,Central Asia,biomassGrass_BlackSeaN_IRR_lo,0.00E+00,thous km2
Reference,Central Asia,biomassGrass_BlackSeaN_RFD_hi,2.07E-06,thous km2
Reference,Central Asia,biomassGrass_BlackSeaN_RFD_lo,3.01E-06,thous km2
Reference,Central Asia,biomassGrass_BlackSeaS_IRR_hi,3.76105E-05,thous km2
Reference,Central Asia,biomassGrass_BlackSeaS_IRR_lo,5.53298E-05,thous km2
Reference,Central Asia,biomassGrass_BlackSeaS_RFD_hi,8.22E-04,thous km2
Reference,Central Asia,biomassGrass_BlackSeaS_RFD_lo,1.19E-03,thous km2
Reference,Central Asia,biomassGrass_CaspianE_IRR_hi,1.55E-03,thous km2
Reference,Central Asia,biomassGrass_CaspianE_IRR_lo,2.43E-03,thous km2
Reference,Central Asia,biomassGrass_CaspianE_RFD_hi,3.62E-03,thous km2
Reference,Central Asia,biomassGrass_CaspianE_RFD_lo,5.24E-03,thous km2
Reference,Central Asia,biomassGrass_CaspianNE_IRR_hi,6.56395E-05,thous km2
Reference,Central Asia,biomassGrass_CaspianNE_IRR_lo,9.51587E-05,thous km2
Reference,Central Asia,biomassGrass_CaspianNE_RFD_hi,0.00183207,thous km2
Reference,Central Asia,biomassGrass_CaspianNE_RFD_lo,0.00264956,thous km2
Reference,Central Asia,biomassGrass_CaspianSW_IRR_hi,0.00190408,thous km2
Reference,Central Asia,biomassGrass_CaspianSW_IRR_lo,0.0030075,thous km2
Reference,Central Asia,biomassGrass_CaspianSW_RFD_hi,0.010759,thous km2
Reference,Central Asia,biomassGrass_CaspianSW_RFD_lo,0.015557,thous km2
Reference,Central Asia,biomassGrass_Gobi_IRR_hi,3.97776E-05,thous km2
Reference,Central Asia,biomassGrass_Gobi_IRR_lo,5.77624E-05,thous km2
Reference,Central Asia,biomassGrass_Gobi_RFD_hi,0.000678689,thous km2
Reference,Central Asia,biomassGrass_Gobi_RFD_lo,0.000981892,thous km2
Reference,Central Asia,biomassGrass_LBalkash_IRR_hi,0.00270855,thous km2
Reference,Central Asia,biomassGrass_LBalkash_IRR_lo,0.00392312,thous km2
Reference,Central Asia,biomassGrass_LBalkash_RFD_hi,0.0100146,thous km2
Reference,Central Asia,biomassGrass_LBalkash_RFD_lo,0.0144886,thous km2
Reference,Central Asia,biomassGrass_ObR_IRR_hi,0.00118347,thous km2
Reference,Central Asia,biomassGrass_ObR_IRR_lo,0.00171416,thous km2
Reference,Central Asia,biomassGrass_ObR_RFD_hi,0.0767535,thous km2
Reference,Central Asia,biomassGrass_ObR_RFD_lo,0.111043,thous km2
Reference,Central Asia,biomassGrass_SyrDaryaR_IRR_hi,0.00514895,thous km2
Reference,Central Asia,biomassGrass_SyrDaryaR_IRR_lo,0.00746168,thous km2
Reference,Central Asia,biomassGrass_SyrDaryaR_RFD_hi,1.76E-02,thous km2
Reference,Central Asia,biomassGrass_SyrDaryaR_RFD_lo,2.54E-02,thous km2
Reference,Central Asia,biomassGrass_Tarim_IRR_hi,0,thous km2
Reference,Central Asia,biomassGrass_Tarim_IRR_lo,0,thous km2
Reference,Central Asia,biomassGrass_Tarim_RFD_hi,2.51E-05,thous km2
Reference,Central Asia,biomassGrass_Tarim_RFD_lo,3.63E-05,thous km2
Reference,Central Asia,biomassGrass_UralR_IRR_hi,0.000175076,thous km2
Reference,Central Asia,biomassGrass_UralR_IRR_lo,0.000253613,thous km2
Reference,Central Asia,biomassGrass_UralR_RFD_hi,0.00612624,thous km2
Reference,Central Asia,biomassGrass_UralR_RFD_lo,0.00886312,thous km2
Reference,Central Asia,biomassGrass_VolgaR_IRR_hi,1.39916E-05,thous km2
Reference,Central Asia,biomassGrass_VolgaR_IRR_lo,2.02776E-05,thous km2
Reference,Central Asia,biomassGrass_VolgaR_RFD_hi,2.76E-04,thous km2
Reference,Central Asia,biomassGrass_VolgaR_RFD_lo,3.99E-04,thous km2
Reference,Central Asia,biomassGrass_YeniseiR_IRR_hi,1.59E-05,thous km2
Reference,Central Asia,biomassGrass_YeniseiR_IRR_lo,2.31E-05,thous km2
Reference,Central Asia,biomassGrass_YeniseiR_RFD_hi,8.04E-04,thous km2
Reference,Central Asia,biomassGrass_YeniseiR_RFD_lo,1.17E-03,thous km2
Reference,Central Asia,biomassTree_AmuDaryaR_IRR_hi,0.00E+00,thous km2
Reference,Central Asia,biomassTree_AmuDaryaR_IRR_lo,0.00E+00,thous km2
Reference,Central Asia,biomassTree_AmuDaryaR_RFD_hi,0,thous km2
Reference,Central Asia,biomassTree_AmuDaryaR_RFD_lo,0,thous km2
Reference,Central Asia,biomassTree_AmurR_IRR_hi,0.000027025,thous km2
Reference,Central Asia,biomassTree_AmurR_IRR_lo,3.66786E-05,thous km2
Reference,Central Asia,biomassTree_AmurR_RFD_hi,0.00138106,thous km2
Reference,Central Asia,biomassTree_AmurR_RFD_lo,0.00187357,thous km2
Reference,Central Asia,biomassTree_BlackSeaN_IRR_hi,0,thous km2
Reference,Central Asia,biomassTree_BlackSeaN_IRR_lo,0,thous km2
Reference,Central Asia,biomassTree_BlackSeaN_RFD_hi,0.0193196,thous km2
Reference,Central Asia,biomassTree_BlackSeaN_RFD_lo,0.0262204,thous km2
Reference,Central Asia,biomassTree_BlackSeaS_IRR_hi,0.000656089,thous km2
Reference,Central Asia,biomassTree_BlackSeaS_IRR_lo,0.000896878,thous km2
Reference,Central Asia,biomassTree_BlackSeaS_RFD_hi,1.42E-02,thous km2
Reference,Central Asia,biomassTree_BlackSeaS_RFD_lo,1.92E-02,thous km2
Reference,Central Asia,biomassTree_CaspianNE_IRR_hi,5.49718E-05,thous km2
Reference,Central Asia,biomassTree_CaspianNE_IRR_lo,7.41716E-05,thous km2
Reference,Central Asia,biomassTree_CaspianNE_RFD_hi,1.53E-03,thous km2
Reference,Central Asia,biomassTree_CaspianNE_RFD_lo,2.06E-03,thous km2
Reference,Central Asia,biomassTree_CaspianSW_IRR_hi,0.0249747,thous km2
Reference,Central Asia,biomassTree_CaspianSW_IRR_lo,0.0361706,thous km2
Reference,Central Asia,biomassTree_CaspianSW_RFD_hi,1.35E-01,thous km2
Reference,Central Asia,biomassTree_CaspianSW_RFD_lo,1.82E-01,thous km2
Reference,Central Asia,biomassTree_Gobi_IRR_hi,0.00012848,thous km2
Reference,Central Asia,biomassTree_Gobi_IRR_lo,0.000173675,thous km2
Reference,Central Asia,biomassTree_Gobi_RFD_hi,0.00218651,thous km2
Reference,Central Asia,biomassTree_Gobi_RFD_lo,0.00294809,thous km2
Reference,Central Asia,biomassTree_LBalkash_IRR_hi,0.000410654,thous km2
Reference,Central Asia,biomassTree_LBalkash_IRR_lo,0.000554104,thous km2
Reference,Central Asia,biomassTree_LBalkash_RFD_hi,0.00151701,thous km2
Reference,Central Asia,biomassTree_LBalkash_RFD_lo,0.00204541,thous km2
Reference,Central Asia,biomassTree_ObR_IRR_hi,0.000212767,thous km2
Reference,Central Asia,biomassTree_ObR_IRR_lo,0.00028709,thous km2
Reference,Central Asia,biomassTree_ObR_RFD_hi,0.0137866,thous km2
Reference,Central Asia,biomassTree_ObR_RFD_lo,0.0185886,thous km2
Reference,Central Asia,biomassTree_SyrDaryaR_IRR_hi,0.00211523,thous km2
Reference,Central Asia,biomassTree_SyrDaryaR_IRR_lo,0.00285493,thous km2
Reference,Central Asia,biomassTree_SyrDaryaR_RFD_hi,0.00720564,thous km2
Reference,Central Asia,biomassTree_SyrDaryaR_RFD_lo,0.00971545,thous km2
Reference,Central Asia,biomassTree_VolgaR_IRR_hi,1.79498E-06,thous km2
Reference,Central Asia,biomassTree_VolgaR_IRR_lo,2.4221E-06,thous km2
Reference,Central Asia,biomassTree_VolgaR_RFD_hi,3.53206E-05,thous km2
Reference,Central Asia,biomassTree_VolgaR_RFD_lo,4.76232E-05,thous km2
Reference,Central Asia,biomassTree_YeniseiR_IRR_hi,0.000203336,thous km2
Reference,Central Asia,biomassTree_YeniseiR_IRR_lo,0.000276,thous km2
Reference,Central Asia,biomassTree_YeniseiR_RFD_hi,0.0102766,thous km2
Reference,Central Asia,biomassTree_YeniseiR_RFD_lo,0.0139414,thous km2
Reference,China,biomassGrass_AmurR_IRR_hi,0.000854689,thous km2
Reference,China,biomassGrass_AmurR_IRR_lo,0.00124329,thous km2
Reference,China,biomassGrass_AmurR_RFD_hi,0.00728077,thous km2
Reference,China,biomassGrass_AmurR_RFD_lo,0.0105816,thous km2
Reference,China,biomassGrass_BoHai_IRR_hi,0.00059121,thous km2
Reference,China,biomassGrass_BoHai_IRR_lo,0.000915134,thous km2
Reference,China,biomassGrass_BoHai_RFD_hi,3.08E-03,thous km2
Reference,China,biomassGrass_BoHai_RFD_lo,4.47E-03,thous km2
Reference,China,biomassGrass_ChinaCst_IRR_hi,0.00499185,thous km2
Reference,China,biomassGrass_ChinaCst_IRR_lo,0.0075239,thous km2
Reference,China,biomassGrass_ChinaCst_RFD_hi,2.83E-02,thous km2
Reference,China,biomassGrass_ChinaCst_RFD_lo,4.10E-02,thous km2
Reference,China,biomassGrass_GangesR_IRR_hi,9.48E-06,thous km2
Reference,China,biomassGrass_GangesR_IRR_lo,1.45E-05,thous km2
Reference,China,biomassGrass_GangesR_RFD_hi,3.26E-05,thous km2
Reference,China,biomassGrass_GangesR_RFD_lo,4.71E-05,thous km2
Reference,China,biomassGrass_Gobi_IRR_hi,0.000548659,thous km2
Reference,China,biomassGrass_Gobi_IRR_lo,0.000804784,thous km2
Reference,China,biomassGrass_Gobi_RFD_hi,1.22E-03,thous km2
Reference,China,biomassGrass_Gobi_RFD_lo,1.77E-03,thous km2
Reference,China,biomassGrass_Hainan_IRR_hi,7.22577E-05,thous km2
Reference,China,biomassGrass_Hainan_IRR_lo,0.00010487,thous km2
Reference,China,biomassGrass_Hainan_RFD_hi,0.00148189,thous km2
Reference,China,biomassGrass_Hainan_RFD_lo,0.00215019,thous km2
Reference,China,biomassGrass_Hong_IRR_hi,3.64541E-05,thous km2
Reference,China,biomassGrass_Hong_IRR_lo,5.30184E-05,thous km2
Reference,China,biomassGrass_Hong_RFD_hi,0.000394674,thous km2
Reference,China,biomassGrass_Hong_RFD_lo,0.000572663,thous km2
Reference,China,biomassGrass_HuangHeR_IRR_hi,8.54E-04,thous km2
Reference,China,biomassGrass_HuangHeR_IRR_lo,1.33E-03,thous km2
Reference,China,biomassGrass_HuangHeR_RFD_hi,0.00484979,thous km2
Reference,China,biomassGrass_HuangHeR_RFD_lo,0.0070408,thous km2
Reference,China,biomassGrass_IndusR_IRR_hi,7.90E-09,thous km2
Reference,China,biomassGrass_IndusR_IRR_lo,1.14E-08,thous km2
Reference,China,biomassGrass_IndusR_RFD_hi,4.14E-08,thous km2
Reference,China,biomassGrass_IndusR_RFD_lo,6.00E-08,thous km2
Reference,China,biomassGrass_IrrawaddyR_IRR_hi,9.78991E-06,thous km2
Reference,China,biomassGrass_IrrawaddyR_IRR_lo,1.42E-05,thous km2
Reference,China,biomassGrass_IrrawaddyR_RFD_hi,4.74068E-05,thous km2
Reference,China,biomassGrass_IrrawaddyR_RFD_lo,6.87988E-05,thous km2
Reference,China,biomassGrass_LBalkash_IRR_hi,1.09E-04,thous km2
Reference,China,biomassGrass_LBalkash_IRR_lo,1.59E-04,thous km2
Reference,China,biomassGrass_LBalkash_RFD_hi,1.66E-04,thous km2
Reference,China,biomassGrass_LBalkash_RFD_lo,2.41E-04,thous km2
Reference,China,biomassGrass_Mekong_IRR_hi,5.52506E-05,thous km2
Reference,China,biomassGrass_Mekong_IRR_lo,8.03902E-05,thous km2
Reference,China,biomassGrass_Mekong_RFD_hi,0.000479683,thous km2
Reference,China,biomassGrass_Mekong_RFD_lo,0.000696009,thous km2
Reference,China,biomassGrass_ObR_IRR_hi,1.35E-04,thous km2
Reference,China,biomassGrass_ObR_IRR_lo,1.98E-04,thous km2
Reference,China,biomassGrass_ObR_RFD_hi,0.000230782,thous km2
Reference,China,biomassGrass_ObR_RFD_lo,0.000334246,thous km2
Reference,China,biomassGrass_RusCstSE_IRR_hi,2.35E-05,thous km2
Reference,China,biomassGrass_RusCstSE_IRR_lo,3.43E-05,thous km2
Reference,China,biomassGrass_RusCstSE_RFD_hi,0.000105861,thous km2
Reference,China,biomassGrass_RusCstSE_RFD_lo,0.000153855,thous km2
Reference,China,biomassGrass_SChinaSea_IRR_hi,3.57131E-05,thous km2
Reference,China,biomassGrass_SChinaSea_IRR_lo,5.19251E-05,thous km2
Reference,China,biomassGrass_SChinaSea_RFD_hi,0.000289696,thous km2
Reference,China,biomassGrass_SChinaSea_RFD_lo,0.000420188,thous km2
Reference,China,biomassGrass_Salween_IRR_hi,1.30996E-05,thous km2
Reference,China,biomassGrass_Salween_IRR_lo,1.90527E-05,thous km2
Reference,China,biomassGrass_Salween_RFD_hi,0.000149084,thous km2
Reference,China,biomassGrass_Salween_RFD_lo,0.000216159,thous km2
Reference,China,biomassGrass_Tarim_IRR_hi,0.000912472,thous km2
Reference,China,biomassGrass_Tarim_IRR_lo,0.00156211,thous km2
Reference,China,biomassGrass_Tarim_RFD_hi,0.00167305,thous km2
Reference,China,biomassGrass_Tarim_RFD_lo,0.00242577,thous km2
Reference,China,biomassGrass_XunJiang_IRR_hi,0.000106678,thous km2
Reference,China,biomassGrass_XunJiang_IRR_lo,0.000154967,thous km2
Reference,China,biomassGrass_XunJiang_RFD_hi,0.000941779,thous km2
Reference,China,biomassGrass_XunJiang_RFD_lo,0.00136775,thous km2
Reference,China,biomassGrass_Yangtze_IRR_hi,1.24E-03,thous km2
Reference,China,biomassGrass_Yangtze_IRR_lo,1.80E-03,thous km2
Reference,China,biomassGrass_Yangtze_RFD_hi,0.00774157,thous km2
Reference,China,biomassGrass_Yangtze_RFD_lo,0.0112431,thous km2
Reference,China,biomassGrass_ZiyaHe_IRR_hi,4.76E-04,thous km2
Reference,China,biomassGrass_ZiyaHe_IRR_lo,7.51E-04,thous km2
Reference,China,biomassGrass_ZiyaHe_RFD_hi,0.00206913,thous km2
Reference,China,biomassGrass_ZiyaHe_RFD_lo,0.00300226,thous km2
Reference,China,biomassTree_AmurR_IRR_hi,0.0483362,thous km2
Reference,China,biomassTree_AmurR_IRR_lo,0.0649434,thous km2
Reference,China,biomassTree_AmurR_RFD_hi,0.411215,thous km2
Reference,China,biomassTree_AmurR_RFD_lo,0.552372,thous km2
Reference,China,biomassTree_BoHai_IRR_hi,6.52E-02,thous km2
Reference,China,biomassTree_BoHai_IRR_lo,9.20E-02,thous km2
Reference,China,biomassTree_BoHai_RFD_hi,0.327519,thous km2
Reference,China,biomassTree_BoHai_RFD_lo,0.439192,thous km2
Reference,China,biomassTree_ChinaCst_IRR_hi,0.123339,thous km2
Reference,China,biomassTree_ChinaCst_IRR_lo,0.17052,thous km2
Reference,China,biomassTree_ChinaCst_RFD_hi,0.684898,thous km2
Reference,China,biomassTree_ChinaCst_RFD_lo,0.918427,thous km2
Reference,China,biomassTree_GangesR_IRR_hi,6.77E-04,thous km2
Reference,China,biomassTree_GangesR_IRR_lo,9.45E-04,thous km2
Reference,China,biomassTree_GangesR_RFD_hi,2.25E-03,thous km2
Reference,China,biomassTree_GangesR_RFD_lo,3.00E-03,thous km2
Reference,China,biomassTree_Gobi_IRR_hi,1.10E-04,thous km2
Reference,China,biomassTree_Gobi_IRR_lo,1.49E-04,thous km2
Reference,China,biomassTree_Gobi_RFD_hi,0.000244797,thous km2
Reference,China,biomassTree_Gobi_RFD_lo,0.000328054,thous km2
Reference,China,biomassTree_Hainan_IRR_hi,4.04E-04,thous km2
Reference,China,biomassTree_Hainan_IRR_lo,5.41E-04,thous km2
Reference,China,biomassTree_Hainan_RFD_hi,0.00826192,thous km2
Reference,China,biomassTree_Hainan_RFD_lo,0.0110766,thous km2
Reference,China,biomassTree_Hong_IRR_hi,1.29E-03,thous km2
Reference,China,biomassTree_Hong_IRR_lo,1.73E-03,thous km2
Reference,China,biomassTree_Hong_RFD_hi,0.013926,thous km2
Reference,China,biomassTree_Hong_RFD_lo,0.0186703,thous km2
Reference,China,biomassTree_HuangHeR_IRR_hi,4.37E-02,thous km2
Reference,China,biomassTree_HuangHeR_IRR_lo,6.21E-02,thous km2
Reference,China,biomassTree_HuangHeR_RFD_hi,0.238279,thous km2
Reference,China,biomassTree_HuangHeR_RFD_lo,3.20E-01,thous km2
Reference,China,biomassTree_IrrawaddyR_IRR_hi,8.21E-04,thous km2
Reference,China,biomassTree_IrrawaddyR_IRR_lo,1.10E-03,thous km2
Reference,China,biomassTree_IrrawaddyR_RFD_hi,0.00397319,thous km2
Reference,China,biomassTree_IrrawaddyR_RFD_lo,0.00532792,thous km2
Reference,China,biomassTree_LBalkash_IRR_hi,3.06E-04,thous km2
Reference,China,biomassTree_LBalkash_IRR_lo,4.13E-04,thous km2
Reference,China,biomassTree_LBalkash_RFD_hi,0.000466103,thous km2
Reference,China,biomassTree_LBalkash_RFD_lo,0.000624358,thous km2
Reference,China,biomassTree_Mekong_IRR_hi,0.00208138,thous km2
Reference,China,biomassTree_Mekong_IRR_lo,0.00279688,thous km2
Reference,China,biomassTree_Mekong_RFD_hi,0.0180474,thous km2
Reference,China,biomassTree_Mekong_RFD_lo,0.0241958,thous km2
Reference,China,biomassTree_ObR_IRR_hi,9.56E-05,thous km2
Reference,China,biomassTree_ObR_IRR_lo,1.29E-04,thous km2
Reference,China,biomassTree_ObR_RFD_hi,0.000162838,thous km2
Reference,China,biomassTree_ObR_RFD_lo,0.000217844,thous km2
Reference,China,biomassTree_RusCstSE_IRR_hi,1.04E-02,thous km2
Reference,China,biomassTree_RusCstSE_IRR_lo,1.40E-02,thous km2
Reference,China,biomassTree_RusCstSE_RFD_hi,4.67E-02,thous km2
Reference,China,biomassTree_RusCstSE_RFD_lo,6.28E-02,thous km2
Reference,China,biomassTree_SChinaSea_IRR_hi,3.05E-03,thous km2
Reference,China,biomassTree_SChinaSea_IRR_lo,4.09E-03,thous km2
Reference,China,biomassTree_SChinaSea_RFD_hi,2.47E-02,thous km2
Reference,China,biomassTree_SChinaSea_RFD_lo,3.31E-02,thous km2
Reference,China,biomassTree_Salween_IRR_hi,1.01E-03,thous km2
Reference,China,biomassTree_Salween_IRR_lo,1.36E-03,thous km2
Reference,China,biomassTree_Salween_RFD_hi,0.0115117,thous km2
Reference,China,biomassTree_Salween_RFD_lo,0.0154202,thous km2
Reference,China,biomassTree_Tarim_IRR_hi,0,thous km2
Reference,China,biomassTree_Tarim_IRR_lo,0,thous km2
Reference,China,biomassTree_Tarim_RFD_hi,0,thous km2
Reference,China,biomassTree_Tarim_RFD_lo,0,thous km2
Reference,China,biomassTree_XunJiang_IRR_hi,2.38E-02,thous km2
Reference,China,biomassTree_XunJiang_IRR_lo,3.19E-02,thous km2
Reference,China,biomassTree_XunJiang_RFD_hi,0.209864,thous km2
Reference,China,biomassTree_XunJiang_RFD_lo,0.281662,thous km2
Reference,China,biomassTree_Yangtze_IRR_hi,2.42E-01,thous km2
Reference,China,biomassTree_Yangtze_IRR_lo,3.24E-01,thous km2
Reference,China,biomassTree_Yangtze_RFD_hi,1.50745,thous km2
Reference,China,biomassTree_Yangtze_RFD_lo,2.02318,thous km2
Reference,China,biomassTree_ZiyaHe_IRR_hi,0.108135,thous km2
Reference,China,biomassTree_ZiyaHe_IRR_lo,0.15486,thous km2
Reference,China,biomassTree_ZiyaHe_RFD_hi,0.448171,thous km2
Reference,China,biomassTree_ZiyaHe_RFD_lo,0.600854,thous km2
Reference,EU-12,biomassGrass_AdrBlkSea_IRR_hi,1.70E-05,thous km2
Reference,EU-12,biomassGrass_AdrBlkSea_IRR_lo,2.41E-05,thous km2
Reference,EU-12,biomassGrass_AdrBlkSea_RFD_hi,0.00283762,thous km2
Reference,EU-12,biomassGrass_AdrBlkSea_RFD_lo,0.00396005,thous km2
Reference,EU-12,biomassGrass_BalticSea_IRR_hi,7.73009E-07,thous km2
Reference,EU-12,biomassGrass_BalticSea_IRR_lo,1.07109E-06,thous km2
Reference,EU-12,biomassGrass_BalticSea_RFD_hi,0.00366543,thous km2
Reference,EU-12,biomassGrass_BalticSea_RFD_lo,0.0051153,thous km2
