# File: A26.td_nonenergy_cost_nonmineral.csv
# Title: Electricity transmission and distribution sector non-energy costs (excluding mineral costs)
# Units: $1975/GJ
# Description: Updates non-energy costs for the electricity transmission sectors to have regionally and time varying costs. Costs are total transmission and distribution costs minus mineral costs. Regional variation is based on regional variation in mineral costs which reflects disparities in transmission and distribution intensity (per unit electricity generation).
# Comment:
# Column types: ccccncn
# ----------
region,supplysector,subsector,stub.technology,year,minicam.non.energy.input,input.cost
Australia_NZ,elect_td_ind,elect_td_ind,elect_td_ind,2035,non-energy,0.299682419
Australia_NZ,elect_td_trn,elect_td_trn,elect_td_trn,2035,non-energy,1.832930691
Australia_NZ,elect_td_bld,elect_td_bld,elect_td_bld,2040,non-energy,1.737416971
Australia_NZ,elect_td_ind,elect_td_ind,elect_td_ind,2040,non-energy,0.291713193
Australia_NZ,elect_td_trn,elect_td_trn,elect_td_trn,2040,non-energy,1.737416971
Australia_NZ,elect_td_bld,elect_td_bld,elect_td_bld,2045,non-energy,1.626594484
Australia_NZ,elect_td_ind,elect_td_ind,elect_td_ind,2045,non-energy,0.279969216
Australia_NZ,elect_td_trn,elect_td_trn,elect_td_trn,2045,non-energy,1.626594484
Australia_NZ,elect_td_bld,elect_td_bld,elect_td_bld,2050,non-energy,1.5564627
Australia_NZ,elect_td_ind,elect_td_ind,elect_td_ind,2050,non-energy,0.278341484
Australia_NZ,elect_td_trn,elect_td_trn,elect_td_trn,2050,non-energy,1.5564627
Australia_NZ,elect_td_bld,elect_td_bld,elect_td_bld,2055,non-energy,1.517315673
Australia_NZ,elect_td_ind,elect_td_ind,elect_td_ind,2055,non-energy,0.268408657
Australia_NZ,elect_td_trn,elect_td_trn,elect_td_trn,2055,non-energy,1.517315673
Australia_NZ,elect_td_bld,elect_td_bld,elect_td_bld,2060,non-energy,1.47809561
Australia_NZ,elect_td_ind,elect_td_ind,elect_td_ind,2060,non-energy,0.258402793
Australia_NZ,elect_td_trn,elect_td_trn,elect_td_trn,2060,non-energy,1.47809561
Australia_NZ,elect_td_bld,elect_td_bld,elect_td_bld,2065,non-energy,1.438875548
Australia_NZ,elect_td_ind,elect_td_ind,elect_td_ind,2065,non-energy,0.24839693
Australia_NZ,elect_td_trn,elect_td_trn,elect_td_trn,2065,non-energy,1.438875548
Australia_NZ,elect_td_bld,elect_td_bld,elect_td_bld,2070,non-energy,1.399655485
Australia_NZ,elect_td_ind,elect_td_ind,elect_td_ind,2070,non-energy,0.238391067
Australia_NZ,elect_td_trn,elect_td_trn,elect_td_trn,2070,non-energy,1.399655485
Australia_NZ,elect_td_bld,elect_td_bld,elect_td_bld,2075,non-energy,1.360435423
Australia_NZ,elect_td_ind,elect_td_ind,elect_td_ind,2075,non-energy,0.228385204
Australia_NZ,elect_td_trn,elect_td_trn,elect_td_trn,2075,non-energy,1.360435423
Australia_NZ,elect_td_bld,elect_td_bld,elect_td_bld,2080,non-energy,1.32121536
Australia_NZ,elect_td_ind,elect_td_ind,elect_td_ind,2080,non-energy,0.21837934
Australia_NZ,elect_td_trn,elect_td_trn,elect_td_trn,2080,non-energy,1.32121536
Australia_NZ,elect_td_bld,elect_td_bld,elect_td_bld,2085,non-energy,1.282068334
Australia_NZ,elect_td_ind,elect_td_ind,elect_td_ind,2085,non-energy,0.208446513
Australia_NZ,elect_td_trn,elect_td_trn,elect_td_trn,2085,non-energy,1.282068334
Australia_NZ,elect_td_bld,elect_td_bld,elect_td_bld,2090,non-energy,1.242848271
Australia_NZ,elect_td_ind,elect_td_ind,elect_td_ind,2090,non-energy,0.198440649
Australia_NZ,elect_td_trn,elect_td_trn,elect_td_trn,2090,non-energy,1.242848271
Australia_NZ,elect_td_bld,elect_td_bld,elect_td_bld,2095,non-energy,1.203628209
Australia_NZ,elect_td_ind,elect_td_ind,elect_td_ind,2095,non-energy,0.188434786
Australia_NZ,elect_td_trn,elect_td_trn,elect_td_trn,2095,non-energy,1.203628209
Australia_NZ,elect_td_bld,elect_td_bld,elect_td_bld,2100,non-energy,1.164408146
Australia_NZ,elect_td_ind,elect_td_ind,elect_td_ind,2100,non-energy,0.178428923
Australia_NZ,elect_td_trn,elect_td_trn,elect_td_trn,2100,non-energy,1.164408146
Brazil,elect_td_bld,elect_td_bld,elect_td_bld,2015,non-energy,2.435269709
Brazil,elect_td_ind,elect_td_ind,elect_td_ind,2015,non-energy,0.37246275
Brazil,elect_td_trn,elect_td_trn,elect_td_trn,2015,non-energy,2.435269709
Brazil,elect_td_bld,elect_td_bld,elect_td_bld,2020,non-energy,2.414674755
Brazil,elect_td_ind,elect_td_ind,elect_td_ind,2020,non-energy,0.377992185
Brazil,elect_td_trn,elect_td_trn,elect_td_trn,2020,non-energy,2.414674755
Brazil,elect_td_bld,elect_td_bld,elect_td_bld,2025,non-energy,2.37710992
Brazil,elect_td_ind,elect_td_ind,elect_td_ind,2025,non-energy,0.379374568
Brazil,elect_td_trn,elect_td_trn,elect_td_trn,2025,non-energy,2.37710992
Brazil,elect_td_bld,elect_td_bld,elect_td_bld,2030,non-energy,2.310261876
Brazil,elect_td_ind,elect_td_ind,elect_td_ind,2030,non-energy,0.373402292
Brazil,elect_td_trn,elect_td_trn,elect_td_trn,2030,non-energy,2.310261876
Brazil,elect_td_bld,elect_td_bld,elect_td_bld,2035,non-energy,2.235853905
Brazil,elect_td_ind,elect_td_ind,elect_td_ind,2035,non-energy,0.365559979
Brazil,elect_td_trn,elect_td_trn,elect_td_trn,2035,non-energy,2.235853905
Brazil,elect_td_bld,elect_td_bld,elect_td_bld,2040,non-energy,2.225942636
Brazil,elect_td_ind,elect_td_ind,elect_td_ind,2040,non-energy,0.373736901
Brazil,elect_td_trn,elect_td_trn,elect_td_trn,2040,non-energy,2.225942636
Brazil,elect_td_bld,elect_td_bld,elect_td_bld,2045,non-energy,2.209687636
Brazil,elect_td_ind,elect_td_ind,elect_td_ind,2045,non-energy,0.380331129
Brazil,elect_td_trn,elect_td_trn,elect_td_trn,2045,non-energy,2.209687636
Brazil,elect_td_bld,elect_td_bld,elect_td_bld,2050,non-energy,2.270647417
Brazil,elect_td_ind,elect_td_ind,elect_td_ind,2050,non-energy,0.406058798
Brazil,elect_td_trn,elect_td_trn,elect_td_trn,2050,non-energy,2.270647417
Brazil,elect_td_bld,elect_td_bld,elect_td_bld,2055,non-energy,2.213537731
Brazil,elect_td_ind,elect_td_ind,elect_td_ind,2055,non-energy,0.39156828
Brazil,elect_td_trn,elect_td_trn,elect_td_trn,2055,non-energy,2.213537731
Brazil,elect_td_bld,elect_td_bld,elect_td_bld,2060,non-energy,2.156321498
Brazil,elect_td_ind,elect_td_ind,elect_td_ind,2060,non-energy,0.376971215
Brazil,elect_td_trn,elect_td_trn,elect_td_trn,2060,non-energy,2.156321498
Brazil,elect_td_bld,elect_td_bld,elect_td_bld,2065,non-energy,2.099105264
Brazil,elect_td_ind,elect_td_ind,elect_td_ind,2065,non-energy,0.36237415
Brazil,elect_td_trn,elect_td_trn,elect_td_trn,2065,non-energy,2.099105264
Brazil,elect_td_bld,elect_td_bld,elect_td_bld,2070,non-energy,2.04188903
Brazil,elect_td_ind,elect_td_ind,elect_td_ind,2070,non-energy,0.347777085
Brazil,elect_td_trn,elect_td_trn,elect_td_trn,2070,non-energy,2.04188903
Brazil,elect_td_bld,elect_td_bld,elect_td_bld,2075,non-energy,1.984672797
Brazil,elect_td_ind,elect_td_ind,elect_td_ind,2075,non-energy,0.33318002
Brazil,elect_td_trn,elect_td_trn,elect_td_trn,2075,non-energy,1.984672797
Brazil,elect_td_bld,elect_td_bld,elect_td_bld,2080,non-energy,1.927456563
Brazil,elect_td_ind,elect_td_ind,elect_td_ind,2080,non-energy,0.318582954
Brazil,elect_td_trn,elect_td_trn,elect_td_trn,2080,non-energy,1.927456563
Brazil,elect_td_bld,elect_td_bld,elect_td_bld,2085,non-energy,1.870346877
Brazil,elect_td_ind,elect_td_ind,elect_td_ind,2085,non-energy,0.304092437
Brazil,elect_td_trn,elect_td_trn,elect_td_trn,2085,non-energy,1.870346877
Brazil,elect_td_bld,elect_td_bld,elect_td_bld,2090,non-energy,1.813130644
Brazil,elect_td_ind,elect_td_ind,elect_td_ind,2090,non-energy,0.289495372
Brazil,elect_td_trn,elect_td_trn,elect_td_trn,2090,non-energy,1.813130644
Brazil,elect_td_bld,elect_td_bld,elect_td_bld,2095,non-energy,1.75591441
Brazil,elect_td_ind,elect_td_ind,elect_td_ind,2095,non-energy,0.274898307
Brazil,elect_td_trn,elect_td_trn,elect_td_trn,2095,non-energy,1.75591441
Brazil,elect_td_bld,elect_td_bld,elect_td_bld,2100,non-energy,1.698698177
Brazil,elect_td_ind,elect_td_ind,elect_td_ind,2100,non-energy,0.260301242
Brazil,elect_td_trn,elect_td_trn,elect_td_trn,2100,non-energy,1.698698177
Canada,elect_td_bld,elect_td_bld,elect_td_bld,2015,non-energy,1.768799861
Canada,elect_td_ind,elect_td_ind,elect_td_ind,2015,non-energy,0.270529403
Canada,elect_td_trn,elect_td_trn,elect_td_trn,2015,non-energy,1.768799861
Canada,elect_td_bld,elect_td_bld,elect_td_bld,2020,non-energy,1.717071249
Canada,elect_td_ind,elect_td_ind,elect_td_ind,2020,non-energy,0.268789622
Canada,elect_td_trn,elect_td_trn,elect_td_trn,2020,non-energy,1.717071249
Canada,elect_td_bld,elect_td_bld,elect_td_bld,2025,non-energy,1.650398246
Canada,elect_td_ind,elect_td_ind,elect_td_ind,2025,non-energy,0.263395107
Canada,elect_td_trn,elect_td_trn,elect_td_trn,2025,non-energy,1.650398246
Canada,elect_td_bld,elect_td_bld,elect_td_bld,2030,non-energy,1.560891083
Canada,elect_td_ind,elect_td_ind,elect_td_ind,2030,non-energy,0.252283221
Canada,elect_td_trn,elect_td_trn,elect_td_trn,2030,non-energy,1.560891083
Canada,elect_td_bld,elect_td_bld,elect_td_bld,2035,non-energy,1.464072714
Canada,elect_td_ind,elect_td_ind,elect_td_ind,2035,non-energy,0.239374491
Canada,elect_td_trn,elect_td_trn,elect_td_trn,2035,non-energy,1.464072714
Canada,elect_td_bld,elect_td_bld,elect_td_bld,2040,non-energy,1.405536335
Canada,elect_td_ind,elect_td_ind,elect_td_ind,2040,non-energy,0.235990266
Canada,elect_td_trn,elect_td_trn,elect_td_trn,2040,non-energy,1.405536335
Canada,elect_td_bld,elect_td_bld,elect_td_bld,2045,non-energy,1.336825779
Canada,elect_td_ind,elect_td_ind,elect_td_ind,2045,non-energy,0.230094267
Canada,elect_td_trn,elect_td_trn,elect_td_trn,2045,non-energy,1.336825779
Canada,elect_td_bld,elect_td_bld,elect_td_bld,2050,non-energy,1.305211245
Canada,elect_td_ind,elect_td_ind,elect_td_ind,2050,non-energy,0.233410306
Canada,elect_td_trn,elect_td_trn,elect_td_trn,2050,non-energy,1.305211245
Canada,elect_td_bld,elect_td_bld,elect_td_bld,2055,non-energy,1.272383514
Canada,elect_td_ind,elect_td_ind,elect_td_ind,2055,non-energy,0.225080882
Canada,elect_td_trn,elect_td_trn,elect_td_trn,2055,non-energy,1.272383514
Canada,elect_td_bld,elect_td_bld,elect_td_bld,2060,non-energy,1.239494536
Canada,elect_td_ind,elect_td_ind,elect_td_ind,2060,non-energy,0.216690212
Canada,elect_td_trn,elect_td_trn,elect_td_trn,2060,non-energy,1.239494536
Canada,elect_td_bld,elect_td_bld,elect_td_bld,2065,non-energy,1.206605559
Canada,elect_td_ind,elect_td_ind,elect_td_ind,2065,non-energy,0.208299541
Canada,elect_td_trn,elect_td_trn,elect_td_trn,2065,non-energy,1.206605559
Canada,elect_td_bld,elect_td_bld,elect_td_bld,2070,non-energy,1.173716582
Canada,elect_td_ind,elect_td_ind,elect_td_ind,2070,non-energy,0.199908871
Canada,elect_td_trn,elect_td_trn,elect_td_trn,2070,non-energy,1.173716582
Canada,elect_td_bld,elect_td_bld,elect_td_bld,2075,non-energy,1.140827604
Canada,elect_td_ind,elect_td_ind,elect_td_ind,2075,non-energy,0.191518201
Canada,elect_td_trn,elect_td_trn,elect_td_trn,2075,non-energy,1.140827604
Canada,elect_td_bld,elect_td_bld,elect_td_bld,2080,non-energy,1.107938627
Canada,elect_td_ind,elect_td_ind,elect_td_ind,2080,non-energy,0.183127531
Canada,elect_td_trn,elect_td_trn,elect_td_trn,2080,non-energy,1.107938627
Canada,elect_td_bld,elect_td_bld,elect_td_bld,2085,non-energy,1.075110895
Canada,elect_td_ind,elect_td_ind,elect_td_ind,2085,non-energy,0.174798106
Canada,elect_td_trn,elect_td_trn,elect_td_trn,2085,non-energy,1.075110895
Canada,elect_td_bld,elect_td_bld,elect_td_bld,2090,non-energy,1.042221918
Canada,elect_td_ind,elect_td_ind,elect_td_ind,2090,non-energy,0.166407436
Canada,elect_td_trn,elect_td_trn,elect_td_trn,2090,non-energy,1.042221918
Canada,elect_td_bld,elect_td_bld,elect_td_bld,2095,non-energy,1.00933294
Canada,elect_td_ind,elect_td_ind,elect_td_ind,2095,non-energy,0.158016766
Canada,elect_td_trn,elect_td_trn,elect_td_trn,2095,non-energy,1.00933294
Canada,elect_td_bld,elect_td_bld,elect_td_bld,2100,non-energy,0.976443963
Canada,elect_td_ind,elect_td_ind,elect_td_ind,2100,non-energy,0.149626096
Canada,elect_td_trn,elect_td_trn,elect_td_trn,2100,non-energy,0.976443963
Central America and Caribbean,elect_td_bld,elect_td_bld,elect_td_bld,2015,non-energy,3.860630593
Central America and Caribbean,elect_td_ind,elect_td_ind,elect_td_ind,2015,non-energy,0.590464818
Central America and Caribbean,elect_td_trn,elect_td_trn,elect_td_trn,2015,non-energy,3.860630593
Central America and Caribbean,elect_td_bld,elect_td_bld,elect_td_bld,2020,non-energy,3.69955172
Central America and Caribbean,elect_td_ind,elect_td_ind,elect_td_ind,2020,non-energy,0.579126293
Central America and Caribbean,elect_td_trn,elect_td_trn,elect_td_trn,2020,non-energy,3.69955172
Central America and Caribbean,elect_td_bld,elect_td_bld,elect_td_bld,2025,non-energy,3.502423865
Central America and Caribbean,elect_td_ind,elect_td_ind,elect_td_ind,2025,non-energy,0.55896891
Central America and Caribbean,elect_td_trn,elect_td_trn,elect_td_trn,2025,non-energy,3.502423865
Central America and Caribbean,elect_td_bld,elect_td_bld,elect_td_bld,2030,non-energy,3.253407146
Central America and Caribbean,elect_td_ind,elect_td_ind,elect_td_ind,2030,non-energy,0.525840684
Central America and Caribbean,elect_td_trn,elect_td_trn,elect_td_trn,2030,non-energy,3.253407146
Central America and Caribbean,elect_td_bld,elect_td_bld,elect_td_bld,2035,non-energy,2.986047988
Central America and Caribbean,elect_td_ind,elect_td_ind,elect_td_ind,2035,non-energy,0.488215996
Central America and Caribbean,elect_td_trn,elect_td_trn,elect_td_trn,2035,non-energy,2.986047988
Central America and Caribbean,elect_td_bld,elect_td_bld,elect_td_bld,2040,non-energy,2.79102438
Central America and Caribbean,elect_td_ind,elect_td_ind,elect_td_ind,2040,non-energy,0.468614414
Central America and Caribbean,elect_td_trn,elect_td_trn,elect_td_trn,2040,non-energy,2.79102438
Central America and Caribbean,elect_td_bld,elect_td_bld,elect_td_bld,2045,non-energy,2.566501243
Central America and Caribbean,elect_td_ind,elect_td_ind,elect_td_ind,2045,non-energy,0.441745837
Central America and Caribbean,elect_td_trn,elect_td_trn,elect_td_trn,2045,non-energy,2.566501243
Central America and Caribbean,elect_td_bld,elect_td_bld,elect_td_bld,2050,non-energy,2.398068736
Central America and Caribbean,elect_td_ind,elect_td_ind,elect_td_ind,2050,non-energy,0.428845491
Central America and Caribbean,elect_td_trn,elect_td_trn,elect_td_trn,2050,non-energy,2.398068736
Central America and Caribbean,elect_td_bld,elect_td_bld,elect_td_bld,2055,non-energy,2.337754241
Central America and Caribbean,elect_td_ind,elect_td_ind,elect_td_ind,2055,non-energy,0.413541814
Central America and Caribbean,elect_td_trn,elect_td_trn,elect_td_trn,2055,non-energy,2.337754241
Central America and Caribbean,elect_td_bld,elect_td_bld,elect_td_bld,2060,non-energy,2.277327219
Central America and Caribbean,elect_td_ind,elect_td_ind,elect_td_ind,2060,non-energy,0.398125609
Central America and Caribbean,elect_td_trn,elect_td_trn,elect_td_trn,2060,non-energy,2.277327219
Central America and Caribbean,elect_td_bld,elect_td_bld,elect_td_bld,2065,non-energy,2.216900198
Central America and Caribbean,elect_td_ind,elect_td_ind,elect_td_ind,2065,non-energy,0.382709404
Central America and Caribbean,elect_td_trn,elect_td_trn,elect_td_trn,2065,non-energy,2.216900198
Central America and Caribbean,elect_td_bld,elect_td_bld,elect_td_bld,2070,non-energy,2.156473176
Central America and Caribbean,elect_td_ind,elect_td_ind,elect_td_ind,2070,non-energy,0.367293199
Central America and Caribbean,elect_td_trn,elect_td_trn,elect_td_trn,2070,non-energy,2.156473176
Central America and Caribbean,elect_td_bld,elect_td_bld,elect_td_bld,2075,non-energy,2.096046154
Central America and Caribbean,elect_td_ind,elect_td_ind,elect_td_ind,2075,non-energy,0.351876994
Central America and Caribbean,elect_td_trn,elect_td_trn,elect_td_trn,2075,non-energy,2.096046154
Central America and Caribbean,elect_td_bld,elect_td_bld,elect_td_bld,2080,non-energy,2.035619132
Central America and Caribbean,elect_td_ind,elect_td_ind,elect_td_ind,2080,non-energy,0.33646079
Central America and Caribbean,elect_td_trn,elect_td_trn,elect_td_trn,2080,non-energy,2.035619132
Central America and Caribbean,elect_td_bld,elect_td_bld,elect_td_bld,2085,non-energy,1.975304637
Central America and Caribbean,elect_td_ind,elect_td_ind,elect_td_ind,2085,non-energy,0.321157112
Central America and Caribbean,elect_td_trn,elect_td_trn,elect_td_trn,2085,non-energy,1.975304637
Central America and Caribbean,elect_td_bld,elect_td_bld,elect_td_bld,2090,non-energy,1.914877615
Central America and Caribbean,elect_td_ind,elect_td_ind,elect_td_ind,2090,non-energy,0.305740907
Central America and Caribbean,elect_td_trn,elect_td_trn,elect_td_trn,2090,non-energy,1.914877615
Central America and Caribbean,elect_td_bld,elect_td_bld,elect_td_bld,2095,non-energy,1.854450593
Central America and Caribbean,elect_td_ind,elect_td_ind,elect_td_ind,2095,non-energy,0.290324702
Central America and Caribbean,elect_td_trn,elect_td_trn,elect_td_trn,2095,non-energy,1.854450593
Central America and Caribbean,elect_td_bld,elect_td_bld,elect_td_bld,2100,non-energy,1.794023572
Central America and Caribbean,elect_td_ind,elect_td_ind,elect_td_ind,2100,non-energy,0.274908497
Central America and Caribbean,elect_td_trn,elect_td_trn,elect_td_trn,2100,non-energy,1.794023572
Central Asia,elect_td_bld,elect_td_bld,elect_td_bld,2015,non-energy,2.665823275
Central Asia,elect_td_ind,elect_td_ind,elect_td_ind,2015,non-energy,0.407724805
Central Asia,elect_td_trn,elect_td_trn,elect_td_trn,2015,non-energy,2.665823275
Central Asia,elect_td_bld,elect_td_bld,elect_td_bld,2020,non-energy,2.595904993
Central Asia,elect_td_ind,elect_td_ind,elect_td_ind,2020,non-energy,0.406361891
Central Asia,elect_td_trn,elect_td_trn,elect_td_trn,2020,non-energy,2.595904993
Central Asia,elect_td_bld,elect_td_bld,elect_td_bld,2025,non-energy,2.504036343
Central Asia,elect_td_ind,elect_td_ind,elect_td_ind,2025,non-energy,0.399631375
Central Asia,elect_td_trn,elect_td_trn,elect_td_trn,2025,non-energy,2.504036343
Central Asia,elect_td_bld,elect_td_bld,elect_td_bld,2030,non-energy,2.378095852
Central Asia,elect_td_ind,elect_td_ind,elect_td_ind,2030,non-energy,0.384366141
Central Asia,elect_td_trn,elect_td_trn,elect_td_trn,2030,non-energy,2.378095852
Central Asia,elect_td_bld,elect_td_bld,elect_td_bld,2035,non-energy,2.241534569
Central Asia,elect_td_ind,elect_td_ind,elect_td_ind,2035,non-energy,0.366488763
Central Asia,elect_td_trn,elect_td_trn,elect_td_trn,2035,non-energy,2.241534569
Central Asia,elect_td_bld,elect_td_bld,elect_td_bld,2040,non-energy,2.164542866
Central Asia,elect_td_ind,elect_td_ind,elect_td_ind,2040,non-energy,0.363427849
Central Asia,elect_td_trn,elect_td_trn,elect_td_trn,2040,non-energy,2.164542866
Central Asia,elect_td_bld,elect_td_bld,elect_td_bld,2045,non-energy,2.073435031
Central Asia,elect_td_ind,elect_td_ind,elect_td_ind,2045,non-energy,0.356879349
Central Asia,elect_td_trn,elect_td_trn,elect_td_trn,2045,non-energy,2.073435031
Central Asia,elect_td_bld,elect_td_bld,elect_td_bld,2050,non-energy,2.042389595
Central Asia,elect_td_ind,elect_td_ind,elect_td_ind,2050,non-energy,0.36523956
Central Asia,elect_td_trn,elect_td_trn,elect_td_trn,2050,non-energy,2.042389595
Central Asia,elect_td_bld,elect_td_bld,elect_td_bld,2055,non-energy,1.991020885
Central Asia,elect_td_ind,elect_td_ind,elect_td_ind,2055,non-energy,0.352205708
Central Asia,elect_td_trn,elect_td_trn,elect_td_trn,2055,non-energy,1.991020885
Central Asia,elect_td_bld,elect_td_bld,elect_td_bld,2060,non-energy,1.939556339
Central Asia,elect_td_ind,elect_td_ind,elect_td_ind,2060,non-energy,0.339076019
Central Asia,elect_td_trn,elect_td_trn,elect_td_trn,2060,non-energy,1.939556339
Central Asia,elect_td_bld,elect_td_bld,elect_td_bld,2065,non-energy,1.888091792
Central Asia,elect_td_ind,elect_td_ind,elect_td_ind,2065,non-energy,0.32594633
Central Asia,elect_td_trn,elect_td_trn,elect_td_trn,2065,non-energy,1.888091792
Central Asia,elect_td_bld,elect_td_bld,elect_td_bld,2070,non-energy,1.836627245
Central Asia,elect_td_ind,elect_td_ind,elect_td_ind,2070,non-energy,0.312816642
Central Asia,elect_td_trn,elect_td_trn,elect_td_trn,2070,non-energy,1.836627245
Central Asia,elect_td_bld,elect_td_bld,elect_td_bld,2075,non-energy,1.785162698
Central Asia,elect_td_ind,elect_td_ind,elect_td_ind,2075,non-energy,0.299686953
Central Asia,elect_td_trn,elect_td_trn,elect_td_trn,2075,non-energy,1.785162698
Central Asia,elect_td_bld,elect_td_bld,elect_td_bld,2080,non-energy,1.733698151
Central Asia,elect_td_ind,elect_td_ind,elect_td_ind,2080,non-energy,0.286557264
Central Asia,elect_td_trn,elect_td_trn,elect_td_trn,2080,non-energy,1.733698151
Central Asia,elect_td_bld,elect_td_bld,elect_td_bld,2085,non-energy,1.682329442
Central Asia,elect_td_ind,elect_td_ind,elect_td_ind,2085,non-energy,0.273523412
Central Asia,elect_td_trn,elect_td_trn,elect_td_trn,2085,non-energy,1.682329442
Central Asia,elect_td_bld,elect_td_bld,elect_td_bld,2090,non-energy,1.630864895
Central Asia,elect_td_ind,elect_td_ind,elect_td_ind,2090,non-energy,0.260393723
Central Asia,elect_td_trn,elect_td_trn,elect_td_trn,2090,non-energy,1.630864895
Central Asia,elect_td_bld,elect_td_bld,elect_td_bld,2095,non-energy,1.579400348
Central Asia,elect_td_ind,elect_td_ind,elect_td_ind,2095,non-energy,0.247264035
Central Asia,elect_td_trn,elect_td_trn,elect_td_trn,2095,non-energy,1.579400348
Central Asia,elect_td_bld,elect_td_bld,elect_td_bld,2100,non-energy,1.527935801
Central Asia,elect_td_ind,elect_td_ind,elect_td_ind,2100,non-energy,0.234134346
Central Asia,elect_td_trn,elect_td_trn,elect_td_trn,2100,non-energy,1.527935801
China,elect_td_bld,elect_td_bld,elect_td_bld,2015,non-energy,2.149859142
China,elect_td_ind,elect_td_ind,elect_td_ind,2015,non-energy,0.328810581
China,elect_td_trn,elect_td_trn,elect_td_trn,2015,non-energy,2.149859142
China,elect_td_bld,elect_td_bld,elect_td_bld,2020,non-energy,2.12357569
China,elect_td_ind,elect_td_ind,elect_td_ind,2020,non-energy,0.332423658
China,elect_td_trn,elect_td_trn,elect_td_trn,2020,non-energy,2.12357569
China,elect_td_bld,elect_td_bld,elect_td_bld,2025,non-energy,2.081734173
China,elect_td_ind,elect_td_ind,elect_td_ind,2025,non-energy,0.332234112
China,elect_td_trn,elect_td_trn,elect_td_trn,2025,non-energy,2.081734173
China,elect_td_bld,elect_td_bld,elect_td_bld,2030,non-energy,2.013696557
China,elect_td_ind,elect_td_ind,elect_td_ind,2030,non-energy,0.325469125
China,elect_td_trn,elect_td_trn,elect_td_trn,2030,non-energy,2.013696557
China,elect_td_bld,elect_td_bld,elect_td_bld,2035,non-energy,1.938583943
China,elect_td_ind,elect_td_ind,elect_td_ind,2035,non-energy,0.316956624
China,elect_td_trn,elect_td_trn,elect_td_trn,2035,non-energy,1.938583943
China,elect_td_bld,elect_td_bld,elect_td_bld,2040,non-energy,1.918522112
China,elect_td_ind,elect_td_ind,elect_td_ind,2040,non-energy,0.322120839
China,elect_td_trn,elect_td_trn,elect_td_trn,2040,non-energy,1.918522112
China,elect_td_bld,elect_td_bld,elect_td_bld,2045,non-energy,1.891633446
China,elect_td_ind,elect_td_ind,elect_td_ind,2045,non-energy,0.325587686
China,elect_td_trn,elect_td_trn,elect_td_trn,2045,non-energy,1.891633446
China,elect_td_bld,elect_td_bld,elect_td_bld,2050,non-energy,1.92872631
China,elect_td_ind,elect_td_ind,elect_td_ind,2050,non-energy,0.344913209
China,elect_td_trn,elect_td_trn,elect_td_trn,2050,non-energy,1.92872631
China,elect_td_bld,elect_td_bld,elect_td_bld,2055,non-energy,1.880216377
China,elect_td_ind,elect_td_ind,elect_td_ind,2055,non-energy,0.332604718
China,elect_td_trn,elect_td_trn,elect_td_trn,2055,non-energy,1.880216377
China,elect_td_bld,elect_td_bld,elect_td_bld,2060,non-energy,1.831615941
China,elect_td_ind,elect_td_ind,elect_td_ind,2060,non-energy,0.320205724
China,elect_td_trn,elect_td_trn,elect_td_trn,2060,non-energy,1.831615941
China,elect_td_bld,elect_td_bld,elect_td_bld,2065,non-energy,1.783015505
China,elect_td_ind,elect_td_ind,elect_td_ind,2065,non-energy,0.30780673
China,elect_td_trn,elect_td_trn,elect_td_trn,2065,non-energy,1.783015505
China,elect_td_bld,elect_td_bld,elect_td_bld,2070,non-energy,1.734415068
China,elect_td_ind,elect_td_ind,elect_td_ind,2070,non-energy,0.295407736
China,elect_td_trn,elect_td_trn,elect_td_trn,2070,non-energy,1.734415068
China,elect_td_bld,elect_td_bld,elect_td_bld,2075,non-energy,1.685814632
China,elect_td_ind,elect_td_ind,elect_td_ind,2075,non-energy,0.283008742
China,elect_td_trn,elect_td_trn,elect_td_trn,2075,non-energy,1.685814632
China,elect_td_bld,elect_td_bld,elect_td_bld,2080,non-energy,1.637214196
China,elect_td_ind,elect_td_ind,elect_td_ind,2080,non-energy,0.270609748
China,elect_td_trn,elect_td_trn,elect_td_trn,2080,non-energy,1.637214196
China,elect_td_bld,elect_td_bld,elect_td_bld,2085,non-energy,1.588704263
China,elect_td_ind,elect_td_ind,elect_td_ind,2085,non-energy,0.258301258
China,elect_td_trn,elect_td_trn,elect_td_trn,2085,non-energy,1.588704263
China,elect_td_bld,elect_td_bld,elect_td_bld,2090,non-energy,1.540103827
China,elect_td_ind,elect_td_ind,elect_td_ind,2090,non-energy,0.245902264
China,elect_td_trn,elect_td_trn,elect_td_trn,2090,non-energy,1.540103827
China,elect_td_bld,elect_td_bld,elect_td_bld,2095,non-energy,1.49150339
China,elect_td_ind,elect_td_ind,elect_td_ind,2095,non-energy,0.23350327
China,elect_td_trn,elect_td_trn,elect_td_trn,2095,non-energy,1.49150339
China,elect_td_bld,elect_td_bld,elect_td_bld,2100,non-energy,1.442902954
China,elect_td_ind,elect_td_ind,elect_td_ind,2100,non-energy,0.221104276
China,elect_td_trn,elect_td_trn,elect_td_trn,2100,non-energy,1.442902954
EU-12,elect_td_bld,elect_td_bld,elect_td_bld,2015,non-energy,2.357808467
EU-12,elect_td_ind,elect_td_ind,elect_td_ind,2015,non-energy,0.360615426
EU-12,elect_td_trn,elect_td_trn,elect_td_trn,2015,non-energy,2.357808467
