# File: A26.td_nonenergy_cost_nonmineral.csv
# Title: Electricity transmission and distribution sector non-energy costs (excluding mineral costs)
# Units: $1975/GJ
# Description: Updates non-energy costs for the electricity transmission sectors to have regionally and time varying costs. Costs are total transmission and distribution costs minus mineral costs. Regional variation is based on regional variation in mineral costs which reflects disparities in transmission and distribution intensity (per unit electricity generation).
# Comment:
# Column types: ccccncn
# ----------
region,supplysector,subsector,stub.technology,year,minicam.non.energy.input,input.cost
EU-12,elect_td_bld,elect_td_bld,elect_td_bld,2020,non-energy,2.303981783
EU-12,elect_td_ind,elect_td_ind,elect_td_ind,2020,non-energy,0.360664353
EU-12,elect_td_trn,elect_td_trn,elect_td_trn,2020,non-energy,2.303981783
EU-12,elect_td_bld,elect_td_bld,elect_td_bld,2025,non-energy,2.231311608
EU-12,elect_td_ind,elect_td_ind,elect_td_ind,2025,non-energy,0.356105904
EU-12,elect_td_trn,elect_td_trn,elect_td_trn,2025,non-energy,2.231311608
EU-12,elect_td_bld,elect_td_bld,elect_td_bld,2030,non-energy,2.128847377
EU-12,elect_td_ind,elect_td_ind,elect_td_ind,2030,non-energy,0.344080686
EU-12,elect_td_trn,elect_td_trn,elect_td_trn,2030,non-energy,2.128847377
EU-12,elect_td_bld,elect_td_bld,elect_td_bld,2035,non-energy,2.017386176
EU-12,elect_td_ind,elect_td_ind,elect_td_ind,2035,non-energy,0.329840714
EU-12,elect_td_trn,elect_td_trn,elect_td_trn,2035,non-energy,2.017386176
EU-12,elect_td_bld,elect_td_bld,elect_td_bld,2040,non-energy,1.960477994
EU-12,elect_td_ind,elect_td_ind,elect_td_ind,2040,non-energy,0.329165253
EU-12,elect_td_trn,elect_td_trn,elect_td_trn,2040,non-energy,1.960477994
EU-12,elect_td_bld,elect_td_bld,elect_td_bld,2045,non-energy,1.89229778
EU-12,elect_td_ind,elect_td_ind,elect_td_ind,2045,non-energy,0.325702031
EU-12,elect_td_trn,elect_td_trn,elect_td_trn,2045,non-energy,1.89229778
EU-12,elect_td_bld,elect_td_bld,elect_td_bld,2050,non-energy,1.88137799
EU-12,elect_td_ind,elect_td_ind,elect_td_ind,2050,non-energy,0.336445931
EU-12,elect_td_trn,elect_td_trn,elect_td_trn,2050,non-energy,1.88137799
EU-12,elect_td_bld,elect_td_bld,elect_td_bld,2055,non-energy,1.834058928
EU-12,elect_td_ind,elect_td_ind,elect_td_ind,2055,non-energy,0.324439602
EU-12,elect_td_trn,elect_td_trn,elect_td_trn,2055,non-energy,1.834058928
EU-12,elect_td_bld,elect_td_bld,elect_td_bld,2060,non-energy,1.786651584
EU-12,elect_td_ind,elect_td_ind,elect_td_ind,2060,non-energy,0.312344991
EU-12,elect_td_trn,elect_td_trn,elect_td_trn,2060,non-energy,1.786651584
EU-12,elect_td_bld,elect_td_bld,elect_td_bld,2065,non-energy,1.73924424
EU-12,elect_td_ind,elect_td_ind,elect_td_ind,2065,non-energy,0.30025038
EU-12,elect_td_trn,elect_td_trn,elect_td_trn,2065,non-energy,1.73924424
EU-12,elect_td_bld,elect_td_bld,elect_td_bld,2070,non-energy,1.691836896
EU-12,elect_td_ind,elect_td_ind,elect_td_ind,2070,non-energy,0.288155769
EU-12,elect_td_trn,elect_td_trn,elect_td_trn,2070,non-energy,1.691836896
EU-12,elect_td_bld,elect_td_bld,elect_td_bld,2075,non-energy,1.644429553
EU-12,elect_td_ind,elect_td_ind,elect_td_ind,2075,non-energy,0.276061158
EU-12,elect_td_trn,elect_td_trn,elect_td_trn,2075,non-energy,1.644429553
EU-12,elect_td_bld,elect_td_bld,elect_td_bld,2080,non-energy,1.597022209
EU-12,elect_td_ind,elect_td_ind,elect_td_ind,2080,non-energy,0.263966547
EU-12,elect_td_trn,elect_td_trn,elect_td_trn,2080,non-energy,1.597022209
EU-12,elect_td_bld,elect_td_bld,elect_td_bld,2085,non-energy,1.549703147
EU-12,elect_td_ind,elect_td_ind,elect_td_ind,2085,non-energy,0.251960218
EU-12,elect_td_trn,elect_td_trn,elect_td_trn,2085,non-energy,1.549703147
EU-12,elect_td_bld,elect_td_bld,elect_td_bld,2090,non-energy,1.502295803
EU-12,elect_td_ind,elect_td_ind,elect_td_ind,2090,non-energy,0.239865607
EU-12,elect_td_trn,elect_td_trn,elect_td_trn,2090,non-energy,1.502295803
EU-12,elect_td_bld,elect_td_bld,elect_td_bld,2095,non-energy,1.45488846
EU-12,elect_td_ind,elect_td_ind,elect_td_ind,2095,non-energy,0.227770996
EU-12,elect_td_trn,elect_td_trn,elect_td_trn,2095,non-energy,1.45488846
EU-12,elect_td_bld,elect_td_bld,elect_td_bld,2100,non-energy,1.407481116
EU-12,elect_td_ind,elect_td_ind,elect_td_ind,2100,non-energy,0.215676385
EU-12,elect_td_trn,elect_td_trn,elect_td_trn,2100,non-energy,1.407481116
EU-15,elect_td_bld,elect_td_bld,elect_td_bld,2015,non-energy,1.684762807
EU-15,elect_td_ind,elect_td_ind,elect_td_ind,2015,non-energy,0.257676341
EU-15,elect_td_trn,elect_td_trn,elect_td_trn,2015,non-energy,1.684762807
EU-15,elect_td_bld,elect_td_bld,elect_td_bld,2020,non-energy,1.701360366
EU-15,elect_td_ind,elect_td_ind,elect_td_ind,2020,non-energy,0.266330246
EU-15,elect_td_trn,elect_td_trn,elect_td_trn,2020,non-energy,1.701360366
EU-15,elect_td_bld,elect_td_bld,elect_td_bld,2025,non-energy,1.708414649
EU-15,elect_td_ind,elect_td_ind,elect_td_ind,2025,non-energy,0.272654228
EU-15,elect_td_trn,elect_td_trn,elect_td_trn,2025,non-energy,1.708414649
EU-15,elect_td_bld,elect_td_bld,elect_td_bld,2030,non-energy,1.696523133
EU-15,elect_td_ind,elect_td_ind,elect_td_ind,2030,non-energy,0.274205117
EU-15,elect_td_trn,elect_td_trn,elect_td_trn,2030,non-energy,1.696523133
EU-15,elect_td_bld,elect_td_bld,elect_td_bld,2035,non-energy,1.680928481
EU-15,elect_td_ind,elect_td_ind,elect_td_ind,2035,non-energy,0.274830202
EU-15,elect_td_trn,elect_td_trn,elect_td_trn,2035,non-energy,1.680928481
EU-15,elect_td_bld,elect_td_bld,elect_td_bld,2040,non-energy,1.717137646
EU-15,elect_td_ind,elect_td_ind,elect_td_ind,2040,non-energy,0.288308284
EU-15,elect_td_trn,elect_td_trn,elect_td_trn,2040,non-energy,1.717137646
EU-15,elect_td_bld,elect_td_bld,elect_td_bld,2045,non-energy,1.753627771
EU-15,elect_td_ind,elect_td_ind,elect_td_ind,2045,non-energy,0.301834168
EU-15,elect_td_trn,elect_td_trn,elect_td_trn,2045,non-energy,1.753627771
EU-15,elect_td_bld,elect_td_bld,elect_td_bld,2050,non-energy,1.8594643
EU-15,elect_td_ind,elect_td_ind,elect_td_ind,2050,non-energy,0.332527116
EU-15,elect_td_trn,elect_td_trn,elect_td_trn,2050,non-energy,1.8594643
EU-15,elect_td_bld,elect_td_bld,elect_td_bld,2055,non-energy,1.812696396
EU-15,elect_td_ind,elect_td_ind,elect_td_ind,2055,non-energy,0.320660633
EU-15,elect_td_trn,elect_td_trn,elect_td_trn,2055,non-energy,1.812696396
EU-15,elect_td_bld,elect_td_bld,elect_td_bld,2060,non-energy,1.765841238
EU-15,elect_td_ind,elect_td_ind,elect_td_ind,2060,non-energy,0.308706896
EU-15,elect_td_trn,elect_td_trn,elect_td_trn,2060,non-energy,1.765841238
EU-15,elect_td_bld,elect_td_bld,elect_td_bld,2065,non-energy,1.718986079
EU-15,elect_td_ind,elect_td_ind,elect_td_ind,2065,non-energy,0.29675316
EU-15,elect_td_trn,elect_td_trn,elect_td_trn,2065,non-energy,1.718986079
EU-15,elect_td_bld,elect_td_bld,elect_td_bld,2070,non-energy,1.672130921
EU-15,elect_td_ind,elect_td_ind,elect_td_ind,2070,non-energy,0.284799423
EU-15,elect_td_trn,elect_td_trn,elect_td_trn,2070,non-energy,1.672130921
EU-15,elect_td_bld,elect_td_bld,elect_td_bld,2075,non-energy,1.625275763
EU-15,elect_td_ind,elect_td_ind,elect_td_ind,2075,non-energy,0.272845686
EU-15,elect_td_trn,elect_td_trn,elect_td_trn,2075,non-energy,1.625275763
EU-15,elect_td_bld,elect_td_bld,elect_td_bld,2080,non-energy,1.578420605
EU-15,elect_td_ind,elect_td_ind,elect_td_ind,2080,non-energy,0.260891949
EU-15,elect_td_trn,elect_td_trn,elect_td_trn,2080,non-energy,1.578420605
EU-15,elect_td_bld,elect_td_bld,elect_td_bld,2085,non-energy,1.5316527
EU-15,elect_td_ind,elect_td_ind,elect_td_ind,2085,non-energy,0.249025466
EU-15,elect_td_trn,elect_td_trn,elect_td_trn,2085,non-energy,1.5316527
EU-15,elect_td_bld,elect_td_bld,elect_td_bld,2090,non-energy,1.484797542
EU-15,elect_td_ind,elect_td_ind,elect_td_ind,2090,non-energy,0.237071729
EU-15,elect_td_trn,elect_td_trn,elect_td_trn,2090,non-energy,1.484797542
EU-15,elect_td_bld,elect_td_bld,elect_td_bld,2095,non-energy,1.437942384
EU-15,elect_td_ind,elect_td_ind,elect_td_ind,2095,non-energy,0.225117992
EU-15,elect_td_trn,elect_td_trn,elect_td_trn,2095,non-energy,1.437942384
EU-15,elect_td_bld,elect_td_bld,elect_td_bld,2100,non-energy,1.391087226
EU-15,elect_td_ind,elect_td_ind,elect_td_ind,2100,non-energy,0.213164255
EU-15,elect_td_trn,elect_td_trn,elect_td_trn,2100,non-energy,1.391087226
Europe_Eastern,elect_td_bld,elect_td_bld,elect_td_bld,2015,non-energy,2.772643421
Europe_Eastern,elect_td_ind,elect_td_ind,elect_td_ind,2015,non-energy,0.424062431
Europe_Eastern,elect_td_trn,elect_td_trn,elect_td_trn,2015,non-energy,2.772643421
Europe_Eastern,elect_td_bld,elect_td_bld,elect_td_bld,2020,non-energy,2.699757104
Europe_Eastern,elect_td_ind,elect_td_ind,elect_td_ind,2020,non-energy,0.422618858
Europe_Eastern,elect_td_trn,elect_td_trn,elect_td_trn,2020,non-energy,2.699757104
Europe_Eastern,elect_td_bld,elect_td_bld,elect_td_bld,2025,non-energy,2.604029014
Europe_Eastern,elect_td_ind,elect_td_ind,elect_td_ind,2025,non-energy,0.415589693
Europe_Eastern,elect_td_trn,elect_td_trn,elect_td_trn,2025,non-energy,2.604029014
Europe_Eastern,elect_td_bld,elect_td_bld,elect_td_bld,2030,non-energy,2.472856734
Europe_Eastern,elect_td_ind,elect_td_ind,elect_td_ind,2030,non-energy,0.399682124
Europe_Eastern,elect_td_trn,elect_td_trn,elect_td_trn,2030,non-energy,2.472856734
Europe_Eastern,elect_td_bld,elect_td_bld,elect_td_bld,2035,non-energy,2.330629847
Europe_Eastern,elect_td_ind,elect_td_ind,elect_td_ind,2035,non-energy,0.381055756
Europe_Eastern,elect_td_trn,elect_td_trn,elect_td_trn,2035,non-energy,2.330629847
Europe_Eastern,elect_td_bld,elect_td_bld,elect_td_bld,2040,non-energy,2.250320754
Europe_Eastern,elect_td_ind,elect_td_ind,elect_td_ind,2040,non-energy,0.37783
Europe_Eastern,elect_td_trn,elect_td_trn,elect_td_trn,2040,non-energy,2.250320754
Europe_Eastern,elect_td_bld,elect_td_bld,elect_td_bld,2045,non-energy,2.155304703
Europe_Eastern,elect_td_ind,elect_td_ind,elect_td_ind,2045,non-energy,0.370970746
Europe_Eastern,elect_td_trn,elect_td_trn,elect_td_trn,2045,non-energy,2.155304703
Europe_Eastern,elect_td_bld,elect_td_bld,elect_td_bld,2050,non-energy,2.122671844
Europe_Eastern,elect_td_ind,elect_td_ind,elect_td_ind,2050,non-energy,0.379596396
Europe_Eastern,elect_td_trn,elect_td_trn,elect_td_trn,2050,non-energy,2.122671844
Europe_Eastern,elect_td_bld,elect_td_bld,elect_td_bld,2055,non-energy,2.069283933
Europe_Eastern,elect_td_ind,elect_td_ind,elect_td_ind,2055,non-energy,0.36605021
Europe_Eastern,elect_td_trn,elect_td_trn,elect_td_trn,2055,non-energy,2.069283933
Europe_Eastern,elect_td_bld,elect_td_bld,elect_td_bld,2060,non-energy,2.015796418
Europe_Eastern,elect_td_ind,elect_td_ind,elect_td_ind,2060,non-energy,0.352404419
Europe_Eastern,elect_td_trn,elect_td_trn,elect_td_trn,2060,non-energy,2.015796418
Europe_Eastern,elect_td_bld,elect_td_bld,elect_td_bld,2065,non-energy,1.962308902
Europe_Eastern,elect_td_ind,elect_td_ind,elect_td_ind,2065,non-energy,0.338758629
Europe_Eastern,elect_td_trn,elect_td_trn,elect_td_trn,2065,non-energy,1.962308902
Europe_Eastern,elect_td_bld,elect_td_bld,elect_td_bld,2070,non-energy,1.908821387
Europe_Eastern,elect_td_ind,elect_td_ind,elect_td_ind,2070,non-energy,0.325112838
Europe_Eastern,elect_td_trn,elect_td_trn,elect_td_trn,2070,non-energy,1.908821387
Europe_Eastern,elect_td_bld,elect_td_bld,elect_td_bld,2075,non-energy,1.855333872
Europe_Eastern,elect_td_ind,elect_td_ind,elect_td_ind,2075,non-energy,0.311467047
Europe_Eastern,elect_td_trn,elect_td_trn,elect_td_trn,2075,non-energy,1.855333872
Europe_Eastern,elect_td_bld,elect_td_bld,elect_td_bld,2080,non-energy,1.801846357
Europe_Eastern,elect_td_ind,elect_td_ind,elect_td_ind,2080,non-energy,0.297821257
Europe_Eastern,elect_td_trn,elect_td_trn,elect_td_trn,2080,non-energy,1.801846357
Europe_Eastern,elect_td_bld,elect_td_bld,elect_td_bld,2085,non-energy,1.748458446
Europe_Eastern,elect_td_ind,elect_td_ind,elect_td_ind,2085,non-energy,0.28427507
Europe_Eastern,elect_td_trn,elect_td_trn,elect_td_trn,2085,non-energy,1.748458446
Europe_Eastern,elect_td_bld,elect_td_bld,elect_td_bld,2090,non-energy,1.694970931
Europe_Eastern,elect_td_ind,elect_td_ind,elect_td_ind,2090,non-energy,0.27062928
Europe_Eastern,elect_td_trn,elect_td_trn,elect_td_trn,2090,non-energy,1.694970931
Europe_Eastern,elect_td_bld,elect_td_bld,elect_td_bld,2095,non-energy,1.641483416
Europe_Eastern,elect_td_ind,elect_td_ind,elect_td_ind,2095,non-energy,0.256983489
Europe_Eastern,elect_td_trn,elect_td_trn,elect_td_trn,2095,non-energy,1.641483416
Europe_Eastern,elect_td_bld,elect_td_bld,elect_td_bld,2100,non-energy,1.587995901
Europe_Eastern,elect_td_ind,elect_td_ind,elect_td_ind,2100,non-energy,0.243337698
Europe_Eastern,elect_td_trn,elect_td_trn,elect_td_trn,2100,non-energy,1.587995901
Europe_Non_EU,elect_td_bld,elect_td_bld,elect_td_bld,2015,non-energy,2.289331089
Europe_Non_EU,elect_td_ind,elect_td_ind,elect_td_ind,2015,non-energy,0.350142142
Europe_Non_EU,elect_td_trn,elect_td_trn,elect_td_trn,2015,non-energy,2.289331089
Europe_Non_EU,elect_td_bld,elect_td_bld,elect_td_bld,2020,non-energy,2.283900514
Europe_Non_EU,elect_td_ind,elect_td_ind,elect_td_ind,2020,non-energy,0.35752084
Europe_Non_EU,elect_td_trn,elect_td_trn,elect_td_trn,2020,non-energy,2.283900514
Europe_Non_EU,elect_td_bld,elect_td_bld,elect_td_bld,2025,non-energy,2.263509108
Europe_Non_EU,elect_td_ind,elect_td_ind,elect_td_ind,2025,non-energy,0.36124446
Europe_Non_EU,elect_td_trn,elect_td_trn,elect_td_trn,2025,non-energy,2.263509108
Europe_Non_EU,elect_td_bld,elect_td_bld,elect_td_bld,2030,non-energy,2.216182246
Europe_Non_EU,elect_td_ind,elect_td_ind,elect_td_ind,2030,non-energy,0.358196419
Europe_Non_EU,elect_td_trn,elect_td_trn,elect_td_trn,2030,non-energy,2.216182246
Europe_Non_EU,elect_td_bld,elect_td_bld,elect_td_bld,2035,non-energy,2.162438091
Europe_Non_EU,elect_td_ind,elect_td_ind,elect_td_ind,2035,non-energy,0.353556564
Europe_Non_EU,elect_td_trn,elect_td_trn,elect_td_trn,2035,non-energy,2.162438091
Europe_Non_EU,elect_td_bld,elect_td_bld,elect_td_bld,2040,non-energy,2.172569849
Europe_Non_EU,elect_td_ind,elect_td_ind,elect_td_ind,2040,non-energy,0.364775583
Europe_Non_EU,elect_td_trn,elect_td_trn,elect_td_trn,2040,non-energy,2.172569849
Europe_Non_EU,elect_td_bld,elect_td_bld,elect_td_bld,2045,non-energy,2.178846911
Europe_Non_EU,elect_td_ind,elect_td_ind,elect_td_ind,2045,non-energy,0.375022827
Europe_Non_EU,elect_td_trn,elect_td_trn,elect_td_trn,2045,non-energy,2.178846911
Europe_Non_EU,elect_td_bld,elect_td_bld,elect_td_bld,2050,non-energy,2.264904694
Europe_Non_EU,elect_td_ind,elect_td_ind,elect_td_ind,2050,non-energy,0.405031829
Europe_Non_EU,elect_td_trn,elect_td_trn,elect_td_trn,2050,non-energy,2.264904694
Europe_Non_EU,elect_td_bld,elect_td_bld,elect_td_bld,2055,non-energy,2.207939445
Europe_Non_EU,elect_td_ind,elect_td_ind,elect_td_ind,2055,non-energy,0.39057796
Europe_Non_EU,elect_td_trn,elect_td_trn,elect_td_trn,2055,non-energy,2.207939445
Europe_Non_EU,elect_td_bld,elect_td_bld,elect_td_bld,2060,non-energy,2.150867918
Europe_Non_EU,elect_td_ind,elect_td_ind,elect_td_ind,2060,non-energy,0.376017812
Europe_Non_EU,elect_td_trn,elect_td_trn,elect_td_trn,2060,non-energy,2.150867918
Europe_Non_EU,elect_td_bld,elect_td_bld,elect_td_bld,2065,non-energy,2.09379639
Europe_Non_EU,elect_td_ind,elect_td_ind,elect_td_ind,2065,non-energy,0.361457665
Europe_Non_EU,elect_td_trn,elect_td_trn,elect_td_trn,2065,non-energy,2.09379639
Europe_Non_EU,elect_td_bld,elect_td_bld,elect_td_bld,2070,non-energy,2.036724863
Europe_Non_EU,elect_td_ind,elect_td_ind,elect_td_ind,2070,non-energy,0.346897517
Europe_Non_EU,elect_td_trn,elect_td_trn,elect_td_trn,2070,non-energy,2.036724863
Europe_Non_EU,elect_td_bld,elect_td_bld,elect_td_bld,2075,non-energy,1.979653336
Europe_Non_EU,elect_td_ind,elect_td_ind,elect_td_ind,2075,non-energy,0.33233737
Europe_Non_EU,elect_td_trn,elect_td_trn,elect_td_trn,2075,non-energy,1.979653336
Europe_Non_EU,elect_td_bld,elect_td_bld,elect_td_bld,2080,non-energy,1.922581808
Europe_Non_EU,elect_td_ind,elect_td_ind,elect_td_ind,2080,non-energy,0.317777222
Europe_Non_EU,elect_td_trn,elect_td_trn,elect_td_trn,2080,non-energy,1.922581808
Europe_Non_EU,elect_td_bld,elect_td_bld,elect_td_bld,2085,non-energy,1.86561656
Europe_Non_EU,elect_td_ind,elect_td_ind,elect_td_ind,2085,non-energy,0.303323353
Europe_Non_EU,elect_td_trn,elect_td_trn,elect_td_trn,2085,non-energy,1.86561656
Europe_Non_EU,elect_td_bld,elect_td_bld,elect_td_bld,2090,non-energy,1.808545032
Europe_Non_EU,elect_td_ind,elect_td_ind,elect_td_ind,2090,non-energy,0.288763206
Europe_Non_EU,elect_td_trn,elect_td_trn,elect_td_trn,2090,non-energy,1.808545032
Europe_Non_EU,elect_td_bld,elect_td_bld,elect_td_bld,2095,non-energy,1.751473505
Europe_Non_EU,elect_td_ind,elect_td_ind,elect_td_ind,2095,non-energy,0.274203058
Europe_Non_EU,elect_td_trn,elect_td_trn,elect_td_trn,2095,non-energy,1.751473505
Europe_Non_EU,elect_td_bld,elect_td_bld,elect_td_bld,2100,non-energy,1.694401978
Europe_Non_EU,elect_td_ind,elect_td_ind,elect_td_ind,2100,non-energy,0.25964291
Europe_Non_EU,elect_td_trn,elect_td_trn,elect_td_trn,2100,non-energy,1.694401978
European Free Trade Association,elect_td_bld,elect_td_bld,elect_td_bld,2015,non-energy,1.169116846
European Free Trade Association,elect_td_ind,elect_td_ind,elect_td_ind,2015,non-energy,0.17881078
European Free Trade Association,elect_td_trn,elect_td_trn,elect_td_trn,2015,non-energy,1.169116846
European Free Trade Association,elect_td_bld,elect_td_bld,elect_td_bld,2020,non-energy,1.193690819
European Free Trade Association,elect_td_ind,elect_td_ind,elect_td_ind,2020,non-energy,0.186859866
European Free Trade Association,elect_td_trn,elect_td_trn,elect_td_trn,2020,non-energy,1.193690819
European Free Trade Association,elect_td_bld,elect_td_bld,elect_td_bld,2025,non-energy,1.212572234
European Free Trade Association,elect_td_ind,elect_td_ind,elect_td_ind,2025,non-energy,0.193520318
European Free Trade Association,elect_td_trn,elect_td_trn,elect_td_trn,2025,non-energy,1.212572234
European Free Trade Association,elect_td_bld,elect_td_bld,elect_td_bld,2030,non-energy,1.218862189
European Free Trade Association,elect_td_ind,elect_td_ind,elect_td_ind,2030,non-energy,0.197001881
European Free Trade Association,elect_td_trn,elect_td_trn,elect_td_trn,2030,non-energy,1.218862189
European Free Trade Association,elect_td_bld,elect_td_bld,elect_td_bld,2035,non-energy,1.223228736
European Free Trade Association,elect_td_ind,elect_td_ind,elect_td_ind,2035,non-energy,0.199996731
European Free Trade Association,elect_td_trn,elect_td_trn,elect_td_trn,2035,non-energy,1.223228736
European Free Trade Association,elect_td_bld,elect_td_bld,elect_td_bld,2040,non-energy,1.266584589
European Free Trade Association,elect_td_ind,elect_td_ind,elect_td_ind,2040,non-energy,0.212660197
European Free Trade Association,elect_td_trn,elect_td_trn,elect_td_trn,2040,non-energy,1.266584589
European Free Trade Association,elect_td_bld,elect_td_bld,elect_td_bld,2045,non-energy,1.312111993
European Free Trade Association,elect_td_ind,elect_td_ind,elect_td_ind,2045,non-energy,0.225840534
European Free Trade Association,elect_td_trn,elect_td_trn,elect_td_trn,2045,non-energy,1.312111993
European Free Trade Association,elect_td_bld,elect_td_bld,elect_td_bld,2050,non-energy,1.412503299
European Free Trade Association,elect_td_ind,elect_td_ind,elect_td_ind,2050,non-energy,0.252597293
European Free Trade Association,elect_td_trn,elect_td_trn,elect_td_trn,2050,non-energy,1.412503299
European Free Trade Association,elect_td_bld,elect_td_bld,elect_td_bld,2055,non-energy,1.376977035
European Free Trade Association,elect_td_ind,elect_td_ind,elect_td_ind,2055,non-energy,0.243583166
European Free Trade Association,elect_td_trn,elect_td_trn,elect_td_trn,2055,non-energy,1.376977035
European Free Trade Association,elect_td_bld,elect_td_bld,elect_td_bld,2060,non-energy,1.341384491
European Free Trade Association,elect_td_ind,elect_td_ind,elect_td_ind,2060,non-energy,0.234502759
European Free Trade Association,elect_td_trn,elect_td_trn,elect_td_trn,2060,non-energy,1.341384491
European Free Trade Association,elect_td_bld,elect_td_bld,elect_td_bld,2065,non-energy,1.305791946
European Free Trade Association,elect_td_ind,elect_td_ind,elect_td_ind,2065,non-energy,0.225422352
European Free Trade Association,elect_td_trn,elect_td_trn,elect_td_trn,2065,non-energy,1.305791946
European Free Trade Association,elect_td_bld,elect_td_bld,elect_td_bld,2070,non-energy,1.270199402
European Free Trade Association,elect_td_ind,elect_td_ind,elect_td_ind,2070,non-energy,0.216341945
European Free Trade Association,elect_td_trn,elect_td_trn,elect_td_trn,2070,non-energy,1.270199402
European Free Trade Association,elect_td_bld,elect_td_bld,elect_td_bld,2075,non-energy,1.234606858
European Free Trade Association,elect_td_ind,elect_td_ind,elect_td_ind,2075,non-energy,0.207261538
European Free Trade Association,elect_td_trn,elect_td_trn,elect_td_trn,2075,non-energy,1.234606858
European Free Trade Association,elect_td_bld,elect_td_bld,elect_td_bld,2080,non-energy,1.199014313
European Free Trade Association,elect_td_ind,elect_td_ind,elect_td_ind,2080,non-energy,0.198181131
European Free Trade Association,elect_td_trn,elect_td_trn,elect_td_trn,2080,non-energy,1.199014313
European Free Trade Association,elect_td_bld,elect_td_bld,elect_td_bld,2085,non-energy,1.163488049
European Free Trade Association,elect_td_ind,elect_td_ind,elect_td_ind,2085,non-energy,0.189167005
European Free Trade Association,elect_td_trn,elect_td_trn,elect_td_trn,2085,non-energy,1.163488049
European Free Trade Association,elect_td_bld,elect_td_bld,elect_td_bld,2090,non-energy,1.127895505
European Free Trade Association,elect_td_ind,elect_td_ind,elect_td_ind,2090,non-energy,0.180086598
European Free Trade Association,elect_td_trn,elect_td_trn,elect_td_trn,2090,non-energy,1.127895505
European Free Trade Association,elect_td_bld,elect_td_bld,elect_td_bld,2095,non-energy,1.092302961
European Free Trade Association,elect_td_ind,elect_td_ind,elect_td_ind,2095,non-energy,0.171006191
European Free Trade Association,elect_td_trn,elect_td_trn,elect_td_trn,2095,non-energy,1.092302961
European Free Trade Association,elect_td_bld,elect_td_bld,elect_td_bld,2100,non-energy,1.056710417
European Free Trade Association,elect_td_ind,elect_td_ind,elect_td_ind,2100,non-energy,0.161925784
European Free Trade Association,elect_td_trn,elect_td_trn,elect_td_trn,2100,non-energy,1.056710417
India,elect_td_bld,elect_td_bld,elect_td_bld,2015,non-energy,3.902751556
India,elect_td_ind,elect_td_ind,elect_td_ind,2015,non-energy,0.596907016
India,elect_td_trn,elect_td_trn,elect_td_trn,2015,non-energy,3.902751556
India,elect_td_bld,elect_td_bld,elect_td_bld,2020,non-energy,3.74458439
India,elect_td_ind,elect_td_ind,elect_td_ind,2020,non-energy,0.586175688
India,elect_td_trn,elect_td_trn,elect_td_trn,2020,non-energy,3.74458439
India,elect_td_bld,elect_td_bld,elect_td_bld,2025,non-energy,3.550307465
India,elect_td_ind,elect_td_ind,elect_td_ind,2025,non-energy,0.566610887
India,elect_td_trn,elect_td_trn,elect_td_trn,2025,non-energy,3.550307465
India,elect_td_bld,elect_td_bld,elect_td_bld,2030,non-energy,3.303774276
India,elect_td_ind,elect_td_ind,elect_td_ind,2030,non-energy,0.533981407
India,elect_td_trn,elect_td_trn,elect_td_trn,2030,non-energy,3.303774276
India,elect_td_bld,elect_td_bld,elect_td_bld,2035,non-energy,3.038929663
India,elect_td_ind,elect_td_ind,elect_td_ind,2035,non-energy,0.496862099
India,elect_td_trn,elect_td_trn,elect_td_trn,2035,non-energy,3.038929663
India,elect_td_bld,elect_td_bld,elect_td_bld,2040,non-energy,2.84829724
India,elect_td_ind,elect_td_ind,elect_td_ind,2040,non-energy,0.478230556
India,elect_td_trn,elect_td_trn,elect_td_trn,2040,non-energy,2.84829724
India,elect_td_bld,elect_td_bld,elect_td_bld,2045,non-energy,2.628550294
India,elect_td_ind,elect_td_ind,elect_td_ind,2045,non-energy,0.452425711
India,elect_td_trn,elect_td_trn,elect_td_trn,2045,non-energy,2.628550294
India,elect_td_bld,elect_td_bld,elect_td_bld,2050,non-energy,2.467916973
India,elect_td_ind,elect_td_ind,elect_td_ind,2050,non-energy,0.441336419
India,elect_td_trn,elect_td_trn,elect_td_trn,2050,non-energy,2.467916973
India,elect_td_bld,elect_td_bld,elect_td_bld,2055,non-energy,2.405845706
India,elect_td_ind,elect_td_ind,elect_td_ind,2055,non-energy,0.425586992
India,elect_td_trn,elect_td_trn,elect_td_trn,2055,non-energy,2.405845706
India,elect_td_bld,elect_td_bld,elect_td_bld,2060,non-energy,2.343658634
India,elect_td_ind,elect_td_ind,elect_td_ind,2060,non-energy,0.409721762
India,elect_td_trn,elect_td_trn,elect_td_trn,2060,non-energy,2.343658634
India,elect_td_bld,elect_td_bld,elect_td_bld,2065,non-energy,2.281471562
India,elect_td_ind,elect_td_ind,elect_td_ind,2065,non-energy,0.393856531
India,elect_td_trn,elect_td_trn,elect_td_trn,2065,non-energy,2.281471562
India,elect_td_bld,elect_td_bld,elect_td_bld,2070,non-energy,2.21928449
India,elect_td_ind,elect_td_ind,elect_td_ind,2070,non-energy,0.377991301
India,elect_td_trn,elect_td_trn,elect_td_trn,2070,non-energy,2.21928449
India,elect_td_bld,elect_td_bld,elect_td_bld,2075,non-energy,2.157097418
India,elect_td_ind,elect_td_ind,elect_td_ind,2075,non-energy,0.36212607
India,elect_td_trn,elect_td_trn,elect_td_trn,2075,non-energy,2.157097418
