# File: A54.globaltranTech_shrwt_cwf_low_h2.csv
# Title: Transportation technology CWF shareweights -- for low H2 scenario
# Source: Documented in JIRA issue https://jira.pnnl.gov/jira/browse/JGCRI-358?src=confmacro.
# Units: Unitless
# Column types: cccnnnnnnnnnnnnnn
# ----------
supplysector,tranSubsector,tranTechnology,1971,2010,2015,2020,2025,2030,2035,2040,2045,2050,2060,2075,2090,2100
trn_aviation_intl,International Aviation,Hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25
trn_freight,Domestic Ship,FCEV,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02
trn_freight,Freight Rail,FCEV,0,0,0,0,0,0,0,0,0,0,0,0,0,1
trn_freight_road,Heavy truck,FCEV,0,0,0,0,0,0,0,0,0,0,0,1,1,1
trn_freight_road,Light truck,FCEV,0,0,0,0,0,0,0,0,0,0,0,1,1,1
trn_freight_road,Medium truck,FCEV,0,0,0,0,0,0,0,0,0,0,0,1,1,1
trn_pass,Domestic Aviation,Hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25
trn_pass_road,Bus,FCEV,0,0,0,0,0,0,0,0,0,1,1,1,1,1
trn_pass_road_LDV_4W,Car,FCEV,0,0,0,0,0,0,0,0,0,1,1,1,1,1
trn_pass_road_LDV_4W,Large Car and Truck,FCEV,0,0,0,0,0,0,0,0,0,1,1,1,1,1
trn_pass_road_LDV_4W,Mini Car,FCEV,0,0,0,0,0,0,0,0,0,1,1,1,1,1
trn_shipping_intl,International Ship,FCEV,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25
