# File: A32.subsector_interp_cwf_H2_scenarios.csv
# Title: Industry default subsector shareweight interpolation -- for H2 scenarios
# Units: NA
# Column types: cccccncc
# ----------
supplysector,subsector,apply.to,from.year,to.year,to.value,interpolation.function,scenario
other industrial energy use,hydrogen,share-weight,start-year,final-calibration-year,,fixed,cwf_low_H2
other industrial energy use,hydrogen,share-weight,final-calibration-year,2020,,linear,cwf_low_H2
other industrial energy use,hydrogen,share-weight,2020,2100,,fixed,cwf_low_H2
other industrial energy use,hydrogen,share-weight,start-year,final-calibration-year,,fixed,cwf_high_H2
other industrial energy use,hydrogen,share-weight,final-calibration-year,2020,,linear,cwf_high_H2
other industrial energy use,hydrogen,share-weight,2020,2100,,fixed,cwf_high_H2
