# File: A44.bld_materials_subsector_shares_reg.csv
# Title: Building sub-type shares by GCAM region
# Units: unitless
# Description: Building materials sub-type shares based on floorspace (stock) data from Deetman et al. 2020 for 26 IMAGE regions (reprocessed for GCAM regions). There are 2 materials sectors: resid materials and comm materials. Within resid materials there are 8 subsectors (4 building sub-types x urban/rural). Within comm materials there are 4 subsectors.
# Source: Deetman et al. 2020 Journal of Cleaner Production Supplementary Information;  https://doi.org/10.1016/j.jclepro.2019.118658 (with data processing for use in GCAM)
# Column types: cccnn
# ----------
region,sector,subsector,year,flsp_share
China,resid materials,high-rise rural,1990,0.027487912
China,resid materials,high-rise urban,1990,0.041347547
China,comm materials,hotels commercial,1990,0.045808004
China,comm materials,office commercial,1990,0.026047127
China,comm materials,retail commercial,1990,0.018747217
China,resid materials,semi-detached rural,1990,0.057101661
China,resid materials,semi-detached urban,1990,0.058784327
Colombia,resid materials,apartments rural,1990,0.016235348
Colombia,resid materials,apartments urban,1990,0.120560393
Colombia,resid materials,detached rural,1990,0.266689836
Colombia,resid materials,detached urban,1990,0.220195937
Colombia,comm materials,others commercial,1990,0.859069724
Colombia,resid materials,high-rise rural,1990,0.01158429
Colombia,resid materials,high-rise urban,1990,0.170915144
Colombia,comm materials,hotels commercial,1990,0.054785432
Colombia,comm materials,office commercial,1990,0.048099372
Colombia,comm materials,retail commercial,1990,0.038045472
Colombia,resid materials,semi-detached rural,1990,0.024064476
Colombia,resid materials,semi-detached urban,1990,0.169754577
EU-12,resid materials,apartments rural,1990,0.016438418
EU-12,resid materials,apartments urban,1990,0.054282136
EU-12,resid materials,detached rural,1990,0.400118121
EU-12,resid materials,detached urban,1990,0.129671682
EU-12,comm materials,others commercial,1990,0.844862377
EU-12,resid materials,high-rise rural,1990,0.034468495
EU-12,resid materials,high-rise urban,1990,0.293357823
EU-12,comm materials,hotels commercial,1990,0.056653187
EU-12,comm materials,office commercial,1990,0.054200274
EU-12,comm materials,retail commercial,1990,0.044284162
EU-12,resid materials,semi-detached rural,1990,0.027928731
EU-12,resid materials,semi-detached urban,1990,0.043734594
EU-15,resid materials,apartments rural,1990,0.023776924
EU-15,resid materials,apartments urban,1990,0.170500109
EU-15,resid materials,detached rural,1990,0.230774025
EU-15,resid materials,detached urban,1990,0.139236884
EU-15,comm materials,others commercial,1990,0.608311713
EU-15,resid materials,high-rise rural,1990,0.012252772
EU-15,resid materials,high-rise urban,1990,0.190554532
EU-15,comm materials,hotels commercial,1990,0.077796947
EU-15,comm materials,office commercial,1990,0.147329961
EU-15,comm materials,retail commercial,1990,0.166561378
EU-15,resid materials,semi-detached rural,1990,0.059716977
EU-15,resid materials,semi-detached urban,1990,0.173187777
Europe_Non_EU,resid materials,apartments rural,1990,0.022811289
Europe_Non_EU,resid materials,apartments urban,1990,0.067810948
Europe_Non_EU,resid materials,detached rural,1990,0.39490631
Europe_Non_EU,resid materials,detached urban,1990,0.166650841
Europe_Non_EU,comm materials,others commercial,1990,0.820510665
Europe_Non_EU,resid materials,high-rise rural,1990,0.021068217
Europe_Non_EU,resid materials,high-rise urban,1990,0.194610416
Europe_Non_EU,comm materials,hotels commercial,1990,0.058399091
Europe_Non_EU,comm materials,office commercial,1990,0.063444878
Europe_Non_EU,comm materials,retail commercial,1990,0.057645366
Europe_Non_EU,resid materials,semi-detached rural,1990,0.035932298
Europe_Non_EU,resid materials,semi-detached urban,1990,0.096209682
European Free Trade Association,resid materials,apartments rural,1990,0.023776222
European Free Trade Association,resid materials,apartments urban,1990,0.17050255
European Free Trade Association,resid materials,detached rural,1990,0.230767211
European Free Trade Association,resid materials,detached urban,1990,0.139238877
European Free Trade Association,comm materials,others commercial,1990,0.608239203
European Free Trade Association,resid materials,high-rise rural,1990,0.01225241
European Free Trade Association,resid materials,high-rise urban,1990,0.19055726
European Free Trade Association,comm materials,hotels commercial,1990,0.077801871
European Free Trade Association,comm materials,office commercial,1990,0.147353413
European Free Trade Association,comm materials,retail commercial,1990,0.166605513
European Free Trade Association,resid materials,semi-detached rural,1990,0.059715213
European Free Trade Association,resid materials,semi-detached urban,1990,0.173190256
India,resid materials,apartments rural,1990,0.041265446
India,resid materials,apartments urban,1990,0.015828557
India,resid materials,detached rural,1990,0.670082856
India,resid materials,detached urban,1990,0.049025261
India,comm materials,others commercial,1990,0.911807876
India,resid materials,high-rise rural,1990,0.029443834
India,resid materials,high-rise urban,1990,0.058116807
India,comm materials,hotels commercial,1990,0.045278197
India,comm materials,office commercial,1990,0.025008602
India,comm materials,retail commercial,1990,0.017905326
India,resid materials,semi-detached rural,1990,0.06116477
India,resid materials,semi-detached urban,1990,0.07507247
Indonesia,resid materials,apartments rural,1990,0.039358366
Indonesia,resid materials,apartments urban,1990,0.037973868
Indonesia,resid materials,detached rural,1990,0.646519935
Indonesia,resid materials,detached urban,1990,0.089826088
Indonesia,comm materials,others commercial,1990,0.907318489
Indonesia,resid materials,high-rise rural,1990,0.028083089
Indonesia,resid materials,high-rise urban,1990,0.036940267
Indonesia,comm materials,hotels commercial,1990,0.046256589
Indonesia,comm materials,office commercial,1990,0.026945211
Indonesia,comm materials,retail commercial,1990,0.019479711
Indonesia,resid materials,semi-detached rural,1990,0.058338044
Indonesia,resid materials,semi-detached urban,1990,0.062960344
Japan,resid materials,apartments rural,1990,0.027427162
Japan,resid materials,apartments urban,1990,0.133918625
Japan,resid materials,detached rural,1990,0.404097609
Japan,resid materials,detached urban,1990,0.307566415
Japan,comm materials,others commercial,1990,0.616312999
Japan,resid materials,high-rise rural,1990,0.004193551
Japan,resid materials,high-rise urban,1990,0.102634309
Japan,comm materials,hotels commercial,1990,0.077251977
Japan,comm materials,office commercial,1990,0.144667115
Japan,comm materials,retail commercial,1990,0.161767909
Japan,resid materials,semi-detached rural,1990,0.007259516
Japan,resid materials,semi-detached urban,1990,0.012902814
Mexico,resid materials,apartments rural,1990,0.017889823
Mexico,resid materials,apartments urban,1990,0.094085954
Mexico,resid materials,detached rural,1990,0.293867059
Mexico,resid materials,detached urban,1990,0.263661695
Mexico,comm materials,others commercial,1990,0.800231663
Mexico,resid materials,high-rise rural,1990,0.012764795
Mexico,resid materials,high-rise urban,1990,0.135220192
Mexico,comm materials,hotels commercial,1990,0.062210758
Mexico,comm materials,office commercial,1990,0.073685949
Mexico,comm materials,retail commercial,1990,0.063871629
Mexico,resid materials,semi-detached rural,1990,0.026516784
Mexico,resid materials,semi-detached urban,1990,0.155993697
Middle East,resid materials,apartments rural,1990,0.024085972
Middle East,resid materials,apartments urban,1990,0.059354847
Middle East,resid materials,detached rural,1990,0.395648059
Middle East,resid materials,detached urban,1990,0.281994702
Middle East,comm materials,others commercial,1990,0.842549452
Middle East,resid materials,high-rise rural,1990,0.017185889
Middle East,resid materials,high-rise urban,1990,0.086379686
Middle East,comm materials,hotels commercial,1990,0.057115832
Middle East,comm materials,office commercial,1990,0.055353055
Middle East,comm materials,retail commercial,1990,0.044981661
Middle East,resid materials,semi-detached rural,1990,0.035700885
Middle East,resid materials,semi-detached urban,1990,0.099649959
Pakistan,resid materials,apartments rural,1990,0.117209792
Pakistan,resid materials,apartments urban,1990,0.025810477
Pakistan,resid materials,detached rural,1990,0.447398034
Pakistan,resid materials,detached urban,1990,0.072329969
Pakistan,comm materials,others commercial,1990,0.91087723
Pakistan,resid materials,high-rise rural,1990,0.08363185
Pakistan,resid materials,high-rise urban,1990,0.037094779
Pakistan,comm materials,hotels commercial,1990,0.045484829
Pakistan,comm materials,office commercial,1990,0.025409048
Pakistan,comm materials,retail commercial,1990,0.018228893
Pakistan,resid materials,semi-detached rural,1990,0.17373155
Pakistan,resid materials,semi-detached urban,1990,0.042793548
Russia,resid materials,apartments rural,1990,0.017429139
Russia,resid materials,apartments urban,1990,0.095396518
Russia,resid materials,detached rural,1990,0.28629963
Russia,resid materials,detached urban,1990,0.267334351
Russia,comm materials,others commercial,1990,0.83839267
Russia,resid materials,high-rise rural,1990,0.012436087
Russia,resid materials,high-rise urban,1990,0.137103731
Russia,comm materials,hotels commercial,1990,0.057677963
Russia,comm materials,office commercial,1990,0.057174464
Russia,comm materials,retail commercial,1990,0.046754903
Russia,resid materials,semi-detached rural,1990,0.025833945
Russia,resid materials,semi-detached urban,1990,0.158166599
South Africa,resid materials,apartments rural,1990,0.028483363
South Africa,resid materials,apartments urban,1990,0.04495538
South Africa,resid materials,detached rural,1990,0.467881767
South Africa,resid materials,detached urban,1990,0.104895887
South Africa,comm materials,others commercial,1990,0.841904024
South Africa,resid materials,high-rise rural,1990,0.020323527
South Africa,resid materials,high-rise urban,1990,0.135232901
South Africa,comm materials,hotels commercial,1990,0.057212974
South Africa,comm materials,office commercial,1990,0.055637902
South Africa,comm materials,retail commercial,1990,0.0452451
South Africa,resid materials,semi-detached rural,1990,0.042218817
South Africa,resid materials,semi-detached urban,1990,0.156008359
South America_Northern,resid materials,apartments rural,1990,0.016234018
South America_Northern,resid materials,apartments urban,1990,0.120565012
South America_Northern,resid materials,detached rural,1990,0.266667982
South America_Northern,resid materials,detached urban,1990,0.220204372
South America_Northern,comm materials,others commercial,1990,0.859080534
South America_Northern,resid materials,high-rise rural,1990,0.011583341
South America_Northern,resid materials,high-rise urban,1990,0.170921691
South America_Northern,comm materials,hotels commercial,1990,0.054783823
South America_Northern,comm materials,office commercial,1990,0.048094616
South America_Northern,comm materials,retail commercial,1990,0.038041028
South America_Northern,resid materials,semi-detached rural,1990,0.024062504
South America_Northern,resid materials,semi-detached urban,1990,0.16976108
South America_Southern,resid materials,apartments rural,1990,0.016235607
South America_Southern,resid materials,apartments urban,1990,0.120559495
South America_Southern,resid materials,detached rural,1990,0.266694085
South America_Southern,resid materials,detached urban,1990,0.220194297
South America_Southern,comm materials,others commercial,1990,0.859067756
South America_Southern,resid materials,high-rise rural,1990,0.011584474
South America_Southern,resid materials,high-rise urban,1990,0.170913871
South America_Southern,comm materials,hotels commercial,1990,0.054785725
South America_Southern,comm materials,office commercial,1990,0.048100238
South America_Southern,comm materials,retail commercial,1990,0.038046281
South America_Southern,resid materials,semi-detached rural,1990,0.024064859
South America_Southern,resid materials,semi-detached urban,1990,0.169753312
South Asia,resid materials,apartments rural,1990,0.117221182
South Asia,resid materials,apartments urban,1990,0.025798896
South Asia,resid materials,detached rural,1990,0.447441512
South Asia,resid materials,detached urban,1990,0.072297516
South Asia,comm materials,others commercial,1990,0.910881966
South Asia,resid materials,high-rise rural,1990,0.083639978
South Asia,resid materials,high-rise urban,1990,0.037078135
South Asia,comm materials,hotels commercial,1990,0.045483783
South Asia,comm materials,office commercial,1990,0.025407009
South Asia,comm materials,retail commercial,1990,0.018227242
South Asia,resid materials,semi-detached rural,1990,0.173748434
South Asia,resid materials,semi-detached urban,1990,0.042774347
South Korea,resid materials,apartments rural,1990,0.020141149
South Korea,resid materials,apartments urban,1990,0.054393269
South Korea,resid materials,detached rural,1990,0.330848446
South Korea,resid materials,detached urban,1990,0.267229395
South Korea,comm materials,others commercial,1990,0.853647471
South Korea,resid materials,high-rise rural,1990,0.014371168
South Korea,resid materials,high-rise urban,1990,0.12505831
South Korea,comm materials,hotels commercial,1990,0.055551443
South Korea,comm materials,office commercial,1990,0.050480876
South Korea,comm materials,retail commercial,1990,0.040320211
South Korea,resid materials,semi-detached rural,1990,0.02985376
South Korea,resid materials,semi-detached urban,1990,0.158104503
Southeast Asia,resid materials,apartments rural,1990,0.03533095
Southeast Asia,resid materials,apartments urban,1990,0.038866802
Southeast Asia,resid materials,detached rural,1990,0.581764416
Southeast Asia,resid materials,detached urban,1990,0.123488583
Southeast Asia,comm materials,others commercial,1990,0.889137033
Southeast Asia,resid materials,high-rise rural,1990,0.0251412
Southeast Asia,resid materials,high-rise urban,1990,0.060833116
Southeast Asia,comm materials,hotels commercial,1990,0.049121302
Southeast Asia,comm materials,office commercial,1990,0.034696647
Southeast Asia,comm materials,retail commercial,1990,0.027045018
Southeast Asia,resid materials,semi-detached rural,1990,0.052388748
Southeast Asia,resid materials,semi-detached urban,1990,0.082186184
Taiwan,resid materials,apartments rural,1990,0.038528217
Taiwan,resid materials,apartments urban,1990,0.051255505
Taiwan,resid materials,detached rural,1990,0.674937649
Taiwan,resid materials,detached urban,1990,0.050589377
Taiwan,comm materials,others commercial,1990,0.909408128
Taiwan,resid materials,high-rise rural,1990,0.027490758
Taiwan,resid materials,high-rise urban,1990,0.041330636
Taiwan,comm materials,hotels commercial,1990,0.045805719
Taiwan,comm materials,office commercial,1990,0.026042608
Taiwan,comm materials,retail commercial,1990,0.018743545
Taiwan,resid materials,semi-detached rural,1990,0.057107573
Taiwan,resid materials,semi-detached urban,1990,0.058760284
USA,resid materials,apartments rural,1990,0.004981776
USA,resid materials,apartments urban,1990,0.037990711
USA,resid materials,detached rural,1990,0.289839051
USA,resid materials,detached urban,1990,0.553260137
USA,comm materials,others commercial,1990,0.510238624
USA,resid materials,high-rise rural,1990,0.00148266
USA,resid materials,high-rise urban,1990,0.059763917
USA,comm materials,hotels commercial,1990,0.085151444
USA,comm materials,office commercial,1990,0.173858284
USA,comm materials,retail commercial,1990,0.230751648
USA,resid materials,semi-detached rural,1990,0.004514697
USA,resid materials,semi-detached urban,1990,0.04816705
Ukraine,resid materials,apartments rural,1990,0.021335722
Ukraine,resid materials,apartments urban,1990,0.084282999
Ukraine,resid materials,detached rural,1990,0.350471093
Ukraine,resid materials,detached urban,1990,0.236190392
Ukraine,comm materials,others commercial,1990,0.879676427
Ukraine,resid materials,high-rise rural,1990,0.015223523
Ukraine,resid materials,high-rise urban,1990,0.121131399
Ukraine,comm materials,hotels commercial,1990,0.051515294
Ukraine,comm materials,office commercial,1990,0.039028173
Ukraine,comm materials,retail commercial,1990,0.029780106
Ukraine,resid materials,semi-detached rural,1990,0.031624389
Ukraine,resid materials,semi-detached urban,1990,0.139740482
Africa_Eastern,resid materials,apartments rural,2005,0.042260502
Africa_Eastern,resid materials,apartments urban,2005,0.024755809
Africa_Eastern,resid materials,detached rural,2005,0.694191847
Africa_Eastern,resid materials,detached urban,2005,0.069374419
Africa_Eastern,comm materials,others commercial,2005,0.9121352
Africa_Eastern,resid materials,high-rise rural,2005,0.030153829
Africa_Eastern,resid materials,high-rise urban,2005,0.035579011
Africa_Eastern,comm materials,hotels commercial,2005,0.045205119
Africa_Eastern,comm materials,office commercial,2005,0.024867868
Africa_Eastern,comm materials,retail commercial,2005,0.017791813
Africa_Eastern,resid materials,semi-detached rural,2005,0.062639669
Africa_Eastern,resid materials,semi-detached urban,2005,0.041044916
Africa_Northern,resid materials,apartments rural,2005,0.02792165
Africa_Northern,resid materials,apartments urban,2005,0.065547233
Africa_Northern,resid materials,detached rural,2005,0.458654794
Africa_Northern,resid materials,detached urban,2005,0.183686233
Africa_Northern,comm materials,others commercial,2005,0.880376043
Africa_Northern,resid materials,high-rise rural,2005,0.019922732
Africa_Northern,resid materials,high-rise urban,2005,0.094204384
Africa_Northern,comm materials,hotels commercial,2005,0.051396079
Africa_Northern,comm materials,office commercial,2005,0.038720417
Africa_Northern,comm materials,retail commercial,2005,0.029507462
Africa_Northern,resid materials,semi-detached rural,2005,0.041386231
Africa_Northern,resid materials,semi-detached urban,2005,0.108676744
Africa_Southern,resid materials,apartments rural,2005,0.038104655
Africa_Southern,resid materials,apartments urban,2005,0.036578437
Africa_Southern,resid materials,detached rural,2005,0.625925856
Africa_Southern,resid materials,detached urban,2005,0.102505551
Africa_Southern,comm materials,others commercial,2005,0.90997452
Africa_Southern,resid materials,high-rise rural,2005,0.027188537
Africa_Southern,resid materials,high-rise urban,2005,0.052570474
Africa_Southern,comm materials,hotels commercial,2005,0.045683294
Africa_Southern,comm materials,office commercial,2005,0.025798007
Africa_Southern,comm materials,retail commercial,2005,0.018544179
Africa_Southern,resid materials,semi-detached rural,2005,0.056479759
Africa_Southern,resid materials,semi-detached urban,2005,0.060646731
Africa_Western,resid materials,apartments rural,2005,0.034213463
Africa_Western,resid materials,apartments urban,2005,0.057071756
Africa_Western,resid materials,detached rural,2005,0.56200722
Africa_Western,resid materials,detached urban,2005,0.084428151
Africa_Western,comm materials,others commercial,2005,0.911858051
Africa_Western,resid materials,high-rise rural,2005,0.024412084
Africa_Western,resid materials,high-rise urban,2005,0.086902317
Africa_Western,comm materials,hotels commercial,2005,0.045267112
Africa_Western,comm materials,office commercial,2005,0.024986997
Africa_Western,comm materials,retail commercial,2005,0.017887841
Africa_Western,resid materials,semi-detached rural,2005,0.050712128
Africa_Western,resid materials,semi-detached urban,2005,0.100252881
Argentina,resid materials,apartments rural,2005,0.012774936
Argentina,resid materials,apartments urban,2005,0.132573695
Argentina,resid materials,detached rural,2005,0.209847404
Argentina,resid materials,detached urban,2005,0.242137472
Argentina,comm materials,others commercial,2005,0.836223873
Argentina,resid materials,high-rise rural,2005,0.009115207
Argentina,resid materials,high-rise urban,2005,0.18794607
Argentina,comm materials,hotels commercial,2005,0.057955584
Argentina,comm materials,office commercial,2005,0.058121048
Argentina,comm materials,retail commercial,2005,0.047699495
Argentina,resid materials,semi-detached rural,2005,0.018935359
Argentina,resid materials,semi-detached urban,2005,0.186669857
Australia_NZ,resid materials,apartments rural,2005,0.006140082
Australia_NZ,resid materials,apartments urban,2005,0.132550244
Australia_NZ,resid materials,detached rural,2005,0.190798464
Australia_NZ,resid materials,detached urban,2005,0.188331348
Australia_NZ,comm materials,others commercial,2005,0.54491231
Australia_NZ,resid materials,high-rise rural,2005,0
Australia_NZ,resid materials,high-rise urban,2005,0.022792089
Australia_NZ,comm materials,hotels commercial,2005,0.082277284
Australia_NZ,comm materials,office commercial,2005,0.16589847
Australia_NZ,comm materials,retail commercial,2005,0.206911937
Australia_NZ,resid materials,semi-detached rural,2005,0.010401139
Australia_NZ,resid materials,semi-detached urban,2005,0.448986634
Brazil,resid materials,apartments rural,2005,0.010449101
Brazil,resid materials,apartments urban,2005,0.11892083
Brazil,resid materials,detached rural,2005,0.171642087
Brazil,resid materials,detached urban,2005,0.403040428
Brazil,comm materials,others commercial,2005,0.811678599
Brazil,resid materials,high-rise rural,2005,0.007455671
Brazil,resid materials,high-rise urban,2005,0.075834236
Brazil,comm materials,hotels commercial,2005,0.060965511
Brazil,comm materials,office commercial,2005,0.068787269
Brazil,comm materials,retail commercial,2005,0.058568621
Brazil,resid materials,semi-detached rural,2005,0.015487943
Brazil,resid materials,semi-detached urban,2005,0.197169705
Canada,resid materials,apartments rural,2005,0.012363414
Canada,resid materials,apartments urban,2005,0.095381051
Canada,resid materials,detached rural,2005,0.203087534
Canada,resid materials,detached urban,2005,0.333592498
Canada,comm materials,others commercial,2005,0.492997157
Canada,resid materials,high-rise rural,2005,0.008821577
Canada,resid materials,high-rise urban,2005,0.170287581
Canada,comm materials,hotels commercial,2005,0.086802329
Canada,comm materials,office commercial,2005,0.177297792
Canada,comm materials,retail commercial,2005,0.242902722
Canada,resid materials,semi-detached rural,2005,0.018325389
Canada,resid materials,semi-detached urban,2005,0.158140956
Central America and Caribbean,resid materials,apartments rural,2005,0.024504805
Central America and Caribbean,resid materials,apartments urban,2005,0.075267536
Central America and Caribbean,resid materials,detached rural,2005,0.402528007
Central America and Caribbean,resid materials,detached urban,2005,0.210925916
Central America and Caribbean,comm materials,others commercial,2005,0.824672412
Central America and Caribbean,resid materials,high-rise rural,2005,0.017484735
Central America and Caribbean,resid materials,high-rise urban,2005,0.108174389
Central America and Caribbean,comm materials,hotels commercial,2005,0.059423241
Central America and Caribbean,comm materials,office commercial,2005,0.063159077
Central America and Caribbean,comm materials,retail commercial,2005,0.05274527
Central America and Caribbean,resid materials,semi-detached rural,2005,0.03632169
Central America and Caribbean,resid materials,semi-detached urban,2005,0.124792922
Central Asia,resid materials,apartments rural,2005,0.029479348
Central Asia,resid materials,apartments urban,2005,0.062659081
Central Asia,resid materials,detached rural,2005,0.485954976
Central Asia,resid materials,detached urban,2005,0.168008374
Central Asia,comm materials,others commercial,2005,0.858355551
Central Asia,resid materials,high-rise rural,2005,0.021034184
Central Asia,resid materials,high-rise urban,2005,0.087418005
Central Asia,comm materials,hotels commercial,2005,0.05408133
Central Asia,comm materials,office commercial,2005,0.048321818
Central Asia,comm materials,retail commercial,2005,0.0392413
Central Asia,resid materials,semi-detached rural,2005,0.043695093
Central Asia,resid materials,semi-detached urban,2005,0.101750938
China,resid materials,apartments rural,2005,0.032050216
China,resid materials,apartments urban,2005,0.085314126
China,resid materials,detached rural,2005,0.561455984
China,resid materials,detached urban,2005,0.084205365
China,comm materials,others commercial,2005,0.884292242
China,resid materials,high-rise rural,2005,0.022868558
China,resid materials,high-rise urban,2005,0.06879431
China,comm materials,hotels commercial,2005,0.050707062
China,comm materials,office commercial,2005,0.036999728
China,comm materials,retail commercial,2005,0.028000968
China,resid materials,semi-detached rural,2005,0.047505705
China,resid materials,semi-detached urban,2005,0.097805735
Colombia,resid materials,apartments rural,2005,0.01277319
Colombia,resid materials,apartments urban,2005,0.132579758
Colombia,resid materials,detached rural,2005,0.209818712
Colombia,resid materials,detached urban,2005,0.242148547
Colombia,comm materials,others commercial,2005,0.836233978
Colombia,resid materials,high-rise rural,2005,0.009113961
Colombia,resid materials,high-rise urban,2005,0.187954666
Colombia,comm materials,hotels commercial,2005,0.057954318
Colombia,comm materials,office commercial,2005,0.058116645
Colombia,comm materials,retail commercial,2005,0.047695059
Colombia,resid materials,semi-detached rural,2005,0.01893277
Colombia,resid materials,semi-detached urban,2005,0.186678396
EU-12,resid materials,apartments rural,2005,0.01584838
EU-12,resid materials,apartments urban,2005,0.056223826
EU-12,resid materials,detached rural,2005,0.38546868
EU-12,resid materials,detached urban,2005,0.133991754
EU-12,comm materials,others commercial,2005,0.755233728
EU-12,resid materials,high-rise rural,2005,0.033200202
EU-12,resid materials,high-rise urban,2005,0.302983397
EU-12,comm materials,hotels commercial,2005,0.066649515
EU-12,comm materials,office commercial,2005,0.09235753
EU-12,comm materials,retail commercial,2005,0.085759227
EU-12,resid materials,semi-detached rural,2005,0.026942231
EU-12,resid materials,semi-detached urban,2005,0.045341529
EU-15,resid materials,apartments rural,2005,0.0218188
EU-15,resid materials,apartments urban,2005,0.177307735
EU-15,resid materials,detached rural,2005,0.211768867
EU-15,resid materials,detached urban,2005,0.14479625
EU-15,comm materials,others commercial,2005,0.506163223
EU-15,resid materials,high-rise rural,2005,0.011243707
EU-15,resid materials,high-rise urban,2005,0.19816288
EU-15,comm materials,hotels commercial,2005,0.085508439
EU-15,comm materials,office commercial,2005,0.174840129
EU-15,comm materials,retail commercial,2005,0.233488209
EU-15,resid materials,semi-detached rural,2005,0.054799046
EU-15,resid materials,semi-detached urban,2005,0.180102714
Europe_Non_EU,resid materials,apartments rural,2005,0.019512548
Europe_Non_EU,resid materials,apartments urban,2005,0.075287653
Europe_Non_EU,resid materials,detached rural,2005,0.336013059
Europe_Non_EU,resid materials,detached urban,2005,0.190457019
Europe_Non_EU,comm materials,others commercial,2005,0.762718331
Europe_Non_EU,resid materials,high-rise rural,2005,0.017622128
Europe_Non_EU,resid materials,high-rise urban,2005,0.219512471
Europe_Non_EU,comm materials,hotels commercial,2005,0.065063531
Europe_Non_EU,comm materials,office commercial,2005,0.086674514
Europe_Non_EU,comm materials,retail commercial,2005,0.085543624
Europe_Non_EU,resid materials,semi-detached rural,2005,0.030578785
Europe_Non_EU,resid materials,semi-detached urban,2005,0.111016337
European Free Trade Association,resid materials,apartments rural,2005,0.021818184
European Free Trade Association,resid materials,apartments urban,2005,0.177309878
European Free Trade Association,resid materials,detached rural,2005,0.211762884
European Free Trade Association,resid materials,detached urban,2005,0.144798
European Free Trade Association,comm materials,others commercial,2005,0.506152286
European Free Trade Association,resid materials,high-rise rural,2005,0.011243389
European Free Trade Association,resid materials,high-rise urban,2005,0.198165275
European Free Trade Association,comm materials,hotels commercial,2005,0.085509457
European Free Trade Association,comm materials,office commercial,2005,0.174842315
European Free Trade Association,comm materials,retail commercial,2005,0.233495942
European Free Trade Association,resid materials,semi-detached rural,2005,0.054797498
European Free Trade Association,resid materials,semi-detached urban,2005,0.180104891
India,resid materials,apartments rural,2005,0.03981828
India,resid materials,apartments urban,2005,0.018076392
India,resid materials,detached rural,2005,0.646583265
India,resid materials,detached urban,2005,0.055987405
India,comm materials,others commercial,2005,0.903167276
India,resid materials,high-rise rural,2005,0.028411248
India,resid materials,high-rise urban,2005,0.066370054
India,comm materials,hotels commercial,2005,0.047125314
India,comm materials,office commercial,2005,0.028744919
India,comm materials,retail commercial,2005,0.020962491
India,resid materials,semi-detached rural,2005,0.059019741
India,resid materials,semi-detached urban,2005,0.085733614
Indonesia,resid materials,apartments rural,2005,0.033105084
Indonesia,resid materials,apartments urban,2005,0.05843725
Indonesia,resid materials,detached rural,2005,0.543800436
Indonesia,resid materials,detached urban,2005,0.138231627
Indonesia,comm materials,others commercial,2005,0.900379271
Indonesia,resid materials,high-rise rural,2005,0.02362123
Indonesia,resid materials,high-rise urban,2005,0.056846662
Indonesia,comm materials,hotels commercial,2005,0.047690575
Indonesia,comm materials,office commercial,2005,0.029957742
Indonesia,comm materials,retail commercial,2005,0.021972411
Indonesia,resid materials,semi-detached rural,2005,0.049069258
Indonesia,resid materials,semi-detached urban,2005,0.096888454
Japan,resid materials,apartments rural,2005,0.025033295
Japan,resid materials,apartments urban,2005,0.14321406
Japan,resid materials,detached rural,2005,0.368827606
Japan,resid materials,detached urban,2005,0.328914928
Japan,comm materials,others commercial,2005,0.520616181
Japan,resid materials,high-rise rural,2005,0.003827534
Japan,resid materials,high-rise urban,2005,0.109758266
Japan,comm materials,hotels commercial,2005,0.084220164
Japan,comm materials,office commercial,2005,0.171784978
Japan,comm materials,retail commercial,2005,0.223378677
Japan,resid materials,semi-detached rural,2005,0.006625899
Japan,resid materials,semi-detached urban,2005,0.013798412
Mexico,resid materials,apartments rural,2005,0.014851948
Mexico,resid materials,apartments urban,2005,0.102728157
Mexico,resid materials,detached rural,2005,0.24396542
Mexico,resid materials,detached urban,2005,0.287880165
Mexico,comm materials,others commercial,2005,0.751979717
Mexico,resid materials,high-rise rural,2005,0.010597202
Mexico,resid materials,high-rise urban,2005,0.147640752
Mexico,comm materials,hotels commercial,2005,0.067009649
Mexico,comm materials,office commercial,2005,0.09396253
Mexico,comm materials,retail commercial,2005,0.087048104
Mexico,resid materials,semi-detached rural,2005,0.022013962
Mexico,resid materials,semi-detached urban,2005,0.170322394
Middle East,resid materials,apartments rural,2005,0.020763829
Middle East,resid materials,apartments urban,2005,0.066691537
Middle East,resid materials,detached rural,2005,0.341076899
Middle East,resid materials,detached urban,2005,0.316851295
Middle East,comm materials,others commercial,2005,0.837124216
Middle East,resid materials,high-rise rural,2005,0.014815464
Middle East,resid materials,high-rise urban,2005,0.097056843
Middle East,comm materials,hotels commercial,2005,0.057848367
Middle East,comm materials,office commercial,2005,0.057730198
Middle East,comm materials,retail commercial,2005,0.047297219
Middle East,resid materials,semi-detached rural,2005,0.030776714
Middle East,resid materials,semi-detached urban,2005,0.111967418
Pakistan,resid materials,apartments rural,2005,0.111726424
Pakistan,resid materials,apartments urban,2005,0.031385491
Pakistan,resid materials,detached rural,2005,0.426467633
Pakistan,resid materials,detached urban,2005,0.087953104
Pakistan,comm materials,others commercial,2005,0.906864319
Pakistan,resid materials,high-rise rural,2005,0.079719343
Pakistan,resid materials,high-rise urban,2005,0.04510718
Pakistan,comm materials,hotels commercial,2005,0.046353717
Pakistan,comm materials,office commercial,2005,0.02714161
Pakistan,comm materials,retail commercial,2005,0.019640354
Pakistan,resid materials,semi-detached rural,2005,0.165603953
Pakistan,resid materials,semi-detached urban,2005,0.052036872
Russia,resid materials,apartments rural,2005,0.017458027
Russia,resid materials,apartments urban,2005,0.095314337
Russia,resid materials,detached rural,2005,0.286774154
