# File: A44.bld_floorspace_shares_reg.csv
# Title: Building sub-type floorspace shares by GCAM region
# Units: unitless
# Description: Building sub-type floorspace shares based on floorspace (stock) data from Deetman et al. 2020 for 26 IMAGE regions (reprocessed for GCAM regions). There are 2 floorspace sectors: resid floorspace and comm floorspace. Within resid floorspace there are 8 subsectors (4 building sub-types x urban/rural). Within comm floorspace there are 4 subsectors.
# Source: Deetman et al. 2020 Journal of Cleaner Production Supplementary Information;  https://doi.org/10.1016/j.jclepro.2019.118658 (with data processing for use in GCAM)
# Column types: cccnn
# ----------
region,sector,subsector,year,flsp_share
Argentina,resid floorspace,high-rise rural,1990,0.011586378
Argentina,resid floorspace,high-rise urban,1990,0.170900744
Argentina,comm floorspace,hotels commercial,1990,0.054788883
Argentina,comm floorspace,office commercial,1990,0.048109573
Argentina,comm floorspace,retail commercial,1990,0.038055003
Argentina,resid floorspace,semi-detached rural,1990,0.024068813
Argentina,resid floorspace,semi-detached urban,1990,0.169740275
Australia_NZ,resid floorspace,apartments rural,1990,0.00691172
Australia_NZ,resid floorspace,apartments urban,1990,0.128192963
Australia_NZ,resid floorspace,detached rural,1990,0.214776551
Australia_NZ,resid floorspace,detached urban,1990,0.182140393
Australia_NZ,comm floorspace,govern commercial,1990,0.638212811
Australia_NZ,resid floorspace,high-rise rural,1990,0
Australia_NZ,resid floorspace,high-rise urban,1990,0.022042853
Australia_NZ,comm floorspace,hotels commercial,1990,0.075759329
Australia_NZ,comm floorspace,office commercial,1990,0.137341122
Australia_NZ,comm floorspace,retail commercial,1990,0.148686738
Australia_NZ,resid floorspace,semi-detached rural,1990,0.011708275
Australia_NZ,resid floorspace,semi-detached urban,1990,0.434227244
Brazil,resid floorspace,apartments rural,1990,0.016830379
Brazil,resid floorspace,apartments urban,1990,0.100189606
Brazil,resid floorspace,detached rural,1990,0.276464114
Brazil,resid floorspace,detached urban,1990,0.339557515
Brazil,comm floorspace,govern commercial,1990,0.852634227
Brazil,resid floorspace,high-rise rural,1990,0.012008858
Brazil,resid floorspace,high-rise urban,1990,0.063889582
Brazil,comm floorspace,hotels commercial,1990,0.05572112
Brazil,comm floorspace,office commercial,1990,0.050928881
Brazil,comm floorspace,retail commercial,1990,0.040715773
Brazil,resid floorspace,semi-detached rural,1990,0.024946447
Brazil,resid floorspace,semi-detached urban,1990,0.166113498
Canada,resid floorspace,apartments rural,1990,0.014377
Canada,resid floorspace,apartments urban,1990,0.090405349
Canada,resid floorspace,detached rural,1990,0.236163689
Canada,resid floorspace,detached urban,1990,0.31619012
Canada,comm floorspace,govern commercial,1990,0.557888264
Canada,resid floorspace,high-rise rural,1990,0.010258316
Canada,resid floorspace,high-rise urban,1990,0.161404261
Canada,comm floorspace,hotels commercial,1990,0.081305929
Canada,comm floorspace,office commercial,1990,0.162479023
Canada,comm floorspace,retail commercial,1990,0.198326783
Canada,resid floorspace,semi-detached rural,1990,0.021309981
Canada,resid floorspace,semi-detached urban,1990,0.149891284
Central America and Caribbean,resid floorspace,apartments rural,1990,0.028643418
Central America and Caribbean,resid floorspace,apartments urban,1990,0.063493935
Central America and Caribbean,resid floorspace,detached rural,1990,0.470510904
Central America and Caribbean,resid floorspace,detached urban,1990,0.177932176
Central America and Caribbean,comm floorspace,govern commercial,1990,0.848137633
Central America and Caribbean,resid floorspace,high-rise rural,1990,0.020437729
Central America and Caribbean,resid floorspace,high-rise urban,1990,0.091253388
Central America and Caribbean,comm floorspace,hotels commercial,1990,0.056362818
Central America and Caribbean,comm floorspace,office commercial,1990,0.052904795
Central America and Caribbean,comm floorspace,retail commercial,1990,0.042594753
Central America and Caribbean,resid floorspace,semi-detached rural,1990,0.042456055
Central America and Caribbean,resid floorspace,semi-detached urban,1990,0.105272394
Central Asia,resid floorspace,apartments rural,1990,0.027897157
Central Asia,resid floorspace,apartments urban,1990,0.065935553
Central Asia,resid floorspace,detached rural,1990,0.459094988
Central Asia,resid floorspace,detached urban,1990,0.182908386
Central Asia,comm floorspace,govern commercial,1990,0.876178393
Central Asia,resid floorspace,high-rise rural,1990,0.019905256
Central Asia,resid floorspace,high-rise urban,1990,0.094114022
Central Asia,comm floorspace,hotels commercial,1990,0.051591814
Central Asia,comm floorspace,office commercial,1990,0.040583964
Central Asia,comm floorspace,retail commercial,1990,0.031645829
Central Asia,resid floorspace,semi-detached rural,1990,0.041349927
Central Asia,resid floorspace,semi-detached urban,1990,0.108794712
China,resid floorspace,apartments rural,1990,0.038524232
China,resid floorspace,apartments urban,1990,0.051276456
China,resid floorspace,detached rural,1990,0.674867843
China,resid floorspace,detached urban,1990,0.050610055
China,comm floorspace,govern commercial,1990,0.909397658
China,resid floorspace,high-rise rural,1990,0.027487915
China,resid floorspace,high-rise urban,1990,0.04134753
China,comm floorspace,hotels commercial,1990,0.045808003
China,comm floorspace,office commercial,1990,0.026047124
China,comm floorspace,retail commercial,1990,0.018747215
China,resid floorspace,semi-detached rural,1990,0.057101667
China,resid floorspace,semi-detached urban,1990,0.058784302
Colombia,resid floorspace,apartments rural,1990,0.01623583
Colombia,resid floorspace,apartments urban,1990,0.12055872
Colombia,resid floorspace,detached rural,1990,0.266697752
Colombia,resid floorspace,detached urban,1990,0.220192881
Colombia,comm floorspace,govern commercial,1990,0.859065866
Colombia,resid floorspace,high-rise rural,1990,0.011584634
Colombia,resid floorspace,high-rise urban,1990,0.170912772
Colombia,comm floorspace,hotels commercial,1990,0.054786007
Colombia,comm floorspace,office commercial,1990,0.048101069
Colombia,comm floorspace,retail commercial,1990,0.038047058
Colombia,resid floorspace,semi-detached rural,1990,0.02406519
Colombia,resid floorspace,semi-detached urban,1990,0.169752221
EU-12,resid floorspace,apartments rural,1990,0.016438381
EU-12,resid floorspace,apartments urban,1990,0.054281424
EU-12,resid floorspace,detached rural,1990,0.400119272
EU-12,resid floorspace,detached urban,1990,0.129671583
EU-12,comm floorspace,govern commercial,1990,0.844867051
EU-12,resid floorspace,high-rise rural,1990,0.034468639
EU-12,resid floorspace,high-rise urban,1990,0.293358342
EU-12,comm floorspace,hotels commercial,1990,0.056652761
EU-12,comm floorspace,office commercial,1990,0.054198432
EU-12,comm floorspace,retail commercial,1990,0.044281755
EU-12,resid floorspace,semi-detached rural,1990,0.027928552
EU-12,resid floorspace,semi-detached urban,1990,0.043733807
EU-15,resid floorspace,apartments rural,1990,0.023776943
EU-15,resid floorspace,apartments urban,1990,0.170500043
EU-15,resid floorspace,detached rural,1990,0.23077421
EU-15,resid floorspace,detached urban,1990,0.13923683
EU-15,comm floorspace,govern commercial,1990,0.608313663
EU-15,resid floorspace,high-rise rural,1990,0.012252781
EU-15,resid floorspace,high-rise urban,1990,0.190554459
EU-15,comm floorspace,hotels commercial,1990,0.077796815
EU-15,comm floorspace,office commercial,1990,0.147329328
EU-15,comm floorspace,retail commercial,1990,0.166560194
EU-15,resid floorspace,semi-detached rural,1990,0.059717024
EU-15,resid floorspace,semi-detached urban,1990,0.173187709
Europe_Eastern,resid floorspace,apartments rural,1990,0.021335283
Europe_Eastern,resid floorspace,apartments urban,1990,0.084284249
Europe_Eastern,resid floorspace,detached rural,1990,0.350463877
Europe_Eastern,resid floorspace,detached urban,1990,0.236193894
Europe_Eastern,comm floorspace,govern commercial,1990,0.879676372
Europe_Eastern,resid floorspace,high-rise rural,1990,0.015223209
Europe_Eastern,resid floorspace,high-rise urban,1990,0.121133195
Europe_Eastern,comm floorspace,hotels commercial,1990,0.051515303
Europe_Eastern,comm floorspace,office commercial,1990,0.039028197
Europe_Eastern,comm floorspace,retail commercial,1990,0.029780128
Europe_Eastern,resid floorspace,semi-detached rural,1990,0.031623738
Europe_Eastern,resid floorspace,semi-detached urban,1990,0.139742554
Europe_Non_EU,resid floorspace,apartments rural,1990,0.022982933
Europe_Non_EU,resid floorspace,apartments urban,1990,0.064643739
Europe_Non_EU,resid floorspace,detached rural,1990,0.402879286
Europe_Non_EU,resid floorspace,detached urban,1990,0.154255291
Europe_Non_EU,comm floorspace,govern commercial,1990,0.813971651
Europe_Non_EU,resid floorspace,high-rise rural,1990,0.022258089
Europe_Non_EU,resid floorspace,high-rise urban,1990,0.208514727
Europe_Non_EU,comm floorspace,hotels commercial,1990,0.05918976
Europe_Non_EU,comm floorspace,office commercial,1990,0.066162468
Europe_Non_EU,comm floorspace,retail commercial,1990,0.060676121
Europe_Non_EU,resid floorspace,semi-detached rural,1990,0.03653489
Europe_Non_EU,resid floorspace,semi-detached urban,1990,0.087931045
European Free Trade Association,resid floorspace,apartments rural,1990,0.023776328
European Free Trade Association,resid floorspace,apartments urban,1990,0.170502185
European Free Trade Association,resid floorspace,detached rural,1990,0.230768232
European Free Trade Association,resid floorspace,detached urban,1990,0.139238578
European Free Trade Association,comm floorspace,govern commercial,1990,0.60825003
European Free Trade Association,resid floorspace,high-rise rural,1990,0.012252464
European Free Trade Association,resid floorspace,high-rise urban,1990,0.190556852
European Free Trade Association,comm floorspace,hotels commercial,1990,0.077801136
European Free Trade Association,comm floorspace,office commercial,1990,0.147349898
European Free Trade Association,comm floorspace,retail commercial,1990,0.166598936
European Free Trade Association,resid floorspace,semi-detached rural,1990,0.059715478
European Free Trade Association,resid floorspace,semi-detached urban,1990,0.173189884
India,resid floorspace,apartments rural,1990,0.041265446
India,resid floorspace,apartments urban,1990,0.015828557
India,resid floorspace,detached rural,1990,0.670082856
India,resid floorspace,detached urban,1990,0.049025261
India,comm floorspace,govern commercial,1990,0.911807876
India,resid floorspace,high-rise rural,1990,0.029443834
India,resid floorspace,high-rise urban,1990,0.058116807
India,comm floorspace,hotels commercial,1990,0.045278197
India,comm floorspace,office commercial,1990,0.025008602
India,comm floorspace,retail commercial,1990,0.017905326
India,resid floorspace,semi-detached rural,1990,0.06116477
India,resid floorspace,semi-detached urban,1990,0.07507247
Indonesia,resid floorspace,apartments rural,1990,0.039358366
Indonesia,resid floorspace,apartments urban,1990,0.037973868
Indonesia,resid floorspace,detached rural,1990,0.646519935
Indonesia,resid floorspace,detached urban,1990,0.089826088
Indonesia,comm floorspace,govern commercial,1990,0.907318489
Indonesia,resid floorspace,high-rise rural,1990,0.028083089
Indonesia,resid floorspace,high-rise urban,1990,0.036940267
Indonesia,comm floorspace,hotels commercial,1990,0.046256589
Indonesia,comm floorspace,office commercial,1990,0.026945211
Indonesia,comm floorspace,retail commercial,1990,0.019479711
Indonesia,resid floorspace,semi-detached rural,1990,0.058338044
Indonesia,resid floorspace,semi-detached urban,1990,0.062960344
Japan,resid floorspace,apartments rural,1990,0.027427162
Japan,resid floorspace,apartments urban,1990,0.133918625
Japan,resid floorspace,detached rural,1990,0.404097609
Japan,resid floorspace,detached urban,1990,0.307566415
Japan,comm floorspace,govern commercial,1990,0.616312999
Japan,resid floorspace,high-rise rural,1990,0.004193551
Japan,resid floorspace,high-rise urban,1990,0.102634309
Japan,comm floorspace,hotels commercial,1990,0.077251977
Japan,comm floorspace,office commercial,1990,0.144667115
Japan,comm floorspace,retail commercial,1990,0.161767909
Japan,resid floorspace,semi-detached rural,1990,0.007259516
Japan,resid floorspace,semi-detached urban,1990,0.012902814
Mexico,resid floorspace,apartments rural,1990,0.017889823
Mexico,resid floorspace,apartments urban,1990,0.094085954
Mexico,resid floorspace,detached rural,1990,0.293867059
Mexico,resid floorspace,detached urban,1990,0.263661695
Mexico,comm floorspace,govern commercial,1990,0.800231663
Mexico,resid floorspace,high-rise rural,1990,0.012764795
Mexico,resid floorspace,high-rise urban,1990,0.135220192
Mexico,comm floorspace,hotels commercial,1990,0.062210758
Mexico,comm floorspace,office commercial,1990,0.073685949
Mexico,comm floorspace,retail commercial,1990,0.063871629
Mexico,resid floorspace,semi-detached rural,1990,0.026516784
Mexico,resid floorspace,semi-detached urban,1990,0.155993697
Middle East,resid floorspace,apartments rural,1990,0.024085972
Middle East,resid floorspace,apartments urban,1990,0.059354847
Middle East,resid floorspace,detached rural,1990,0.395648059
Middle East,resid floorspace,detached urban,1990,0.281994702
Middle East,comm floorspace,govern commercial,1990,0.842549452
Middle East,resid floorspace,high-rise rural,1990,0.017185889
Middle East,resid floorspace,high-rise urban,1990,0.086379686
Middle East,comm floorspace,hotels commercial,1990,0.057115832
Middle East,comm floorspace,office commercial,1990,0.055353055
Middle East,comm floorspace,retail commercial,1990,0.044981661
Middle East,resid floorspace,semi-detached rural,1990,0.035700885
Middle East,resid floorspace,semi-detached urban,1990,0.099649959
Pakistan,resid floorspace,apartments rural,1990,0.117212771
Pakistan,resid floorspace,apartments urban,1990,0.025807448
Pakistan,resid floorspace,detached rural,1990,0.447409406
Pakistan,resid floorspace,detached urban,1990,0.072321481
Pakistan,comm floorspace,govern commercial,1990,0.910878451
Pakistan,resid floorspace,high-rise rural,1990,0.083633976
Pakistan,resid floorspace,high-rise urban,1990,0.037090426
Pakistan,comm floorspace,hotels commercial,1990,0.04548456
Pakistan,comm floorspace,office commercial,1990,0.025408522
Pakistan,comm floorspace,retail commercial,1990,0.018228467
Pakistan,resid floorspace,semi-detached rural,1990,0.173735966
Pakistan,resid floorspace,semi-detached urban,1990,0.042788526
Russia,resid floorspace,apartments rural,1990,0.017429209
Russia,resid floorspace,apartments urban,1990,0.095396319
Russia,resid floorspace,detached rural,1990,0.28630078
Russia,resid floorspace,detached urban,1990,0.267333793
Russia,comm floorspace,govern commercial,1990,0.838393248
Russia,resid floorspace,high-rise rural,1990,0.012436137
Russia,resid floorspace,high-rise urban,1990,0.137103445
Russia,comm floorspace,hotels commercial,1990,0.057677887
Russia,comm floorspace,office commercial,1990,0.057174211
Russia,comm floorspace,retail commercial,1990,0.046754654
Russia,resid floorspace,semi-detached rural,1990,0.025834049
Russia,resid floorspace,semi-detached urban,1990,0.158166269
South Africa,resid floorspace,apartments rural,1990,0.028483363
South Africa,resid floorspace,apartments urban,1990,0.04495538
South Africa,resid floorspace,detached rural,1990,0.467881767
South Africa,resid floorspace,detached urban,1990,0.104895887
South Africa,comm floorspace,govern commercial,1990,0.841904024
South Africa,resid floorspace,high-rise rural,1990,0.020323527
South Africa,resid floorspace,high-rise urban,1990,0.135232901
South Africa,comm floorspace,hotels commercial,1990,0.057212974
South Africa,comm floorspace,office commercial,1990,0.055637902
South Africa,comm floorspace,retail commercial,1990,0.0452451
South Africa,resid floorspace,semi-detached rural,1990,0.042218817
South Africa,resid floorspace,semi-detached urban,1990,0.156008359
South America_Northern,resid floorspace,apartments rural,1990,0.016233892
South America_Northern,resid floorspace,apartments urban,1990,0.12056545
South America_Northern,resid floorspace,detached rural,1990,0.26666591
South America_Northern,resid floorspace,detached urban,1990,0.220205172
South America_Northern,comm floorspace,govern commercial,1990,0.859081506
South America_Northern,resid floorspace,high-rise rural,1990,0.011583251
South America_Northern,resid floorspace,high-rise urban,1990,0.170922312
South America_Northern,comm floorspace,hotels commercial,1990,0.054783678
South America_Northern,comm floorspace,office commercial,1990,0.048094188
South America_Northern,comm floorspace,retail commercial,1990,0.038040628
South America_Northern,resid floorspace,semi-detached rural,1990,0.024062317
South America_Northern,resid floorspace,semi-detached urban,1990,0.169761697
South America_Southern,resid floorspace,apartments rural,1990,0.016235551
South America_Southern,resid floorspace,apartments urban,1990,0.12055969
South America_Southern,resid floorspace,detached rural,1990,0.266693162
South America_Southern,resid floorspace,detached urban,1990,0.220194653
South America_Southern,comm floorspace,govern commercial,1990,0.859068197
South America_Southern,resid floorspace,high-rise rural,1990,0.011584434
South America_Southern,resid floorspace,high-rise urban,1990,0.170914147
South America_Southern,comm floorspace,hotels commercial,1990,0.054785659
South America_Southern,comm floorspace,office commercial,1990,0.048100044
South America_Southern,comm floorspace,retail commercial,1990,0.0380461
South America_Southern,resid floorspace,semi-detached rural,1990,0.024064776
South America_Southern,resid floorspace,semi-detached urban,1990,0.169753587
South Asia,resid floorspace,apartments rural,1990,0.117218935
South Asia,resid floorspace,apartments urban,1990,0.025801182
South Asia,resid floorspace,detached rural,1990,0.447432932
South Asia,resid floorspace,detached urban,1990,0.07230392
South Asia,comm floorspace,govern commercial,1990,0.910881043
South Asia,resid floorspace,high-rise rural,1990,0.083638374
South Asia,resid floorspace,high-rise urban,1990,0.03708142
South Asia,comm floorspace,hotels commercial,1990,0.045483987
South Asia,comm floorspace,office commercial,1990,0.025407406
South Asia,comm floorspace,retail commercial,1990,0.018227564
South Asia,resid floorspace,semi-detached rural,1990,0.173745102
South Asia,resid floorspace,semi-detached urban,1990,0.042778136
South Korea,resid floorspace,apartments rural,1990,0.020142683
South Korea,resid floorspace,apartments urban,1990,0.054390562
South Korea,resid floorspace,detached rural,1990,0.330873645
South Korea,resid floorspace,detached urban,1990,0.267216094
South Korea,comm floorspace,govern commercial,1990,0.853660695
South Korea,resid floorspace,high-rise rural,1990,0.014372262
South Korea,resid floorspace,high-rise urban,1990,0.125052086
South Korea,comm floorspace,hotels commercial,1990,0.055549534
South Korea,comm floorspace,office commercial,1990,0.050475064
South Korea,comm floorspace,retail commercial,1990,0.040314707
South Korea,resid floorspace,semi-detached rural,1990,0.029856034
South Korea,resid floorspace,semi-detached urban,1990,0.158096633
Southeast Asia,resid floorspace,apartments rural,1990,0.035350966
Southeast Asia,resid floorspace,apartments urban,1990,0.038812168
Southeast Asia,resid floorspace,detached rural,1990,0.58203656
Southeast Asia,resid floorspace,detached urban,1990,0.123419081
Southeast Asia,comm floorspace,govern commercial,1990,0.889418866
Southeast Asia,resid floorspace,high-rise rural,1990,0.025158242
Southeast Asia,resid floorspace,high-rise urban,1990,0.060839309
Southeast Asia,comm floorspace,hotels commercial,1990,0.049090973
Southeast Asia,comm floorspace,office commercial,1990,0.034581331
Southeast Asia,comm floorspace,retail commercial,1990,0.026908829
Southeast Asia,resid floorspace,semi-detached rural,1990,0.052417598
Southeast Asia,resid floorspace,semi-detached urban,1990,0.081966076
Taiwan,resid floorspace,apartments rural,1990,0.038528123
Taiwan,resid floorspace,apartments urban,1990,0.051255995
Taiwan,resid floorspace,detached rural,1990,0.674936016
Taiwan,resid floorspace,detached urban,1990,0.050589861
Taiwan,comm floorspace,govern commercial,1990,0.909408137
Taiwan,resid floorspace,high-rise rural,1990,0.027490692
Taiwan,resid floorspace,high-rise urban,1990,0.041331031
Taiwan,comm floorspace,hotels commercial,1990,0.045805717
Taiwan,comm floorspace,office commercial,1990,0.026042605
Taiwan,comm floorspace,retail commercial,1990,0.018743542
Taiwan,resid floorspace,semi-detached rural,1990,0.057107435
Taiwan,resid floorspace,semi-detached urban,1990,0.058760846
USA,resid floorspace,apartments rural,1990,0.00497705
USA,resid floorspace,apartments urban,1990,0.037985636
USA,resid floorspace,detached rural,1990,0.289802925
USA,resid floorspace,detached urban,1990,0.553335061
USA,comm floorspace,govern commercial,1990,0.510207949
USA,resid floorspace,high-rise rural,1990,0.001478874
USA,resid floorspace,high-rise urban,1990,0.059757654
USA,comm floorspace,hotels commercial,1990,0.085154058
USA,comm floorspace,office commercial,1990,0.173869265
USA,comm floorspace,retail commercial,1990,0.230768728
USA,resid floorspace,semi-detached rural,1990,0.00450712
USA,resid floorspace,semi-detached urban,1990,0.048155679
Africa_Eastern,resid floorspace,apartments rural,2005,0.042258874
Africa_Eastern,resid floorspace,apartments urban,2005,0.024760441
Africa_Eastern,resid floorspace,detached rural,2005,0.6941651
Africa_Eastern,resid floorspace,detached urban,2005,0.0693874
Africa_Eastern,comm floorspace,govern commercial,2005,0.91213456
Africa_Eastern,resid floorspace,high-rise rural,2005,0.030152667
Africa_Eastern,resid floorspace,high-rise urban,2005,0.035585668
Africa_Eastern,comm floorspace,hotels commercial,2005,0.045205261
Africa_Eastern,comm floorspace,office commercial,2005,0.024868144
Africa_Eastern,comm floorspace,retail commercial,2005,0.017792036
Africa_Eastern,resid floorspace,semi-detached rural,2005,0.062637255
Africa_Eastern,resid floorspace,semi-detached urban,2005,0.041052596
Africa_Northern,resid floorspace,apartments rural,2005,0.02792165
Africa_Northern,resid floorspace,apartments urban,2005,0.065547233
Africa_Northern,resid floorspace,detached rural,2005,0.458654794
Africa_Northern,resid floorspace,detached urban,2005,0.183686233
Africa_Northern,comm floorspace,govern commercial,2005,0.880376043
Africa_Northern,resid floorspace,high-rise rural,2005,0.019922732
Africa_Northern,resid floorspace,high-rise urban,2005,0.094204384
Africa_Northern,comm floorspace,hotels commercial,2005,0.051396079
Africa_Northern,comm floorspace,office commercial,2005,0.038720417
Africa_Northern,comm floorspace,retail commercial,2005,0.029507462
Africa_Northern,resid floorspace,semi-detached rural,2005,0.041386231
Africa_Northern,resid floorspace,semi-detached urban,2005,0.108676744
Africa_Southern,resid floorspace,apartments rural,2005,0.038104576
Africa_Southern,resid floorspace,apartments urban,2005,0.03657866
Africa_Southern,resid floorspace,detached rural,2005,0.625924565
Africa_Southern,resid floorspace,detached urban,2005,0.102506178
Africa_Southern,comm floorspace,govern commercial,2005,0.909974454
Africa_Southern,resid floorspace,high-rise rural,2005,0.027188481
Africa_Southern,resid floorspace,high-rise urban,2005,0.052570795
Africa_Southern,comm floorspace,hotels commercial,2005,0.045683309
Africa_Southern,comm floorspace,office commercial,2005,0.025798035
Africa_Southern,comm floorspace,retail commercial,2005,0.018544202
Africa_Southern,resid floorspace,semi-detached rural,2005,0.056479642
Africa_Southern,resid floorspace,semi-detached urban,2005,0.060647101
Africa_Western,resid floorspace,apartments rural,2005,0.034213463
Africa_Western,resid floorspace,apartments urban,2005,0.057071756
Africa_Western,resid floorspace,detached rural,2005,0.56200722
Africa_Western,resid floorspace,detached urban,2005,0.084428151
Africa_Western,comm floorspace,govern commercial,2005,0.911858051
Africa_Western,resid floorspace,high-rise rural,2005,0.024412084
Africa_Western,resid floorspace,high-rise urban,2005,0.086902317
Africa_Western,comm floorspace,hotels commercial,2005,0.045267112
Africa_Western,comm floorspace,office commercial,2005,0.024986997
Africa_Western,comm floorspace,retail commercial,2005,0.017887841
Africa_Western,resid floorspace,semi-detached rural,2005,0.050712128
Africa_Western,resid floorspace,semi-detached urban,2005,0.100252881
Argentina,resid floorspace,apartments rural,2005,0.012774886
Argentina,resid floorspace,apartments urban,2005,0.13257387
Argentina,resid floorspace,detached rural,2005,0.209846574
Argentina,resid floorspace,detached urban,2005,0.242137792
Argentina,comm floorspace,govern commercial,2005,0.836224055
Argentina,resid floorspace,high-rise rural,2005,0.009115171
Argentina,resid floorspace,high-rise urban,2005,0.187946318
Argentina,comm floorspace,hotels commercial,2005,0.057955562
Argentina,comm floorspace,office commercial,2005,0.058120969
Argentina,comm floorspace,retail commercial,2005,0.047699415
Argentina,resid floorspace,semi-detached rural,2005,0.018935284
Argentina,resid floorspace,semi-detached urban,2005,0.186670104
Australia_NZ,resid floorspace,apartments rural,2005,0.006140054
Australia_NZ,resid floorspace,apartments urban,2005,0.132550402
Australia_NZ,resid floorspace,detached rural,2005,0.190797594
Australia_NZ,resid floorspace,detached urban,2005,0.188331572
Australia_NZ,comm floorspace,govern commercial,2005,0.544909192
Australia_NZ,resid floorspace,high-rise rural,2005,0
Australia_NZ,resid floorspace,high-rise urban,2005,0.022792117
Australia_NZ,comm floorspace,hotels commercial,2005,0.08227752
Australia_NZ,comm floorspace,office commercial,2005,0.165899278
Australia_NZ,comm floorspace,retail commercial,2005,0.20691401
Australia_NZ,resid floorspace,semi-detached rural,2005,0.010401092
Australia_NZ,resid floorspace,semi-detached urban,2005,0.448987169
Brazil,resid floorspace,apartments rural,2005,0.010449101
Brazil,resid floorspace,apartments urban,2005,0.11892083
Brazil,resid floorspace,detached rural,2005,0.171642087
Brazil,resid floorspace,detached urban,2005,0.403040428
Brazil,comm floorspace,govern commercial,2005,0.811678599
Brazil,resid floorspace,high-rise rural,2005,0.007455671
Brazil,resid floorspace,high-rise urban,2005,0.075834236
Brazil,comm floorspace,hotels commercial,2005,0.060965511
Brazil,comm floorspace,office commercial,2005,0.068787269
Brazil,comm floorspace,retail commercial,2005,0.058568621
Brazil,resid floorspace,semi-detached rural,2005,0.015487943
Brazil,resid floorspace,semi-detached urban,2005,0.197169705
Canada,resid floorspace,apartments rural,2005,0.012363414
Canada,resid floorspace,apartments urban,2005,0.095381051
Canada,resid floorspace,detached rural,2005,0.203087534
Canada,resid floorspace,detached urban,2005,0.333592498
Canada,comm floorspace,govern commercial,2005,0.492997157
Canada,resid floorspace,high-rise rural,2005,0.008821577
Canada,resid floorspace,high-rise urban,2005,0.170287581
Canada,comm floorspace,hotels commercial,2005,0.086802329
Canada,comm floorspace,office commercial,2005,0.177297792
Canada,comm floorspace,retail commercial,2005,0.242902722
Canada,resid floorspace,semi-detached rural,2005,0.018325389
Canada,resid floorspace,semi-detached urban,2005,0.158140956
Central America and Caribbean,resid floorspace,apartments rural,2005,0.024504782
Central America and Caribbean,resid floorspace,apartments urban,2005,0.075267601
Central America and Caribbean,resid floorspace,detached rural,2005,0.402527633
Central America and Caribbean,resid floorspace,detached urban,2005,0.210926098
Central America and Caribbean,comm floorspace,govern commercial,2005,0.824672269
Central America and Caribbean,resid floorspace,high-rise rural,2005,0.017484719
Central America and Caribbean,resid floorspace,high-rise urban,2005,0.108174482
Central America and Caribbean,comm floorspace,hotels commercial,2005,0.059423259
Central America and Caribbean,comm floorspace,office commercial,2005,0.063159139
Central America and Caribbean,comm floorspace,retail commercial,2005,0.052745334
Central America and Caribbean,resid floorspace,semi-detached rural,2005,0.036321656
Central America and Caribbean,resid floorspace,semi-detached urban,2005,0.12479303
Central Asia,resid floorspace,apartments rural,2005,0.029462837
Central Asia,resid floorspace,apartments urban,2005,0.062650972
Central Asia,resid floorspace,detached rural,2005,0.485622109
Central Asia,resid floorspace,detached urban,2005,0.168256663
Central Asia,comm floorspace,govern commercial,2005,0.858232881
Central Asia,resid floorspace,high-rise rural,2005,0.021022404
Central Asia,resid floorspace,high-rise urban,2005,0.087500528
Central Asia,comm floorspace,hotels commercial,2005,0.05409829
Central Asia,comm floorspace,office commercial,2005,0.048375381
Central Asia,comm floorspace,retail commercial,2005,0.039293448
Central Asia,resid floorspace,semi-detached rural,2005,0.04367062
Central Asia,resid floorspace,semi-detached urban,2005,0.101813866
China,resid floorspace,apartments rural,2005,0.032050259
China,resid floorspace,apartments urban,2005,0.085313902
China,resid floorspace,detached rural,2005,0.561456732
China,resid floorspace,detached urban,2005,0.084205144
China,comm floorspace,govern commercial,2005,0.884292423
China,resid floorspace,high-rise rural,2005,0.022868588
China,resid floorspace,high-rise urban,2005,0.068794129
China,comm floorspace,hotels commercial,2005,0.05070703
China,comm floorspace,office commercial,2005,0.036999648
China,comm floorspace,retail commercial,2005,0.028000898
China,resid floorspace,semi-detached rural,2005,0.047505768
China,resid floorspace,semi-detached urban,2005,0.097805477
Colombia,resid floorspace,apartments rural,2005,0.012773288
Colombia,resid floorspace,apartments urban,2005,0.132579417
Colombia,resid floorspace,detached rural,2005,0.209820327
Colombia,resid floorspace,detached urban,2005,0.242147924
Colombia,comm floorspace,govern commercial,2005,0.836233627
Colombia,resid floorspace,high-rise rural,2005,0.009114031
Colombia,resid floorspace,high-rise urban,2005,0.187954182
Colombia,comm floorspace,hotels commercial,2005,0.057954361
Colombia,comm floorspace,office commercial,2005,0.058116798
Colombia,comm floorspace,retail commercial,2005,0.047695214
Colombia,resid floorspace,semi-detached rural,2005,0.018932916
Colombia,resid floorspace,semi-detached urban,2005,0.186677915
EU-12,resid floorspace,apartments rural,2005,0.015848011
EU-12,resid floorspace,apartments urban,2005,0.056216271
EU-12,resid floorspace,detached rural,2005,0.385479574
EU-12,resid floorspace,detached urban,2005,0.13399106
EU-12,comm floorspace,govern commercial,2005,0.755268941
EU-12,resid floorspace,high-rise rural,2005,0.033201576
EU-12,resid floorspace,high-rise urban,2005,0.302989882
EU-12,comm floorspace,hotels commercial,2005,0.066646842
EU-12,comm floorspace,office commercial,2005,0.092345827
