# File: A44.bld_floorspace_material_intensity_reg.csv
# Title: Building sub-type floorspace material intensity by GCAM region
# Units: kg/m2
# Description: Building sub-type floorspace material intensities based on data from Deetman et al. 2020. There are 2 floorspace sectors: resid floorspace and comm floorspace. Within resid floorspace there are 8 subsectors (4 building sub-types x urban/rural). Within comm floorspace there are 4 subsectors.
# Source: Deetman et al. 2020 Journal of Cleaner Production Supplementary Information;  https://doi.org/10.1016/j.jclepro.2019.118658 (with data processing for use in GCAM)
# Column types: ccccncn
# ----------
region,sector,subsector,material,year,Units,value
Canada,comm floorspace,retail commercial,steel,2005,kg/m2,78.50000004
Central America and Caribbean,comm floorspace,retail commercial,steel,2005,kg/m2,78.49999999
Central Asia,comm floorspace,retail commercial,steel,2005,kg/m2,78.49999999
China,comm floorspace,retail commercial,steel,2005,kg/m2,78.5
EU-12,comm floorspace,retail commercial,steel,2005,kg/m2,78.5
EU-15,comm floorspace,retail commercial,steel,2005,kg/m2,78.49999996
Europe_Eastern,comm floorspace,retail commercial,steel,2005,kg/m2,78.49999998
Europe_Non_EU,comm floorspace,retail commercial,steel,2005,kg/m2,78.49999998
European Free Trade Association,comm floorspace,retail commercial,steel,2005,kg/m2,78.49999996
India,comm floorspace,retail commercial,steel,2005,kg/m2,78.49999999
Indonesia,comm floorspace,retail commercial,steel,2005,kg/m2,78.50000001
Japan,comm floorspace,retail commercial,steel,2005,kg/m2,78.49999999
Mexico,comm floorspace,retail commercial,steel,2005,kg/m2,78.50000001
Middle East,comm floorspace,retail commercial,steel,2005,kg/m2,78.49999997
Pakistan,comm floorspace,retail commercial,steel,2005,kg/m2,78.5
Russia,comm floorspace,retail commercial,steel,2005,kg/m2,78.5
South Africa,comm floorspace,retail commercial,steel,2005,kg/m2,78.50000001
South America_Northern,comm floorspace,retail commercial,steel,2005,kg/m2,78.50000002
South America_Southern,comm floorspace,retail commercial,steel,2005,kg/m2,78.50000002
South Asia,comm floorspace,retail commercial,steel,2005,kg/m2,78.5
South Korea,comm floorspace,retail commercial,steel,2005,kg/m2,78.49999999
Southeast Asia,comm floorspace,retail commercial,steel,2005,kg/m2,78.49999998
Taiwan,comm floorspace,retail commercial,steel,2005,kg/m2,78.5
Argentina,comm floorspace,retail commercial,steel,2005,kg/m2,78.50000002
Colombia,comm floorspace,retail commercial,steel,2005,kg/m2,78.50000002
USA,comm floorspace,retail commercial,steel,2010,kg/m2,78.5
Africa_Eastern,comm floorspace,retail commercial,steel,2010,kg/m2,78.5
Africa_Northern,comm floorspace,retail commercial,steel,2010,kg/m2,78.50000002
Africa_Southern,comm floorspace,retail commercial,steel,2010,kg/m2,78.5
Africa_Western,comm floorspace,retail commercial,steel,2010,kg/m2,78.5
Australia_NZ,comm floorspace,retail commercial,steel,2010,kg/m2,78.5
Brazil,comm floorspace,retail commercial,steel,2010,kg/m2,78.5
Canada,comm floorspace,retail commercial,steel,2010,kg/m2,78.50000005
Central America and Caribbean,comm floorspace,retail commercial,steel,2010,kg/m2,78.49999999
Central Asia,comm floorspace,retail commercial,steel,2010,kg/m2,78.50000001
China,comm floorspace,retail commercial,steel,2010,kg/m2,78.50000002
EU-12,comm floorspace,retail commercial,steel,2010,kg/m2,78.50000001
EU-15,comm floorspace,retail commercial,steel,2010,kg/m2,78.49999999
Europe_Eastern,comm floorspace,retail commercial,steel,2010,kg/m2,78.5
Europe_Non_EU,comm floorspace,retail commercial,steel,2010,kg/m2,78.50000001
European Free Trade Association,comm floorspace,retail commercial,steel,2010,kg/m2,78.49999999
India,comm floorspace,retail commercial,steel,2010,kg/m2,78.5
Indonesia,comm floorspace,retail commercial,steel,2010,kg/m2,78.5
Japan,comm floorspace,retail commercial,steel,2010,kg/m2,78.49999999
Mexico,comm floorspace,retail commercial,steel,2010,kg/m2,78.49999999
Middle East,comm floorspace,retail commercial,steel,2010,kg/m2,78.50000001
Pakistan,comm floorspace,retail commercial,steel,2010,kg/m2,78.5
Russia,comm floorspace,retail commercial,steel,2010,kg/m2,78.50000001
South Africa,comm floorspace,retail commercial,steel,2010,kg/m2,78.49999996
South America_Northern,comm floorspace,retail commercial,steel,2010,kg/m2,78.5
South America_Southern,comm floorspace,retail commercial,steel,2010,kg/m2,78.5
South Asia,comm floorspace,retail commercial,steel,2010,kg/m2,78.5
South Korea,comm floorspace,retail commercial,steel,2010,kg/m2,78.5
Southeast Asia,comm floorspace,retail commercial,steel,2010,kg/m2,78.50000001
Taiwan,comm floorspace,retail commercial,steel,2010,kg/m2,78.50000002
Argentina,comm floorspace,retail commercial,steel,2010,kg/m2,78.5
Colombia,comm floorspace,retail commercial,steel,2010,kg/m2,78.5
USA,comm floorspace,retail commercial,steel,2015,kg/m2,78.50000002
Africa_Eastern,comm floorspace,retail commercial,steel,2015,kg/m2,78.50000001
Africa_Northern,comm floorspace,retail commercial,steel,2015,kg/m2,78.49999999
Africa_Southern,comm floorspace,retail commercial,steel,2015,kg/m2,78.50000001
Africa_Western,comm floorspace,retail commercial,steel,2015,kg/m2,78.49999999
Australia_NZ,comm floorspace,retail commercial,steel,2015,kg/m2,78.49999997
Brazil,comm floorspace,retail commercial,steel,2015,kg/m2,78.49999999
Canada,comm floorspace,retail commercial,steel,2015,kg/m2,78.49999999
Central America and Caribbean,comm floorspace,retail commercial,steel,2015,kg/m2,78.50000002
Central Asia,comm floorspace,retail commercial,steel,2015,kg/m2,78.50000002
China,comm floorspace,retail commercial,steel,2015,kg/m2,78.50000002
EU-12,comm floorspace,retail commercial,steel,2015,kg/m2,78.49999998
EU-15,comm floorspace,retail commercial,steel,2015,kg/m2,78.49999999
Europe_Eastern,comm floorspace,retail commercial,steel,2015,kg/m2,78.5
Europe_Non_EU,comm floorspace,retail commercial,steel,2015,kg/m2,78.5
European Free Trade Association,comm floorspace,retail commercial,steel,2015,kg/m2,78.49999999
India,comm floorspace,retail commercial,steel,2015,kg/m2,78.50000001
Indonesia,comm floorspace,retail commercial,steel,2015,kg/m2,78.50000001
Japan,comm floorspace,retail commercial,steel,2015,kg/m2,78.5
Mexico,comm floorspace,retail commercial,steel,2015,kg/m2,78.5
Middle East,comm floorspace,retail commercial,steel,2015,kg/m2,78.50000001
Pakistan,comm floorspace,retail commercial,steel,2015,kg/m2,78.49999999
Russia,comm floorspace,retail commercial,steel,2015,kg/m2,78.50000003
South Africa,comm floorspace,retail commercial,steel,2015,kg/m2,78.50000002
South America_Northern,comm floorspace,retail commercial,steel,2015,kg/m2,78.50000001
South America_Southern,comm floorspace,retail commercial,steel,2015,kg/m2,78.50000001
South Asia,comm floorspace,retail commercial,steel,2015,kg/m2,78.49999999
South Korea,comm floorspace,retail commercial,steel,2015,kg/m2,78.5
Southeast Asia,comm floorspace,retail commercial,steel,2015,kg/m2,78.5
Taiwan,comm floorspace,retail commercial,steel,2015,kg/m2,78.50000002
Argentina,comm floorspace,retail commercial,steel,2015,kg/m2,78.50000001
Colombia,comm floorspace,retail commercial,steel,2015,kg/m2,78.50000001
USA,resid floorspace,semi-detached rural,aluminium,1975,kg/m2,14.55938814
Africa_Eastern,resid floorspace,semi-detached rural,aluminium,1975,kg/m2,2.548929912
Africa_Northern,resid floorspace,semi-detached rural,aluminium,1975,kg/m2,2.548929912
Africa_Southern,resid floorspace,semi-detached rural,aluminium,1975,kg/m2,2.548929912
Africa_Western,resid floorspace,semi-detached rural,aluminium,1975,kg/m2,2.548929912
Australia_NZ,resid floorspace,semi-detached rural,aluminium,1975,kg/m2,4.219119146
Brazil,resid floorspace,semi-detached rural,aluminium,1975,kg/m2,2.548929912
Canada,resid floorspace,semi-detached rural,aluminium,1975,kg/m2,2.548929913
Central America and Caribbean,resid floorspace,semi-detached rural,aluminium,1975,kg/m2,2.548929912
Central Asia,resid floorspace,semi-detached rural,aluminium,1975,kg/m2,2.551255923
China,resid floorspace,semi-detached rural,aluminium,1975,kg/m2,2.718302493
EU-12,resid floorspace,semi-detached rural,aluminium,1975,kg/m2,3.302720399
EU-15,resid floorspace,semi-detached rural,aluminium,1975,kg/m2,0.888826408
Europe_Eastern,resid floorspace,semi-detached rural,aluminium,1975,kg/m2,2.548929913
Europe_Non_EU,resid floorspace,semi-detached rural,aluminium,1975,kg/m2,2.57881874
European Free Trade Association,resid floorspace,semi-detached rural,aluminium,1975,kg/m2,0.888826408
India,resid floorspace,semi-detached rural,aluminium,1975,kg/m2,2.519735732
Indonesia,resid floorspace,semi-detached rural,aluminium,1975,kg/m2,2.548929911
Japan,resid floorspace,semi-detached rural,aluminium,1975,kg/m2,12.80284431
Mexico,resid floorspace,semi-detached rural,aluminium,1975,kg/m2,2.548929911
Middle East,resid floorspace,semi-detached rural,aluminium,1975,kg/m2,2.548929912
Pakistan,resid floorspace,semi-detached rural,aluminium,1975,kg/m2,0.592302018
Russia,resid floorspace,semi-detached rural,aluminium,1975,kg/m2,2.548929912
South Africa,resid floorspace,semi-detached rural,aluminium,1975,kg/m2,2.548929912
South America_Northern,resid floorspace,semi-detached rural,aluminium,1975,kg/m2,2.548929912
South America_Southern,resid floorspace,semi-detached rural,aluminium,1975,kg/m2,2.548929912
South Asia,resid floorspace,semi-detached rural,aluminium,1975,kg/m2,0.592302018
South Korea,resid floorspace,semi-detached rural,aluminium,1975,kg/m2,2.548929912
Southeast Asia,resid floorspace,semi-detached rural,aluminium,1975,kg/m2,2.552959736
Taiwan,resid floorspace,semi-detached rural,aluminium,1975,kg/m2,2.718302493
Argentina,resid floorspace,semi-detached rural,aluminium,1975,kg/m2,2.548929912
Colombia,resid floorspace,semi-detached rural,aluminium,1975,kg/m2,2.548929912
USA,resid floorspace,semi-detached rural,aluminium,1990,kg/m2,14.81057709
Africa_Eastern,resid floorspace,semi-detached rural,aluminium,1990,kg/m2,2.548929911
Africa_Northern,resid floorspace,semi-detached rural,aluminium,1990,kg/m2,2.548929913
Africa_Southern,resid floorspace,semi-detached rural,aluminium,1990,kg/m2,2.548929912
Africa_Western,resid floorspace,semi-detached rural,aluminium,1990,kg/m2,2.548929912
Australia_NZ,resid floorspace,semi-detached rural,aluminium,1990,kg/m2,4.219119146
Brazil,resid floorspace,semi-detached rural,aluminium,1990,kg/m2,2.548929912
Canada,resid floorspace,semi-detached rural,aluminium,1990,kg/m2,2.548929912
Central America and Caribbean,resid floorspace,semi-detached rural,aluminium,1990,kg/m2,2.548929913
Central Asia,resid floorspace,semi-detached rural,aluminium,1990,kg/m2,2.553909176
China,resid floorspace,semi-detached rural,aluminium,1990,kg/m2,2.718302493
EU-12,resid floorspace,semi-detached rural,aluminium,1990,kg/m2,3.298419653
EU-15,resid floorspace,semi-detached rural,aluminium,1990,kg/m2,0.888826408
Europe_Eastern,resid floorspace,semi-detached rural,aluminium,1990,kg/m2,2.548929912
Europe_Non_EU,resid floorspace,semi-detached rural,aluminium,1990,kg/m2,2.511505609
European Free Trade Association,resid floorspace,semi-detached rural,aluminium,1990,kg/m2,0.888826408
India,resid floorspace,semi-detached rural,aluminium,1990,kg/m2,2.519735732
Indonesia,resid floorspace,semi-detached rural,aluminium,1990,kg/m2,2.548929912
Japan,resid floorspace,semi-detached rural,aluminium,1990,kg/m2,12.80284431
Mexico,resid floorspace,semi-detached rural,aluminium,1990,kg/m2,2.548929912
Middle East,resid floorspace,semi-detached rural,aluminium,1990,kg/m2,2.548929912
Pakistan,resid floorspace,semi-detached rural,aluminium,1990,kg/m2,0.592302018
Russia,resid floorspace,semi-detached rural,aluminium,1990,kg/m2,2.548929912
South Africa,resid floorspace,semi-detached rural,aluminium,1990,kg/m2,2.548929911
South America_Northern,resid floorspace,semi-detached rural,aluminium,1990,kg/m2,2.548929912
South America_Southern,resid floorspace,semi-detached rural,aluminium,1990,kg/m2,2.548929912
South Asia,resid floorspace,semi-detached rural,aluminium,1990,kg/m2,0.592302018
South Korea,resid floorspace,semi-detached rural,aluminium,1990,kg/m2,2.548929912
Southeast Asia,resid floorspace,semi-detached rural,aluminium,1990,kg/m2,2.553929768
Taiwan,resid floorspace,semi-detached rural,aluminium,1990,kg/m2,2.718302493
Argentina,resid floorspace,semi-detached rural,aluminium,1990,kg/m2,2.548929912
Colombia,resid floorspace,semi-detached rural,aluminium,1990,kg/m2,2.548929912
USA,resid floorspace,semi-detached rural,aluminium,2005,kg/m2,14.83075462
Africa_Eastern,resid floorspace,semi-detached rural,aluminium,2005,kg/m2,2.548929912
Africa_Northern,resid floorspace,semi-detached rural,aluminium,2005,kg/m2,2.548929912
Africa_Southern,resid floorspace,semi-detached rural,aluminium,2005,kg/m2,2.548929912
Africa_Western,resid floorspace,semi-detached rural,aluminium,2005,kg/m2,2.548929912
Australia_NZ,resid floorspace,semi-detached rural,aluminium,2005,kg/m2,4.219119146
Brazil,resid floorspace,semi-detached rural,aluminium,2005,kg/m2,2.548929912
Canada,resid floorspace,semi-detached rural,aluminium,2005,kg/m2,2.548929912
Central America and Caribbean,resid floorspace,semi-detached rural,aluminium,2005,kg/m2,2.548929912
Central Asia,resid floorspace,semi-detached rural,aluminium,2005,kg/m2,2.557887596
China,resid floorspace,semi-detached rural,aluminium,2005,kg/m2,2.718302493
EU-12,resid floorspace,semi-detached rural,aluminium,2005,kg/m2,3.298362338
EU-15,resid floorspace,semi-detached rural,aluminium,2005,kg/m2,0.888826408
Europe_Eastern,resid floorspace,semi-detached rural,aluminium,2005,kg/m2,2.548929912
Europe_Non_EU,resid floorspace,semi-detached rural,aluminium,2005,kg/m2,2.53918826
European Free Trade Association,resid floorspace,semi-detached rural,aluminium,2005,kg/m2,0.888826408
India,resid floorspace,semi-detached rural,aluminium,2005,kg/m2,2.519735733
Indonesia,resid floorspace,semi-detached rural,aluminium,2005,kg/m2,2.548929913
Japan,resid floorspace,semi-detached rural,aluminium,2005,kg/m2,12.80284431
Mexico,resid floorspace,semi-detached rural,aluminium,2005,kg/m2,2.548929912
Middle East,resid floorspace,semi-detached rural,aluminium,2005,kg/m2,2.548929912
Pakistan,resid floorspace,semi-detached rural,aluminium,2005,kg/m2,0.592302018
Russia,resid floorspace,semi-detached rural,aluminium,2005,kg/m2,2.548929912
South Africa,resid floorspace,semi-detached rural,aluminium,2005,kg/m2,2.548929912
South America_Northern,resid floorspace,semi-detached rural,aluminium,2005,kg/m2,2.548929911
South America_Southern,resid floorspace,semi-detached rural,aluminium,2005,kg/m2,2.548929911
South Asia,resid floorspace,semi-detached rural,aluminium,2005,kg/m2,0.592302018
South Korea,resid floorspace,semi-detached rural,aluminium,2005,kg/m2,2.548929912
Southeast Asia,resid floorspace,semi-detached rural,aluminium,2005,kg/m2,2.554160292
Taiwan,resid floorspace,semi-detached rural,aluminium,2005,kg/m2,2.718302493
Argentina,resid floorspace,semi-detached rural,aluminium,2005,kg/m2,2.548929911
Colombia,resid floorspace,semi-detached rural,aluminium,2005,kg/m2,2.548929911
USA,resid floorspace,semi-detached rural,aluminium,2010,kg/m2,14.8295061
Africa_Eastern,resid floorspace,semi-detached rural,aluminium,2010,kg/m2,2.548929912
Africa_Northern,resid floorspace,semi-detached rural,aluminium,2010,kg/m2,2.548929912
Africa_Southern,resid floorspace,semi-detached rural,aluminium,2010,kg/m2,2.548929912
Africa_Western,resid floorspace,semi-detached rural,aluminium,2010,kg/m2,2.548929913
Australia_NZ,resid floorspace,semi-detached rural,aluminium,2010,kg/m2,4.219119146
Brazil,resid floorspace,semi-detached rural,aluminium,2010,kg/m2,2.548929912
Canada,resid floorspace,semi-detached rural,aluminium,2010,kg/m2,2.548929912
Central America and Caribbean,resid floorspace,semi-detached rural,aluminium,2010,kg/m2,2.548929912
Central Asia,resid floorspace,semi-detached rural,aluminium,2010,kg/m2,2.560047463
China,resid floorspace,semi-detached rural,aluminium,2010,kg/m2,2.718302492
EU-12,resid floorspace,semi-detached rural,aluminium,2010,kg/m2,3.299284989
EU-15,resid floorspace,semi-detached rural,aluminium,2010,kg/m2,0.888826408
Europe_Eastern,resid floorspace,semi-detached rural,aluminium,2010,kg/m2,2.548929913
Europe_Non_EU,resid floorspace,semi-detached rural,aluminium,2010,kg/m2,2.557090144
European Free Trade Association,resid floorspace,semi-detached rural,aluminium,2010,kg/m2,0.888826408
India,resid floorspace,semi-detached rural,aluminium,2010,kg/m2,2.519735733
Indonesia,resid floorspace,semi-detached rural,aluminium,2010,kg/m2,2.548929912
Japan,resid floorspace,semi-detached rural,aluminium,2010,kg/m2,12.80284431
Mexico,resid floorspace,semi-detached rural,aluminium,2010,kg/m2,2.548929912
Middle East,resid floorspace,semi-detached rural,aluminium,2010,kg/m2,2.548929912
Pakistan,resid floorspace,semi-detached rural,aluminium,2010,kg/m2,0.592302018
Russia,resid floorspace,semi-detached rural,aluminium,2010,kg/m2,2.548929912
South Africa,resid floorspace,semi-detached rural,aluminium,2010,kg/m2,2.548929912
South America_Northern,resid floorspace,semi-detached rural,aluminium,2010,kg/m2,2.548929912
South America_Southern,resid floorspace,semi-detached rural,aluminium,2010,kg/m2,2.548929912
South Asia,resid floorspace,semi-detached rural,aluminium,2010,kg/m2,0.592302018
South Korea,resid floorspace,semi-detached rural,aluminium,2010,kg/m2,2.548929911
Southeast Asia,resid floorspace,semi-detached rural,aluminium,2010,kg/m2,2.553938606
Taiwan,resid floorspace,semi-detached rural,aluminium,2010,kg/m2,2.718302492
Argentina,resid floorspace,semi-detached rural,aluminium,2010,kg/m2,2.548929912
Colombia,resid floorspace,semi-detached rural,aluminium,2010,kg/m2,2.548929912
USA,resid floorspace,semi-detached rural,aluminium,2015,kg/m2,14.86427497
Africa_Eastern,resid floorspace,semi-detached rural,aluminium,2015,kg/m2,2.548929913
Africa_Northern,resid floorspace,semi-detached rural,aluminium,2015,kg/m2,2.548929912
Africa_Southern,resid floorspace,semi-detached rural,aluminium,2015,kg/m2,2.548929912
Africa_Western,resid floorspace,semi-detached rural,aluminium,2015,kg/m2,2.548929912
Australia_NZ,resid floorspace,semi-detached rural,aluminium,2015,kg/m2,4.219119146
Brazil,resid floorspace,semi-detached rural,aluminium,2015,kg/m2,2.548929912
Canada,resid floorspace,semi-detached rural,aluminium,2015,kg/m2,2.548929912
Central America and Caribbean,resid floorspace,semi-detached rural,aluminium,2015,kg/m2,2.548929911
Central Asia,resid floorspace,semi-detached rural,aluminium,2015,kg/m2,2.561464486
China,resid floorspace,semi-detached rural,aluminium,2015,kg/m2,2.718302493
EU-12,resid floorspace,semi-detached rural,aluminium,2015,kg/m2,3.299277804
EU-15,resid floorspace,semi-detached rural,aluminium,2015,kg/m2,0.888826408
Europe_Eastern,resid floorspace,semi-detached rural,aluminium,2015,kg/m2,2.548929912
Europe_Non_EU,resid floorspace,semi-detached rural,aluminium,2015,kg/m2,2.56301637
European Free Trade Association,resid floorspace,semi-detached rural,aluminium,2015,kg/m2,0.888826408
India,resid floorspace,semi-detached rural,aluminium,2015,kg/m2,2.519735733
Indonesia,resid floorspace,semi-detached rural,aluminium,2015,kg/m2,2.548929912
Japan,resid floorspace,semi-detached rural,aluminium,2015,kg/m2,12.80284431
Mexico,resid floorspace,semi-detached rural,aluminium,2015,kg/m2,2.548929912
Middle East,resid floorspace,semi-detached rural,aluminium,2015,kg/m2,2.548929913
Pakistan,resid floorspace,semi-detached rural,aluminium,2015,kg/m2,0.592302018
Russia,resid floorspace,semi-detached rural,aluminium,2015,kg/m2,2.548929912
South Africa,resid floorspace,semi-detached rural,aluminium,2015,kg/m2,2.548929912
South America_Northern,resid floorspace,semi-detached rural,aluminium,2015,kg/m2,2.548929912
South America_Southern,resid floorspace,semi-detached rural,aluminium,2015,kg/m2,2.548929912
South Asia,resid floorspace,semi-detached rural,aluminium,2015,kg/m2,0.592302018
South Korea,resid floorspace,semi-detached rural,aluminium,2015,kg/m2,2.548929912
Southeast Asia,resid floorspace,semi-detached rural,aluminium,2015,kg/m2,2.553585259
Taiwan,resid floorspace,semi-detached rural,aluminium,2015,kg/m2,2.718302493
Argentina,resid floorspace,semi-detached rural,aluminium,2015,kg/m2,2.548929912
Colombia,resid floorspace,semi-detached rural,aluminium,2015,kg/m2,2.548929912
USA,resid floorspace,semi-detached rural,copper,1975,kg/m2,0.01
Africa_Eastern,resid floorspace,semi-detached rural,copper,1975,kg/m2,0.01
Africa_Northern,resid floorspace,semi-detached rural,copper,1975,kg/m2,0.01
Africa_Southern,resid floorspace,semi-detached rural,copper,1975,kg/m2,0.01
Africa_Western,resid floorspace,semi-detached rural,copper,1975,kg/m2,0.01
Australia_NZ,resid floorspace,semi-detached rural,copper,1975,kg/m2,0.01
Brazil,resid floorspace,semi-detached rural,copper,1975,kg/m2,0.01
Canada,resid floorspace,semi-detached rural,copper,1975,kg/m2,0.01
Central America and Caribbean,resid floorspace,semi-detached rural,copper,1975,kg/m2,0.01
Central Asia,resid floorspace,semi-detached rural,copper,1975,kg/m2,0.01
China,resid floorspace,semi-detached rural,copper,1975,kg/m2,0.01
EU-12,resid floorspace,semi-detached rural,copper,1975,kg/m2,0.01
EU-15,resid floorspace,semi-detached rural,copper,1975,kg/m2,0.01
Europe_Eastern,resid floorspace,semi-detached rural,copper,1975,kg/m2,0.01
Europe_Non_EU,resid floorspace,semi-detached rural,copper,1975,kg/m2,0.01
European Free Trade Association,resid floorspace,semi-detached rural,copper,1975,kg/m2,0.01
India,resid floorspace,semi-detached rural,copper,1975,kg/m2,0.01
Indonesia,resid floorspace,semi-detached rural,copper,1975,kg/m2,0.01
Japan,resid floorspace,semi-detached rural,copper,1975,kg/m2,0.01
Mexico,resid floorspace,semi-detached rural,copper,1975,kg/m2,0.01
Middle East,resid floorspace,semi-detached rural,copper,1975,kg/m2,0.01
Pakistan,resid floorspace,semi-detached rural,copper,1975,kg/m2,0.01
Russia,resid floorspace,semi-detached rural,copper,1975,kg/m2,0.01
South Africa,resid floorspace,semi-detached rural,copper,1975,kg/m2,0.01
South America_Northern,resid floorspace,semi-detached rural,copper,1975,kg/m2,0.01
South America_Southern,resid floorspace,semi-detached rural,copper,1975,kg/m2,0.01
South Asia,resid floorspace,semi-detached rural,copper,1975,kg/m2,0.01
South Korea,resid floorspace,semi-detached rural,copper,1975,kg/m2,0.01
Southeast Asia,resid floorspace,semi-detached rural,copper,1975,kg/m2,0.01
Taiwan,resid floorspace,semi-detached rural,copper,1975,kg/m2,0.01
Argentina,resid floorspace,semi-detached rural,copper,1975,kg/m2,0.01
Colombia,resid floorspace,semi-detached rural,copper,1975,kg/m2,0.01
USA,resid floorspace,semi-detached rural,copper,1990,kg/m2,0.01
Africa_Eastern,resid floorspace,semi-detached rural,copper,1990,kg/m2,0.01
Africa_Northern,resid floorspace,semi-detached rural,copper,1990,kg/m2,0.01
Africa_Southern,resid floorspace,semi-detached rural,copper,1990,kg/m2,0.01
Africa_Western,resid floorspace,semi-detached rural,copper,1990,kg/m2,0.01
Australia_NZ,resid floorspace,semi-detached rural,copper,1990,kg/m2,0.01
Brazil,resid floorspace,semi-detached rural,copper,1990,kg/m2,0.01
Canada,resid floorspace,semi-detached rural,copper,1990,kg/m2,0.01
Central America and Caribbean,resid floorspace,semi-detached rural,copper,1990,kg/m2,0.01
Central Asia,resid floorspace,semi-detached rural,copper,1990,kg/m2,0.01
China,resid floorspace,semi-detached rural,copper,1990,kg/m2,0.01
EU-12,resid floorspace,semi-detached rural,copper,1990,kg/m2,0.01
EU-15,resid floorspace,semi-detached rural,copper,1990,kg/m2,0.01
Europe_Eastern,resid floorspace,semi-detached rural,copper,1990,kg/m2,0.01
Europe_Non_EU,resid floorspace,semi-detached rural,copper,1990,kg/m2,0.01
European Free Trade Association,resid floorspace,semi-detached rural,copper,1990,kg/m2,0.01
India,resid floorspace,semi-detached rural,copper,1990,kg/m2,0.01
Indonesia,resid floorspace,semi-detached rural,copper,1990,kg/m2,0.01
Japan,resid floorspace,semi-detached rural,copper,1990,kg/m2,0.01
Mexico,resid floorspace,semi-detached rural,copper,1990,kg/m2,0.01
Middle East,resid floorspace,semi-detached rural,copper,1990,kg/m2,0.01
Pakistan,resid floorspace,semi-detached rural,copper,1990,kg/m2,0.01
Russia,resid floorspace,semi-detached rural,copper,1990,kg/m2,0.01
South Africa,resid floorspace,semi-detached rural,copper,1990,kg/m2,0.01
South America_Northern,resid floorspace,semi-detached rural,copper,1990,kg/m2,0.01
South America_Southern,resid floorspace,semi-detached rural,copper,1990,kg/m2,0.01
South Asia,resid floorspace,semi-detached rural,copper,1990,kg/m2,0.01
South Korea,resid floorspace,semi-detached rural,copper,1990,kg/m2,0.01
Southeast Asia,resid floorspace,semi-detached rural,copper,1990,kg/m2,0.01
Taiwan,resid floorspace,semi-detached rural,copper,1990,kg/m2,0.01
Argentina,resid floorspace,semi-detached rural,copper,1990,kg/m2,0.01
Colombia,resid floorspace,semi-detached rural,copper,1990,kg/m2,0.01
USA,resid floorspace,semi-detached rural,copper,2005,kg/m2,0.01
Africa_Eastern,resid floorspace,semi-detached rural,copper,2005,kg/m2,0.01
Africa_Northern,resid floorspace,semi-detached rural,copper,2005,kg/m2,0.01
Africa_Southern,resid floorspace,semi-detached rural,copper,2005,kg/m2,0.01
Africa_Western,resid floorspace,semi-detached rural,copper,2005,kg/m2,0.01
Australia_NZ,resid floorspace,semi-detached rural,copper,2005,kg/m2,0.01
Brazil,resid floorspace,semi-detached rural,copper,2005,kg/m2,0.01
Canada,resid floorspace,semi-detached rural,copper,2005,kg/m2,0.01
Central America and Caribbean,resid floorspace,semi-detached rural,copper,2005,kg/m2,0.01
Central Asia,resid floorspace,semi-detached rural,copper,2005,kg/m2,0.01
China,resid floorspace,semi-detached rural,copper,2005,kg/m2,0.01
EU-12,resid floorspace,semi-detached rural,copper,2005,kg/m2,0.01
EU-15,resid floorspace,semi-detached rural,copper,2005,kg/m2,0.01
Europe_Eastern,resid floorspace,semi-detached rural,copper,2005,kg/m2,0.01
Europe_Non_EU,resid floorspace,semi-detached rural,copper,2005,kg/m2,0.01
European Free Trade Association,resid floorspace,semi-detached rural,copper,2005,kg/m2,0.01
India,resid floorspace,semi-detached rural,copper,2005,kg/m2,0.01
Indonesia,resid floorspace,semi-detached rural,copper,2005,kg/m2,0.01
Japan,resid floorspace,semi-detached rural,copper,2005,kg/m2,0.01
Mexico,resid floorspace,semi-detached rural,copper,2005,kg/m2,0.01
Middle East,resid floorspace,semi-detached rural,copper,2005,kg/m2,0.01
Pakistan,resid floorspace,semi-detached rural,copper,2005,kg/m2,0.01
Russia,resid floorspace,semi-detached rural,copper,2005,kg/m2,0.01
South Africa,resid floorspace,semi-detached rural,copper,2005,kg/m2,0.01
South America_Northern,resid floorspace,semi-detached rural,copper,2005,kg/m2,0.01
South America_Southern,resid floorspace,semi-detached rural,copper,2005,kg/m2,0.01
South Asia,resid floorspace,semi-detached rural,copper,2005,kg/m2,0.01
South Korea,resid floorspace,semi-detached rural,copper,2005,kg/m2,0.01
Southeast Asia,resid floorspace,semi-detached rural,copper,2005,kg/m2,0.01
Taiwan,resid floorspace,semi-detached rural,copper,2005,kg/m2,0.01
Argentina,resid floorspace,semi-detached rural,copper,2005,kg/m2,0.01
Colombia,resid floorspace,semi-detached rural,copper,2005,kg/m2,0.01
USA,resid floorspace,semi-detached rural,copper,2010,kg/m2,0.01
Africa_Eastern,resid floorspace,semi-detached rural,copper,2010,kg/m2,0.01
Africa_Northern,resid floorspace,semi-detached rural,copper,2010,kg/m2,0.01
Africa_Southern,resid floorspace,semi-detached rural,copper,2010,kg/m2,0.01
Africa_Western,resid floorspace,semi-detached rural,copper,2010,kg/m2,0.01
Australia_NZ,resid floorspace,semi-detached rural,copper,2010,kg/m2,0.01
Brazil,resid floorspace,semi-detached rural,copper,2010,kg/m2,0.01
Canada,resid floorspace,semi-detached rural,copper,2010,kg/m2,0.01
Central America and Caribbean,resid floorspace,semi-detached rural,copper,2010,kg/m2,0.01
