# File: A44.bld_materials_intensity_reg.csv
# Title: Building sub-type material intensity by GCAM region
# Units: kg/m2
# Description: Building sub-type material intensities based on data from Deetman et al. 2020. There are 2 materials sectors: resid materials and comm materials. Within resid materials there are 8 subsectors (4 building sub-types x urban/rural). Within comm materials there are 4 subsectors.
# Source: Deetman et al. 2020 Journal of Cleaner Production Supplementary Information;  https://doi.org/10.1016/j.jclepro.2019.118658 (with data processing for use in GCAM)
# Column types: ccccncn
# ----------
region,sector,subsector,material,year,Units,value
Japan,comm materials,hotels commercial,aluminium,2015,kg/m2,4.399999999
Mexico,comm materials,hotels commercial,aluminium,2015,kg/m2,4.4
Middle East,comm materials,hotels commercial,aluminium,2015,kg/m2,4.4
Pakistan,comm materials,hotels commercial,aluminium,2015,kg/m2,4.399999999
Russia,comm materials,hotels commercial,aluminium,2015,kg/m2,4.4
South Africa,comm materials,hotels commercial,aluminium,2015,kg/m2,4.4
South America_Northern,comm materials,hotels commercial,aluminium,2015,kg/m2,4.399999999
South America_Southern,comm materials,hotels commercial,aluminium,2015,kg/m2,4.399999999
South Asia,comm materials,hotels commercial,aluminium,2015,kg/m2,4.399999999
South Korea,comm materials,hotels commercial,aluminium,2015,kg/m2,4.4
Southeast Asia,comm materials,hotels commercial,aluminium,2015,kg/m2,4.4
Taiwan,comm materials,hotels commercial,aluminium,2015,kg/m2,4.400000002
Argentina,comm materials,hotels commercial,aluminium,2015,kg/m2,4.399999999
Colombia,comm materials,hotels commercial,aluminium,2015,kg/m2,4.399999999
USA,comm materials,hotels commercial,aluminium,2021,kg/m2,4.400000001
Africa_Eastern,comm materials,hotels commercial,aluminium,2021,kg/m2,4.399999999
Africa_Northern,comm materials,hotels commercial,aluminium,2021,kg/m2,4.399999999
Africa_Southern,comm materials,hotels commercial,aluminium,2021,kg/m2,4.4
Africa_Western,comm materials,hotels commercial,aluminium,2021,kg/m2,4.4
Australia_NZ,comm materials,hotels commercial,aluminium,2021,kg/m2,4.400000001
Brazil,comm materials,hotels commercial,aluminium,2021,kg/m2,4.4
Canada,comm materials,hotels commercial,aluminium,2021,kg/m2,4.4
Central America and Caribbean,comm materials,hotels commercial,aluminium,2021,kg/m2,4.400000001
Central Asia,comm materials,hotels commercial,aluminium,2021,kg/m2,4.4
China,comm materials,hotels commercial,aluminium,2021,kg/m2,4.399999999
EU-12,comm materials,hotels commercial,aluminium,2021,kg/m2,4.4
EU-15,comm materials,hotels commercial,aluminium,2021,kg/m2,4.399999999
Ukraine,comm materials,hotels commercial,aluminium,2021,kg/m2,4.400000001
Europe_Non_EU,comm materials,hotels commercial,aluminium,2021,kg/m2,4.400000001
European Free Trade Association,comm materials,hotels commercial,aluminium,2021,kg/m2,4.399999999
India,comm materials,hotels commercial,aluminium,2021,kg/m2,4.399999999
Indonesia,comm materials,hotels commercial,aluminium,2021,kg/m2,4.399999999
Japan,comm materials,hotels commercial,aluminium,2021,kg/m2,4.4
Mexico,comm materials,hotels commercial,aluminium,2021,kg/m2,4.399999999
Middle East,comm materials,hotels commercial,aluminium,2021,kg/m2,4.4
Pakistan,comm materials,hotels commercial,aluminium,2021,kg/m2,4.4
Russia,comm materials,hotels commercial,aluminium,2021,kg/m2,4.4
South Africa,comm materials,hotels commercial,aluminium,2021,kg/m2,4.4
South America_Northern,comm materials,hotels commercial,aluminium,2021,kg/m2,4.4
South America_Southern,comm materials,hotels commercial,aluminium,2021,kg/m2,4.4
South Asia,comm materials,hotels commercial,aluminium,2021,kg/m2,4.4
South Korea,comm materials,hotels commercial,aluminium,2021,kg/m2,4.4
Southeast Asia,comm materials,hotels commercial,aluminium,2021,kg/m2,4.400000001
Taiwan,comm materials,hotels commercial,aluminium,2021,kg/m2,4.399999999
Argentina,comm materials,hotels commercial,aluminium,2021,kg/m2,4.4
Colombia,comm materials,hotels commercial,aluminium,2021,kg/m2,4.4
USA,comm materials,hotels commercial,copper,1975,kg/m2,3.499999999
Africa_Eastern,comm materials,hotels commercial,copper,1975,kg/m2,3.499999999
Africa_Northern,comm materials,hotels commercial,copper,1975,kg/m2,3.5
Africa_Southern,comm materials,hotels commercial,copper,1975,kg/m2,3.5
Africa_Western,comm materials,hotels commercial,copper,1975,kg/m2,3.5
Australia_NZ,comm materials,hotels commercial,copper,1975,kg/m2,3.5
Brazil,comm materials,hotels commercial,copper,1975,kg/m2,3.5
Canada,comm materials,hotels commercial,copper,1975,kg/m2,3.500000001
Central America and Caribbean,comm materials,hotels commercial,copper,1975,kg/m2,3.5
Central Asia,comm materials,hotels commercial,copper,1975,kg/m2,3.499999999
China,comm materials,hotels commercial,copper,1975,kg/m2,3.5
EU-12,comm materials,hotels commercial,copper,1975,kg/m2,3.500000001
EU-15,comm materials,hotels commercial,copper,1975,kg/m2,3.500000001
Ukraine,comm materials,hotels commercial,copper,1975,kg/m2,3.5
Europe_Non_EU,comm materials,hotels commercial,copper,1975,kg/m2,3.500000001
European Free Trade Association,comm materials,hotels commercial,copper,1975,kg/m2,3.500000001
India,comm materials,hotels commercial,copper,1975,kg/m2,3.500000001
Indonesia,comm materials,hotels commercial,copper,1975,kg/m2,3.500000001
Japan,comm materials,hotels commercial,copper,1975,kg/m2,3.5
Mexico,comm materials,hotels commercial,copper,1975,kg/m2,3.5
Middle East,comm materials,hotels commercial,copper,1975,kg/m2,3.5
Pakistan,comm materials,hotels commercial,copper,1975,kg/m2,3.5
Russia,comm materials,hotels commercial,copper,1975,kg/m2,3.499999999
South Africa,comm materials,hotels commercial,copper,1975,kg/m2,3.500000001
South America_Northern,comm materials,hotels commercial,copper,1975,kg/m2,3.500000001
South America_Southern,comm materials,hotels commercial,copper,1975,kg/m2,3.500000001
South Asia,comm materials,hotels commercial,copper,1975,kg/m2,3.5
South Korea,comm materials,hotels commercial,copper,1975,kg/m2,3.5
Southeast Asia,comm materials,hotels commercial,copper,1975,kg/m2,3.5
Taiwan,comm materials,hotels commercial,copper,1975,kg/m2,3.5
Argentina,comm materials,hotels commercial,copper,1975,kg/m2,3.500000001
Colombia,comm materials,hotels commercial,copper,1975,kg/m2,3.500000001
USA,comm materials,hotels commercial,copper,1990,kg/m2,3.499999999
Africa_Eastern,comm materials,hotels commercial,copper,1990,kg/m2,3.5
Africa_Northern,comm materials,hotels commercial,copper,1990,kg/m2,3.5
Africa_Southern,comm materials,hotels commercial,copper,1990,kg/m2,3.5
Africa_Western,comm materials,hotels commercial,copper,1990,kg/m2,3.5
Australia_NZ,comm materials,hotels commercial,copper,1990,kg/m2,3.499999999
Brazil,comm materials,hotels commercial,copper,1990,kg/m2,3.5
Canada,comm materials,hotels commercial,copper,1990,kg/m2,3.500000001
Central America and Caribbean,comm materials,hotels commercial,copper,1990,kg/m2,3.5
Central Asia,comm materials,hotels commercial,copper,1990,kg/m2,3.5
China,comm materials,hotels commercial,copper,1990,kg/m2,3.5
EU-12,comm materials,hotels commercial,copper,1990,kg/m2,3.500000001
EU-15,comm materials,hotels commercial,copper,1990,kg/m2,3.500000001
Ukraine,comm materials,hotels commercial,copper,1990,kg/m2,3.500000001
Europe_Non_EU,comm materials,hotels commercial,copper,1990,kg/m2,3.5
European Free Trade Association,comm materials,hotels commercial,copper,1990,kg/m2,3.500000001
India,comm materials,hotels commercial,copper,1990,kg/m2,3.500000001
Indonesia,comm materials,hotels commercial,copper,1990,kg/m2,3.5
Japan,comm materials,hotels commercial,copper,1990,kg/m2,3.500000001
Mexico,comm materials,hotels commercial,copper,1990,kg/m2,3.5
Middle East,comm materials,hotels commercial,copper,1990,kg/m2,3.5
Pakistan,comm materials,hotels commercial,copper,1990,kg/m2,3.5
Russia,comm materials,hotels commercial,copper,1990,kg/m2,3.5
South Africa,comm materials,hotels commercial,copper,1990,kg/m2,3.5
South America_Northern,comm materials,hotels commercial,copper,1990,kg/m2,3.500000001
South America_Southern,comm materials,hotels commercial,copper,1990,kg/m2,3.500000001
South Asia,comm materials,hotels commercial,copper,1990,kg/m2,3.5
South Korea,comm materials,hotels commercial,copper,1990,kg/m2,3.5
Southeast Asia,comm materials,hotels commercial,copper,1990,kg/m2,3.5
Taiwan,comm materials,hotels commercial,copper,1990,kg/m2,3.5
Argentina,comm materials,hotels commercial,copper,1990,kg/m2,3.500000001
Colombia,comm materials,hotels commercial,copper,1990,kg/m2,3.500000001
USA,comm materials,hotels commercial,copper,2005,kg/m2,3.500000001
Africa_Eastern,comm materials,hotels commercial,copper,2005,kg/m2,3.5
Africa_Northern,comm materials,hotels commercial,copper,2005,kg/m2,3.499999999
Africa_Southern,comm materials,hotels commercial,copper,2005,kg/m2,3.499999999
Africa_Western,comm materials,hotels commercial,copper,2005,kg/m2,3.499999999
Australia_NZ,comm materials,hotels commercial,copper,2005,kg/m2,3.5
Brazil,comm materials,hotels commercial,copper,2005,kg/m2,3.5
Canada,comm materials,hotels commercial,copper,2005,kg/m2,3.500000001
Central America and Caribbean,comm materials,hotels commercial,copper,2005,kg/m2,3.499999999
Central Asia,comm materials,hotels commercial,copper,2005,kg/m2,3.5
China,comm materials,hotels commercial,copper,2005,kg/m2,3.499999998
EU-12,comm materials,hotels commercial,copper,2005,kg/m2,3.5
EU-15,comm materials,hotels commercial,copper,2005,kg/m2,3.499999999
Ukraine,comm materials,hotels commercial,copper,2005,kg/m2,3.5
Europe_Non_EU,comm materials,hotels commercial,copper,2005,kg/m2,3.5
European Free Trade Association,comm materials,hotels commercial,copper,2005,kg/m2,3.499999999
India,comm materials,hotels commercial,copper,2005,kg/m2,3.5
Indonesia,comm materials,hotels commercial,copper,2005,kg/m2,3.500000001
Japan,comm materials,hotels commercial,copper,2005,kg/m2,3.5
Mexico,comm materials,hotels commercial,copper,2005,kg/m2,3.499999999
Middle East,comm materials,hotels commercial,copper,2005,kg/m2,3.5
Pakistan,comm materials,hotels commercial,copper,2005,kg/m2,3.5
Russia,comm materials,hotels commercial,copper,2005,kg/m2,3.5
South Africa,comm materials,hotels commercial,copper,2005,kg/m2,3.500000001
South America_Northern,comm materials,hotels commercial,copper,2005,kg/m2,3.5
South America_Southern,comm materials,hotels commercial,copper,2005,kg/m2,3.5
South Asia,comm materials,hotels commercial,copper,2005,kg/m2,3.5
South Korea,comm materials,hotels commercial,copper,2005,kg/m2,3.5
Southeast Asia,comm materials,hotels commercial,copper,2005,kg/m2,3.499999999
Taiwan,comm materials,hotels commercial,copper,2005,kg/m2,3.499999998
Argentina,comm materials,hotels commercial,copper,2005,kg/m2,3.5
Colombia,comm materials,hotels commercial,copper,2005,kg/m2,3.5
USA,comm materials,hotels commercial,copper,2010,kg/m2,3.5
Africa_Eastern,comm materials,hotels commercial,copper,2010,kg/m2,3.499999999
Africa_Northern,comm materials,hotels commercial,copper,2010,kg/m2,3.499999999
Africa_Southern,comm materials,hotels commercial,copper,2010,kg/m2,3.5
Africa_Western,comm materials,hotels commercial,copper,2010,kg/m2,3.5
Australia_NZ,comm materials,hotels commercial,copper,2010,kg/m2,3.500000001
Brazil,comm materials,hotels commercial,copper,2010,kg/m2,3.5
Canada,comm materials,hotels commercial,copper,2010,kg/m2,3.5
Central America and Caribbean,comm materials,hotels commercial,copper,2010,kg/m2,3.5
Central Asia,comm materials,hotels commercial,copper,2010,kg/m2,3.5
China,comm materials,hotels commercial,copper,2010,kg/m2,3.5
EU-12,comm materials,hotels commercial,copper,2010,kg/m2,3.5
EU-15,comm materials,hotels commercial,copper,2010,kg/m2,3.500000001
Ukraine,comm materials,hotels commercial,copper,2010,kg/m2,3.5
Europe_Non_EU,comm materials,hotels commercial,copper,2010,kg/m2,3.5
European Free Trade Association,comm materials,hotels commercial,copper,2010,kg/m2,3.500000001
India,comm materials,hotels commercial,copper,2010,kg/m2,3.5
Indonesia,comm materials,hotels commercial,copper,2010,kg/m2,3.499999999
Japan,comm materials,hotels commercial,copper,2010,kg/m2,3.499999999
Mexico,comm materials,hotels commercial,copper,2010,kg/m2,3.499999999
Middle East,comm materials,hotels commercial,copper,2010,kg/m2,3.5
Pakistan,comm materials,hotels commercial,copper,2010,kg/m2,3.5
Russia,comm materials,hotels commercial,copper,2010,kg/m2,3.499999999
South Africa,comm materials,hotels commercial,copper,2010,kg/m2,3.5
South America_Northern,comm materials,hotels commercial,copper,2010,kg/m2,3.499999999
South America_Southern,comm materials,hotels commercial,copper,2010,kg/m2,3.499999999
South Asia,comm materials,hotels commercial,copper,2010,kg/m2,3.5
South Korea,comm materials,hotels commercial,copper,2010,kg/m2,3.5
Southeast Asia,comm materials,hotels commercial,copper,2010,kg/m2,3.499999999
Taiwan,comm materials,hotels commercial,copper,2010,kg/m2,3.5
Argentina,comm materials,hotels commercial,copper,2010,kg/m2,3.499999999
Colombia,comm materials,hotels commercial,copper,2010,kg/m2,3.499999999
USA,comm materials,hotels commercial,copper,2015,kg/m2,3.5
Africa_Eastern,comm materials,hotels commercial,copper,2015,kg/m2,3.5
Africa_Northern,comm materials,hotels commercial,copper,2015,kg/m2,3.5
Africa_Southern,comm materials,hotels commercial,copper,2015,kg/m2,3.5
Africa_Western,comm materials,hotels commercial,copper,2015,kg/m2,3.500000001
Australia_NZ,comm materials,hotels commercial,copper,2015,kg/m2,3.5
Brazil,comm materials,hotels commercial,copper,2015,kg/m2,3.500000001
Canada,comm materials,hotels commercial,copper,2015,kg/m2,3.499999999
Central America and Caribbean,comm materials,hotels commercial,copper,2015,kg/m2,3.5
Central Asia,comm materials,hotels commercial,copper,2015,kg/m2,3.5
China,comm materials,hotels commercial,copper,2015,kg/m2,3.5
EU-12,comm materials,hotels commercial,copper,2015,kg/m2,3.5
EU-15,comm materials,hotels commercial,copper,2015,kg/m2,3.499999999
Ukraine,comm materials,hotels commercial,copper,2015,kg/m2,3.5
Europe_Non_EU,comm materials,hotels commercial,copper,2015,kg/m2,3.499999999
European Free Trade Association,comm materials,hotels commercial,copper,2015,kg/m2,3.499999999
India,comm materials,hotels commercial,copper,2015,kg/m2,3.5
Indonesia,comm materials,hotels commercial,copper,2015,kg/m2,3.5
Japan,comm materials,hotels commercial,copper,2015,kg/m2,3.499999999
Mexico,comm materials,hotels commercial,copper,2015,kg/m2,3.500000001
Middle East,comm materials,hotels commercial,copper,2015,kg/m2,3.500000001
Pakistan,comm materials,hotels commercial,copper,2015,kg/m2,3.500000001
Russia,comm materials,hotels commercial,copper,2015,kg/m2,3.5
South Africa,comm materials,hotels commercial,copper,2015,kg/m2,3.5
South America_Northern,comm materials,hotels commercial,copper,2015,kg/m2,3.5
South America_Southern,comm materials,hotels commercial,copper,2015,kg/m2,3.5
South Asia,comm materials,hotels commercial,copper,2015,kg/m2,3.500000001
South Korea,comm materials,hotels commercial,copper,2015,kg/m2,3.499999999
Southeast Asia,comm materials,hotels commercial,copper,2015,kg/m2,3.499999999
Taiwan,comm materials,hotels commercial,copper,2015,kg/m2,3.5
Argentina,comm materials,hotels commercial,copper,2015,kg/m2,3.5
Colombia,comm materials,hotels commercial,copper,2015,kg/m2,3.5
USA,comm materials,hotels commercial,copper,2021,kg/m2,3.5
Africa_Eastern,comm materials,hotels commercial,copper,2021,kg/m2,3.499999999
Africa_Northern,comm materials,hotels commercial,copper,2021,kg/m2,3.499999999
Africa_Southern,comm materials,hotels commercial,copper,2021,kg/m2,3.5
Africa_Western,comm materials,hotels commercial,copper,2021,kg/m2,3.500000001
Australia_NZ,comm materials,hotels commercial,copper,2021,kg/m2,3.5
Brazil,comm materials,hotels commercial,copper,2021,kg/m2,3.5
Canada,comm materials,hotels commercial,copper,2021,kg/m2,3.5
Central America and Caribbean,comm materials,hotels commercial,copper,2021,kg/m2,3.5
Central Asia,comm materials,hotels commercial,copper,2021,kg/m2,3.5
China,comm materials,hotels commercial,copper,2021,kg/m2,3.499999999
EU-12,comm materials,hotels commercial,copper,2021,kg/m2,3.500000001
EU-15,comm materials,hotels commercial,copper,2021,kg/m2,3.5
Ukraine,comm materials,hotels commercial,copper,2021,kg/m2,3.5
Europe_Non_EU,comm materials,hotels commercial,copper,2021,kg/m2,3.500000001
European Free Trade Association,comm materials,hotels commercial,copper,2021,kg/m2,3.5
India,comm materials,hotels commercial,copper,2021,kg/m2,3.5
Indonesia,comm materials,hotels commercial,copper,2021,kg/m2,3.5
Japan,comm materials,hotels commercial,copper,2021,kg/m2,3.5
Mexico,comm materials,hotels commercial,copper,2021,kg/m2,3.499999999
Middle East,comm materials,hotels commercial,copper,2021,kg/m2,3.5
Pakistan,comm materials,hotels commercial,copper,2021,kg/m2,3.5
Russia,comm materials,hotels commercial,copper,2021,kg/m2,3.5
South Africa,comm materials,hotels commercial,copper,2021,kg/m2,3.5
South America_Northern,comm materials,hotels commercial,copper,2021,kg/m2,3.500000001
South America_Southern,comm materials,hotels commercial,copper,2021,kg/m2,3.500000001
South Asia,comm materials,hotels commercial,copper,2021,kg/m2,3.5
South Korea,comm materials,hotels commercial,copper,2021,kg/m2,3.5
Southeast Asia,comm materials,hotels commercial,copper,2021,kg/m2,3.5
Taiwan,comm materials,hotels commercial,copper,2021,kg/m2,3.499999999
Argentina,comm materials,hotels commercial,copper,2021,kg/m2,3.500000001
Colombia,comm materials,hotels commercial,copper,2021,kg/m2,3.500000001
USA,comm materials,hotels commercial,steel,1975,kg/m2,84.39999999
Africa_Eastern,comm materials,hotels commercial,steel,1975,kg/m2,84.39999999
Africa_Northern,comm materials,hotels commercial,steel,1975,kg/m2,84.39999999
Africa_Southern,comm materials,hotels commercial,steel,1975,kg/m2,84.39999999
Africa_Western,comm materials,hotels commercial,steel,1975,kg/m2,84.4
Australia_NZ,comm materials,hotels commercial,steel,1975,kg/m2,84.4
Brazil,comm materials,hotels commercial,steel,1975,kg/m2,84.40000002
Canada,comm materials,hotels commercial,steel,1975,kg/m2,84.4
Central America and Caribbean,comm materials,hotels commercial,steel,1975,kg/m2,84.4
Central Asia,comm materials,hotels commercial,steel,1975,kg/m2,84.39999997
China,comm materials,hotels commercial,steel,1975,kg/m2,84.39999999
EU-12,comm materials,hotels commercial,steel,1975,kg/m2,84.40000006
EU-15,comm materials,hotels commercial,steel,1975,kg/m2,84.40000004
Ukraine,comm materials,hotels commercial,steel,1975,kg/m2,84.4
Europe_Non_EU,comm materials,hotels commercial,steel,1975,kg/m2,84.40000002
European Free Trade Association,comm materials,hotels commercial,steel,1975,kg/m2,84.40000004
India,comm materials,hotels commercial,steel,1975,kg/m2,84.40000001
Indonesia,comm materials,hotels commercial,steel,1975,kg/m2,84.4
Japan,comm materials,hotels commercial,steel,1975,kg/m2,84.4
Mexico,comm materials,hotels commercial,steel,1975,kg/m2,84.4
Middle East,comm materials,hotels commercial,steel,1975,kg/m2,84.4
Pakistan,comm materials,hotels commercial,steel,1975,kg/m2,84.4
Russia,comm materials,hotels commercial,steel,1975,kg/m2,84.39999997
South Africa,comm materials,hotels commercial,steel,1975,kg/m2,84.4
South America_Northern,comm materials,hotels commercial,steel,1975,kg/m2,84.40000003
South America_Southern,comm materials,hotels commercial,steel,1975,kg/m2,84.40000003
South Asia,comm materials,hotels commercial,steel,1975,kg/m2,84.4
South Korea,comm materials,hotels commercial,steel,1975,kg/m2,84.4
Southeast Asia,comm materials,hotels commercial,steel,1975,kg/m2,84.4
Taiwan,comm materials,hotels commercial,steel,1975,kg/m2,84.39999999
Argentina,comm materials,hotels commercial,steel,1975,kg/m2,84.40000003
Colombia,comm materials,hotels commercial,steel,1975,kg/m2,84.40000003
USA,comm materials,hotels commercial,steel,1990,kg/m2,84.4
Africa_Eastern,comm materials,hotels commercial,steel,1990,kg/m2,84.4
Africa_Northern,comm materials,hotels commercial,steel,1990,kg/m2,84.40000001
Africa_Southern,comm materials,hotels commercial,steel,1990,kg/m2,84.4
Africa_Western,comm materials,hotels commercial,steel,1990,kg/m2,84.40000001
Australia_NZ,comm materials,hotels commercial,steel,1990,kg/m2,84.4
Brazil,comm materials,hotels commercial,steel,1990,kg/m2,84.40000001
Canada,comm materials,hotels commercial,steel,1990,kg/m2,84.39999999
Central America and Caribbean,comm materials,hotels commercial,steel,1990,kg/m2,84.4
Central Asia,comm materials,hotels commercial,steel,1990,kg/m2,84.40000001
China,comm materials,hotels commercial,steel,1990,kg/m2,84.4
EU-12,comm materials,hotels commercial,steel,1990,kg/m2,84.4
EU-15,comm materials,hotels commercial,steel,1990,kg/m2,84.39999999
Ukraine,comm materials,hotels commercial,steel,1990,kg/m2,84.4
Europe_Non_EU,comm materials,hotels commercial,steel,1990,kg/m2,84.4
European Free Trade Association,comm materials,hotels commercial,steel,1990,kg/m2,84.39999999
India,comm materials,hotels commercial,steel,1990,kg/m2,84.4
Indonesia,comm materials,hotels commercial,steel,1990,kg/m2,84.39999998
Japan,comm materials,hotels commercial,steel,1990,kg/m2,84.40000002
Mexico,comm materials,hotels commercial,steel,1990,kg/m2,84.40000001
Middle East,comm materials,hotels commercial,steel,1990,kg/m2,84.40000002
Pakistan,comm materials,hotels commercial,steel,1990,kg/m2,84.40000001
Russia,comm materials,hotels commercial,steel,1990,kg/m2,84.40000003
South Africa,comm materials,hotels commercial,steel,1990,kg/m2,84.4
South America_Northern,comm materials,hotels commercial,steel,1990,kg/m2,84.40000002
South America_Southern,comm materials,hotels commercial,steel,1990,kg/m2,84.40000002
South Asia,comm materials,hotels commercial,steel,1990,kg/m2,84.40000001
South Korea,comm materials,hotels commercial,steel,1990,kg/m2,84.4
Southeast Asia,comm materials,hotels commercial,steel,1990,kg/m2,84.39999997
Taiwan,comm materials,hotels commercial,steel,1990,kg/m2,84.4
Argentina,comm materials,hotels commercial,steel,1990,kg/m2,84.40000002
Colombia,comm materials,hotels commercial,steel,1990,kg/m2,84.40000002
USA,comm materials,hotels commercial,steel,2005,kg/m2,84.4
Africa_Eastern,comm materials,hotels commercial,steel,2005,kg/m2,84.39999999
Africa_Northern,comm materials,hotels commercial,steel,2005,kg/m2,84.39999998
Africa_Southern,comm materials,hotels commercial,steel,2005,kg/m2,84.39999999
Africa_Western,comm materials,hotels commercial,steel,2005,kg/m2,84.40000001
Australia_NZ,comm materials,hotels commercial,steel,2005,kg/m2,84.40000001
Brazil,comm materials,hotels commercial,steel,2005,kg/m2,84.4
Canada,comm materials,hotels commercial,steel,2005,kg/m2,84.4
Central America and Caribbean,comm materials,hotels commercial,steel,2005,kg/m2,84.39999996
Central Asia,comm materials,hotels commercial,steel,2005,kg/m2,84.4
China,comm materials,hotels commercial,steel,2005,kg/m2,84.4
EU-12,comm materials,hotels commercial,steel,2005,kg/m2,84.40000001
EU-15,comm materials,hotels commercial,steel,2005,kg/m2,84.39999999
Ukraine,comm materials,hotels commercial,steel,2005,kg/m2,84.39999999
Europe_Non_EU,comm materials,hotels commercial,steel,2005,kg/m2,84.39999999
European Free Trade Association,comm materials,hotels commercial,steel,2005,kg/m2,84.39999999
India,comm materials,hotels commercial,steel,2005,kg/m2,84.4
Indonesia,comm materials,hotels commercial,steel,2005,kg/m2,84.39999998
Japan,comm materials,hotels commercial,steel,2005,kg/m2,84.39999998
Mexico,comm materials,hotels commercial,steel,2005,kg/m2,84.40000001
Middle East,comm materials,hotels commercial,steel,2005,kg/m2,84.39999999
Pakistan,comm materials,hotels commercial,steel,2005,kg/m2,84.4
Russia,comm materials,hotels commercial,steel,2005,kg/m2,84.4
South Africa,comm materials,hotels commercial,steel,2005,kg/m2,84.40000002
South America_Northern,comm materials,hotels commercial,steel,2005,kg/m2,84.4
South America_Southern,comm materials,hotels commercial,steel,2005,kg/m2,84.4
South Asia,comm materials,hotels commercial,steel,2005,kg/m2,84.4
South Korea,comm materials,hotels commercial,steel,2005,kg/m2,84.4
Southeast Asia,comm materials,hotels commercial,steel,2005,kg/m2,84.40000001
Taiwan,comm materials,hotels commercial,steel,2005,kg/m2,84.4
Argentina,comm materials,hotels commercial,steel,2005,kg/m2,84.4
Colombia,comm materials,hotels commercial,steel,2005,kg/m2,84.4
USA,comm materials,hotels commercial,steel,2010,kg/m2,84.4
Africa_Eastern,comm materials,hotels commercial,steel,2010,kg/m2,84.39999998
Africa_Northern,comm materials,hotels commercial,steel,2010,kg/m2,84.4
Africa_Southern,comm materials,hotels commercial,steel,2010,kg/m2,84.39999999
Africa_Western,comm materials,hotels commercial,steel,2010,kg/m2,84.40000001
Australia_NZ,comm materials,hotels commercial,steel,2010,kg/m2,84.39999999
Brazil,comm materials,hotels commercial,steel,2010,kg/m2,84.39999999
Canada,comm materials,hotels commercial,steel,2010,kg/m2,84.4
Central America and Caribbean,comm materials,hotels commercial,steel,2010,kg/m2,84.39999996
Central Asia,comm materials,hotels commercial,steel,2010,kg/m2,84.4
China,comm materials,hotels commercial,steel,2010,kg/m2,84.39999998
EU-12,comm materials,hotels commercial,steel,2010,kg/m2,84.4
EU-15,comm materials,hotels commercial,steel,2010,kg/m2,84.40000001
Ukraine,comm materials,hotels commercial,steel,2010,kg/m2,84.39999999
Europe_Non_EU,comm materials,hotels commercial,steel,2010,kg/m2,84.40000001
European Free Trade Association,comm materials,hotels commercial,steel,2010,kg/m2,84.40000001
India,comm materials,hotels commercial,steel,2010,kg/m2,84.4
Indonesia,comm materials,hotels commercial,steel,2010,kg/m2,84.39999998
Japan,comm materials,hotels commercial,steel,2010,kg/m2,84.40000001
Mexico,comm materials,hotels commercial,steel,2010,kg/m2,84.39999998
Middle East,comm materials,hotels commercial,steel,2010,kg/m2,84.39999999
Pakistan,comm materials,hotels commercial,steel,2010,kg/m2,84.4
Russia,comm materials,hotels commercial,steel,2010,kg/m2,84.4
South Africa,comm materials,hotels commercial,steel,2010,kg/m2,84.40000003
South America_Northern,comm materials,hotels commercial,steel,2010,kg/m2,84.40000001
South America_Southern,comm materials,hotels commercial,steel,2010,kg/m2,84.40000001
South Asia,comm materials,hotels commercial,steel,2010,kg/m2,84.4
South Korea,comm materials,hotels commercial,steel,2010,kg/m2,84.40000002
Southeast Asia,comm materials,hotels commercial,steel,2010,kg/m2,84.39999999
Taiwan,comm materials,hotels commercial,steel,2010,kg/m2,84.39999998
Argentina,comm materials,hotels commercial,steel,2010,kg/m2,84.40000001
Colombia,comm materials,hotels commercial,steel,2010,kg/m2,84.40000001
USA,comm materials,hotels commercial,steel,2015,kg/m2,84.4
Africa_Eastern,comm materials,hotels commercial,steel,2015,kg/m2,84.40000002
Africa_Northern,comm materials,hotels commercial,steel,2015,kg/m2,84.40000001
Africa_Southern,comm materials,hotels commercial,steel,2015,kg/m2,84.4
Africa_Western,comm materials,hotels commercial,steel,2015,kg/m2,84.40000001
Australia_NZ,comm materials,hotels commercial,steel,2015,kg/m2,84.39999999
Brazil,comm materials,hotels commercial,steel,2015,kg/m2,84.4
Canada,comm materials,hotels commercial,steel,2015,kg/m2,84.39999999
Central America and Caribbean,comm materials,hotels commercial,steel,2015,kg/m2,84.40000001
Central Asia,comm materials,hotels commercial,steel,2015,kg/m2,84.4
China,comm materials,hotels commercial,steel,2015,kg/m2,84.40000001
EU-12,comm materials,hotels commercial,steel,2015,kg/m2,84.4
EU-15,comm materials,hotels commercial,steel,2015,kg/m2,84.39999999
Ukraine,comm materials,hotels commercial,steel,2015,kg/m2,84.4
Europe_Non_EU,comm materials,hotels commercial,steel,2015,kg/m2,84.4
European Free Trade Association,comm materials,hotels commercial,steel,2015,kg/m2,84.39999999
India,comm materials,hotels commercial,steel,2015,kg/m2,84.39999999
Indonesia,comm materials,hotels commercial,steel,2015,kg/m2,84.40000002
Japan,comm materials,hotels commercial,steel,2015,kg/m2,84.39999999
Mexico,comm materials,hotels commercial,steel,2015,kg/m2,84.40000001
Middle East,comm materials,hotels commercial,steel,2015,kg/m2,84.4
Pakistan,comm materials,hotels commercial,steel,2015,kg/m2,84.39999998
Russia,comm materials,hotels commercial,steel,2015,kg/m2,84.4
South Africa,comm materials,hotels commercial,steel,2015,kg/m2,84.40000001
