# File: A44.bld_materials_intensity_reg.csv
# Title: Building sub-type material intensity by GCAM region
# Units: kg/m2
# Description: Building sub-type material intensities based on data from Deetman et al. 2020. There are 2 materials sectors: resid materials and comm materials. Within resid materials there are 8 subsectors (4 building sub-types x urban/rural). Within comm materials there are 4 subsectors.
# Source: Deetman et al. 2020 Journal of Cleaner Production Supplementary Information;  https://doi.org/10.1016/j.jclepro.2019.118658 (with data processing for use in GCAM)
# Column types: ccccncn
# ----------
region,sector,subsector,material,year,Units,value
USA,resid materials,detached urban,aluminium,2021,kg/m2,1.842292143
Africa_Eastern,resid materials,detached urban,aluminium,2021,kg/m2,3.560000001
Africa_Northern,resid materials,detached urban,aluminium,2021,kg/m2,3.56
Africa_Southern,resid materials,detached urban,aluminium,2021,kg/m2,3.56
Africa_Western,resid materials,detached urban,aluminium,2021,kg/m2,2.89
Australia_NZ,resid materials,detached urban,aluminium,2021,kg/m2,1.9
Brazil,resid materials,detached urban,aluminium,2021,kg/m2,3.56
Canada,resid materials,detached urban,aluminium,2021,kg/m2,9.27
Central America and Caribbean,resid materials,detached urban,aluminium,2021,kg/m2,3.56
Central Asia,resid materials,detached urban,aluminium,2021,kg/m2,3.893529565
China,resid materials,detached urban,aluminium,2021,kg/m2,10.21
EU-12,resid materials,detached urban,aluminium,2021,kg/m2,3.547906237
EU-15,resid materials,detached urban,aluminium,2021,kg/m2,0.93
Ukraine,resid materials,detached urban,aluminium,2021,kg/m2,3.559999999
Europe_Non_EU,resid materials,detached urban,aluminium,2021,kg/m2,3.499833995
European Free Trade Association,resid materials,detached urban,aluminium,2021,kg/m2,0.93
India,resid materials,detached urban,aluminium,2021,kg/m2,3.56
Indonesia,resid materials,detached urban,aluminium,2021,kg/m2,3.56
Japan,resid materials,detached urban,aluminium,2021,kg/m2,1.5
Mexico,resid materials,detached urban,aluminium,2021,kg/m2,3.559999999
Middle East,resid materials,detached urban,aluminium,2021,kg/m2,0.73
Pakistan,resid materials,detached urban,aluminium,2021,kg/m2,3.56
Russia,resid materials,detached urban,aluminium,2021,kg/m2,3.559999999
South Africa,resid materials,detached urban,aluminium,2021,kg/m2,3.559999999
South America_Northern,resid materials,detached urban,aluminium,2021,kg/m2,3.56
South America_Southern,resid materials,detached urban,aluminium,2021,kg/m2,3.56
South Asia,resid materials,detached urban,aluminium,2021,kg/m2,3.56
South Korea,resid materials,detached urban,aluminium,2021,kg/m2,3.56
Southeast Asia,resid materials,detached urban,aluminium,2021,kg/m2,3.536551616
Taiwan,resid materials,detached urban,aluminium,2021,kg/m2,10.21
Argentina,resid materials,detached urban,aluminium,2021,kg/m2,3.56
Colombia,resid materials,detached urban,aluminium,2021,kg/m2,3.56
USA,resid materials,detached urban,copper,1975,kg/m2,0.801828455
Africa_Eastern,resid materials,detached urban,copper,1975,kg/m2,1.73
Africa_Northern,resid materials,detached urban,copper,1975,kg/m2,1.73
Africa_Southern,resid materials,detached urban,copper,1975,kg/m2,1.73
Africa_Western,resid materials,detached urban,copper,1975,kg/m2,1.73
Australia_NZ,resid materials,detached urban,copper,1975,kg/m2,1.14
Brazil,resid materials,detached urban,copper,1975,kg/m2,1.73
Canada,resid materials,detached urban,copper,1975,kg/m2,1.730000001
Central America and Caribbean,resid materials,detached urban,copper,1975,kg/m2,1.730000001
Central Asia,resid materials,detached urban,copper,1975,kg/m2,1.73
China,resid materials,detached urban,copper,1975,kg/m2,1.73
EU-12,resid materials,detached urban,copper,1975,kg/m2,1.734813185
EU-15,resid materials,detached urban,copper,1975,kg/m2,3.109999999
Ukraine,resid materials,detached urban,copper,1975,kg/m2,1.73
Europe_Non_EU,resid materials,detached urban,copper,1975,kg/m2,1.805753763
European Free Trade Association,resid materials,detached urban,copper,1975,kg/m2,3.109999999
India,resid materials,detached urban,copper,1975,kg/m2,2.019999999
Indonesia,resid materials,detached urban,copper,1975,kg/m2,1.73
Japan,resid materials,detached urban,copper,1975,kg/m2,1.730000001
Mexico,resid materials,detached urban,copper,1975,kg/m2,1.73
Middle East,resid materials,detached urban,copper,1975,kg/m2,1.73
Pakistan,resid materials,detached urban,copper,1975,kg/m2,1.73
Russia,resid materials,detached urban,copper,1975,kg/m2,1.73
South Africa,resid materials,detached urban,copper,1975,kg/m2,0.77
South America_Northern,resid materials,detached urban,copper,1975,kg/m2,1.73
South America_Southern,resid materials,detached urban,copper,1975,kg/m2,1.73
South Asia,resid materials,detached urban,copper,1975,kg/m2,1.73
South Korea,resid materials,detached urban,copper,1975,kg/m2,1.729999999
Southeast Asia,resid materials,detached urban,copper,1975,kg/m2,1.716653211
Taiwan,resid materials,detached urban,copper,1975,kg/m2,1.73
Argentina,resid materials,detached urban,copper,1975,kg/m2,1.73
Colombia,resid materials,detached urban,copper,1975,kg/m2,1.73
USA,resid materials,detached urban,copper,1990,kg/m2,0.801444685
Africa_Eastern,resid materials,detached urban,copper,1990,kg/m2,1.73
Africa_Northern,resid materials,detached urban,copper,1990,kg/m2,1.73
Africa_Southern,resid materials,detached urban,copper,1990,kg/m2,1.73
Africa_Western,resid materials,detached urban,copper,1990,kg/m2,1.729999999
Australia_NZ,resid materials,detached urban,copper,1990,kg/m2,1.14
Brazil,resid materials,detached urban,copper,1990,kg/m2,1.73
Canada,resid materials,detached urban,copper,1990,kg/m2,1.73
Central America and Caribbean,resid materials,detached urban,copper,1990,kg/m2,1.73
Central Asia,resid materials,detached urban,copper,1990,kg/m2,1.73
China,resid materials,detached urban,copper,1990,kg/m2,1.73
EU-12,resid materials,detached urban,copper,1990,kg/m2,1.735286713
EU-15,resid materials,detached urban,copper,1990,kg/m2,3.11
Ukraine,resid materials,detached urban,copper,1990,kg/m2,1.73
Europe_Non_EU,resid materials,detached urban,copper,1990,kg/m2,1.792314836
European Free Trade Association,resid materials,detached urban,copper,1990,kg/m2,3.11
India,resid materials,detached urban,copper,1990,kg/m2,2.02
Indonesia,resid materials,detached urban,copper,1990,kg/m2,1.73
Japan,resid materials,detached urban,copper,1990,kg/m2,1.73
Mexico,resid materials,detached urban,copper,1990,kg/m2,1.730000001
Middle East,resid materials,detached urban,copper,1990,kg/m2,1.730000001
Pakistan,resid materials,detached urban,copper,1990,kg/m2,1.73
Russia,resid materials,detached urban,copper,1990,kg/m2,1.73
South Africa,resid materials,detached urban,copper,1990,kg/m2,0.77
South America_Northern,resid materials,detached urban,copper,1990,kg/m2,1.73
South America_Southern,resid materials,detached urban,copper,1990,kg/m2,1.73
South Asia,resid materials,detached urban,copper,1990,kg/m2,1.73
South Korea,resid materials,detached urban,copper,1990,kg/m2,1.73
Southeast Asia,resid materials,detached urban,copper,1990,kg/m2,1.718276316
Taiwan,resid materials,detached urban,copper,1990,kg/m2,1.73
Argentina,resid materials,detached urban,copper,1990,kg/m2,1.73
Colombia,resid materials,detached urban,copper,1990,kg/m2,1.73
USA,resid materials,detached urban,copper,2005,kg/m2,0.801400062
Africa_Eastern,resid materials,detached urban,copper,2005,kg/m2,1.73
Africa_Northern,resid materials,detached urban,copper,2005,kg/m2,1.73
Africa_Southern,resid materials,detached urban,copper,2005,kg/m2,1.729999999
Africa_Western,resid materials,detached urban,copper,2005,kg/m2,1.73
Australia_NZ,resid materials,detached urban,copper,2005,kg/m2,1.14
Brazil,resid materials,detached urban,copper,2005,kg/m2,1.73
Canada,resid materials,detached urban,copper,2005,kg/m2,1.73
Central America and Caribbean,resid materials,detached urban,copper,2005,kg/m2,1.73
Central Asia,resid materials,detached urban,copper,2005,kg/m2,1.73
China,resid materials,detached urban,copper,2005,kg/m2,1.73
EU-12,resid materials,detached urban,copper,2005,kg/m2,1.73582815
EU-15,resid materials,detached urban,copper,2005,kg/m2,3.11
Ukraine,resid materials,detached urban,copper,2005,kg/m2,1.73
Europe_Non_EU,resid materials,detached urban,copper,2005,kg/m2,1.774862714
European Free Trade Association,resid materials,detached urban,copper,2005,kg/m2,3.11
India,resid materials,detached urban,copper,2005,kg/m2,2.02
Indonesia,resid materials,detached urban,copper,2005,kg/m2,1.73
Japan,resid materials,detached urban,copper,2005,kg/m2,1.73
Mexico,resid materials,detached urban,copper,2005,kg/m2,1.73
Middle East,resid materials,detached urban,copper,2005,kg/m2,1.73
Pakistan,resid materials,detached urban,copper,2005,kg/m2,1.73
Russia,resid materials,detached urban,copper,2005,kg/m2,1.73
South Africa,resid materials,detached urban,copper,2005,kg/m2,0.77
South America_Northern,resid materials,detached urban,copper,2005,kg/m2,1.73
South America_Southern,resid materials,detached urban,copper,2005,kg/m2,1.73
South Asia,resid materials,detached urban,copper,2005,kg/m2,1.73
South Korea,resid materials,detached urban,copper,2005,kg/m2,1.73
Southeast Asia,resid materials,detached urban,copper,2005,kg/m2,1.718713807
Taiwan,resid materials,detached urban,copper,2005,kg/m2,1.73
Argentina,resid materials,detached urban,copper,2005,kg/m2,1.73
Colombia,resid materials,detached urban,copper,2005,kg/m2,1.73
USA,resid materials,detached urban,copper,2010,kg/m2,0.801381511
Africa_Eastern,resid materials,detached urban,copper,2010,kg/m2,1.73
Africa_Northern,resid materials,detached urban,copper,2010,kg/m2,1.73
Africa_Southern,resid materials,detached urban,copper,2010,kg/m2,1.730000001
Africa_Western,resid materials,detached urban,copper,2010,kg/m2,1.73
Australia_NZ,resid materials,detached urban,copper,2010,kg/m2,1.14
Brazil,resid materials,detached urban,copper,2010,kg/m2,1.73
Canada,resid materials,detached urban,copper,2010,kg/m2,1.73
Central America and Caribbean,resid materials,detached urban,copper,2010,kg/m2,1.73
Central Asia,resid materials,detached urban,copper,2010,kg/m2,1.73
China,resid materials,detached urban,copper,2010,kg/m2,1.73
EU-12,resid materials,detached urban,copper,2010,kg/m2,1.735678099
EU-15,resid materials,detached urban,copper,2010,kg/m2,3.11
Ukraine,resid materials,detached urban,copper,2010,kg/m2,1.73
Europe_Non_EU,resid materials,detached urban,copper,2010,kg/m2,1.76942243
European Free Trade Association,resid materials,detached urban,copper,2010,kg/m2,3.11
India,resid materials,detached urban,copper,2010,kg/m2,2.019999999
Indonesia,resid materials,detached urban,copper,2010,kg/m2,1.73
Japan,resid materials,detached urban,copper,2010,kg/m2,1.73
Mexico,resid materials,detached urban,copper,2010,kg/m2,1.73
Middle East,resid materials,detached urban,copper,2010,kg/m2,1.73
Pakistan,resid materials,detached urban,copper,2010,kg/m2,1.73
Russia,resid materials,detached urban,copper,2010,kg/m2,1.73
South Africa,resid materials,detached urban,copper,2010,kg/m2,0.77
South America_Northern,resid materials,detached urban,copper,2010,kg/m2,1.73
South America_Southern,resid materials,detached urban,copper,2010,kg/m2,1.73
South Asia,resid materials,detached urban,copper,2010,kg/m2,1.73
South Korea,resid materials,detached urban,copper,2010,kg/m2,1.73
Southeast Asia,resid materials,detached urban,copper,2010,kg/m2,1.719425759
Taiwan,resid materials,detached urban,copper,2010,kg/m2,1.73
Argentina,resid materials,detached urban,copper,2010,kg/m2,1.73
Colombia,resid materials,detached urban,copper,2010,kg/m2,1.73
USA,resid materials,detached urban,copper,2015,kg/m2,0.801287165
Africa_Eastern,resid materials,detached urban,copper,2015,kg/m2,1.73
Africa_Northern,resid materials,detached urban,copper,2015,kg/m2,1.730000001
Africa_Southern,resid materials,detached urban,copper,2015,kg/m2,1.73
Africa_Western,resid materials,detached urban,copper,2015,kg/m2,1.73
Australia_NZ,resid materials,detached urban,copper,2015,kg/m2,1.14
Brazil,resid materials,detached urban,copper,2015,kg/m2,1.73
Canada,resid materials,detached urban,copper,2015,kg/m2,1.73
Central America and Caribbean,resid materials,detached urban,copper,2015,kg/m2,1.73
Central Asia,resid materials,detached urban,copper,2015,kg/m2,1.73
China,resid materials,detached urban,copper,2015,kg/m2,1.73
EU-12,resid materials,detached urban,copper,2015,kg/m2,1.735841731
EU-15,resid materials,detached urban,copper,2015,kg/m2,3.11
Ukraine,resid materials,detached urban,copper,2015,kg/m2,1.73
Europe_Non_EU,resid materials,detached urban,copper,2015,kg/m2,1.764764186
European Free Trade Association,resid materials,detached urban,copper,2015,kg/m2,3.11
India,resid materials,detached urban,copper,2015,kg/m2,2.02
Indonesia,resid materials,detached urban,copper,2015,kg/m2,1.73
Japan,resid materials,detached urban,copper,2015,kg/m2,1.73
Mexico,resid materials,detached urban,copper,2015,kg/m2,1.73
Middle East,resid materials,detached urban,copper,2015,kg/m2,1.729999999
Pakistan,resid materials,detached urban,copper,2015,kg/m2,1.73
Russia,resid materials,detached urban,copper,2015,kg/m2,1.73
South Africa,resid materials,detached urban,copper,2015,kg/m2,0.77
South America_Northern,resid materials,detached urban,copper,2015,kg/m2,1.730000001
South America_Southern,resid materials,detached urban,copper,2015,kg/m2,1.730000001
South Asia,resid materials,detached urban,copper,2015,kg/m2,1.73
South Korea,resid materials,detached urban,copper,2015,kg/m2,1.73
Southeast Asia,resid materials,detached urban,copper,2015,kg/m2,1.720411536
Taiwan,resid materials,detached urban,copper,2015,kg/m2,1.73
Argentina,resid materials,detached urban,copper,2015,kg/m2,1.730000001
Colombia,resid materials,detached urban,copper,2015,kg/m2,1.730000001
USA,resid materials,detached urban,copper,2021,kg/m2,0.801239357
Africa_Eastern,resid materials,detached urban,copper,2021,kg/m2,1.73
Africa_Northern,resid materials,detached urban,copper,2021,kg/m2,1.73
Africa_Southern,resid materials,detached urban,copper,2021,kg/m2,1.73
Africa_Western,resid materials,detached urban,copper,2021,kg/m2,1.73
Australia_NZ,resid materials,detached urban,copper,2021,kg/m2,1.14
Brazil,resid materials,detached urban,copper,2021,kg/m2,1.73
Canada,resid materials,detached urban,copper,2021,kg/m2,1.73
Central America and Caribbean,resid materials,detached urban,copper,2021,kg/m2,1.73
Central Asia,resid materials,detached urban,copper,2021,kg/m2,1.73
China,resid materials,detached urban,copper,2021,kg/m2,1.73
EU-12,resid materials,detached urban,copper,2021,kg/m2,1.736345777
EU-15,resid materials,detached urban,copper,2021,kg/m2,3.11
Ukraine,resid materials,detached urban,copper,2021,kg/m2,1.73
Europe_Non_EU,resid materials,detached urban,copper,2021,kg/m2,1.761569994
European Free Trade Association,resid materials,detached urban,copper,2021,kg/m2,3.11
India,resid materials,detached urban,copper,2021,kg/m2,2.020000001
Indonesia,resid materials,detached urban,copper,2021,kg/m2,1.729999999
Japan,resid materials,detached urban,copper,2021,kg/m2,1.73
Mexico,resid materials,detached urban,copper,2021,kg/m2,1.729999999
Middle East,resid materials,detached urban,copper,2021,kg/m2,1.73
Pakistan,resid materials,detached urban,copper,2021,kg/m2,1.73
Russia,resid materials,detached urban,copper,2021,kg/m2,1.73
South Africa,resid materials,detached urban,copper,2021,kg/m2,0.77
South America_Northern,resid materials,detached urban,copper,2021,kg/m2,1.73
South America_Southern,resid materials,detached urban,copper,2021,kg/m2,1.73
South Asia,resid materials,detached urban,copper,2021,kg/m2,1.73
South Korea,resid materials,detached urban,copper,2021,kg/m2,1.73
Southeast Asia,resid materials,detached urban,copper,2021,kg/m2,1.721665936
Taiwan,resid materials,detached urban,copper,2021,kg/m2,1.73
Argentina,resid materials,detached urban,copper,2021,kg/m2,1.73
Colombia,resid materials,detached urban,copper,2021,kg/m2,1.73
USA,resid materials,detached urban,steel,1975,kg/m2,7.315522123
Africa_Eastern,resid materials,detached urban,steel,1975,kg/m2,32.63
Africa_Northern,resid materials,detached urban,steel,1975,kg/m2,32.63
Africa_Southern,resid materials,detached urban,steel,1975,kg/m2,32.63
Africa_Western,resid materials,detached urban,steel,1975,kg/m2,8.930000001
Australia_NZ,resid materials,detached urban,steel,1975,kg/m2,21.05
Brazil,resid materials,detached urban,steel,1975,kg/m2,32.62999999
Canada,resid materials,detached urban,steel,1975,kg/m2,32.31
Central America and Caribbean,resid materials,detached urban,steel,1975,kg/m2,35.5
Central Asia,resid materials,detached urban,steel,1975,kg/m2,32.61726875
China,resid materials,detached urban,steel,1975,kg/m2,25.8
EU-12,resid materials,detached urban,steel,1975,kg/m2,32.68325895
EU-15,resid materials,detached urban,steel,1975,kg/m2,47.89999999
Ukraine,resid materials,detached urban,steel,1975,kg/m2,32.63
Europe_Non_EU,resid materials,detached urban,steel,1975,kg/m2,33.46823186
European Free Trade Association,resid materials,detached urban,steel,1975,kg/m2,47.89999999
India,resid materials,detached urban,steel,1975,kg/m2,20.77
Indonesia,resid materials,detached urban,steel,1975,kg/m2,28.38999999
Japan,resid materials,detached urban,steel,1975,kg/m2,57.22
Mexico,resid materials,detached urban,steel,1975,kg/m2,32.63000001
Middle East,resid materials,detached urban,steel,1975,kg/m2,102.55
Pakistan,resid materials,detached urban,steel,1975,kg/m2,32.62999999
Russia,resid materials,detached urban,steel,1975,kg/m2,32.63
South Africa,resid materials,detached urban,steel,1975,kg/m2,32.63
South America_Northern,resid materials,detached urban,steel,1975,kg/m2,35.15
South America_Southern,resid materials,detached urban,steel,1975,kg/m2,35.15
South Asia,resid materials,detached urban,steel,1975,kg/m2,32.62999999
South Korea,resid materials,detached urban,steel,1975,kg/m2,32.62999999
Southeast Asia,resid materials,detached urban,steel,1975,kg/m2,32.36804098
Taiwan,resid materials,detached urban,steel,1975,kg/m2,25.8
Argentina,resid materials,detached urban,steel,1975,kg/m2,35.15
Colombia,resid materials,detached urban,steel,1975,kg/m2,35.15
USA,resid materials,detached urban,steel,1990,kg/m2,7.303868722
Africa_Eastern,resid materials,detached urban,steel,1990,kg/m2,32.62999999
Africa_Northern,resid materials,detached urban,steel,1990,kg/m2,32.63
Africa_Southern,resid materials,detached urban,steel,1990,kg/m2,32.63
Africa_Western,resid materials,detached urban,steel,1990,kg/m2,8.929999996
Australia_NZ,resid materials,detached urban,steel,1990,kg/m2,21.05
Brazil,resid materials,detached urban,steel,1990,kg/m2,32.63000001
Canada,resid materials,detached urban,steel,1990,kg/m2,32.31
Central America and Caribbean,resid materials,detached urban,steel,1990,kg/m2,35.50000001
Central Asia,resid materials,detached urban,steel,1990,kg/m2,32.58626684
China,resid materials,detached urban,steel,1990,kg/m2,25.8
EU-12,resid materials,detached urban,steel,1990,kg/m2,32.68849863
EU-15,resid materials,detached urban,steel,1990,kg/m2,47.9
Ukraine,resid materials,detached urban,steel,1990,kg/m2,32.62999999
Europe_Non_EU,resid materials,detached urban,steel,1990,kg/m2,33.31952721
European Free Trade Association,resid materials,detached urban,steel,1990,kg/m2,47.9
India,resid materials,detached urban,steel,1990,kg/m2,20.77
Indonesia,resid materials,detached urban,steel,1990,kg/m2,28.39
Japan,resid materials,detached urban,steel,1990,kg/m2,57.22000003
Mexico,resid materials,detached urban,steel,1990,kg/m2,32.62999999
Middle East,resid materials,detached urban,steel,1990,kg/m2,102.55
Pakistan,resid materials,detached urban,steel,1990,kg/m2,32.63
Russia,resid materials,detached urban,steel,1990,kg/m2,32.63
South Africa,resid materials,detached urban,steel,1990,kg/m2,32.63
South America_Northern,resid materials,detached urban,steel,1990,kg/m2,35.15000001
South America_Southern,resid materials,detached urban,steel,1990,kg/m2,35.15000001
South Asia,resid materials,detached urban,steel,1990,kg/m2,32.63
South Korea,resid materials,detached urban,steel,1990,kg/m2,32.63
Southeast Asia,resid materials,detached urban,steel,1990,kg/m2,32.39989786
Taiwan,resid materials,detached urban,steel,1990,kg/m2,25.8
Argentina,resid materials,detached urban,steel,1990,kg/m2,35.15000001
Colombia,resid materials,detached urban,steel,1990,kg/m2,35.15000001
USA,resid materials,detached urban,steel,2005,kg/m2,7.302513705
Africa_Eastern,resid materials,detached urban,steel,2005,kg/m2,32.63
Africa_Northern,resid materials,detached urban,steel,2005,kg/m2,32.62999999
Africa_Southern,resid materials,detached urban,steel,2005,kg/m2,32.62999999
Africa_Western,resid materials,detached urban,steel,2005,kg/m2,8.929999998
Australia_NZ,resid materials,detached urban,steel,2005,kg/m2,21.05
Brazil,resid materials,detached urban,steel,2005,kg/m2,32.63
Canada,resid materials,detached urban,steel,2005,kg/m2,32.30999999
Central America and Caribbean,resid materials,detached urban,steel,2005,kg/m2,35.50000001
Central Asia,resid materials,detached urban,steel,2005,kg/m2,32.43904537
China,resid materials,detached urban,steel,2005,kg/m2,25.8
EU-12,resid materials,detached urban,steel,2005,kg/m2,32.69448975
EU-15,resid materials,detached urban,steel,2005,kg/m2,47.89999999
Ukraine,resid materials,detached urban,steel,2005,kg/m2,32.63
Europe_Non_EU,resid materials,detached urban,steel,2005,kg/m2,33.12641567
European Free Trade Association,resid materials,detached urban,steel,2005,kg/m2,47.89999999
India,resid materials,detached urban,steel,2005,kg/m2,20.77000001
Indonesia,resid materials,detached urban,steel,2005,kg/m2,28.39000001
Japan,resid materials,detached urban,steel,2005,kg/m2,57.22000001
Mexico,resid materials,detached urban,steel,2005,kg/m2,32.63
Middle East,resid materials,detached urban,steel,2005,kg/m2,102.55
Pakistan,resid materials,detached urban,steel,2005,kg/m2,32.63000001
Russia,resid materials,detached urban,steel,2005,kg/m2,32.63
South Africa,resid materials,detached urban,steel,2005,kg/m2,32.62999999
South America_Northern,resid materials,detached urban,steel,2005,kg/m2,35.15
South America_Southern,resid materials,detached urban,steel,2005,kg/m2,35.15
South Asia,resid materials,detached urban,steel,2005,kg/m2,32.63000001
South Korea,resid materials,detached urban,steel,2005,kg/m2,32.63000001
Southeast Asia,resid materials,detached urban,steel,2005,kg/m2,32.40848456
Taiwan,resid materials,detached urban,steel,2005,kg/m2,25.8
Argentina,resid materials,detached urban,steel,2005,kg/m2,35.15
Colombia,resid materials,detached urban,steel,2005,kg/m2,35.15
USA,resid materials,detached urban,steel,2010,kg/m2,7.301950381
Africa_Eastern,resid materials,detached urban,steel,2010,kg/m2,32.63
Africa_Northern,resid materials,detached urban,steel,2010,kg/m2,32.63
Africa_Southern,resid materials,detached urban,steel,2010,kg/m2,32.63
Africa_Western,resid materials,detached urban,steel,2010,kg/m2,8.930000001
Australia_NZ,resid materials,detached urban,steel,2010,kg/m2,21.05
Brazil,resid materials,detached urban,steel,2010,kg/m2,32.63000001
Canada,resid materials,detached urban,steel,2010,kg/m2,32.31
Central America and Caribbean,resid materials,detached urban,steel,2010,kg/m2,35.5
Central Asia,resid materials,detached urban,steel,2010,kg/m2,32.35774712
China,resid materials,detached urban,steel,2010,kg/m2,25.8
EU-12,resid materials,detached urban,steel,2010,kg/m2,32.6928294
EU-15,resid materials,detached urban,steel,2010,kg/m2,47.89999998
Ukraine,resid materials,detached urban,steel,2010,kg/m2,32.63
Europe_Non_EU,resid materials,detached urban,steel,2010,kg/m2,33.06621776
European Free Trade Association,resid materials,detached urban,steel,2010,kg/m2,47.89999998
India,resid materials,detached urban,steel,2010,kg/m2,20.77
Indonesia,resid materials,detached urban,steel,2010,kg/m2,28.38999999
Japan,resid materials,detached urban,steel,2010,kg/m2,57.22
Mexico,resid materials,detached urban,steel,2010,kg/m2,32.63
Middle East,resid materials,detached urban,steel,2010,kg/m2,102.55
Pakistan,resid materials,detached urban,steel,2010,kg/m2,32.63
Russia,resid materials,detached urban,steel,2010,kg/m2,32.63
South Africa,resid materials,detached urban,steel,2010,kg/m2,32.63
South America_Northern,resid materials,detached urban,steel,2010,kg/m2,35.15
South America_Southern,resid materials,detached urban,steel,2010,kg/m2,35.15
South Asia,resid materials,detached urban,steel,2010,kg/m2,32.63
South Korea,resid materials,detached urban,steel,2010,kg/m2,32.63
Southeast Asia,resid materials,detached urban,steel,2010,kg/m2,32.42245811
Taiwan,resid materials,detached urban,steel,2010,kg/m2,25.8
Argentina,resid materials,detached urban,steel,2010,kg/m2,35.15
Colombia,resid materials,detached urban,steel,2010,kg/m2,35.15
USA,resid materials,detached urban,steel,2015,kg/m2,7.29908554
Africa_Eastern,resid materials,detached urban,steel,2015,kg/m2,32.63
Africa_Northern,resid materials,detached urban,steel,2015,kg/m2,32.62999999
Africa_Southern,resid materials,detached urban,steel,2015,kg/m2,32.63000001
Africa_Western,resid materials,detached urban,steel,2015,kg/m2,8.930000002
Australia_NZ,resid materials,detached urban,steel,2015,kg/m2,21.05
Brazil,resid materials,detached urban,steel,2015,kg/m2,32.62999999
Canada,resid materials,detached urban,steel,2015,kg/m2,32.30999999
Central America and Caribbean,resid materials,detached urban,steel,2015,kg/m2,35.5
Central Asia,resid materials,detached urban,steel,2015,kg/m2,32.31117952
China,resid materials,detached urban,steel,2015,kg/m2,25.8
EU-12,resid materials,detached urban,steel,2015,kg/m2,32.69464002
EU-15,resid materials,detached urban,steel,2015,kg/m2,47.90000001
Ukraine,resid materials,detached urban,steel,2015,kg/m2,32.63000001
Europe_Non_EU,resid materials,detached urban,steel,2015,kg/m2,33.01467328
European Free Trade Association,resid materials,detached urban,steel,2015,kg/m2,47.90000001
India,resid materials,detached urban,steel,2015,kg/m2,20.77
Indonesia,resid materials,detached urban,steel,2015,kg/m2,28.38999999
Japan,resid materials,detached urban,steel,2015,kg/m2,57.21999999
Mexico,resid materials,detached urban,steel,2015,kg/m2,32.62999999
Middle East,resid materials,detached urban,steel,2015,kg/m2,102.55
Pakistan,resid materials,detached urban,steel,2015,kg/m2,32.63000001
Russia,resid materials,detached urban,steel,2015,kg/m2,32.62999999
South Africa,resid materials,detached urban,steel,2015,kg/m2,32.63
South America_Northern,resid materials,detached urban,steel,2015,kg/m2,35.15000001
South America_Southern,resid materials,detached urban,steel,2015,kg/m2,35.15000001
South Asia,resid materials,detached urban,steel,2015,kg/m2,32.63000001
South Korea,resid materials,detached urban,steel,2015,kg/m2,32.62999999
Southeast Asia,resid materials,detached urban,steel,2015,kg/m2,32.44180608
Taiwan,resid materials,detached urban,steel,2015,kg/m2,25.8
Argentina,resid materials,detached urban,steel,2015,kg/m2,35.15000001
Colombia,resid materials,detached urban,steel,2015,kg/m2,35.15000001
USA,resid materials,detached urban,steel,2021,kg/m2,7.297633794
Africa_Eastern,resid materials,detached urban,steel,2021,kg/m2,32.63000001
Africa_Northern,resid materials,detached urban,steel,2021,kg/m2,32.63
Africa_Southern,resid materials,detached urban,steel,2021,kg/m2,32.63
Africa_Western,resid materials,detached urban,steel,2021,kg/m2,8.93
Australia_NZ,resid materials,detached urban,steel,2021,kg/m2,21.05
Brazil,resid materials,detached urban,steel,2021,kg/m2,32.63
Canada,resid materials,detached urban,steel,2021,kg/m2,32.31
Central America and Caribbean,resid materials,detached urban,steel,2021,kg/m2,35.5
Central Asia,resid materials,detached urban,steel,2021,kg/m2,32.28744257
China,resid materials,detached urban,steel,2021,kg/m2,25.79999999
EU-12,resid materials,detached urban,steel,2021,kg/m2,32.7002174
EU-15,resid materials,detached urban,steel,2021,kg/m2,47.89999999
Ukraine,resid materials,detached urban,steel,2021,kg/m2,32.63000001
Europe_Non_EU,resid materials,detached urban,steel,2021,kg/m2,32.97932886
European Free Trade Association,resid materials,detached urban,steel,2021,kg/m2,47.89999999
India,resid materials,detached urban,steel,2021,kg/m2,20.77
Indonesia,resid materials,detached urban,steel,2021,kg/m2,28.38999999
Japan,resid materials,detached urban,steel,2021,kg/m2,57.22
Mexico,resid materials,detached urban,steel,2021,kg/m2,32.62999999
Middle East,resid materials,detached urban,steel,2021,kg/m2,102.55
Pakistan,resid materials,detached urban,steel,2021,kg/m2,32.63
Russia,resid materials,detached urban,steel,2021,kg/m2,32.62999999
South Africa,resid materials,detached urban,steel,2021,kg/m2,32.62999999
South America_Northern,resid materials,detached urban,steel,2021,kg/m2,35.15
South America_Southern,resid materials,detached urban,steel,2021,kg/m2,35.15
South Asia,resid materials,detached urban,steel,2021,kg/m2,32.63
South Korea,resid materials,detached urban,steel,2021,kg/m2,32.63
Southeast Asia,resid materials,detached urban,steel,2021,kg/m2,32.46642633
Taiwan,resid materials,detached urban,steel,2021,kg/m2,25.79999999
Argentina,resid materials,detached urban,steel,2021,kg/m2,35.15
Colombia,resid materials,detached urban,steel,2021,kg/m2,35.15
USA,comm materials,others commercial,aluminium,1975,kg/m2,5.799999999
Africa_Eastern,comm materials,others commercial,aluminium,1975,kg/m2,5.8
