# File: A54.trn_globaltech_mineral_coef.csv
# Title: Electricity sector technology mineral use intensity
# Units: kg/veh for different technologies
# Description: this dataset defines the mineral use intensity for different generation technologies
# Comment:
# Column types: ccccnnnnnnnnnnnnn
# ----------
supplysector,subsector,technology,unit,steel,aluminium,copper,silicon,graphite,lithium,cobalt,nickel,manganese,neodymium,tellurium,vanadium,platinum
trn_pasg_road_ldv_4W_mc_bev_pass,car_bev,car_bev (LFP_ssb),kg/vehicle,9.70E+02,1.82E+02,9.77E+01,0.00E+00,0.00E+00,1.88E+01,0.00E+00,0.00E+00,1.21E+01,4.97E-01,3.00E-02,4.64E-02,0.00E+00
trn_pasg_road_ldv_4W_mc_bev_pass,car_bev,car_bev (NMC811_ssb),kg/vehicle,9.10E+02,1.60E+02,8.83E+01,0.00E+00,0.00E+00,1.88E+01,6.00E+00,4.80E+01,1.74E+01,4.97E-01,3.00E-02,4.64E-02,0.00E+00
trn_pasg_road_ldv_4w_pass,Large Car and Truck,FCEV,kg/vehicle,1.21E+03,8.72E+01,4.20E+01,0.00E+00,2.78E+00,2.67E-01,7.52E-01,7.49E-01,1.69E+01,6.63E-01,0.00E+00,1.24E-01,3.40E-02
trn_pasg_road_ldv_4w_pass,Large Car and Truck,Hybrid Liquids,kg/vehicle,1.23E+03,9.51E+01,2.97E+01,0.00E+00,0.00E+00,6.67E-03,8.53E-02,2.40E+00,1.49E+01,1.60E-01,0.00E+00,8.67E-02,9.33E-04
trn_pasg_road_ldv_4w_pass,Large Car and Truck,Liquids,kg/vehicle,1.23E+03,9.51E+01,2.97E+01,0.00E+00,0.00E+00,6.67E-03,8.53E-02,2.40E+00,1.49E+01,1.60E-01,0.00E+00,8.67E-02,9.33E-04
trn_pasg_road_ldv_4w_pass,Large Car and Truck,NG,kg/vehicle,1.23E+03,9.51E+01,2.97E+01,0.00E+00,0.00E+00,6.67E-03,8.53E-02,2.40E+00,1.49E+01,1.60E-01,0.00E+00,8.67E-02,9.33E-04
trn_pasg_road_ldv_4W_hc_bev_pass,largecar_bev,largecar_bev (NMC111),kg/vehicle,1.21E+03,2.31E+02,1.29E+02,0.00E+00,1.14E+02,1.49E+01,4.46E+01,4.46E+01,5.85E+01,6.63E-01,4.00E-02,6.18E-02,0.00E+00
trn_pasg_road_ldv_4W_hc_bev_pass,largecar_bev,largecar_bev (NMC622),kg/vehicle,1.21E+03,2.31E+02,1.29E+02,0.00E+00,1.12E+02,1.37E+01,2.40E+01,7.31E+01,3.90E+01,6.63E-01,4.00E-02,6.18E-02,0.00E+00
trn_pasg_road_ldv_4W_hc_bev_pass,largecar_bev,largecar_bev (NMC811),kg/vehicle,1.21E+03,2.31E+02,1.29E+02,0.00E+00,1.11E+02,1.60E+01,1.14E+01,8.90E+01,2.65E+01,6.63E-01,4.00E-02,6.18E-02,0.00E+00
trn_pasg_road_ldv_4W_hc_bev_pass,largecar_bev,largecar_bev (NCA),kg/vehicle,1.21E+03,2.31E+02,1.28E+02,0.00E+00,1.11E+02,1.14E+01,1.49E+01,7.76E+01,1.62E+01,6.63E-01,4.00E-02,6.18E-02,0.00E+00
trn_pasg_road_ldv_4W_hc_bev_pass,largecar_bev,largecar_bev (LFP),kg/vehicle,1.31E+03,2.65E+02,1.43E+02,0.00E+00,1.24E+02,1.14E+01,0.00E+00,0.00E+00,1.62E+01,6.63E-01,4.00E-02,6.18E-02,0.00E+00
trn_pasg_road_ldv_4W_hc_bev_pass,largecar_bev,largecar_bev (Na_ion),kg/vehicle,1.21E+03,3.59E+02,3.97E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.57E+01,8.46E+01,6.63E-01,4.00E-02,6.18E-02,0.00E+00
trn_pasg_road_ldv_4W_hc_bev_pass,largecar_bev,largecar_bev (LFP_si),kg/vehicle,1.31E+03,2.65E+02,1.43E+02,5.07E+00,5.48E+01,1.14E+01,0.00E+00,0.00E+00,1.62E+01,6.63E-01,4.00E-02,6.18E-02,0.00E+00
trn_pasg_road_ldv_4W_hc_bev_pass,largecar_bev,largecar_bev (NMC811_si),kg/vehicle,1.21E+03,2.31E+02,1.29E+02,5.07E+00,4.92E+01,1.60E+01,1.14E+01,8.90E+01,2.65E+01,6.63E-01,4.00E-02,6.18E-02,0.00E+00
trn_pasg_road_ldv_4W_hc_bev_pass,largecar_bev,largecar_bev (LFP_ssb),kg/vehicle,1.31E+03,2.65E+02,1.43E+02,0.00E+00,0.00E+00,2.86E+01,0.00E+00,0.00E+00,1.62E+01,6.63E-01,4.00E-02,6.18E-02,0.00E+00
trn_pasg_road_ldv_4W_hc_bev_pass,largecar_bev,largecar_bev (NMC811_ssb),kg/vehicle,1.21E+03,2.31E+02,1.29E+02,0.00E+00,0.00E+00,2.86E+01,9.13E+00,7.31E+01,2.42E+01,6.63E-01,4.00E-02,6.18E-02,0.00E+00
