# File: A321.globaltech_co2capture.csv
# Title: Cement CO2 capture rates
# Units: Unitless
# Column types: cccnn
# ----------
supplysector,subsector,technology,1971,2100
clinker,clinker CCS,oxyfuel combustion,0.9,0.9
process heat cement ccs,refined liquids,refined liquids CCS,0.9,0.9
process heat cement ccs,gas,gas CCS,0.9,0.9
process heat cement ccs,biomass,biomass CCS,0.9,0.9
process heat cement ccs,coal,coal CCS,0.9,0.9
