# File: cement_prod_reg.csv
# Title: GCAM regional cement production
# Units: Mt
# Description: Andrew ESSD 2019
# Source: R. M. Andrew, ESSD 2019
# Column types: icin
# ----------
GCAM_region_ID,sector,year,value
30,cement,2011,16.85
31,cement,2011,11.59
32,cement,2011,10.78
1,cement,2012,74.93
2,cement,2012,14.46
3,cement,2012,95.71
4,cement,2012,10.53
5,cement,2012,34.5
6,cement,2012,9.64
7,cement,2012,68.81
8,cement,2012,12.46
9,cement,2012,18.39
10,cement,2012,21.99
11,cement,2012,2211.96
12,cement,2012,38.15
13,cement,2012,129.62
14,cement,2012,15.8
15,cement,2012,72.22
16,cement,2012,6.24
17,cement,2012,241.92
18,cement,2012,52.35
19,cement,2012,54.74
20,cement,2012,41.67
21,cement,2012,187.39
22,cement,2012,30.2
23,cement,2012,61.69
24,cement,2012,11.56
25,cement,2012,8.65
26,cement,2012,24.98
27,cement,2012,20.63
28,cement,2012,46.86
29,cement,2012,139.4
30,cement,2012,15.79
31,cement,2012,10.72
32,cement,2012,10.92
1,cement,2013,77.42
2,cement,2013,16.35
3,cement,2013,95.07
4,cement,2013,11.41
5,cement,2013,40.28
6,cement,2013,9.6
7,cement,2013,70.16
8,cement,2013,11.61
9,cement,2013,18.59
10,cement,2013,23.38
11,cement,2013,2421.59
12,cement,2013,35.48
13,cement,2013,125.98
14,cement,2013,16.01
15,cement,2013,79.42
16,cement,2013,6.44
17,cement,2013,254.76
18,cement,2013,56.69
19,cement,2013,57.96
20,cement,2013,39.39
21,cement,2013,193.85
22,cement,2013,31.28
23,cement,2013,66.55
24,cement,2013,12.17
25,cement,2013,9.07
26,cement,2013,26.95
27,cement,2013,22.36
28,cement,2013,47.29
29,cement,2013,146.75
30,cement,2013,16.58
31,cement,2013,11.89
32,cement,2013,11.25
1,cement,2014,83.12
2,cement,2014,18.01
3,cement,2014,101.11
4,cement,2014,13.47
5,cement,2014,40.67
6,cement,2014,10.1
7,cement,2014,72.5
8,cement,2014,11.88
9,cement,2014,19.67
10,cement,2014,26.67
11,cement,2014,2494.56
12,cement,2014,37.01
13,cement,2014,127.24
14,cement,2014,15.34
15,cement,2014,78.96
16,cement,2014,6.49
17,cement,2014,271.32
18,cement,2014,56.76
19,cement,2014,57.91
20,cement,2014,41.48
21,cement,2014,191.3
22,cement,2014,31.96
23,cement,2014,69.14
24,cement,2014,12.07
25,cement,2014,8.1
26,cement,2014,26.64
27,cement,2014,22.75
28,cement,2014,47.05
29,cement,2014,153.21
30,cement,2014,14.63
31,cement,2014,11.41
32,cement,2014,12.4
1,cement,2015,84.94
2,cement,2015,20.89
3,cement,2015,102.82
4,cement,2015,14.07
5,cement,2015,43.02
6,cement,2015,10.7
7,cement,2015,66.49
8,cement,2015,12.17
9,cement,2015,19.83
10,cement,2015,28.56
11,cement,2015,2361.72
12,cement,2015,38.16
13,cement,2015,127.25
14,cement,2015,14.27
15,cement,2015,79.5
16,cement,2015,6.03
17,cement,2015,275.15
18,cement,2015,59.85
19,cement,2015,54.83
20,cement,2015,44.38
21,cement,2015,189.45
22,cement,2015,33.29
23,cement,2015,62.1
24,cement,2015,12.99
25,cement,2015,8.46
26,cement,2015,26.26
27,cement,2015,31.09
28,cement,2015,52.04
29,cement,2015,163.49
30,cement,2015,13.45
31,cement,2015,12.19
32,cement,2015,13.05
