# File: Diet_3C_Ref.csv
# Title: 3C Ref diet by region and sector
# Units: Pcal
# Description: Need 2020 and 2025 values
# Column types: cccnn
# ----------
scenario,region,technology,year,value
3C,Central America and Caribbean,SugarCrop,2020,10.8407
3C,Central America and Caribbean,SugarCrop,2025,11.7204
3C,Central America and Caribbean,Vegetables,2015,0.970159
3C,Central America and Caribbean,Vegetables,2020,1.01386
3C,Central America and Caribbean,Vegetables,2025,1.09518
3C,Central America and Caribbean,Wheat,2015,7.61324
3C,Central America and Caribbean,Wheat,2020,8.07416
3C,Central America and Caribbean,Wheat,2025,8.36792
3C,Central Asia,Beef,2015,2.87836
3C,Central Asia,Beef,2020,3.14982
3C,Central Asia,Beef,2025,3.43479
3C,Central Asia,Corn,2015,1.43003
3C,Central Asia,Corn,2020,1.52731
3C,Central Asia,Corn,2025,1.60332
3C,Central Asia,Dairy,2015,10.2254
3C,Central Asia,Dairy,2020,11.139
3C,Central Asia,Dairy,2025,12.1084
3C,Central Asia,FiberCrop,2015,1.74954
3C,Central Asia,FiberCrop,2020,1.90717
3C,Central Asia,FiberCrop,2025,2.07598
3C,Central Asia,Fruits,2015,2.17514
3C,Central Asia,Fruits,2020,2.36826
3C,Central Asia,Fruits,2025,2.57274
3C,Central Asia,Legumes,2015,0.424024
3C,Central Asia,Legumes,2020,0.46405
3C,Central Asia,Legumes,2025,0.506202
3C,Central Asia,MiscCrop,2015,0.669975
3C,Central Asia,MiscCrop,2020,0.731643
3C,Central Asia,MiscCrop,2025,0.79684
3C,Central Asia,NutsSeeds,2015,0.53915
3C,Central Asia,NutsSeeds,2020,0.589291
3C,Central Asia,NutsSeeds,2025,0.645909
3C,Central Asia,OilCrop,2015,3.89351
3C,Central Asia,OilCrop,2020,4.27203
3C,Central Asia,OilCrop,2025,4.68434
3C,Central Asia,OilPalm,2015,0.0233417
3C,Central Asia,OilPalm,2020,0.0254715
3C,Central Asia,OilPalm,2025,0.0277944
3C,Central Asia,OtherGrain,2015,1.34647
3C,Central Asia,OtherGrain,2020,1.4465
3C,Central Asia,OtherGrain,2025,1.52471
3C,Central Asia,OtherMeat_Fish,2015,1.3408
3C,Central Asia,OtherMeat_Fish,2020,1.46163
3C,Central Asia,OtherMeat_Fish,2025,1.59001
3C,Central Asia,Pork,2015,0.483242
3C,Central Asia,Pork,2020,0.528901
3C,Central Asia,Pork,2025,0.57721
3C,Central Asia,Poultry,2015,1.26535
3C,Central Asia,Poultry,2020,1.38205
3C,Central Asia,Poultry,2025,1.50677
3C,Central Asia,Rice,2015,1.35045
3C,Central Asia,Rice,2020,1.4475
3C,Central Asia,Rice,2025,1.5257
3C,Central Asia,RootTuber,2015,3.14814
3C,Central Asia,RootTuber,2020,3.35663
3C,Central Asia,RootTuber,2025,3.52476
3C,Central Asia,SheepGoat,2015,1.22604
3C,Central Asia,SheepGoat,2020,1.33701
3C,Central Asia,SheepGoat,2025,1.45507
3C,Central Asia,Soybean,2015,0.181209
3C,Central Asia,Soybean,2020,0.198213
3C,Central Asia,Soybean,2025,0.216792
3C,Central Asia,SugarCrop,2015,5.11385
3C,Central Asia,SugarCrop,2020,5.58744
3C,Central Asia,SugarCrop,2025,6.10707
3C,Central Asia,Vegetables,2015,2.99041
3C,Central Asia,Vegetables,2020,3.25714
3C,Central Asia,Vegetables,2025,3.53954
3C,Central Asia,Wheat,2015,26.8549
3C,Central Asia,Wheat,2020,28.7454
3C,Central Asia,Wheat,2025,30.229
3C,China,Beef,2015,11.0067
3C,China,Beef,2020,12.2246
3C,China,Beef,2025,12.7475
3C,China,Corn,2015,21.0974
3C,China,Corn,2020,21.2923
3C,China,Corn,2025,21.0776
3C,China,Dairy,2015,21.6741
3C,China,Dairy,2020,24.0677
3C,China,Dairy,2025,25.058
3C,China,FiberCrop,2015,4.57812
3C,China,FiberCrop,2020,5.08472
3C,China,FiberCrop,2025,5.30278
3C,China,Fruits,2015,35.7946
3C,China,Fruits,2020,39.8197
3C,China,Fruits,2025,41.4632
3C,China,Legumes,2015,4.45593
3C,China,Legumes,2020,4.97667
3C,China,Legumes,2025,5.21053
3C,China,MiscCrop,2015,0.96326
3C,China,MiscCrop,2020,1.07301
3C,China,MiscCrop,2025,1.11915
3C,China,NutsSeeds,2015,35.7396
3C,China,NutsSeeds,2020,39.5479
3C,China,NutsSeeds,2025,41.3184
3C,China,OilCrop,2015,19.8352
3C,China,OilCrop,2020,22.154
3C,China,OilCrop,2025,23.2904
3C,China,OilPalm,2015,16.9777
3C,China,OilPalm,2020,18.9772
3C,China,OilPalm,2025,19.8684
3C,China,OtherGrain,2015,27.8473
3C,China,OtherGrain,2020,28.3277
3C,China,OtherGrain,2025,28.0941
3C,China,OtherMeat_Fish,2015,33.9975
3C,China,OtherMeat_Fish,2020,37.8497
3C,China,OtherMeat_Fish,2025,39.4021
3C,China,Pork,2015,102.85
3C,China,Pork,2020,114.704
3C,China,Pork,2025,119.605
3C,China,Poultry,2015,46.8141
3C,China,Poultry,2020,52.4663
3C,China,Poultry,2025,54.8931
3C,China,Rice,2015,307.419
3C,China,Rice,2020,310.071
3C,China,Rice,2025,306.425
3C,China,RootTuber,2015,51.9387
3C,China,RootTuber,2020,52.4681
3C,China,RootTuber,2025,51.8813
3C,China,SheepGoat,2015,5.78925
3C,China,SheepGoat,2020,6.44526
3C,China,SheepGoat,2025,6.72069
3C,China,Soybean,2015,36.6764
3C,China,Soybean,2020,41.1044
3C,China,Soybean,2025,43.3277
3C,China,SugarCrop,2015,28.4804
3C,China,SugarCrop,2020,31.7175
3C,China,SugarCrop,2025,33.1288
3C,China,Vegetables,2015,75.1949
3C,China,Vegetables,2020,83.6152
3C,China,Vegetables,2025,87.0443
3C,China,Wheat,2015,220.008
3C,China,Wheat,2020,224.231
3C,China,Wheat,2025,224.266
3C,Colombia,Beef,2015,1.24917
3C,Colombia,Beef,2020,1.33174
3C,Colombia,Beef,2025,1.41463
3C,Colombia,Corn,2015,3.3634
3C,Colombia,Corn,2020,3.63865
3C,Colombia,Corn,2025,3.69948
3C,Colombia,Dairy,2015,2.72127
3C,Colombia,Dairy,2020,2.90655
3C,Colombia,Dairy,2025,3.09474
3C,Colombia,FiberCrop,2015,0.0225812
3C,Colombia,FiberCrop,2020,0.0243359
3C,Colombia,FiberCrop,2025,0.0261331
3C,Colombia,Fruits,2015,3.00811
3C,Colombia,Fruits,2020,3.21623
3C,Colombia,Fruits,2025,3.42708
3C,Colombia,Legumes,2015,0.710332
3C,Colombia,Legumes,2020,0.763445
3C,Colombia,Legumes,2025,0.818381
3C,Colombia,MiscCrop,2015,0.189098
3C,Colombia,MiscCrop,2020,0.202488
3C,Colombia,MiscCrop,2025,0.216103
3C,Colombia,NutsSeeds,2015,0.086256
3C,Colombia,NutsSeeds,2020,0.0950741
3C,Colombia,NutsSeeds,2025,0.103586
3C,Colombia,OilCrop,2015,0.296775
3C,Colombia,OilCrop,2020,0.318127
3C,Colombia,OilCrop,2025,0.339738
3C,Colombia,OilPalm,2015,2.57787
3C,Colombia,OilPalm,2020,2.75892
3C,Colombia,OilPalm,2025,2.9475
3C,Colombia,OtherGrain,2015,0.830221
3C,Colombia,OtherGrain,2020,0.896879
3C,Colombia,OtherGrain,2025,0.91456
3C,Colombia,OtherMeat_Fish,2015,0.428725
3C,Colombia,OtherMeat_Fish,2020,0.457759
3C,Colombia,OtherMeat_Fish,2025,0.487296
3C,Colombia,Pork,2015,0.613584
3C,Colombia,Pork,2020,0.657354
3C,Colombia,Pork,2025,0.701892
3C,Colombia,Poultry,2015,1.94145
3C,Colombia,Poultry,2020,2.07523
3C,Colombia,Poultry,2025,2.2161
3C,Colombia,Rice,2015,3.66295
3C,Colombia,Rice,2020,3.97366
3C,Colombia,Rice,2025,4.0464
3C,Colombia,RootTuber,2015,2.38839
3C,Colombia,RootTuber,2020,2.58
3C,Colombia,RootTuber,2025,2.61196
3C,Colombia,SheepGoat,2015,0.009325
3C,Colombia,SheepGoat,2020,0.00997499
3C,Colombia,SheepGoat,2025,0.010634
3C,Colombia,Soybean,2015,1.2229
3C,Colombia,Soybean,2020,1.3168
3C,Colombia,Soybean,2025,1.41923
3C,Colombia,SugarCrop,2015,7.53662
3C,Colombia,SugarCrop,2020,8.07889
3C,Colombia,SugarCrop,2025,8.63339
3C,Colombia,Vegetables,2015,0.401947
3C,Colombia,Vegetables,2020,0.430303
3C,Colombia,Vegetables,2025,0.458917
3C,Colombia,Wheat,2015,2.84725
3C,Colombia,Wheat,2020,3.0975
3C,Colombia,Wheat,2025,3.16097
3C,EU-12,Beef,2015,0.502866
3C,EU-12,Beef,2020,0.506066
3C,EU-12,Beef,2025,0.513032
3C,EU-12,Corn,2015,1.87726
3C,EU-12,Corn,2020,1.8503
3C,EU-12,Corn,2025,1.83294
3C,EU-12,Dairy,2015,9.72446
3C,EU-12,Dairy,2020,9.80211
3C,EU-12,Dairy,2025,9.95074
3C,EU-12,FiberCrop,2015,0.0005605
3C,EU-12,FiberCrop,2020,0.000586976
3C,EU-12,FiberCrop,2025,0.000593334
3C,EU-12,Fruits,2015,1.7839
3C,EU-12,Fruits,2020,1.79694
3C,EU-12,Fruits,2025,1.82227
3C,EU-12,Legumes,2015,0.500861
3C,EU-12,Legumes,2020,0.512794
3C,EU-12,Legumes,2025,0.52866
3C,EU-12,MiscCrop,2015,0.805802
3C,EU-12,MiscCrop,2020,0.813808
3C,EU-12,MiscCrop,2025,0.828724
3C,EU-12,NutsSeeds,2015,0.611832
3C,EU-12,NutsSeeds,2020,0.617786
3C,EU-12,NutsSeeds,2025,0.634681
3C,EU-12,OilCrop,2015,5.23078
3C,EU-12,OilCrop,2020,5.28374
3C,EU-12,OilCrop,2025,5.41084
3C,EU-12,OilPalm,2015,0.115766
3C,EU-12,OilPalm,2020,0.117064
3C,EU-12,OilPalm,2025,0.119757
3C,EU-12,OtherGrain,2015,6.28811
3C,EU-12,OtherGrain,2020,6.21043
3C,EU-12,OtherGrain,2025,6.17818
3C,EU-12,OtherMeat_Fish,2015,1.28295
3C,EU-12,OtherMeat_Fish,2020,1.29183
3C,EU-12,OtherMeat_Fish,2025,1.30982
3C,EU-12,Pork,2015,8.13976
3C,EU-12,Pork,2020,8.23307
3C,EU-12,Pork,2025,8.38476
3C,EU-12,Poultry,2015,3.45219
3C,EU-12,Poultry,2020,3.49589
3C,EU-12,Poultry,2025,3.56195
3C,EU-12,Rice,2015,0.617518
3C,EU-12,Rice,2020,0.605043
3C,EU-12,Rice,2025,0.597227
3C,EU-12,RootTuber,2015,3.6878
3C,EU-12,RootTuber,2020,3.62779
3C,EU-12,RootTuber,2025,3.58443
3C,EU-12,SheepGoat,2015,0.148046
3C,EU-12,SheepGoat,2020,0.149127
3C,EU-12,SheepGoat,2025,0.151279
3C,EU-12,Soybean,2015,0.724837
3C,EU-12,Soybean,2020,0.735755
3C,EU-12,Soybean,2025,0.756945
3C,EU-12,SugarCrop,2015,8.33056
3C,EU-12,SugarCrop,2020,8.39977
3C,EU-12,SugarCrop,2025,8.57059
3C,EU-12,Vegetables,2015,1.79102
3C,EU-12,Vegetables,2020,1.80657
3C,EU-12,Vegetables,2025,1.83399
3C,EU-12,Wheat,2015,20.5007
3C,EU-12,Wheat,2020,20.2049
3C,EU-12,Wheat,2025,20.0608
3C,EU-15,Beef,2015,7.59262
3C,EU-15,Beef,2020,7.73365
3C,EU-15,Beef,2025,7.8842
3C,EU-15,Corn,2015,6.35997
3C,EU-15,Corn,2020,6.46095
3C,EU-15,Corn,2025,6.48263
3C,EU-15,Dairy,2015,45.7493
3C,EU-15,Dairy,2020,46.5139
3C,EU-15,Dairy,2025,47.3148
3C,EU-15,FiberCrop,2015,0.120047
3C,EU-15,FiberCrop,2020,0.122019
3C,EU-15,FiberCrop,2025,0.124041
3C,EU-15,Fruits,2015,11.1921
3C,EU-15,Fruits,2020,11.3723
3C,EU-15,Fruits,2025,11.5549
3C,EU-15,Legumes,2015,2.64309
3C,EU-15,Legumes,2020,2.70599
3C,EU-15,Legumes,2025,2.77163
3C,EU-15,MiscCrop,2015,4.79245
3C,EU-15,MiscCrop,2020,4.8883
3C,EU-15,MiscCrop,2025,4.97737
3C,EU-15,NutsSeeds,2015,6.08501
3C,EU-15,NutsSeeds,2020,6.20866
3C,EU-15,NutsSeeds,2025,6.38415
3C,EU-15,OilCrop,2015,29.6757
3C,EU-15,OilCrop,2020,30.1828
3C,EU-15,OilCrop,2025,30.8779
3C,EU-15,OilPalm,2015,1.74726
3C,EU-15,OilPalm,2020,1.78304
3C,EU-15,OilPalm,2025,1.82312
3C,EU-15,OtherGrain,2015,12.8503
3C,EU-15,OtherGrain,2020,13.0523
3C,EU-15,OtherGrain,2025,13.079
3C,EU-15,OtherMeat_Fish,2015,8.87069
3C,EU-15,OtherMeat_Fish,2020,9.00472
3C,EU-15,OtherMeat_Fish,2025,9.14371
3C,EU-15,Pork,2015,24.5432
3C,EU-15,Pork,2020,24.9923
3C,EU-15,Pork,2025,25.4539
3C,EU-15,Poultry,2015,13.4711
3C,EU-15,Poultry,2020,13.7285
3C,EU-15,Poultry,2025,13.9865
3C,EU-15,Rice,2015,5.66959
3C,EU-15,Rice,2020,5.73234
3C,EU-15,Rice,2025,5.72999
3C,EU-15,RootTuber,2015,11.7461
3C,EU-15,RootTuber,2020,11.8844
3C,EU-15,RootTuber,2025,11.8627
3C,EU-15,SheepGoat,2015,1.36902
3C,EU-15,SheepGoat,2020,1.39287
3C,EU-15,SheepGoat,2025,1.41797
3C,EU-15,Soybean,2015,8.04799
3C,EU-15,Soybean,2020,8.23087
3C,EU-15,Soybean,2025,8.46156
3C,EU-15,SugarCrop,2015,35.5892
3C,EU-15,SugarCrop,2020,36.1407
3C,EU-15,SugarCrop,2025,36.811
3C,EU-15,Vegetables,2015,6.90997
3C,EU-15,Vegetables,2020,7.03003
3C,EU-15,Vegetables,2025,7.14987
3C,EU-15,Wheat,2015,75.7217
3C,EU-15,Wheat,2020,76.9735
3C,EU-15,Wheat,2025,77.1886
3C,Europe_Eastern,Beef,2015,0.989286
3C,Europe_Eastern,Beef,2020,0.974227
3C,Europe_Eastern,Beef,2025,0.831466
3C,Europe_Eastern,Corn,2015,1.62493
3C,Europe_Eastern,Corn,2020,1.58427
3C,Europe_Eastern,Corn,2025,1.36873
3C,Europe_Eastern,Dairy,2015,5.71865
3C,Europe_Eastern,Dairy,2020,5.64656
3C,Europe_Eastern,Dairy,2025,4.79403
3C,Europe_Eastern,FiberCrop,2015,0
3C,Europe_Eastern,FiberCrop,2020,0
3C,Europe_Eastern,FiberCrop,2025,0
3C,Europe_Eastern,Fruits,2015,1.23452
3C,Europe_Eastern,Fruits,2020,1.2193
3C,Europe_Eastern,Fruits,2025,1.0332
3C,Europe_Eastern,Legumes,2015,0.276315
3C,Europe_Eastern,Legumes,2020,0.274172
3C,Europe_Eastern,Legumes,2025,0.234513
3C,Europe_Eastern,MiscCrop,2015,0.377169
3C,Europe_Eastern,MiscCrop,2020,0.373594
3C,Europe_Eastern,MiscCrop,2025,0.317268
3C,Europe_Eastern,NutsSeeds,2015,0.407635
3C,Europe_Eastern,NutsSeeds,2020,0.404049
3C,Europe_Eastern,NutsSeeds,2025,0.345932
3C,Europe_Eastern,OilCrop,2015,3.17584
3C,Europe_Eastern,OilCrop,2020,3.14906
3C,Europe_Eastern,OilCrop,2025,2.69122
3C,Europe_Eastern,OilPalm,2015,0.0011406
3C,Europe_Eastern,OilPalm,2020,0.00113182
3C,Europe_Eastern,OilPalm,2025,0.000963263
3C,Europe_Eastern,OtherGrain,2015,4.03195
3C,Europe_Eastern,OtherGrain,2020,3.9347
3C,Europe_Eastern,OtherGrain,2025,3.41262
3C,Europe_Eastern,OtherMeat_Fish,2015,1.1696
3C,Europe_Eastern,OtherMeat_Fish,2020,1.15368
3C,Europe_Eastern,OtherMeat_Fish,2025,0.975552
3C,Europe_Eastern,Pork,2015,2.47027
3C,Europe_Eastern,Pork,2020,2.44402
3C,Europe_Eastern,Pork,2025,2.0796
3C,Europe_Eastern,Poultry,2015,2.73674
3C,Europe_Eastern,Poultry,2020,2.71301
3C,Europe_Eastern,Poultry,2025,2.30598
3C,Europe_Eastern,Rice,2015,0.476287
3C,Europe_Eastern,Rice,2020,0.462184
3C,Europe_Eastern,Rice,2025,0.39778
3C,Europe_Eastern,RootTuber,2015,4.3072
3C,Europe_Eastern,RootTuber,2020,4.18891
3C,Europe_Eastern,RootTuber,2025,3.60235
3C,Europe_Eastern,SheepGoat,2015,0.0290489
3C,Europe_Eastern,SheepGoat,2020,0.0286554
3C,Europe_Eastern,SheepGoat,2025,0.0245603
3C,Europe_Eastern,Soybean,2015,0.322427
3C,Europe_Eastern,Soybean,2020,0.321622
3C,Europe_Eastern,Soybean,2025,0.276469
3C,Europe_Eastern,SugarCrop,2015,6.75695
3C,Europe_Eastern,SugarCrop,2020,6.68237
3C,Europe_Eastern,SugarCrop,2025,5.69457
3C,Europe_Eastern,Vegetables,2015,1.76593
3C,Europe_Eastern,Vegetables,2020,1.74406
3C,Europe_Eastern,Vegetables,2025,1.47914
3C,Europe_Eastern,Wheat,2015,14.8415
3C,Europe_Eastern,Wheat,2020,14.4875
3C,Europe_Eastern,Wheat,2025,12.5384
3C,Europe_Non_EU,Beef,2015,1.70272
3C,Europe_Non_EU,Beef,2020,1.81104
3C,Europe_Non_EU,Beef,2025,1.90935
3C,Europe_Non_EU,Corn,2015,4.49925
3C,Europe_Non_EU,Corn,2020,4.65102
3C,Europe_Non_EU,Corn,2025,4.70334
3C,Europe_Non_EU,Dairy,2015,10.1048
3C,Europe_Non_EU,Dairy,2020,10.6888
3C,Europe_Non_EU,Dairy,2025,11.2284
3C,Europe_Non_EU,FiberCrop,2015,0.902306
3C,Europe_Non_EU,FiberCrop,2020,0.958617
3C,Europe_Non_EU,FiberCrop,2025,1.01069
3C,Europe_Non_EU,Fruits,2015,3.32487
3C,Europe_Non_EU,Fruits,2020,3.53004
3C,Europe_Non_EU,Fruits,2025,3.71397
3C,Europe_Non_EU,Legumes,2015,2.53888
3C,Europe_Non_EU,Legumes,2020,2.70828
3C,Europe_Non_EU,Legumes,2025,2.8662
3C,Europe_Non_EU,MiscCrop,2015,0.968579
3C,Europe_Non_EU,MiscCrop,2020,1.03255
3C,Europe_Non_EU,MiscCrop,2025,1.0896
3C,Europe_Non_EU,NutsSeeds,2015,1.87374
3C,Europe_Non_EU,NutsSeeds,2020,1.98619
3C,Europe_Non_EU,NutsSeeds,2025,2.09628
3C,Europe_Non_EU,OilCrop,2015,5.6082
3C,Europe_Non_EU,OilCrop,2020,5.95952
3C,Europe_Non_EU,OilCrop,2025,6.30859
3C,Europe_Non_EU,OilPalm,2015,2.92033
3C,Europe_Non_EU,OilPalm,2020,3.10941
3C,Europe_Non_EU,OilPalm,2025,3.29141
3C,Europe_Non_EU,OtherGrain,2015,1.2757
3C,Europe_Non_EU,OtherGrain,2020,1.32044
3C,Europe_Non_EU,OtherGrain,2025,1.33636
3C,Europe_Non_EU,OtherMeat_Fish,2015,0.921717
3C,Europe_Non_EU,OtherMeat_Fish,2020,0.980304
3C,Europe_Non_EU,OtherMeat_Fish,2025,1.03313
3C,Europe_Non_EU,Pork,2015,0.811864
3C,Europe_Non_EU,Pork,2020,0.863391
3C,Europe_Non_EU,Pork,2025,0.9101
3C,Europe_Non_EU,Poultry,2015,2.61259
3C,Europe_Non_EU,Poultry,2020,2.78909
3C,Europe_Non_EU,Poultry,2025,2.94877
3C,Europe_Non_EU,Rice,2015,1.91817
3C,Europe_Non_EU,Rice,2020,1.97869
3C,Europe_Non_EU,Rice,2025,1.99939
3C,Europe_Non_EU,RootTuber,2015,2.17153
3C,Europe_Non_EU,RootTuber,2020,2.24441
3C,Europe_Non_EU,RootTuber,2025,2.26726
3C,Europe_Non_EU,SheepGoat,2015,0.66451
3C,Europe_Non_EU,SheepGoat,2020,0.707517
3C,Europe_Non_EU,SheepGoat,2025,0.746548
3C,Europe_Non_EU,Soybean,2015,0.0856566
3C,Europe_Non_EU,Soybean,2020,0.0916427
3C,Europe_Non_EU,Soybean,2025,0.0976608
3C,Europe_Non_EU,SugarCrop,2015,7.57429
3C,Europe_Non_EU,SugarCrop,2020,8.04249
3C,Europe_Non_EU,SugarCrop,2025,8.47734
3C,Europe_Non_EU,Vegetables,2015,2.97867
3C,Europe_Non_EU,Vegetables,2020,3.16231
3C,Europe_Non_EU,Vegetables,2025,3.32705
3C,Europe_Non_EU,Wheat,2015,31.1004
3C,Europe_Non_EU,Wheat,2020,32.3726
3C,Europe_Non_EU,Wheat,2025,33.0058
3C,European Free Trade Association,Beef,2015,0.313763
3C,European Free Trade Association,Beef,2020,0.328222
3C,European Free Trade Association,Beef,2025,0.339205
3C,European Free Trade Association,Corn,2015,0.0118065
3C,European Free Trade Association,Corn,2020,0.0123221
3C,European Free Trade Association,Corn,2025,0.0126045
3C,European Free Trade Association,Dairy,2015,1.88052
3C,European Free Trade Association,Dairy,2020,1.96732
3C,European Free Trade Association,Dairy,2025,2.03247
3C,European Free Trade Association,FiberCrop,2015,0.0001122
3C,European Free Trade Association,FiberCrop,2020,0.000117691
3C,European Free Trade Association,FiberCrop,2025,0.000121815
3C,European Free Trade Association,Fruits,2015,0.384664
3C,European Free Trade Association,Fruits,2020,0.402867
3C,European Free Trade Association,Fruits,2025,0.416297
3C,European Free Trade Association,Legumes,2015,0.108254
3C,European Free Trade Association,Legumes,2020,0.114561
3C,European Free Trade Association,Legumes,2025,0.119196
3C,European Free Trade Association,MiscCrop,2015,0.306516
3C,European Free Trade Association,MiscCrop,2020,0.323744
3C,European Free Trade Association,MiscCrop,2025,0.336546
3C,European Free Trade Association,NutsSeeds,2015,0.28457
3C,European Free Trade Association,NutsSeeds,2020,0.299565
3C,European Free Trade Association,NutsSeeds,2025,0.313125
3C,European Free Trade Association,OilCrop,2015,0.814408
3C,European Free Trade Association,OilCrop,2020,0.852801
3C,European Free Trade Association,OilCrop,2025,0.886418
3C,European Free Trade Association,OilPalm,2015,1.39E-05
3C,European Free Trade Association,OilPalm,2020,1.45E-05
3C,European Free Trade Association,OilPalm,2025,1.51E-05
3C,European Free Trade Association,OtherGrain,2015,0.461462
3C,European Free Trade Association,OtherGrain,2020,0.481154
3C,European Free Trade Association,OtherGrain,2025,0.491378
3C,European Free Trade Association,OtherMeat_Fish,2015,0.425531
3C,European Free Trade Association,OtherMeat_Fish,2020,0.445145
3C,European Free Trade Association,OtherMeat_Fish,2025,0.459678
3C,European Free Trade Association,Pork,2015,0.693366
3C,European Free Trade Association,Pork,2020,0.726544
3C,European Free Trade Association,Pork,2025,0.751651
3C,European Free Trade Association,Poultry,2015,0.38649
3C,European Free Trade Association,Poultry,2020,0.405246
3C,European Free Trade Association,Poultry,2025,0.41955
3C,European Free Trade Association,Rice,2015,0.113994
3C,European Free Trade Association,Rice,2020,0.118561
3C,European Free Trade Association,Rice,2025,0.120922
3C,European Free Trade Association,RootTuber,2015,0.282632
3C,European Free Trade Association,RootTuber,2020,0.294041
3C,European Free Trade Association,RootTuber,2025,0.299212
3C,European Free Trade Association,SheepGoat,2015,0.072193
3C,European Free Trade Association,SheepGoat,2020,0.0754552
3C,European Free Trade Association,SheepGoat,2025,0.0779164
3C,European Free Trade Association,Soybean,2015,0.0761298
3C,European Free Trade Association,Soybean,2020,0.0802926
3C,European Free Trade Association,Soybean,2025,0.0839607
3C,European Free Trade Association,SugarCrop,2015,1.47019
3C,European Free Trade Association,SugarCrop,2020,1.54032
3C,European Free Trade Association,SugarCrop,2025,1.59515
3C,European Free Trade Association,Vegetables,2015,0.198852
3C,European Free Trade Association,Vegetables,2020,0.208256
3C,European Free Trade Association,Vegetables,2025,0.215236
3C,European Free Trade Association,Wheat,2015,2.58109
3C,European Free Trade Association,Wheat,2020,2.70102
3C,European Free Trade Association,Wheat,2025,2.77452
3C,India,Beef,2015,1.76989
3C,India,Beef,2020,1.89003
3C,India,Beef,2025,2.13401
3C,India,Corn,2015,22.4537
3C,India,Corn,2020,23.5139
3C,India,Corn,2025,23.8011
3C,India,Dairy,2015,87.8929
3C,India,Dairy,2020,92.4418
3C,India,Dairy,2025,103.038
3C,India,FiberCrop,2015,7.38015
3C,India,FiberCrop,2020,7.85593
3C,India,FiberCrop,2025,8.80439
3C,India,Fruits,2015,24.4826
3C,India,Fruits,2020,26.0205
3C,India,Fruits,2025,29.15
3C,India,Legumes,2015,52.1996
3C,India,Legumes,2020,55.8926
3C,India,Legumes,2025,62.691
3C,India,MiscCrop,2015,5.4445
3C,India,MiscCrop,2020,5.7938
3C,India,MiscCrop,2025,6.50113
3C,India,NutsSeeds,2015,18.4016
3C,India,NutsSeeds,2020,19.5175
3C,India,NutsSeeds,2025,21.8848
3C,India,OilCrop,2015,36.9156
3C,India,OilCrop,2020,39.3047
3C,India,OilCrop,2025,44.1021
3C,India,OilPalm,2015,13.4429
3C,India,OilPalm,2020,14.3127
3C,India,OilPalm,2025,16.1155
3C,India,OtherGrain,2015,42.7245
3C,India,OtherGrain,2020,44.9513
3C,India,OtherGrain,2025,45.8983
3C,India,OtherMeat_Fish,2015,5.40317
3C,India,OtherMeat_Fish,2020,5.76598
3C,India,OtherMeat_Fish,2025,6.49253
3C,India,Pork,2015,0.878669
3C,India,Pork,2020,0.94106
3C,India,Pork,2025,1.06147
3C,India,Poultry,2015,7.51889
3C,India,Poultry,2020,8.03116
3C,India,Poultry,2025,9.0575
3C,India,Rice,2015,256.13
3C,India,Rice,2020,268.556
3C,India,Rice,2025,273.496
3C,India,RootTuber,2015,21.6363
3C,India,RootTuber,2020,22.6211
3C,India,RootTuber,2025,22.9708
3C,India,SheepGoat,2015,0.922542
3C,India,SheepGoat,2020,0.98443
3C,India,SheepGoat,2025,1.10845
3C,India,Soybean,2015,18.6119
3C,India,Soybean,2020,19.8886
3C,India,Soybean,2025,22.468
3C,India,SugarCrop,2015,91.7063
3C,India,SugarCrop,2020,97.1421
3C,India,SugarCrop,2025,108.363
3C,India,Vegetables,2015,23.1167
3C,India,Vegetables,2020,24.5577
3C,India,Vegetables,2025,27.4992
3C,India,Wheat,2015,209.929
3C,India,Wheat,2020,220.566
3C,India,Wheat,2025,224.925
3C,Indonesia,Beef,2015,0.732685
3C,Indonesia,Beef,2020,0.836237
3C,Indonesia,Beef,2025,0.910347
3C,Indonesia,Corn,2015,13.1878
3C,Indonesia,Corn,2020,13.7791
3C,Indonesia,Corn,2025,14.1455
3C,Indonesia,Dairy,2015,1.20214
3C,Indonesia,Dairy,2020,1.37264
3C,Indonesia,Dairy,2025,1.49368
3C,Indonesia,FiberCrop,2015,1.00E-07
3C,Indonesia,FiberCrop,2020,1.14E-07
3C,Indonesia,FiberCrop,2025,1.24E-07
3C,Indonesia,Fruits,2015,5.64698
3C,Indonesia,Fruits,2020,6.44341
3C,Indonesia,Fruits,2025,6.99043
3C,Indonesia,Legumes,2015,0.692165
3C,Indonesia,Legumes,2020,0.789729
3C,Indonesia,Legumes,2025,0.858937
3C,Indonesia,MiscCrop,2015,1.19417
3C,Indonesia,MiscCrop,2020,1.3655
3C,Indonesia,MiscCrop,2025,1.48441
3C,Indonesia,NutsSeeds,2015,3.68602
3C,Indonesia,NutsSeeds,2020,4.18134
3C,Indonesia,NutsSeeds,2025,4.55052
3C,Indonesia,OilCrop,2015,4.40497
3C,Indonesia,OilCrop,2020,5.01484
3C,Indonesia,OilCrop,2025,5.45445
3C,Indonesia,OilPalm,2015,10.8421
3C,Indonesia,OilPalm,2020,12.4243
3C,Indonesia,OilPalm,2025,13.5469
3C,Indonesia,OtherGrain,2015,0.207042
3C,Indonesia,OtherGrain,2020,0.220574
3C,Indonesia,OtherGrain,2025,0.229752
