# File: Diet_3C_Ref.csv
# Title: 3C Ref diet by region and sector
# Units: Pcal
# Description: Need 2020 and 2025 values
# Column types: cccnn
# ----------
scenario,region,technology,year,value
3C,Indonesia,OtherMeat_Fish,2015,4.33568
3C,Indonesia,OtherMeat_Fish,2020,4.95717
3C,Indonesia,OtherMeat_Fish,2025,5.39025
3C,Indonesia,Pork,2015,0.493831
3C,Indonesia,Pork,2020,0.570819
3C,Indonesia,Pork,2025,0.623065
3C,Indonesia,Poultry,2015,2.90085
3C,Indonesia,Poultry,2020,3.28743
3C,Indonesia,Poultry,2025,3.58248
3C,Indonesia,Rice,2015,87.3594
3C,Indonesia,Rice,2020,91.2226
3C,Indonesia,Rice,2025,93.6014
3C,Indonesia,RootTuber,2015,20.8489
3C,Indonesia,RootTuber,2020,21.7889
3C,Indonesia,RootTuber,2025,22.2962
3C,Indonesia,SheepGoat,2015,0.11283
3C,Indonesia,SheepGoat,2020,0.128936
3C,Indonesia,SheepGoat,2025,0.140195
3C,Indonesia,Soybean,2015,4.1372
3C,Indonesia,Soybean,2020,4.75542
3C,Indonesia,Soybean,2025,5.22171
3C,Indonesia,SugarCrop,2015,17.194
3C,Indonesia,SugarCrop,2020,19.543
3C,Indonesia,SugarCrop,2025,21.2516
3C,Indonesia,Vegetables,2015,2.38305
3C,Indonesia,Vegetables,2020,2.72117
3C,Indonesia,Vegetables,2025,2.95378
3C,Indonesia,Wheat,2015,16.791
3C,Indonesia,Wheat,2020,17.6417
3C,Indonesia,Wheat,2025,18.2024
3C,Japan,Beef,2015,1.35737
3C,Japan,Beef,2020,1.36679
3C,Japan,Beef,2025,1.34464
3C,Japan,Corn,2015,4.17023
3C,Japan,Corn,2020,4.11155
3C,Japan,Corn,2025,4.01772
3C,Japan,Dairy,2015,5.42222
3C,Japan,Dairy,2020,5.45948
3C,Japan,Dairy,2025,5.36875
3C,Japan,FiberCrop,2015,0
3C,Japan,FiberCrop,2020,0
3C,Japan,FiberCrop,2025,0
3C,Japan,Fruits,2015,1.73158
3C,Japan,Fruits,2020,1.74548
3C,Japan,Fruits,2025,1.71651
3C,Japan,Legumes,2015,0.555076
3C,Japan,Legumes,2020,0.562256
3C,Japan,Legumes,2025,0.557284
3C,Japan,MiscCrop,2015,1.35168
3C,Japan,MiscCrop,2020,1.36482
3C,Japan,MiscCrop,2025,1.34378
3C,Japan,NutsSeeds,2015,1.09028
3C,Japan,NutsSeeds,2020,1.10458
3C,Japan,NutsSeeds,2025,1.09951
3C,Japan,OilCrop,2015,8.63794
3C,Japan,OilCrop,2020,8.71216
3C,Japan,OilCrop,2025,8.63493
3C,Japan,OilPalm,2015,0.91637
3C,Japan,OilPalm,2020,0.927584
3C,Japan,OilPalm,2025,0.917139
3C,Japan,OtherGrain,2015,1.70907
3C,Japan,OtherGrain,2020,1.68679
3C,Japan,OtherGrain,2025,1.65024
3C,Japan,OtherMeat_Fish,2015,3.92093
3C,Japan,OtherMeat_Fish,2020,3.94797
3C,Japan,OtherMeat_Fish,2025,3.87939
3C,Japan,Pork,2015,4.20041
3C,Japan,Pork,2020,4.25446
3C,Japan,Pork,2025,4.20294
3C,Japan,Poultry,2015,5.60509
3C,Japan,Poultry,2020,5.65627
3C,Japan,Poultry,2025,5.57228
3C,Japan,Rice,2015,25.1473
3C,Japan,Rice,2020,24.7337
3C,Japan,Rice,2025,24.0704
3C,Japan,RootTuber,2015,2.50809
3C,Japan,RootTuber,2020,2.46828
3C,Japan,RootTuber,2025,2.39714
3C,Japan,SheepGoat,2015,0.0354933
3C,Japan,SheepGoat,2020,0.0358046
3C,Japan,SheepGoat,2025,0.035233
3C,Japan,Soybean,2015,7.57364
3C,Japan,Soybean,2020,7.69324
3C,Japan,Soybean,2025,7.66143
3C,Japan,SugarCrop,2015,7.4691
3C,Japan,SugarCrop,2020,7.53758
3C,Japan,SugarCrop,2025,7.43848
3C,Japan,Vegetables,2015,2.30534
3C,Japan,Vegetables,2020,2.32487
3C,Japan,Vegetables,2025,2.28799
3C,Japan,Wheat,2015,15.5547
3C,Japan,Wheat,2020,15.3827
3C,Japan,Wheat,2025,15.042
3C,Mexico,Beef,2015,2.69235
3C,Mexico,Beef,2020,2.80705
3C,Mexico,Beef,2025,2.96994
3C,Mexico,Corn,2015,31.7784
3C,Mexico,Corn,2020,33.5525
3C,Mexico,Corn,2025,34.512
3C,Mexico,Dairy,2015,6.00235
3C,Mexico,Dairy,2020,6.23181
3C,Mexico,Dairy,2025,6.57185
3C,Mexico,FiberCrop,2015,0.0113142
3C,Mexico,FiberCrop,2020,0.0117447
3C,Mexico,FiberCrop,2025,0.0124026
3C,Mexico,Fruits,2015,3.32921
3C,Mexico,Fruits,2020,3.45938
3C,Mexico,Fruits,2025,3.64715
3C,Mexico,Legumes,2015,3.02245
3C,Mexico,Legumes,2020,3.16625
3C,Mexico,Legumes,2025,3.36504
3C,Mexico,MiscCrop,2015,0.238789
3C,Mexico,MiscCrop,2020,0.249056
3C,Mexico,MiscCrop,2025,0.263448
3C,Mexico,NutsSeeds,2015,1.20644
3C,Mexico,NutsSeeds,2020,1.25845
3C,Mexico,NutsSeeds,2025,1.34125
3C,Mexico,OilCrop,2015,1.94939
3C,Mexico,OilCrop,2020,2.032
3C,Mexico,OilCrop,2025,2.15786
3C,Mexico,OilPalm,2015,2.65447
3C,Mexico,OilPalm,2020,2.77188
3C,Mexico,OilPalm,2025,2.9324
3C,Mexico,OtherGrain,2015,2.87666
3C,Mexico,OtherGrain,2020,3.02881
3C,Mexico,OtherGrain,2025,3.11207
3C,Mexico,OtherMeat_Fish,2015,1.63409
3C,Mexico,OtherMeat_Fish,2020,1.6946
3C,Mexico,OtherMeat_Fish,2025,1.78521
3C,Mexico,Pork,2015,4.40361
3C,Mexico,Pork,2020,4.58593
3C,Mexico,Pork,2025,4.84881
3C,Mexico,Poultry,2015,6.17833
3C,Mexico,Poultry,2020,6.42009
3C,Mexico,Poultry,2025,6.77687
3C,Mexico,Rice,2015,1.87343
3C,Mexico,Rice,2020,1.96007
3C,Mexico,Rice,2025,2.00885
3C,Mexico,RootTuber,2015,1.01723
3C,Mexico,RootTuber,2020,1.06789
3C,Mexico,RootTuber,2025,1.09301
3C,Mexico,SheepGoat,2015,0.152991
3C,Mexico,SheepGoat,2020,0.159733
3C,Mexico,SheepGoat,2025,0.168651
3C,Mexico,Soybean,2015,3.51117
3C,Mexico,Soybean,2020,3.67823
3C,Mexico,Soybean,2025,3.92421
3C,Mexico,SugarCrop,2015,12.915
3C,Mexico,SugarCrop,2020,13.4494
3C,Mexico,SugarCrop,2025,14.2238
3C,Mexico,Vegetables,2015,1.30057
3C,Mexico,Vegetables,2020,1.35189
3C,Mexico,Vegetables,2025,1.42574
3C,Mexico,Wheat,2015,7.23305
3C,Mexico,Wheat,2020,7.63143
3C,Mexico,Wheat,2025,7.86501
3C,Middle East,Beef,2015,2.40142
3C,Middle East,Beef,2020,2.63034
3C,Middle East,Beef,2025,2.87154
3C,Middle East,Corn,2015,5.90696
3C,Middle East,Corn,2020,6.48655
3C,Middle East,Corn,2025,6.92831
3C,Middle East,Dairy,2015,10.9855
3C,Middle East,Dairy,2020,12.0197
3C,Middle East,Dairy,2025,13.1126
3C,Middle East,FiberCrop,2015,0.305946
3C,Middle East,FiberCrop,2020,0.335335
3C,Middle East,FiberCrop,2025,0.366555
3C,Middle East,Fruits,2015,10.0523
3C,Middle East,Fruits,2020,11.0037
3C,Middle East,Fruits,2025,11.998
3C,Middle East,Legumes,2015,4.41705
3C,Middle East,Legumes,2020,4.85969
3C,Middle East,Legumes,2025,5.32941
3C,Middle East,MiscCrop,2015,2.78961
3C,Middle East,MiscCrop,2020,3.06189
3C,Middle East,MiscCrop,2025,3.34332
3C,Middle East,NutsSeeds,2015,3.83736
3C,Middle East,NutsSeeds,2020,4.21263
3C,Middle East,NutsSeeds,2025,4.62947
3C,Middle East,OilCrop,2015,11.657
3C,Middle East,OilCrop,2020,12.7243
3C,Middle East,OilCrop,2025,13.962
3C,Middle East,OilPalm,2015,8.48023
3C,Middle East,OilPalm,2020,9.30135
3C,Middle East,OilPalm,2025,10.1885
3C,Middle East,OtherGrain,2015,2.78349
3C,Middle East,OtherGrain,2020,3.06145
3C,Middle East,OtherGrain,2025,3.2796
3C,Middle East,OtherMeat_Fish,2015,3.38606
3C,Middle East,OtherMeat_Fish,2020,3.70757
3C,Middle East,OtherMeat_Fish,2025,4.04161
3C,Middle East,Pork,2015,0.0918759
3C,Middle East,Pork,2020,0.101174
3C,Middle East,Pork,2025,0.110489
3C,Middle East,Poultry,2015,9.37415
3C,Middle East,Poultry,2020,10.3084
3C,Middle East,Poultry,2025,11.2803
3C,Middle East,Rice,2015,19.6871
3C,Middle East,Rice,2020,21.4948
3C,Middle East,Rice,2025,22.9139
3C,Middle East,RootTuber,2015,4.08763
3C,Middle East,RootTuber,2020,4.46972
3C,Middle East,RootTuber,2025,4.75199
3C,Middle East,SheepGoat,2015,2.09165
3C,Middle East,SheepGoat,2020,2.29193
3C,Middle East,SheepGoat,2025,2.50037
3C,Middle East,Soybean,2015,6.52925
3C,Middle East,Soybean,2020,7.1959
3C,Middle East,Soybean,2025,7.94005
3C,Middle East,SugarCrop,2015,22.3954
3C,Middle East,SugarCrop,2020,24.4743
3C,Middle East,SugarCrop,2025,26.7523
3C,Middle East,Vegetables,2015,4.91029
3C,Middle East,Vegetables,2020,5.37663
3C,Middle East,Vegetables,2025,5.86252
3C,Middle East,Wheat,2015,76.65
3C,Middle East,Wheat,2020,84.3589
3C,Middle East,Wheat,2025,90.4194
3C,Pakistan,Beef,2015,2.17703
3C,Pakistan,Beef,2020,2.35036
3C,Pakistan,Beef,2025,2.65132
3C,Pakistan,Corn,2015,8.8765
3C,Pakistan,Corn,2020,9.30661
3C,Pakistan,Corn,2025,9.99127
3C,Pakistan,Dairy,2015,23.8275
3C,Pakistan,Dairy,2020,25.6614
3C,Pakistan,Dairy,2025,28.9185
3C,Pakistan,FiberCrop,2015,0.649225
3C,Pakistan,FiberCrop,2020,0.695731
3C,Pakistan,FiberCrop,2025,0.779137
3C,Pakistan,Fruits,2015,2.16452
3C,Pakistan,Fruits,2020,2.33135
3C,Pakistan,Fruits,2025,2.62783
3C,Pakistan,Legumes,2015,2.35522
3C,Pakistan,Legumes,2020,2.56165
3C,Pakistan,Legumes,2025,2.90899
3C,Pakistan,MiscCrop,2015,0.373482
3C,Pakistan,MiscCrop,2020,0.404778
3C,Pakistan,MiscCrop,2025,0.458675
3C,Pakistan,NutsSeeds,2015,0.544034
3C,Pakistan,NutsSeeds,2020,0.597185
3C,Pakistan,NutsSeeds,2025,0.687329
3C,Pakistan,OilCrop,2015,0.393936
3C,Pakistan,OilCrop,2020,0.426002
3C,Pakistan,OilCrop,2025,0.483937
3C,Pakistan,OilPalm,2015,7.05014
3C,Pakistan,OilPalm,2020,7.65398
3C,Pakistan,OilPalm,2025,8.69213
3C,Pakistan,OtherGrain,2015,0.927065
3C,Pakistan,OtherGrain,2020,0.97382
3C,Pakistan,OtherGrain,2025,1.05259
3C,Pakistan,OtherMeat_Fish,2015,1.32499
3C,Pakistan,OtherMeat_Fish,2020,1.43317
3C,Pakistan,OtherMeat_Fish,2025,1.62189
3C,Pakistan,Pork,2015,9.88E-05
3C,Pakistan,Pork,2020,0.000107287
3C,Pakistan,Pork,2025,0.000121856
3C,Pakistan,Poultry,2015,1.73537
3C,Pakistan,Poultry,2020,1.87118
3C,Pakistan,Poultry,2025,2.11281
3C,Pakistan,Rice,2015,7.05457
3C,Pakistan,Rice,2020,7.48236
3C,Pakistan,Rice,2025,8.13568
3C,Pakistan,RootTuber,2015,1.58409
3C,Pakistan,RootTuber,2020,1.68544
3C,Pakistan,RootTuber,2025,1.84021
3C,Pakistan,SheepGoat,2015,0.609331
3C,Pakistan,SheepGoat,2020,0.657607
3C,Pakistan,SheepGoat,2025,0.742551
3C,Pakistan,Soybean,2015,0.664236
3C,Pakistan,Soybean,2020,0.722926
3C,Pakistan,Soybean,2025,0.826846
3C,Pakistan,SugarCrop,2015,14.4485
3C,Pakistan,SugarCrop,2020,15.4213
3C,Pakistan,SugarCrop,2025,17.2176
3C,Pakistan,Vegetables,2015,1.45049
3C,Pakistan,Vegetables,2020,1.5681
3C,Pakistan,Vegetables,2025,1.77226
3C,Pakistan,Wheat,2015,53.5049
3C,Pakistan,Wheat,2020,57.2524
3C,Pakistan,Wheat,2025,62.579
3C,Russia,Beef,2015,2.93984
3C,Russia,Beef,2020,2.98915
3C,Russia,Beef,2025,3.00595
3C,Russia,Corn,2015,0.163684
3C,Russia,Corn,2020,0.16453
3C,Russia,Corn,2025,0.16352
3C,Russia,Dairy,2015,13.0714
3C,Russia,Dairy,2020,13.2902
3C,Russia,Dairy,2025,13.3597
3C,Russia,Fruits,2015,2.67152
3C,Russia,Fruits,2020,2.71624
3C,Russia,Fruits,2025,2.72905
3C,Russia,Legumes,2015,0.748327
3C,Russia,Legumes,2020,0.763956
3C,Russia,Legumes,2025,0.772096
3C,Russia,MiscCrop,2015,0.768729
3C,Russia,MiscCrop,2020,0.783954
3C,Russia,MiscCrop,2025,0.788938
3C,Russia,NutsSeeds,2015,0.600802
3C,Russia,NutsSeeds,2020,0.614033
3C,Russia,NutsSeeds,2025,0.625823
3C,Russia,OilCrop,2015,10.4249
3C,Russia,OilCrop,2020,10.6335
3C,Russia,OilCrop,2025,10.7663
3C,Russia,OtherGrain,2015,5.14247
3C,Russia,OtherGrain,2020,5.19647
3C,Russia,OtherGrain,2025,5.18791
3C,Russia,OtherMeat_Fish,2015,2.79936
3C,Russia,OtherMeat_Fish,2020,2.84392
3C,Russia,OtherMeat_Fish,2025,2.85525
3C,Russia,Pork,2015,6.42436
3C,Russia,Pork,2020,6.5435
3C,Russia,Pork,2025,6.58601
3C,Russia,Poultry,2015,6.13485
3C,Russia,Poultry,2020,6.24644
3C,Russia,Poultry,2025,6.28955
3C,Russia,Rice,2015,1.80215
3C,Russia,Rice,2020,1.80722
3C,Russia,Rice,2025,1.79214
3C,Russia,RootTuber,2015,6.80359
3C,Russia,RootTuber,2020,6.82419
3C,Russia,RootTuber,2025,6.76031
3C,Russia,SheepGoat,2015,0.299575
3C,Russia,SheepGoat,2020,0.304117
3C,Russia,SheepGoat,2025,0.305995
3C,Russia,Soybean,2015,0.612169
3C,Russia,Soybean,2020,0.626347
3C,Russia,Soybean,2025,0.635667
3C,Russia,SugarCrop,2015,14.0346
3C,Russia,SugarCrop,2020,14.29
3C,Russia,SugarCrop,2025,14.3948
3C,Russia,Vegetables,2015,2.54075
3C,Russia,Vegetables,2020,2.58336
3C,Russia,Vegetables,2025,2.59617
3C,Russia,Wheat,2015,37.6209
3C,Russia,Wheat,2020,37.9564
3C,Russia,Wheat,2025,37.8304
3C,South Africa,Beef,2015,1.63586
3C,South Africa,Beef,2020,1.71331
3C,South Africa,Beef,2025,1.81502
3C,South Africa,Corn,2015,14.4555
3C,South Africa,Corn,2020,15.3358
3C,South Africa,Corn,2025,15.8915
3C,South Africa,Dairy,2015,1.44074
3C,South Africa,Dairy,2020,1.49453
3C,South Africa,Dairy,2025,1.57158
3C,South Africa,FiberCrop,2015,0.0097257
3C,South Africa,FiberCrop,2020,0.010053
3C,South Africa,FiberCrop,2025,0.0105616
3C,South Africa,Fruits,2015,0.464319
3C,South Africa,Fruits,2020,0.479463
3C,South Africa,Fruits,2025,0.502611
3C,South Africa,Legumes,2015,0.289059
3C,South Africa,Legumes,2020,0.300039
3C,South Africa,Legumes,2025,0.316488
3C,South Africa,MiscCrop,2015,0.186143
3C,South Africa,MiscCrop,2020,0.192554
3C,South Africa,MiscCrop,2025,0.202168
3C,South Africa,NutsSeeds,2015,0.248856
3C,South Africa,NutsSeeds,2020,0.258539
3C,South Africa,NutsSeeds,2025,0.273895
3C,South Africa,OilCrop,2015,2.27863
3C,South Africa,OilCrop,2020,2.38284
3C,South Africa,OilCrop,2025,2.53572
3C,South Africa,OilPalm,2015,1.84821
3C,South Africa,OilPalm,2020,1.91466
3C,South Africa,OilPalm,2025,2.01709
3C,South Africa,OtherGrain,2015,1.62109
3C,South Africa,OtherGrain,2020,1.72226
3C,South Africa,OtherGrain,2025,1.78819
3C,South Africa,OtherMeat_Fish,2015,0.562497
3C,South Africa,OtherMeat_Fish,2020,0.580301
3C,South Africa,OtherMeat_Fish,2025,0.607924
3C,South Africa,Pork,2015,0.423573
3C,South Africa,Pork,2020,0.438773
3C,South Africa,Pork,2025,0.460946
3C,South Africa,Poultry,2015,2.50507
3C,South Africa,Poultry,2020,2.58846
3C,South Africa,Poultry,2025,2.71812
3C,South Africa,Rice,2015,2.50627
3C,South Africa,Rice,2020,2.64084
3C,South Africa,Rice,2025,2.74
3C,South Africa,RootTuber,2015,1.05106
3C,South Africa,RootTuber,2020,1.1149
3C,South Africa,RootTuber,2025,1.15378
3C,South Africa,SheepGoat,2015,0.294229
3C,South Africa,SheepGoat,2020,0.306046
3C,South Africa,SheepGoat,2025,0.322174
3C,South Africa,Soybean,2015,1.88793
3C,South Africa,Soybean,2020,1.96523
3C,South Africa,Soybean,2025,2.08322
3C,South Africa,SugarCrop,2015,5.48936
3C,South Africa,SugarCrop,2020,5.71735
3C,South Africa,SugarCrop,2025,6.03477
3C,South Africa,Vegetables,2015,0.521338
3C,South Africa,Vegetables,2020,0.53845
3C,South Africa,Vegetables,2025,0.564465
3C,South Africa,Wheat,2015,7.33326
3C,South Africa,Wheat,2020,7.82517
3C,South Africa,Wheat,2025,8.1669
3C,South America_Northern,Beef,2015,0.747359
3C,South America_Northern,Beef,2020,0.593083
3C,South America_Northern,Beef,2025,0.617142
3C,South America_Northern,Corn,2015,3.91932
3C,South America_Northern,Corn,2020,2.59079
3C,South America_Northern,Corn,2025,2.77722
3C,South America_Northern,Dairy,2015,1.60408
3C,South America_Northern,Dairy,2020,1.26395
3C,South America_Northern,Dairy,2025,1.31495
3C,South America_Northern,FiberCrop,2015,0.0092693
3C,South America_Northern,FiberCrop,2020,0.00738116
3C,South America_Northern,FiberCrop,2025,0.00767484
3C,South America_Northern,Fruits,2015,1.19245
3C,South America_Northern,Fruits,2020,0.940895
3C,South America_Northern,Fruits,2025,0.979183
3C,South America_Northern,Legumes,2015,0.524582
3C,South America_Northern,Legumes,2020,0.414026
3C,South America_Northern,Legumes,2025,0.433564
3C,South America_Northern,MiscCrop,2015,0.0832216
3C,South America_Northern,MiscCrop,2020,0.06577
3C,South America_Northern,MiscCrop,2025,0.0684701
3C,South America_Northern,NutsSeeds,2015,0.0428447
3C,South America_Northern,NutsSeeds,2020,0.0346531
3C,South America_Northern,NutsSeeds,2025,0.0364048
3C,South America_Northern,OilCrop,2015,0.327276
3C,South America_Northern,OilCrop,2020,0.263648
3C,South America_Northern,OilCrop,2025,0.276575
3C,South America_Northern,OilPalm,2015,0.938609
3C,South America_Northern,OilPalm,2020,0.745629
3C,South America_Northern,OilPalm,2025,0.777188
3C,South America_Northern,OtherGrain,2015,0.81992
3C,South America_Northern,OtherGrain,2020,0.539169
3C,South America_Northern,OtherGrain,2025,0.580897
3C,South America_Northern,OtherMeat_Fish,2015,0.300724
3C,South America_Northern,OtherMeat_Fish,2020,0.236716
3C,South America_Northern,OtherMeat_Fish,2025,0.246044
3C,South America_Northern,Pork,2015,0.479909
3C,South America_Northern,Pork,2020,0.37924
3C,South America_Northern,Pork,2025,0.395315
3C,South America_Northern,Poultry,2015,1.32531
3C,South America_Northern,Poultry,2020,1.04587
3C,South America_Northern,Poultry,2025,1.08996
3C,South America_Northern,Rice,2015,2.57836
3C,South America_Northern,Rice,2020,1.69725
3C,South America_Northern,Rice,2025,1.81484
3C,South America_Northern,RootTuber,2015,0.741185
3C,South America_Northern,RootTuber,2020,0.484223
3C,South America_Northern,RootTuber,2025,0.517591
3C,South America_Northern,SheepGoat,2015,0.0152194
3C,South America_Northern,SheepGoat,2020,0.0121803
3C,South America_Northern,SheepGoat,2025,0.0126661
3C,South America_Northern,Soybean,2015,2.77058
3C,South America_Northern,Soybean,2020,2.20326
3C,South America_Northern,Soybean,2025,2.31303
3C,South America_Northern,SugarCrop,2015,4.03302
3C,South America_Northern,SugarCrop,2020,3.18543
3C,South America_Northern,SugarCrop,2025,3.31824
3C,South America_Northern,Vegetables,2015,0.33728
3C,South America_Northern,Vegetables,2020,0.265915
3C,South America_Northern,Vegetables,2025,0.276654
3C,South America_Northern,Wheat,2015,3.66452
3C,South America_Northern,Wheat,2020,2.39516
3C,South America_Northern,Wheat,2025,2.57976
3C,South America_Southern,Beef,2015,1.99543
3C,South America_Southern,Beef,2020,2.13534
3C,South America_Southern,Beef,2025,2.27407
3C,South America_Southern,Corn,2015,6.14866
3C,South America_Southern,Corn,2020,6.66376
3C,South America_Southern,Corn,2025,6.87734
3C,South America_Southern,Dairy,2015,4.00068
3C,South America_Southern,Dairy,2020,4.28762
3C,South America_Southern,Dairy,2025,4.57047
3C,South America_Southern,FiberCrop,2015,0.154709
3C,South America_Southern,FiberCrop,2020,0.165823
3C,South America_Southern,FiberCrop,2025,0.17762
3C,South America_Southern,Fruits,2015,3.39644
3C,South America_Southern,Fruits,2020,3.64321
3C,South America_Southern,Fruits,2025,3.88222
3C,South America_Southern,Legumes,2015,1.30912
3C,South America_Southern,Legumes,2020,1.41251
3C,South America_Southern,Legumes,2025,1.51733
3C,South America_Southern,MiscCrop,2015,0.388031
3C,South America_Southern,MiscCrop,2020,0.416567
3C,South America_Southern,MiscCrop,2025,0.444624
3C,South America_Southern,NutsSeeds,2015,0.517749
3C,South America_Southern,NutsSeeds,2020,0.557793
3C,South America_Southern,NutsSeeds,2025,0.601695
3C,South America_Southern,OilCrop,2015,1.3575
3C,South America_Southern,OilCrop,2020,1.45948
3C,South America_Southern,OilCrop,2025,1.56651
3C,South America_Southern,OilPalm,2015,1.98088
3C,South America_Southern,OilPalm,2020,2.12646
3C,South America_Southern,OilPalm,2025,2.27322
3C,South America_Southern,OtherGrain,2015,2.26609
3C,South America_Southern,OtherGrain,2020,2.45663
3C,South America_Southern,OtherGrain,2025,2.5412
3C,South America_Southern,OtherMeat_Fish,2015,1.6915
3C,South America_Southern,OtherMeat_Fish,2020,1.81043
3C,South America_Southern,OtherMeat_Fish,2025,1.92689
3C,South America_Southern,Pork,2015,2.20779
3C,South America_Southern,Pork,2020,2.37508
3C,South America_Southern,Pork,2025,2.53913
3C,South America_Southern,Poultry,2015,3.97422
3C,South America_Southern,Poultry,2020,4.26056
3C,South America_Southern,Poultry,2025,4.55172
3C,South America_Southern,Rice,2015,8.20802
3C,South America_Southern,Rice,2020,8.85774
3C,South America_Southern,Rice,2025,9.1257
3C,South America_Southern,RootTuber,2015,5.27537
3C,South America_Southern,RootTuber,2020,5.69078
3C,South America_Southern,RootTuber,2025,5.84554
3C,South America_Southern,SheepGoat,2015,0.12134
3C,South America_Southern,SheepGoat,2020,0.130074
3C,South America_Southern,SheepGoat,2025,0.138469
3C,South America_Southern,Soybean,2015,2.52416
3C,South America_Southern,Soybean,2020,2.73629
3C,South America_Southern,Soybean,2025,2.95798
3C,South America_Southern,SugarCrop,2015,7.29413
3C,South America_Southern,SugarCrop,2020,7.83124
3C,South America_Southern,SugarCrop,2025,8.37464
3C,South America_Southern,Vegetables,2015,0.920068
3C,South America_Southern,Vegetables,2020,0.987066
3C,South America_Southern,Vegetables,2025,1.05193
3C,South America_Southern,Wheat,2015,11.7647
3C,South America_Southern,Wheat,2020,12.7701
3C,South America_Southern,Wheat,2025,13.2176
3C,South Asia,Beef,2015,0.741885
3C,South Asia,Beef,2020,0.892916
3C,South Asia,Beef,2025,1.00316
3C,South Asia,Corn,2015,3.54482
3C,South Asia,Corn,2020,3.73537
3C,South Asia,Corn,2025,3.94914
3C,South Asia,Dairy,2015,4.27882
3C,South Asia,Dairy,2020,5.12465
3C,South Asia,Dairy,2025,5.73081
3C,South Asia,FiberCrop,2015,0.057849
3C,South Asia,FiberCrop,2020,0.0699311
3C,South Asia,FiberCrop,2025,0.079048
3C,South Asia,Fruits,2015,2.69352
3C,South Asia,Fruits,2020,3.25178
3C,South Asia,Fruits,2025,3.66181
3C,South Asia,Legumes,2015,4.0926
3C,South Asia,Legumes,2020,4.96005
3C,South Asia,Legumes,2025,5.61309
3C,South Asia,MiscCrop,2015,1.09796
3C,South Asia,MiscCrop,2020,1.32632
3C,South Asia,MiscCrop,2025,1.49442
3C,South Asia,NutsSeeds,2015,0.767146
3C,South Asia,NutsSeeds,2020,0.922098
3C,South Asia,NutsSeeds,2025,1.04166
3C,South Asia,OilCrop,2015,3.82021
3C,South Asia,OilCrop,2020,4.64169
3C,South Asia,OilCrop,2025,5.29419
3C,South Asia,OilPalm,2015,5.40848
3C,South Asia,OilPalm,2020,6.5691
3C,South Asia,OilPalm,2025,7.4411
3C,South Asia,OtherGrain,2015,1.12139
3C,South Asia,OtherGrain,2020,1.18265
3C,South Asia,OtherGrain,2025,1.25057
3C,South Asia,OtherMeat_Fish,2015,2.61357
3C,South Asia,OtherMeat_Fish,2020,3.1584
3C,South Asia,OtherMeat_Fish,2025,3.55198
3C,South Asia,Pork,2015,0.0393288
3C,South Asia,Pork,2020,0.047612
3C,South Asia,Pork,2025,0.0534082
3C,South Asia,Poultry,2015,1.10286
3C,South Asia,Poultry,2020,1.32947
3C,South Asia,Poultry,2025,1.50791
3C,South Asia,Rice,2015,94.2673
3C,South Asia,Rice,2020,99.5724
3C,South Asia,Rice,2025,104.92
3C,South Asia,RootTuber,2015,6.0564
3C,South Asia,RootTuber,2020,6.40058
3C,South Asia,RootTuber,2025,6.72321
3C,South Asia,SheepGoat,2015,0.467938
3C,South Asia,SheepGoat,2020,0.565226
3C,South Asia,SheepGoat,2025,0.635914
3C,South Asia,Soybean,2015,3.61571
3C,South Asia,Soybean,2020,4.40141
3C,South Asia,Soybean,2025,5.01999
3C,South Asia,SugarCrop,2015,7.73538
3C,South Asia,SugarCrop,2020,9.3399
3C,South Asia,SugarCrop,2025,10.5549
3C,South Asia,Vegetables,2015,2.88749
3C,South Asia,Vegetables,2020,3.48468
3C,South Asia,Vegetables,2025,3.92249
3C,South Asia,Wheat,2015,25.571
3C,South Asia,Wheat,2020,27.1985
3C,South Asia,Wheat,2025,28.8041
3C,South Korea,Beef,2015,0.821569
3C,South Korea,Beef,2020,0.859246
3C,South Korea,Beef,2025,0.858788
3C,South Korea,Corn,2015,1.32993
3C,South Korea,Corn,2020,1.3557
3C,South Korea,Corn,2025,1.34531
3C,South Korea,Dairy,2015,0.94275
3C,South Korea,Dairy,2020,0.987822
3C,South Korea,Dairy,2025,0.990978
3C,South Korea,FiberCrop,2015,0.18913
3C,South Korea,FiberCrop,2020,0.198788
3C,South Korea,FiberCrop,2025,0.199931
3C,South Korea,Fruits,2015,0.830432
3C,South Korea,Fruits,2020,0.871161
3C,South Korea,Fruits,2025,0.873932
3C,South Korea,Legumes,2015,0.152224
3C,South Korea,Legumes,2020,0.160684
3C,South Korea,Legumes,2025,0.16147
3C,South Korea,MiscCrop,2015,0.173676
3C,South Korea,MiscCrop,2020,0.182557
3C,South Korea,MiscCrop,2025,0.183362
3C,South Korea,NutsSeeds,2015,0.695078
3C,South Korea,NutsSeeds,2020,0.733522
3C,South Korea,NutsSeeds,2025,0.746025
3C,South Korea,OilCrop,2015,2.11543
3C,South Korea,OilCrop,2020,2.22394
3C,South Korea,OilCrop,2025,2.25581
3C,South Korea,OilPalm,2015,1.25027
3C,South Korea,OilPalm,2020,1.31658
3C,South Korea,OilPalm,2025,1.32759
3C,South Korea,OtherGrain,2015,0.822556
3C,South Korea,OtherGrain,2020,0.842934
3C,South Korea,OtherGrain,2025,0.836459
