# File: EL2_foodgrouptargets_current_population_updated.csv
# Title: EAT_Lancet diet targets by AgMIP EL2
# Unit: Various
# Description: The data provides 2020 dietary intake and changes needed to reach 2050 EAT target by food group
# Source: AgMIP Marco Springmann
# Column types: ccccccin 
# ----------
Measure,Age,Diet_scenario,Unit,Food_group,Region,Year,Value
"abs","adults","FLX","g/d_w","lamb","VCT","2010",0.803655328836587
"abs","adults","FLX","g/d_w","lamb","VCT","2020",0.500990730148928
"abs","adults","FLX","g/d_w","lamb","VEN","2010",0.213265914149136
"abs","adults","FLX","g/d_w","lamb","VEN","2020",0.289310582743608
"abs","adults","FLX","g/d_w","lamb","VNM","2010",0.0747195945795835
"abs","adults","FLX","g/d_w","lamb","VNM","2020",0.154518438426235
"abs","adults","FLX","g/d_w","lamb","VUT","2010",0.971674985265
"abs","adults","FLX","g/d_w","lamb","VUT","2020",0.205400494178925
"abs","adults","FLX","g/d_w","lamb","WSM","2010",3.27938351213704
"abs","adults","FLX","g/d_w","lamb","WSM","2020",2.2371100860145
"abs","adults","FLX","g/d_w","lamb","YEM","2010",5.06447065359166
"abs","adults","FLX","g/d_w","lamb","YEM","2020",8.30388812806806
"abs","adults","FLX","g/d_w","lamb","ZAF","2010",2.07321736984039
"abs","adults","FLX","g/d_w","lamb","ZAF","2020",1.92500321966262
"abs","adults","FLX","g/d_w","lamb","ZMB","2010",2.67259756446611
"abs","adults","FLX","g/d_w","lamb","ZMB","2020",2.53965108121796
"abs","adults","FLX","g/d_w","lamb","ZWE","2010",1.02662911150053
"abs","adults","FLX","g/d_w","lamb","ZWE","2020",1.25093422492282
"abs","adults","FLX","g/d_w","pork","WLD","2010",4.95717995070815
"abs","adults","FLX","g/d_w","pork","WLD","2020",4.74181419999438
"abs","adults","FLX","g/d_w","pork","HIC","2010",7.27735650639245
"abs","adults","FLX","g/d_w","pork","HIC","2020",7.25736576716964
"abs","adults","FLX","g/d_w","pork","UMC","2010",7.54660397250173
"abs","adults","FLX","g/d_w","pork","UMC","2020",7.24395315678715
"abs","adults","FLX","g/d_w","pork","LMC","2010",1.88163052133327
"abs","adults","FLX","g/d_w","pork","LMC","2020",1.89075455426219
"abs","adults","FLX","g/d_w","pork","LIC","2010",1.51698288404163
"abs","adults","FLX","g/d_w","pork","LIC","2020",2.00632015506414
"abs","adults","FLX","g/d_w","pork","NAC","2010",5.65006472088362
"abs","adults","FLX","g/d_w","pork","NAC","2020",5.93391977964783
"abs","adults","FLX","g/d_w","pork","LCN","2010",4.14207436690999
"abs","adults","FLX","g/d_w","pork","LCN","2020",5.07102925385762
"abs","adults","FLX","g/d_w","pork","ECS","2010",7.20360024185152
"abs","adults","FLX","g/d_w","pork","ECS","2020",7.44645764022551
"abs","adults","FLX","g/d_w","pork","MEA","2010",0.0453012518002204
"abs","adults","FLX","g/d_w","pork","MEA","2020",0.0413034220400954
"abs","adults","FLX","g/d_w","pork","SAS","2010",0.448815417149712
"abs","adults","FLX","g/d_w","pork","SAS","2020",0.333582185281605
"abs","adults","FLX","g/d_w","pork","EAS","2010",9.53366726216946
"abs","adults","FLX","g/d_w","pork","EAS","2020",8.94493637525714
"abs","adults","FLX","g/d_w","pork","SSF","2010",1.92182573090863
"abs","adults","FLX","g/d_w","pork","SSF","2020",2.42513241538713
"abs","adults","FLX","g/d_w","pork","AGO","2010",6.12975080331303
"abs","adults","FLX","g/d_w","pork","AGO","2020",8.20830361637014
"abs","adults","FLX","g/d_w","pork","ALB","2010",3.57116009772654
"abs","adults","FLX","g/d_w","pork","ALB","2020",2.66568008835469
"abs","adults","FLX","g/d_w","pork","ARG","2010",1.61791712620789
"abs","adults","FLX","g/d_w","pork","ARG","2020",2.91649206147692
"abs","adults","FLX","g/d_w","pork","ARM","2010",2.80663798695095
"abs","adults","FLX","g/d_w","pork","ARM","2020",2.92723389571592
"abs","adults","FLX","g/d_w","pork","ATG","2010",6.31415722672702
"abs","adults","FLX","g/d_w","pork","ATG","2020",9.56966199097638
"abs","adults","FLX","g/d_w","pork","AUS","2010",3.98703061932643
"abs","adults","FLX","g/d_w","pork","AUS","2020",4.37206495641434
"abs","adults","FLX","g/d_w","pork","AUT","2010",10.692760772754
"abs","adults","FLX","g/d_w","pork","AUT","2020",10.0878940305013
"abs","adults","FLX","g/d_w","pork","AZE","2010",0.187351004701607
"abs","adults","FLX","g/d_w","pork","AZE","2020",0.323417336380894
"abs","adults","FLX","g/d_w","pork","BDI","2020",2.61812861917192
"abs","adults","FLX","g/d_w","pork","BEL","2010",8.639494903835
"abs","adults","FLX","g/d_w","pork","BEL","2020",8.917469673755
"abs","adults","FLX","g/d_w","pork","BEN","2010",1.32186326838183
"abs","adults","FLX","g/d_w","pork","BEN","2020",1.34543033980882
"abs","adults","FLX","g/d_w","pork","BFA","2010",2.24865684971414
"abs","adults","FLX","g/d_w","pork","BFA","2020",8.29727541442432
"abs","adults","FLX","g/d_w","pork","BGR","2010",10.6570631730379
"abs","adults","FLX","g/d_w","pork","BGR","2020",11.6981854617563
"abs","adults","FLX","g/d_w","pork","BHR","2020",0.264927925700129
"abs","adults","FLX","g/d_w","pork","BHS","2010",7.4349737999622
"abs","adults","FLX","g/d_w","pork","BHS","2020",10.6518266738107
"abs","adults","FLX","g/d_w","pork","BIH","2010",5.22010556944575
"abs","adults","FLX","g/d_w","pork","BIH","2020",5.43176084520227
"abs","adults","FLX","g/d_w","pork","BLR","2010",9.25364305748508
"abs","adults","FLX","g/d_w","pork","BLR","2020",9.08557767967992
"abs","adults","FLX","g/d_w","pork","BLZ","2010",9.80547743724873
"abs","adults","FLX","g/d_w","pork","BLZ","2020",11.68292984465
"abs","adults","FLX","g/d_w","pork","BOL","2010",3.46202546431492
"abs","adults","FLX","g/d_w","pork","BOL","2020",3.519871136928
"abs","adults","FLX","g/d_w","pork","BRA","2010",3.16458491261219
"abs","adults","FLX","g/d_w","pork","BRA","2020",3.68933222221957
"abs","adults","FLX","g/d_w","pork","BRB","2010",4.06934451919651
"abs","adults","FLX","g/d_w","pork","BRB","2020",6.99066940330911
"abs","adults","FLX","g/d_w","pork","BTN","2020",2.14903050236519
"abs","adults","FLX","g/d_w","pork","BWA","2010",0.339650969501365
"abs","adults","FLX","g/d_w","pork","BWA","2020",0.264171539907666
"abs","adults","FLX","g/d_w","pork","CAF","2010",1.7387049836111
"abs","adults","FLX","g/d_w","pork","CAF","2020",1.5391295340526
"abs","adults","FLX","g/d_w","pork","CAN","2010",6.15242448512553
"abs","adults","FLX","g/d_w","pork","CAN","2020",5.75935804073579
"abs","adults","FLX","g/d_w","pork","CHE","2010",7.84837225029002
"abs","adults","FLX","g/d_w","pork","CHE","2020",7.60442025820383
"abs","adults","FLX","g/d_w","pork","CHL","2010",7.04237653372816
"abs","adults","FLX","g/d_w","pork","CHL","2020",6.38020315484075
"abs","adults","FLX","g/d_w","pork","CHN","2010",11.3340469841286
"abs","adults","FLX","g/d_w","pork","CHN","2020",10.4789626940463
"abs","adults","FLX","g/d_w","pork","CIV","2010",1.56768566814677
"abs","adults","FLX","g/d_w","pork","CIV","2020",2.05372244279407
"abs","adults","FLX","g/d_w","pork","CMR","2010",2.34916475075378
"abs","adults","FLX","g/d_w","pork","CMR","2020",2.01601217608735
"abs","adults","FLX","g/d_w","pork","COD","2010",1.73937642973562
"abs","adults","FLX","g/d_w","pork","COD","2020",2.50543885487275
"abs","adults","FLX","g/d_w","pork","COG","2010",0.715619572305985
"abs","adults","FLX","g/d_w","pork","COG","2020",6.31350104773108
"abs","adults","FLX","g/d_w","pork","COL","2010",2.75716892884029
"abs","adults","FLX","g/d_w","pork","COL","2020",5.73568241377018
"abs","adults","FLX","g/d_w","pork","COM","2020",0.336727184492852
"abs","adults","FLX","g/d_w","pork","CPV","2010",9.23264055092324
"abs","adults","FLX","g/d_w","pork","CPV","2020",9.02936112234941
"abs","adults","FLX","g/d_w","pork","CRI","2010",4.72589290242386
"abs","adults","FLX","g/d_w","pork","CRI","2020",7.09325754926701
"abs","adults","FLX","g/d_w","pork","CUB","2010",8.15553738917935
"abs","adults","FLX","g/d_w","pork","CUB","2020",8.76636139154061
"abs","adults","FLX","g/d_w","pork","CYP","2010",10.4603725103973
"abs","adults","FLX","g/d_w","pork","CYP","2020",10.7605408449406
"abs","adults","FLX","g/d_w","pork","CZE","2010",10.5521934221796
"abs","adults","FLX","g/d_w","pork","CZE","2020",11.0448203116845
"abs","adults","FLX","g/d_w","pork","DEU","2010",10.7572996527829
"abs","adults","FLX","g/d_w","pork","DEU","2020",10.0406281209471
"abs","adults","FLX","g/d_w","pork","DJI","2010",0.578527631779257
"abs","adults","FLX","g/d_w","pork","DJI","2020",0.141410435630089
"abs","adults","FLX","g/d_w","pork","DMA","2010",6.99338232146254
"abs","adults","FLX","g/d_w","pork","DNK","2010",5.63713412811028
"abs","adults","FLX","g/d_w","pork","DNK","2020",4.6640554488262
"abs","adults","FLX","g/d_w","pork","DOM","2010",5.57698553212864
"abs","adults","FLX","g/d_w","pork","DOM","2020",8.02167387143237
"abs","adults","FLX","g/d_w","pork","DZA","2020",0.0210661997205193
"abs","adults","FLX","g/d_w","pork","ECU","2010",5.52881552604394
"abs","adults","FLX","g/d_w","pork","ECU","2020",6.43524640633109
"abs","adults","FLX","g/d_w","pork","EGY","2010",0.00910841515052888
"abs","adults","FLX","g/d_w","pork","EGY","2020",0.0136212490088715
"abs","adults","FLX","g/d_w","pork","ESP","2010",9.93022560441446
"abs","adults","FLX","g/d_w","pork","ESP","2020",10.6054261366045
"abs","adults","FLX","g/d_w","pork","EST","2010",10.1405478850677
"abs","adults","FLX","g/d_w","pork","EST","2020",11.1344588313972
"abs","adults","FLX","g/d_w","pork","ETH","2010",0.0332042964380709
"abs","adults","FLX","g/d_w","pork","ETH","2020",0.0351989730046378
"abs","adults","FLX","g/d_w","pork","FIN","2010",8.79192101173082
"abs","adults","FLX","g/d_w","pork","FIN","2020",8.34730695315062
"abs","adults","FLX","g/d_w","pork","FJI","2010",4.65417549633151
"abs","adults","FLX","g/d_w","pork","FJI","2020",3.88367093011125
"abs","adults","FLX","g/d_w","pork","FRA","2010",6.90125037611996
"abs","adults","FLX","g/d_w","pork","FRA","2020",7.54345481378292
"abs","adults","FLX","g/d_w","pork","FSM","2020",10.4788732138661
"abs","adults","FLX","g/d_w","pork","GAB","2010",2.54341798884101
"abs","adults","FLX","g/d_w","pork","GAB","2020",4.58060242671638
"abs","adults","FLX","g/d_w","pork","GBR","2010",6.64210491931541
"abs","adults","FLX","g/d_w","pork","GBR","2020",7.04421607382688
"abs","adults","FLX","g/d_w","pork","GEO","2010",5.60458235438998
"abs","adults","FLX","g/d_w","pork","GEO","2020",7.3886604329952
"abs","adults","FLX","g/d_w","pork","GHA","2010",1.64004468521938
"abs","adults","FLX","g/d_w","pork","GHA","2020",2.30564866944124
"abs","adults","FLX","g/d_w","pork","GIN","2010",0.261459716665397
"abs","adults","FLX","g/d_w","pork","GIN","2020",0.247822710407154
"abs","adults","FLX","g/d_w","pork","GMB","2010",1.17022818739725
"abs","adults","FLX","g/d_w","pork","GMB","2020",0.58146859686483
"abs","adults","FLX","g/d_w","pork","GNB","2010",8.22385029671648
"abs","adults","FLX","g/d_w","pork","GNB","2020",7.93696879602044
"abs","adults","FLX","g/d_w","pork","GRC","2010",6.03468624300077
"abs","adults","FLX","g/d_w","pork","GRC","2020",6.92309658919663
"abs","adults","FLX","g/d_w","pork","GRD","2010",8.65822641898744
"abs","adults","FLX","g/d_w","pork","GRD","2020",9.89924483771274
"abs","adults","FLX","g/d_w","pork","GTM","2010",4.26182713233049
"abs","adults","FLX","g/d_w","pork","GTM","2020",3.08492772387477
"abs","adults","FLX","g/d_w","pork","GUY","2010",2.1497861602074
"abs","adults","FLX","g/d_w","pork","GUY","2020",6.47135423899986
"abs","adults","FLX","g/d_w","pork","HND","2010",4.8664690062733
"abs","adults","FLX","g/d_w","pork","HND","2020",5.85457413007329
"abs","adults","FLX","g/d_w","pork","HRV","2010",10.9965380938799
"abs","adults","FLX","g/d_w","pork","HRV","2020",10.8557210025566
"abs","adults","FLX","g/d_w","pork","HTI","2010",5.26338884535037
"abs","adults","FLX","g/d_w","pork","HTI","2020",5.73825977186955
"abs","adults","FLX","g/d_w","pork","HUN","2010",11.850816413149
"abs","adults","FLX","g/d_w","pork","HUN","2020",12.651811437942
"abs","adults","FLX","g/d_w","pork","IDN","2010",1.29014101236351
"abs","adults","FLX","g/d_w","pork","IDN","2020",1.18012351925569
"abs","adults","FLX","g/d_w","pork","IND","2010",0.578468177157775
"abs","adults","FLX","g/d_w","pork","IND","2020",0.423975654473444
"abs","adults","FLX","g/d_w","pork","IRL","2010",7.03009491017902
"abs","adults","FLX","g/d_w","pork","IRL","2020",7.793482856375
"abs","adults","FLX","g/d_w","pork","ISL","2010",4.64150621166137
"abs","adults","FLX","g/d_w","pork","ISL","2020",4.8405054693414
"abs","adults","FLX","g/d_w","pork","ISR","2010",1.10200723260902
"abs","adults","FLX","g/d_w","pork","ISR","2020",0.65591314244044
"abs","adults","FLX","g/d_w","pork","ITA","2010",8.01483544974561
"abs","adults","FLX","g/d_w","pork","ITA","2020",8.88838608620543
"abs","adults","FLX","g/d_w","pork","JAM","2010",4.8344127401968
"abs","adults","FLX","g/d_w","pork","JAM","2020",5.06798046670406
"abs","adults","FLX","g/d_w","pork","JOR","2010",0.0266894981931705
"abs","adults","FLX","g/d_w","pork","JOR","2020",0.0110944087477345
"abs","adults","FLX","g/d_w","pork","JPN","2010",9.32698383122846
"abs","adults","FLX","g/d_w","pork","JPN","2020",9.3376494225039
"abs","adults","FLX","g/d_w","pork","KAZ","2010",2.2971476336497
"abs","adults","FLX","g/d_w","pork","KAZ","2020",2.12861226171281
"abs","adults","FLX","g/d_w","pork","KEN","2010",0.242014838567701
"abs","adults","FLX","g/d_w","pork","KEN","2020",0.567108909114853
"abs","adults","FLX","g/d_w","pork","KGZ","2010",2.38802357762256
"abs","adults","FLX","g/d_w","pork","KGZ","2020",0.997908121531292
"abs","adults","FLX","g/d_w","pork","KHM","2010",7.94411627198246
"abs","adults","FLX","g/d_w","pork","KHM","2020",7.86536688205944
"abs","adults","FLX","g/d_w","pork","KIR","2010",9.92717792767112
"abs","adults","FLX","g/d_w","pork","KIR","2020",11.3967253019441
"abs","adults","FLX","g/d_w","pork","KOR","2010",9.85912392379943
"abs","adults","FLX","g/d_w","pork","KOR","2020",9.36727317386412
"abs","adults","FLX","g/d_w","pork","LAO","2010",7.4017512699625
"abs","adults","FLX","g/d_w","pork","LAO","2020",8.05984627647602
"abs","adults","FLX","g/d_w","pork","LBN","2010",0.851637134219606
"abs","adults","FLX","g/d_w","pork","LBN","2020",0.656798578928683
"abs","adults","FLX","g/d_w","pork","LBR","2010",6.44059194674547
"abs","adults","FLX","g/d_w","pork","LBR","2020",9.99327518679742
"abs","adults","FLX","g/d_w","pork","LBY","2020",0.0276449327881939
"abs","adults","FLX","g/d_w","pork","LCA","2010",5.30008369360601
"abs","adults","FLX","g/d_w","pork","LCA","2020",9.17085180388866
"abs","adults","FLX","g/d_w","pork","LKA","2010",0.0385188058786778
"abs","adults","FLX","g/d_w","pork","LKA","2020",0.104212223606887
"abs","adults","FLX","g/d_w","pork","LSO","2010",1.72885840096039
"abs","adults","FLX","g/d_w","pork","LSO","2020",6.0129739591795
"abs","adults","FLX","g/d_w","pork","LTU","2010",12.5922175175578
"abs","adults","FLX","g/d_w","pork","LTU","2020",12.2110740117147
"abs","adults","FLX","g/d_w","pork","LUX","2010",7.3324017475666
"abs","adults","FLX","g/d_w","pork","LUX","2020",7.39738876119981
"abs","adults","FLX","g/d_w","pork","LVA","2010",11.7903576254875
"abs","adults","FLX","g/d_w","pork","LVA","2020",11.9397923408545
"abs","adults","FLX","g/d_w","pork","MAR","2010",0.029341084925936
"abs","adults","FLX","g/d_w","pork","MAR","2020",0.0174677618631222
"abs","adults","FLX","g/d_w","pork","MDA","2010",12.115698304857
"abs","adults","FLX","g/d_w","pork","MDA","2020",12.4201177051131
"abs","adults","FLX","g/d_w","pork","MDG","2010",2.99898809037701
"abs","adults","FLX","g/d_w","pork","MDG","2020",2.5478902552338
"abs","adults","FLX","g/d_w","pork","MDV","2010",1.66385561273792
"abs","adults","FLX","g/d_w","pork","MDV","2020",0.679117438033662
"abs","adults","FLX","g/d_w","pork","MEX","2010",6.15917534041297
"abs","adults","FLX","g/d_w","pork","MEX","2020",7.24658480515475
"abs","adults","FLX","g/d_w","pork","MKD","2010",5.77746465131801
"abs","adults","FLX","g/d_w","pork","MKD","2020",8.33657758704118
"abs","adults","FLX","g/d_w","pork","MLI","2010",0.10775101240603
"abs","adults","FLX","g/d_w","pork","MLI","2020",0.0986378282067912
"abs","adults","FLX","g/d_w","pork","MLT","2010",7.80157734719471
"abs","adults","FLX","g/d_w","pork","MLT","2020",6.49416262675253
"abs","adults","FLX","g/d_w","pork","MMR","2010",8.48254948814978
"abs","adults","FLX","g/d_w","pork","MMR","2020",8.73643389157094
"abs","adults","FLX","g/d_w","pork","MNE","2010",10.309464970314
"abs","adults","FLX","g/d_w","pork","MNE","2020",9.82387624737361
"abs","adults","FLX","g/d_w","pork","MNG","2010",0.0361478073042049
"abs","adults","FLX","g/d_w","pork","MNG","2020",0.0698430557561724
"abs","adults","FLX","g/d_w","pork","MOZ","2010",9.40911970892981
"abs","adults","FLX","g/d_w","pork","MOZ","2020",8.003513949882
"abs","adults","FLX","g/d_w","pork","MRT","2020",0.00530543704092558
"abs","adults","FLX","g/d_w","pork","MUS","2010",2.72857109667242
"abs","adults","FLX","g/d_w","pork","MUS","2020",3.55283900393638
"abs","adults","FLX","g/d_w","pork","MWI","2010",4.7368831415268
"abs","adults","FLX","g/d_w","pork","MWI","2020",9.02895877794261
"abs","adults","FLX","g/d_w","pork","MYS","2010",7.60934349570061
"abs","adults","FLX","g/d_w","pork","MYS","2020",6.96439523863226
"abs","adults","FLX","g/d_w","pork","NAM","2010",1.89241468172861
"abs","adults","FLX","g/d_w","pork","NAM","2020",2.67655750373619
"abs","adults","FLX","g/d_w","pork","NER","2010",0.138519716583111
"abs","adults","FLX","g/d_w","pork","NER","2020",0.109526278596601
"abs","adults","FLX","g/d_w","pork","NGA","2010",2.69079261301164
"abs","adults","FLX","g/d_w","pork","NGA","2020",3.19928479298369
"abs","adults","FLX","g/d_w","pork","NIC","2010",5.72926436041856
"abs","adults","FLX","g/d_w","pork","NIC","2020",9.13174350719554
"abs","adults","FLX","g/d_w","pork","NLD","2010",8.03877407287337
"abs","adults","FLX","g/d_w","pork","NLD","2020",7.71984621812896
"abs","adults","FLX","g/d_w","pork","NOR","2010",6.62791468132385
"abs","adults","FLX","g/d_w","pork","NOR","2020",6.79405022125587
"abs","adults","FLX","g/d_w","pork","NPL","2010",0.757469680507465
"abs","adults","FLX","g/d_w","pork","NPL","2020",1.06293839990944
"abs","adults","FLX","g/d_w","pork","NZL","2010",4.24260056155771
"abs","adults","FLX","g/d_w","pork","NZL","2020",5.57429082531568
"abs","adults","FLX","g/d_w","pork","OMN","2010",0.00480170142132854
"abs","adults","FLX","g/d_w","pork","OMN","2020",0.197910593941655
"abs","adults","FLX","g/d_w","pork","PAN","2010",4.49864499235603
"abs","adults","FLX","g/d_w","pork","PAN","2020",6.77825585558853
"abs","adults","FLX","g/d_w","pork","PER","2010",4.56121117404395
"abs","adults","FLX","g/d_w","pork","PER","2020",5.60256034272051
"abs","adults","FLX","g/d_w","pork","PHL","2010",10.5008872962507
"abs","adults","FLX","g/d_w","pork","PHL","2020",10.9625938871217
"abs","adults","FLX","g/d_w","pork","PNG","2010",2.4306503260494
"abs","adults","FLX","g/d_w","pork","PNG","2020",2.48137666973329
"abs","adults","FLX","g/d_w","pork","POL","2010",13.2013780399771
"abs","adults","FLX","g/d_w","pork","POL","2020",13.5605202248328
"abs","adults","FLX","g/d_w","pork","PRT","2010",9.50035783285493
"abs","adults","FLX","g/d_w","pork","PRT","2020",8.68714790221518
"abs","adults","FLX","g/d_w","pork","PRY","2010",3.70533333859306
"abs","adults","FLX","g/d_w","pork","PRY","2020",3.66204025426405
"abs","adults","FLX","g/d_w","pork","QAT","2020",0.71779232072826
"abs","adults","FLX","g/d_w","pork","ROU","2010",9.92764045995169
"abs","adults","FLX","g/d_w","pork","ROU","2020",11.1746230164271
"abs","adults","FLX","g/d_w","pork","RUS","2010",6.93406319521301
"abs","adults","FLX","g/d_w","pork","RUS","2020",8.33752597356261
"abs","adults","FLX","g/d_w","pork","RWA","2010",1.27412869149034
"abs","adults","FLX","g/d_w","pork","RWA","2020",1.87745842376902
"abs","adults","FLX","g/d_w","pork","SEN","2010",1.16926250507027
"abs","adults","FLX","g/d_w","pork","SEN","2020",1.52207082034997
"abs","adults","FLX","g/d_w","pork","SLB","2010",7.6831659842334
"abs","adults","FLX","g/d_w","pork","SLB","2020",9.01757365168656
"abs","adults","FLX","g/d_w","pork","SLE","2010",1.00861984778576
"abs","adults","FLX","g/d_w","pork","SLE","2020",2.3245671507895
"abs","adults","FLX","g/d_w","pork","SLV","2010",2.84942736118526
"abs","adults","FLX","g/d_w","pork","SLV","2020",4.86641355377365
"abs","adults","FLX","g/d_w","pork","SRB","2010",9.31068211838945
"abs","adults","FLX","g/d_w","pork","SRB","2020",10.7985733289379
"abs","adults","FLX","g/d_w","pork","STP","2010",7.18387535310323
"abs","adults","FLX","g/d_w","pork","STP","2020",9.91275742640282
"abs","adults","FLX","g/d_w","pork","SUR","2010",6.91315755815079
"abs","adults","FLX","g/d_w","pork","SUR","2020",8.5959128160211
"abs","adults","FLX","g/d_w","pork","SVK","2010",11.719089740929
"abs","adults","FLX","g/d_w","pork","SVK","2020",11.8057536347309
"abs","adults","FLX","g/d_w","pork","SVN","2010",8.79600068184848
"abs","adults","FLX","g/d_w","pork","SVN","2020",8.27476593137303
"abs","adults","FLX","g/d_w","pork","SWE","2010",7.89126415257579
"abs","adults","FLX","g/d_w","pork","SWE","2020",7.24522768042357
"abs","adults","FLX","g/d_w","pork","SWZ","2010",1.01976378805894
"abs","adults","FLX","g/d_w","pork","SWZ","2020",1.28633959728309
"abs","adults","FLX","g/d_w","pork","SYC","2010",9.28261013143121
"abs","adults","FLX","g/d_w","pork","SYC","2020",7.29574983606777
"abs","adults","FLX","g/d_w","pork","TCD","2010",0.0212378656884734
"abs","adults","FLX","g/d_w","pork","TCD","2020",0.0410989638734815
"abs","adults","FLX","g/d_w","pork","TGO","2010",4.15039683966035
"abs","adults","FLX","g/d_w","pork","TGO","2020",5.2446041448263
"abs","adults","FLX","g/d_w","pork","THA","2010",11.5415581088944
"abs","adults","FLX","g/d_w","pork","THA","2020",12.6762255150135
"abs","adults","FLX","g/d_w","pork","TJK","2010",0.536632511739402
"abs","adults","FLX","g/d_w","pork","TJK","2020",0.0331274999152392
"abs","adults","FLX","g/d_w","pork","TKM","2010",0.0797247008391421
"abs","adults","FLX","g/d_w","pork","TKM","2020",0.026416950032806
"abs","adults","FLX","g/d_w","pork","TLS","2010",4.52483998722867
"abs","adults","FLX","g/d_w","pork","TLS","2020",11.7784430902605
"abs","adults","FLX","g/d_w","pork","TTO","2010",6.99147778440216
"abs","adults","FLX","g/d_w","pork","TTO","2020",5.69476162269495
"abs","adults","FLX","g/d_w","pork","TUN","2020",0.0135613094581706
"abs","adults","FLX","g/d_w","pork","TZA","2010",0.613256758328609
"abs","adults","FLX","g/d_w","pork","TZA","2020",0.330192994672409
"abs","adults","FLX","g/d_w","pork","UGA","2010",4.30603741505682
"abs","adults","FLX","g/d_w","pork","UGA","2020",5.0630898755853
"abs","adults","FLX","g/d_w","pork","UKR","2010",8.31250872888808
"abs","adults","FLX","g/d_w","pork","UKR","2020",9.2325490140839
"abs","adults","FLX","g/d_w","pork","URY","2010",2.58504314400952
"abs","adults","FLX","g/d_w","pork","URY","2020",5.10997856118902
"abs","adults","FLX","g/d_w","pork","USA","2010",5.59668745317424
"abs","adults","FLX","g/d_w","pork","USA","2020",5.95357205908678
"abs","adults","FLX","g/d_w","pork","UZB","2010",0.425024991159122
"abs","adults","FLX","g/d_w","pork","UZB","2020",0.0541289502717406
"abs","adults","FLX","g/d_w","pork","VCT","2010",7.30151523166898
"abs","adults","FLX","g/d_w","pork","VCT","2020",7.68220759310202
"abs","adults","FLX","g/d_w","pork","VEN","2010",3.56669060979047
"abs","adults","FLX","g/d_w","pork","VEN","2020",3.42080124330382
"abs","adults","FLX","g/d_w","pork","VNM","2010",11.8530758096923
"abs","adults","FLX","g/d_w","pork","VNM","2020",11.7480644426362
"abs","adults","FLX","g/d_w","pork","VUT","2010",8.16364897857639
"abs","adults","FLX","g/d_w","pork","VUT","2020",8.44518499674685
"abs","adults","FLX","g/d_w","pork","WSM","2010",6.53787300109961
"abs","adults","FLX","g/d_w","pork","WSM","2020",7.30361605950452
"abs","adults","FLX","g/d_w","pork","ZAF","2010",2.19159344147142
"abs","adults","FLX","g/d_w","pork","ZAF","2020",2.07743660772151
"abs","adults","FLX","g/d_w","pork","ZMB","2010",1.34574048566975
"abs","adults","FLX","g/d_w","pork","ZMB","2020",1.48904936260615
"abs","adults","FLX","g/d_w","pork","ZWE","2010",0.39836481219082
"abs","adults","FLX","g/d_w","pork","ZWE","2020",0.190761552625662
"abs","adults","FLX","g/d_w","poultry","WLD","2010",17.81013839697
"abs","adults","FLX","g/d_w","poultry","WLD","2020",19.0221529927393
"abs","adults","FLX","g/d_w","poultry","HIC","2010",27.8981620091491
"abs","adults","FLX","g/d_w","poultry","HIC","2020",27.7662159208729
"abs","adults","FLX","g/d_w","poultry","UMC","2010",24.7979796550094
"abs","adults","FLX","g/d_w","poultry","UMC","2020",27.527150261477
"abs","adults","FLX","g/d_w","poultry","LMC","2010",8.48292020287358
"abs","adults","FLX","g/d_w","poultry","LMC","2020",10.0350070688071
"abs","adults","FLX","g/d_w","poultry","LIC","2010",5.03867038654598
"abs","adults","FLX","g/d_w","poultry","LIC","2020",6.35104325014139
"abs","adults","FLX","g/d_w","poultry","NAC","2010",28.9944641742527
"abs","adults","FLX","g/d_w","poultry","NAC","2020",29
"abs","adults","FLX","g/d_w","poultry","LCN","2010",28.4228693941208
"abs","adults","FLX","g/d_w","poultry","LCN","2020",28.7630422494718
"abs","adults","FLX","g/d_w","poultry","ECS","2010",27.6784552298025
"abs","adults","FLX","g/d_w","poultry","ECS","2020",27.532777483988
"abs","adults","FLX","g/d_w","poultry","MEA","2010",25.2698023055083
"abs","adults","FLX","g/d_w","poultry","MEA","2020",25.1505594303425
"abs","adults","FLX","g/d_w","poultry","SAS","2010",4.18745498968549
"abs","adults","FLX","g/d_w","poultry","SAS","2020",5.77295748242365
"abs","adults","FLX","g/d_w","poultry","EAS","2010",22.4054915089776
"abs","adults","FLX","g/d_w","poultry","EAS","2020",26.3948098732513
"abs","adults","FLX","g/d_w","poultry","SSF","2010",6.51643701475222
"abs","adults","FLX","g/d_w","poultry","SSF","2020",7.14862998215515
"abs","adults","FLX","g/d_w","poultry","AGO","2010",25.3501667147746
"abs","adults","FLX","g/d_w","poultry","AGO","2020",19.3798894106222
"abs","adults","FLX","g/d_w","poultry","ALB","2010",29
"abs","adults","FLX","g/d_w","poultry","ALB","2020",29
"abs","adults","FLX","g/d_w","poultry","ARE","2010",29
"abs","adults","FLX","g/d_w","poultry","ARE","2020",29
"abs","adults","FLX","g/d_w","poultry","ARG","2010",29
"abs","adults","FLX","g/d_w","poultry","ARG","2020",29
"abs","adults","FLX","g/d_w","poultry","ARM","2010",29
"abs","adults","FLX","g/d_w","poultry","ARM","2020",29
"abs","adults","FLX","g/d_w","poultry","ATG","2010",29
"abs","adults","FLX","g/d_w","poultry","ATG","2020",29
