# File:GCAM_Near_Term_Intake_Reference.csv
# Title: GCAM Ref diet by region and sector
# Units: Pcal
# Description: Need 2025 or more recent projection values for near term calibration to have delayed scenarios. Values here were pulled from a GCAM Ref with no dietary change from query food consumption by type (specific)
# Column types: cccnnn
# ----------
scenario,region,technology,2020,2021,2025
reference,Mexico,Poultry,7.10613,7.23833,7.57153
reference,Mexico,SheepGoat,0.144423,0.142557,0.148113
reference,Mexico,Legumes,2.81609,2.79291,2.92601
reference,Mexico,NutsSeeds,1.03965,1.00321,1.04552
reference,Mexico,Rice,1.99742,2.01104,2.05307
reference,Mexico,RootTuber,1.12343,1.17028,1.20159
reference,Mexico,SugarCrop,12.1077,11.752,12.2921
reference,Mexico,Wheat,7.64973,7.92879,8.15862
reference,Middle East,Corn,7.05889,7.36146,7.74881
reference,Middle East,Fruits,11.8518,11.8471,12.9247
reference,Middle East,Vegetables,4.99699,4.97497,5.42765
reference,Middle East,MiscCrop,3.49109,3.43507,3.75291
reference,Middle East,FiberCrop,0.221983,0.222136,0.242282
reference,Middle East,OilCrop,16.2222,16.0401,17.4974
reference,Middle East,OilPalm,7.6409,7.32582,7.99338
reference,Middle East,Soybean,5.53053,6.09827,6.65039
reference,Middle East,OtherGrain,2.4065,2.54879,2.68598
reference,Middle East,Beef,2.5839,2.451,2.66077
reference,Middle East,Dairy,11.9766,12.0089,13.0814
reference,Middle East,OtherMeat_Fish,3.92835,3.8825,4.23866
reference,Middle East,Pork,0.131418,0.139619,0.152276
reference,Middle East,Poultry,10.7124,10.8058,11.7987
reference,Middle East,SheepGoat,2.31006,2.14452,2.33579
reference,Middle East,Legumes,4.71521,5.08501,5.53329
reference,Middle East,NutsSeeds,4.53304,4.54351,4.93846
reference,Middle East,Rice,22.0107,22.0431,23.2541
reference,Middle East,RootTuber,3.71981,3.72093,3.92063
reference,Middle East,SugarCrop,22.0485,22.3929,24.4103
reference,Middle East,Wheat,85.4052,87.2785,92.5679
reference,Pakistan,Corn,8.51389,5.94227,6.36077
reference,Pakistan,Fruits,2.57103,2.40372,2.61195
reference,Pakistan,Vegetables,1.57698,1.6834,1.83413
reference,Pakistan,MiscCrop,0.475815,0.490064,0.534643
reference,Pakistan,FiberCrop,0.380342,0.339982,0.366721
reference,Pakistan,OilCrop,0.220924,0.245319,0.266003
reference,Pakistan,OilPalm,7.83279,7.66234,8.36419
reference,Pakistan,Soybean,1.73455,1.71353,1.86232
reference,Pakistan,OtherGrain,0.650108,0.536911,0.567513
reference,Pakistan,Beef,2.86821,2.79751,3.03014
reference,Pakistan,Dairy,29.6718,29.7229,32.2784
reference,Pakistan,OtherMeat_Fish,1.77038,1.8063,1.96949
reference,Pakistan,Pork,1.65E-04,5.88E-05,6.41E-05
reference,Pakistan,Poultry,2.60987,2.77584,3.01205
reference,Pakistan,SheepGoat,0.78129,0.714357,0.775149
reference,Pakistan,Legumes,3.47681,3.65692,3.96781
reference,Pakistan,NutsSeeds,0.367183,0.389104,0.424442
reference,Pakistan,Rice,9.04574,8.9926,9.69739
reference,Pakistan,RootTuber,2.10969,2.51889,2.72534
reference,Pakistan,SugarCrop,17.5401,20.3202,21.7345
reference,Pakistan,Wheat,57.6757,60.5491,65.3537
reference,Russia,Corn,0.260097,0.289533,0.288816
reference,Russia,Fruits,2.91193,3.00358,3.00629
reference,Russia,Vegetables,2.30638,2.22795,2.23057
reference,Russia,MiscCrop,0.987744,0.823895,0.825793
reference,Russia,FiberCrop,2.20E-06,2.20E-06,2.21E-06
reference,Russia,OilCrop,11.4477,11.7333,11.8064
reference,Russia,Soybean,1.32583,1.46312,1.46774
reference,Russia,OtherGrain,6.00424,6.07787,6.0721
reference,Russia,Beef,2.66272,2.56807,2.56953
reference,Russia,Dairy,13.1236,13.4256,13.4429
reference,Russia,OtherMeat_Fish,2.67218,2.73827,2.74059
reference,Russia,Pork,6.70709,6.65607,6.67345
reference,Russia,Poultry,6.49382,6.60592,6.62535
reference,Russia,SheepGoat,0.314685,0.317058,0.317087
reference,Russia,Legumes,0.905962,1.04248,1.04365
reference,Russia,NutsSeeds,0.72273,0.683626,0.682552
reference,Russia,Rice,1.74092,1.81135,1.79937
reference,Russia,RootTuber,5.68772,5.59073,5.54548
reference,Russia,SugarCrop,12.6715,12.7134,12.7482
reference,Russia,Wheat,38.1588,38.674,38.6092
reference,South Africa,Corn,12.1468,11.4445,11.8017
reference,South Africa,Fruits,0.495926,0.522347,0.538099
reference,South Africa,Vegetables,0.544112,0.543513,0.560032
reference,South Africa,MiscCrop,0.285823,0.304897,0.314065
reference,South Africa,FiberCrop,0.0093185,0.0077285,0.00794283
reference,South Africa,OilCrop,2.98302,2.91037,3.00758
reference,South Africa,OilPalm,2.04342,2.36594,2.44145
reference,South Africa,Soybean,2.2487,2.27912,2.34693
reference,South Africa,OtherGrain,1.58188,1.63104,1.67059
reference,South Africa,Beef,1.6461,1.6128,1.65756
reference,South Africa,Dairy,1.65913,1.64685,1.69549
reference,South Africa,OtherMeat_Fish,0.684408,0.683428,0.704178
reference,South Africa,Pork,0.547003,0.611018,0.629523
reference,South Africa,Poultry,2.88723,2.95277,3.04454
reference,South Africa,SheepGoat,0.316575,0.315089,0.324013
reference,South Africa,Legumes,0.238338,0.241754,0.248763
reference,South Africa,NutsSeeds,0.354917,0.40466,0.416032
reference,South Africa,Rice,2.49969,2.54696,2.62388
reference,South Africa,RootTuber,1.25984,1.30102,1.33903
reference,South Africa,SugarCrop,5.447,5.49765,5.68974
reference,South Africa,Wheat,8.52619,8.54353,8.82554
reference,South America_Northern,Corn,3.49643,3.36985,3.36137
reference,South America_Northern,Fruits,1.19374,1.22443,1.38214
reference,South America_Northern,Vegetables,0.335047,0.344453,0.388729
reference,South America_Northern,MiscCrop,0.267266,0.260538,0.294013
reference,South America_Northern,FiberCrop,0.0041334,0.0045793,0.00513281
reference,South America_Northern,OilCrop,0.278519,0.278027,0.31256
reference,South America_Northern,OilPalm,0.883697,0.900188,1.01122
reference,South America_Northern,Soybean,1.94643,1.61546,1.82228
reference,South America_Northern,OtherGrain,0.250419,0.337148,0.337893
reference,South America_Northern,Beef,0.751838,0.534013,0.596833
reference,South America_Northern,Dairy,1.38043,1.29182,1.45201
reference,South America_Northern,OtherMeat_Fish,0.289391,0.289547,0.32644
reference,South America_Northern,Pork,0.470796,0.414738,0.467199
reference,South America_Northern,Poultry,0.838165,0.818982,0.923198
reference,South America_Northern,SheepGoat,0.015156,0.0144887,0.0161834
reference,South America_Northern,Legumes,0.881079,0.955865,1.07672
reference,South America_Northern,NutsSeeds,0.0332879,0.0384645,0.043128
reference,South America_Northern,Rice,3.36169,3.44954,3.44049
reference,South America_Northern,RootTuber,0.713949,0.731568,0.731155
reference,South America_Northern,SugarCrop,3.14976,3.07218,3.46733
reference,South America_Northern,Wheat,2.5202,2.82641,2.83253
reference,South America_Southern,Corn,6.20325,5.92216,6.09528
reference,South America_Southern,Fruits,3.41625,3.48293,3.66805
reference,South America_Southern,Vegetables,0.96125,0.97188,1.0237
reference,South America_Southern,MiscCrop,0.772683,0.740419,0.780671
reference,South America_Southern,FiberCrop,0.0567488,0.0555911,0.0584741
reference,South America_Southern,OilCrop,1.45398,1.38529,1.45862
reference,South America_Southern,OilPalm,2.34857,2.60065,2.74073
reference,South America_Southern,Soybean,2.72113,2.71587,2.86088
reference,South America_Southern,OtherGrain,2.76266,2.89206,2.98457
reference,South America_Southern,Beef,2.34259,2.18477,2.28819
reference,South America_Southern,Dairy,4.45985,4.5542,4.78422
reference,South America_Southern,OtherMeat_Fish,2.24593,2.22592,2.3448
reference,South America_Southern,Pork,2.25877,2.25946,2.37735
reference,South America_Southern,Poultry,4.82641,4.91743,5.17888
reference,South America_Southern,SheepGoat,0.15115,0.146745,0.15378
reference,South America_Southern,Legumes,1.59821,1.54912,1.6285
reference,South America_Southern,NutsSeeds,0.62799,0.642462,0.674553
reference,South America_Southern,Rice,8.73717,8.81767,9.0672
reference,South America_Southern,RootTuber,5.72813,5.67469,5.8488
reference,South America_Southern,SugarCrop,6.97535,7.12641,7.50435
reference,South America_Southern,Wheat,13.5935,13.8006,14.2489
reference,South Asia,Corn,3.76432,3.96781,4.14513
reference,South Asia,Fruits,3.24547,3.42242,3.82006
reference,South Asia,Vegetables,4.1667,4.38359,4.89215
reference,South Asia,MiscCrop,1.73206,1.70516,1.90462
reference,South Asia,FiberCrop,0.0831349,0.0848641,0.0947336
reference,South Asia,OilCrop,5.15141,5.11872,5.71577
reference,South Asia,OilPalm,5.35547,5.78507,6.46999
reference,South Asia,Soybean,4.3498,4.35624,4.84236
reference,South Asia,OtherGrain,1.0975,1.14912,1.20453
reference,South Asia,Beef,0.724244,0.688589,0.763445
reference,South Asia,Dairy,5.79297,7.29192,8.06424
reference,South Asia,OtherMeat_Fish,2.92293,2.90108,3.2491
reference,South Asia,Pork,0.0594963,0.0616062,0.068292
reference,South Asia,Poultry,1.51081,1.59746,1.78057
reference,South Asia,SheepGoat,0.468578,0.464955,0.51916
reference,South Asia,Legumes,5.94152,5.91857,6.5799
reference,South Asia,NutsSeeds,1.14366,1.27321,1.41136
reference,South Asia,Rice,98.8695,99.1074,103.776
reference,South Asia,RootTuber,6.74608,6.89489,7.20091
reference,South Asia,SugarCrop,8.3641,8.37014,9.32957
reference,South Asia,Wheat,27.7975,28.5068,29.8523
reference,South Korea,Corn,1.56531,1.656,1.64034
reference,South Korea,Fruits,0.755383,0.741306,0.749015
reference,South Korea,Vegetables,1.74304,1.72648,1.7445
reference,South Korea,MiscCrop,0.24238,0.249587,0.252333
reference,South Korea,FiberCrop,0.176898,0.174867,0.176649
reference,South Korea,OilCrop,2.56362,2.46888,2.49477
reference,South Korea,OilPalm,1.5347,1.52264,1.54141
reference,South Korea,Soybean,4.42936,4.4606,4.50231
reference,South Korea,OtherGrain,0.791245,0.761355,0.752736
reference,South Korea,Beef,0.957167,0.963941,0.965381
reference,South Korea,Dairy,1.13361,1.1453,1.15501
reference,South Korea,OtherMeat_Fish,2.49145,2.49249,2.51821
reference,South Korea,Pork,2.1404,2.16277,2.1832
reference,South Korea,Poultry,1.57196,1.5853,1.60217
reference,South Korea,SheepGoat,0.0265239,0.0306726,0.030902
reference,South Korea,Legumes,0.16805,0.168731,0.169561
reference,South Korea,NutsSeeds,0.792697,0.801193,0.808094
reference,South Korea,Rice,8.48007,8.47742,8.42174
reference,South Korea,RootTuber,0.578107,0.563347,0.55893
reference,South Korea,SugarCrop,3.96951,3.98459,4.0428
reference,South Korea,Wheat,5.44317,5.51564,5.47701
reference,Southeast Asia,Corn,19.7989,19.3831,19.9227
reference,Southeast Asia,Fruits,10.6833,10.9116,11.9022
reference,Southeast Asia,Vegetables,8.68185,8.83303,9.63497
reference,Southeast Asia,MiscCrop,1.6363,1.71518,1.87208
reference,Southeast Asia,FiberCrop,0.310678,0.248102,0.270585
reference,Southeast Asia,OilCrop,7.88994,7.719,8.39249
reference,Southeast Asia,OilPalm,8.22582,8.84892,9.6502
reference,Southeast Asia,Soybean,8.19905,8.12397,8.84481
reference,Southeast Asia,OtherGrain,5.18071,5.14879,5.35038
reference,Southeast Asia,Beef,1.96182,1.8372,1.99486
reference,Southeast Asia,Dairy,5.4726,5.14851,5.60231
reference,Southeast Asia,OtherMeat_Fish,13.1129,13.1645,14.3765
reference,Southeast Asia,Pork,11.5862,11.4771,12.4884
reference,Southeast Asia,Poultry,10.5703,10.1999,11.1226
reference,Southeast Asia,SheepGoat,0.241222,0.214629,0.233765
reference,Southeast Asia,Legumes,4.67472,4.61046,5.00766
reference,Southeast Asia,NutsSeeds,5.81596,6.28994,6.84572
reference,Southeast Asia,Rice,137.553,141.876,146.069
reference,Southeast Asia,RootTuber,10.8122,10.8886,11.228
reference,Southeast Asia,SugarCrop,29.6284,29.8329,32.4601
reference,Southeast Asia,Wheat,19.777,19.7443,20.3907
reference,Taiwan,Corn,0.435639,0.411951,0.406268
reference,Taiwan,Fruits,0.593514,0.598516,0.603105
reference,Taiwan,Vegetables,0.52353,0.518405,0.522498
reference,Taiwan,MiscCrop,0.174862,0.187104,0.188825
reference,Taiwan,OilCrop,0.369099,0.365727,0.368621
reference,Taiwan,OilPalm,0.581853,0.593348,0.5981
reference,Taiwan,Soybean,3.14755,3.2154,3.23497
reference,Taiwan,OtherGrain,0.345181,0.351193,0.347862
reference,Taiwan,Beef,0.177625,0.180548,0.180933
reference,Taiwan,Dairy,0.641206,0.659388,0.662928
reference,Taiwan,OtherMeat_Fish,0.430176,0.434563,0.437985
reference,Taiwan,Pork,1.52958,1.52277,1.53303
reference,Taiwan,Poultry,1.27996,1.30283,1.31298
reference,Taiwan,SheepGoat,0.0531834,0.0530223,0.0532713
reference,Taiwan,Legumes,0.131415,0.128743,0.129452
reference,Taiwan,NutsSeeds,0.392103,0.38506,0.388267
reference,Taiwan,Rice,2.43847,2.36435,2.32542
reference,Taiwan,RootTuber,0.187603,0.191012,0.188457
reference,Taiwan,SugarCrop,1.53042,1.48742,1.50038
reference,Taiwan,Wheat,2.16672,2.21416,2.18766
reference,USA,Corn,12.9621,13.0102,13.2016
reference,USA,Fruits,9.50868,9.53326,9.73384
reference,USA,Vegetables,4.93334,4.75585,4.8563
reference,USA,MiscCrop,4.8447,4.82873,4.92693
reference,USA,FiberCrop,0.790972,0.64784,0.659307
reference,USA,OilCrop,9.40322,9.51357,9.69317
reference,USA,OilPalm,0.105871,0.108832,0.111245
reference,USA,Soybean,31.0683,31.4306,31.9334
reference,USA,OtherGrain,13.2561,12.5929,12.7698
reference,USA,Beef,12.3275,12.2435,12.4457
reference,USA,Dairy,39.2605,39.0596,39.7842
reference,USA,OtherMeat_Fish,5.10262,5.11613,5.21625
reference,USA,Pork,14.8006,14.9683,15.2518
reference,USA,Poultry,22.4569,22.1047,22.5262
reference,USA,SheepGoat,0.314383,0.328672,0.334091
reference,USA,Legumes,3.25463,3.59696,3.6478
reference,USA,NutsSeeds,10.3931,10.2685,10.4296
reference,USA,Rice,7.16419,7.34679,7.44689
reference,USA,RootTuber,9.22519,9.08515,9.22234
reference,USA,SugarCrop,31.6876,32.3995,33.0711
reference,USA,Wheat,56.1838,57.2418,58.0224
