# File: AgMIP_EL2_intake_targets_foodgroup_r.csv
# Title: AgMIP EL2 dietary targets and 2020 intake
# Units: kcal/d_w
# Comments: preprocessing and aggregation were performed in gcamfaostat
# Source: AgMIP EL2 2025
# Author: xz (Mar 2025)
# Column types: cccicn
# ----------
diet_scenario,unit,measure,GCAM_region_ID,AgMIP_food_group_agg,value
FLX,kcal/d_w,targetEL2,20,Oils,568.8057649
FLX,kcal/d_w,targetEL2,20,Others,10.1140628
FLX,kcal/d_w,targetEL2,20,PlantProtein,418.6867572
FLX,kcal/d_w,targetEL2,20,Ruminant,7.843174968
FLX,kcal/d_w,targetEL2,20,Staples,725.8704238
FLX,kcal/d_w,targetEL2,20,Sugar,102.2404178
FLX,kcal/d_w,targetEL2,21,Dairy,129.0398326
FLX,kcal/d_w,targetEL2,21,Fish,18.8267047
FLX,kcal/d_w,targetEL2,21,FruitsVeg,221.0796479
FLX,kcal/d_w,targetEL2,21,NonRuminant,46.4217608
FLX,kcal/d_w,targetEL2,21,Oils,388.3815325
FLX,kcal/d_w,targetEL2,21,Others,28.82375511
FLX,kcal/d_w,targetEL2,21,PlantProtein,406.5207311
FLX,kcal/d_w,targetEL2,21,Ruminant,25.54681126
FLX,kcal/d_w,targetEL2,21,Staples,893.1730482
FLX,kcal/d_w,targetEL2,21,Sugar,91.10205155
FLX,kcal/d_w,targetEL2,22,Dairy,244.9624896
FLX,kcal/d_w,targetEL2,22,Fish,18.2925451
FLX,kcal/d_w,targetEL2,22,FruitsVeg,177.7544753
FLX,kcal/d_w,targetEL2,22,NonRuminant,28.11329421
FLX,kcal/d_w,targetEL2,22,Oils,1033.788797
FLX,kcal/d_w,targetEL2,22,Others,10.19318347
FLX,kcal/d_w,targetEL2,22,PlantProtein,368.1501707
FLX,kcal/d_w,targetEL2,22,Ruminant,20.97229709
FLX,kcal/d_w,targetEL2,22,Staples,132.7568257
FLX,kcal/d_w,targetEL2,22,Sugar,97.49835157
FLX,kcal/d_w,targetEL2,23,Dairy,157.7870424
FLX,kcal/d_w,targetEL2,23,Fish,25.29576747
FLX,kcal/d_w,targetEL2,23,FruitsVeg,169.0952089
FLX,kcal/d_w,targetEL2,23,NonRuminant,64.09898039
FLX,kcal/d_w,targetEL2,23,Oils,399.2283699
FLX,kcal/d_w,targetEL2,23,Others,9.324259918
FLX,kcal/d_w,targetEL2,23,PlantProtein,489.482855
FLX,kcal/d_w,targetEL2,23,Ruminant,10.34759394
FLX,kcal/d_w,targetEL2,23,Staples,930.7990678
FLX,kcal/d_w,targetEL2,23,Sugar,67.83813296
FLX,kcal/d_w,targetEL2,24,Dairy,88.28894422
FLX,kcal/d_w,targetEL2,24,Fish,17.06847073
FLX,kcal/d_w,targetEL2,24,FruitsVeg,184.5750217
FLX,kcal/d_w,targetEL2,24,NonRuminant,62.30233339
FLX,kcal/d_w,targetEL2,24,Oils,422.0340486
FLX,kcal/d_w,targetEL2,24,Others,7.604438187
FLX,kcal/d_w,targetEL2,24,PlantProtein,414.0866749
FLX,kcal/d_w,targetEL2,24,Ruminant,21.46205981
FLX,kcal/d_w,targetEL2,24,Staples,915.385334
FLX,kcal/d_w,targetEL2,24,Sugar,78.55056379
FLX,kcal/d_w,targetEL2,25,Dairy,103.5779652
FLX,kcal/d_w,targetEL2,25,Fish,18.72834677
FLX,kcal/d_w,targetEL2,25,FruitsVeg,178.759873
FLX,kcal/d_w,targetEL2,25,NonRuminant,56.7907358
FLX,kcal/d_w,targetEL2,25,Oils,454.2946172
FLX,kcal/d_w,targetEL2,25,Others,24.26624048
FLX,kcal/d_w,targetEL2,25,PlantProtein,415.5249022
FLX,kcal/d_w,targetEL2,25,Ruminant,11.10587415
FLX,kcal/d_w,targetEL2,25,Staples,878.543478
FLX,kcal/d_w,targetEL2,25,Sugar,100.8853875
FLX,kcal/d_w,targetEL2,26,Dairy,126.0699583
FLX,kcal/d_w,targetEL2,26,Fish,21.0984903
FLX,kcal/d_w,targetEL2,26,FruitsVeg,195.173379
FLX,kcal/d_w,targetEL2,26,NonRuminant,68.90427793
FLX,kcal/d_w,targetEL2,26,Oils,388.4824832
FLX,kcal/d_w,targetEL2,26,Others,19.77302538
FLX,kcal/d_w,targetEL2,26,PlantProtein,416.0944272
FLX,kcal/d_w,targetEL2,26,Ruminant,12.67139219
FLX,kcal/d_w,targetEL2,26,Staples,883.6062461
FLX,kcal/d_w,targetEL2,26,Sugar,79.69181896
FLX,kcal/d_w,targetEL2,27,Dairy,46.02947923
FLX,kcal/d_w,targetEL2,27,Fish,19.79460179
FLX,kcal/d_w,targetEL2,27,FruitsVeg,198.1510762
FLX,kcal/d_w,targetEL2,27,NonRuminant,20.92956023
FLX,kcal/d_w,targetEL2,27,Oils,383.0328191
FLX,kcal/d_w,targetEL2,27,Others,24.11433048
FLX,kcal/d_w,targetEL2,27,PlantProtein,364.3715679
FLX,kcal/d_w,targetEL2,27,Ruminant,8.091980967
FLX,kcal/d_w,targetEL2,27,Staples,1039.032908
FLX,kcal/d_w,targetEL2,27,Sugar,51.96217311
FLX,kcal/d_w,targetEL2,28,Dairy,62.27882207
FLX,kcal/d_w,targetEL2,28,Fish,61.47480355
FLX,kcal/d_w,targetEL2,28,FruitsVeg,191.9891692
FLX,kcal/d_w,targetEL2,28,NonRuminant,72.88808383
FLX,kcal/d_w,targetEL2,28,Oils,432.5903407
FLX,kcal/d_w,targetEL2,28,Others,8.559276614
FLX,kcal/d_w,targetEL2,28,PlantProtein,414.8724557
FLX,kcal/d_w,targetEL2,28,Ruminant,7.112013835
FLX,kcal/d_w,targetEL2,28,Staples,980.1478736
FLX,kcal/d_w,targetEL2,28,Sugar,102.1016902
FLX,kcal/d_w,targetEL2,29,Dairy,28.1601727
FLX,kcal/d_w,targetEL2,29,Fish,30.55887005
FLX,kcal/d_w,targetEL2,29,FruitsVeg,191.5450085
FLX,kcal/d_w,targetEL2,29,NonRuminant,79.08536398
FLX,kcal/d_w,targetEL2,29,Oils,382.5854489
FLX,kcal/d_w,targetEL2,29,Others,21.23292615
FLX,kcal/d_w,targetEL2,29,PlantProtein,404.289556
FLX,kcal/d_w,targetEL2,29,Ruminant,5.337494741
FLX,kcal/d_w,targetEL2,29,Staples,946.4067482
FLX,kcal/d_w,targetEL2,29,Sugar,89.58754167
FLX,kcal/d_w,targetEL2,3,Dairy,119.616061
FLX,kcal/d_w,targetEL2,3,Fish,23.09324537
FLX,kcal/d_w,targetEL2,3,FruitsVeg,224.0611565
FLX,kcal/d_w,targetEL2,3,NonRuminant,43.61062917
FLX,kcal/d_w,targetEL2,3,Oils,372.9892383
FLX,kcal/d_w,targetEL2,3,Others,14.71136337
FLX,kcal/d_w,targetEL2,3,PlantProtein,419.7618535
FLX,kcal/d_w,targetEL2,3,Ruminant,20.72959388
FLX,kcal/d_w,targetEL2,3,Staples,908.2301189
FLX,kcal/d_w,targetEL2,3,Sugar,96.40234832
FLX,kcal/d_w,targetEL2,31,Dairy,125.607742
FLX,kcal/d_w,targetEL2,31,Fish,15.84849284
FLX,kcal/d_w,targetEL2,31,FruitsVeg,149.3685972
FLX,kcal/d_w,targetEL2,31,NonRuminant,67.12480988
FLX,kcal/d_w,targetEL2,31,Oils,344.5072634
FLX,kcal/d_w,targetEL2,31,Others,22.29239201
FLX,kcal/d_w,targetEL2,31,PlantProtein,444.9538926
FLX,kcal/d_w,targetEL2,31,Ruminant,21.99792479
FLX,kcal/d_w,targetEL2,31,Staples,997.9630284
FLX,kcal/d_w,targetEL2,31,Sugar,101.8872605
FLX,kcal/d_w,targetEL2,32,Dairy,143.1708733
FLX,kcal/d_w,targetEL2,32,Fish,20.06162647
FLX,kcal/d_w,targetEL2,32,FruitsVeg,224.6090369
FLX,kcal/d_w,targetEL2,32,NonRuminant,62.94851936
FLX,kcal/d_w,targetEL2,32,Oils,380.8995668
FLX,kcal/d_w,targetEL2,32,Others,9.983371051
FLX,kcal/d_w,targetEL2,32,PlantProtein,418.881161
FLX,kcal/d_w,targetEL2,32,Ruminant,15.87919433
FLX,kcal/d_w,targetEL2,32,Staples,874.2457822
FLX,kcal/d_w,targetEL2,32,Sugar,102.74729
FLX,kcal/d_w,targetEL2,4,Dairy,46.19538973
FLX,kcal/d_w,targetEL2,4,Fish,17.004585
FLX,kcal/d_w,targetEL2,4,FruitsVeg,162.3075989
FLX,kcal/d_w,targetEL2,4,NonRuminant,28.16064001
FLX,kcal/d_w,targetEL2,4,Oils,362.3298089
FLX,kcal/d_w,targetEL2,4,Others,6.580036831
FLX,kcal/d_w,targetEL2,4,PlantProtein,372.0661607
FLX,kcal/d_w,targetEL2,4,Ruminant,13.5388325
FLX,kcal/d_w,targetEL2,4,Staples,989.5689907
FLX,kcal/d_w,targetEL2,4,Sugar,80.46323609
FLX,kcal/d_w,targetEL2,5,Dairy,19.66996542
FLX,kcal/d_w,targetEL2,5,Fish,18.67500226
FLX,kcal/d_w,targetEL2,5,FruitsVeg,183.6200604
FLX,kcal/d_w,targetEL2,5,NonRuminant,17.9991642
FLX,kcal/d_w,targetEL2,5,Oils,351.1123108
FLX,kcal/d_w,targetEL2,5,Others,17.79350299
FLX,kcal/d_w,targetEL2,5,PlantProtein,393.5457624
FLX,kcal/d_w,targetEL2,5,Ruminant,12.34399339
FLX,kcal/d_w,targetEL2,5,Staples,1007.095785
FLX,kcal/d_w,targetEL2,5,Sugar,75.96903187
FLX,kcal/d_w,targetEL2,6,Dairy,138.7886165
FLX,kcal/d_w,targetEL2,6,Fish,20.19295366
FLX,kcal/d_w,targetEL2,6,FruitsVeg,199.28982
FLX,kcal/d_w,targetEL2,6,NonRuminant,65.56802907
FLX,kcal/d_w,targetEL2,6,Oils,481.051366
FLX,kcal/d_w,targetEL2,6,Others,40.2332338
FLX,kcal/d_w,targetEL2,6,PlantProtein,436.0893088
FLX,kcal/d_w,targetEL2,6,Ruminant,12.67823536
FLX,kcal/d_w,targetEL2,6,Staples,861.4280839
FLX,kcal/d_w,targetEL2,6,Sugar,108.9083306
FLX,kcal/d_w,targetEL2,7,Dairy,153.7488713
FLX,kcal/d_w,targetEL2,7,Fish,16.15214095
FLX,kcal/d_w,targetEL2,7,FruitsVeg,171.2695995
FLX,kcal/d_w,targetEL2,7,NonRuminant,69.9298795
FLX,kcal/d_w,targetEL2,7,Oils,471.9983926
FLX,kcal/d_w,targetEL2,7,Others,6.893093803
FLX,kcal/d_w,targetEL2,7,PlantProtein,404.2993911
FLX,kcal/d_w,targetEL2,7,Ruminant,14.91476508
FLX,kcal/d_w,targetEL2,7,Staples,908.8019016
FLX,kcal/d_w,targetEL2,7,Sugar,102.1829121
FLX,kcal/d_w,targetEL2,8,Dairy,136.8867632
FLX,kcal/d_w,targetEL2,8,Fish,16.76673845
FLX,kcal/d_w,targetEL2,8,FruitsVeg,188.4896813
FLX,kcal/d_w,targetEL2,8,NonRuminant,68.19670521
FLX,kcal/d_w,targetEL2,8,Oils,551.6887861
FLX,kcal/d_w,targetEL2,8,Others,32.20205437
FLX,kcal/d_w,targetEL2,8,PlantProtein,518.4064452
FLX,kcal/d_w,targetEL2,8,Ruminant,9.840232646
FLX,kcal/d_w,targetEL2,8,Staples,750.8494863
FLX,kcal/d_w,targetEL2,8,Sugar,90.58655149
FLX,kcal/d_w,targetEL2,9,Dairy,115.5415506
FLX,kcal/d_w,targetEL2,9,Fish,20.04561816
FLX,kcal/d_w,targetEL2,9,FruitsVeg,186.7213126
FLX,kcal/d_w,targetEL2,9,NonRuminant,61.01282564
FLX,kcal/d_w,targetEL2,9,Oils,366.4464701
FLX,kcal/d_w,targetEL2,9,Others,24.11665562
FLX,kcal/d_w,targetEL2,9,PlantProtein,456.2304261
FLX,kcal/d_w,targetEL2,9,Ruminant,11.49760168
FLX,kcal/d_w,targetEL2,9,Staples,882.3710871
FLX,kcal/d_w,targetEL2,9,Sugar,95.476779
