# File: AgMIP_SectoralWasteShare_agg_updated_future_SSP.csv
# Title: Food calorie waste shares by aggregated food groups derived using AgMIP EL2 data
# Units: %
# Comments: preprocessing and aggregation were performed in gcamfaostat
# Source: AgMIP EL2 2025 and gcamfaostat
# Author: xz (Mar 2025)
# Column types: ciicn
# ----------
scenario,GCAM_region_ID,year,WasteSector,WasteShare
SSP5,6,2080,Animal,0.29096087
SSP5,6,2080,FruitsVeg,0.450281504
SSP5,6,2080,Others,0.29096087
SSP5,6,2081,Animal,0.291782055
SSP5,6,2081,FruitsVeg,0.45110269
SSP5,6,2081,Others,0.291782055
SSP5,6,2082,Animal,0.292586962
SSP5,6,2082,FruitsVeg,0.451907596
SSP5,6,2082,Others,0.292586962
SSP5,6,2083,Animal,0.293377143
SSP5,6,2083,FruitsVeg,0.452697777
SSP5,6,2083,Others,0.293377143
SSP5,6,2084,Animal,0.294151287
SSP5,6,2084,FruitsVeg,0.453471921
SSP5,6,2084,Others,0.294151287
SSP5,6,2085,Animal,0.294910885
SSP5,6,2085,FruitsVeg,0.454231519
SSP5,6,2085,Others,0.294910885
SSP5,6,2086,Animal,0.295700489
SSP5,6,2086,FruitsVeg,0.455021123
SSP5,6,2086,Others,0.295700489
SSP5,6,2087,Animal,0.29647792
SSP5,6,2087,FruitsVeg,0.455798555
SSP5,6,2087,Others,0.29647792
SSP5,6,2088,Animal,0.297243577
SSP5,6,2088,FruitsVeg,0.456564211
SSP5,6,2088,Others,0.297243577
SSP5,6,2089,Animal,0.297997839
SSP5,6,2089,FruitsVeg,0.457318473
SSP5,6,2089,Others,0.297997839
SSP5,6,2090,Animal,0.298741065
SSP5,6,2090,FruitsVeg,0.458061699
SSP5,6,2090,Others,0.298741065
SSP5,6,2091,Animal,0.299499998
SSP5,6,2091,FruitsVeg,0.458820632
SSP5,6,2091,Others,0.299499998
SSP5,6,2092,Animal,0.30024953
SSP5,6,2092,FruitsVeg,0.459570164
SSP5,6,2092,Others,0.30024953
SSP5,6,2093,Animal,0.300991811
SSP5,6,2093,FruitsVeg,0.460312445
SSP5,6,2093,Others,0.300991811
SSP5,6,2094,Animal,0.301725169
SSP5,6,2094,FruitsVeg,0.461045803
SSP5,6,2094,Others,0.301725169
SSP5,6,2095,Animal,0.302451747
SSP5,6,2095,FruitsVeg,0.461772381
SSP5,6,2095,Others,0.302451747
SSP5,6,2096,Animal,0.303172396
SSP5,6,2096,FruitsVeg,0.46249303
SSP5,6,2096,Others,0.303172396
SSP5,6,2097,Animal,0.303887506
SSP5,6,2097,FruitsVeg,0.46320814
SSP5,6,2097,Others,0.303887506
SSP5,6,2098,Animal,0.304598207
SSP5,6,2098,FruitsVeg,0.463918841
SSP5,6,2098,Others,0.304598207
SSP5,6,2099,Animal,0.305302708
SSP5,6,2099,FruitsVeg,0.464623342
SSP5,6,2099,Others,0.305302708
SSP5,6,2100,Animal,0.306003108
SSP5,6,2100,FruitsVeg,0.465323742
SSP5,6,2100,Others,0.306003108
SSP1,7,2010,Animal,0.30862749
SSP1,7,2010,FruitsVeg,0.298265516
SSP1,7,2010,Others,0.277046156
SSP1,7,2011,Animal,0.309933756
SSP1,7,2011,FruitsVeg,0.299571783
SSP1,7,2011,Others,0.278352422
SSP1,7,2012,Animal,0.310374774
SSP1,7,2012,FruitsVeg,0.3000128
SSP1,7,2012,Others,0.278793439
SSP1,7,2013,Animal,0.311295363
SSP1,7,2013,FruitsVeg,0.300933389
SSP1,7,2013,Others,0.279714028
SSP1,7,2014,Animal,0.311139074
SSP1,7,2014,FruitsVeg,0.3007771
SSP1,7,2014,Others,0.27955774
SSP1,7,2015,Animal,0.30917849
SSP1,7,2015,FruitsVeg,0.298816516
SSP1,7,2015,Others,0.277597155
SSP1,7,2016,Animal,0.307355862
SSP1,7,2016,FruitsVeg,0.296993888
SSP1,7,2016,Others,0.275774527
SSP1,7,2017,Animal,0.307585593
SSP1,7,2017,FruitsVeg,0.297223619
SSP1,7,2017,Others,0.276004259
SSP1,7,2018,Animal,0.308014154
SSP1,7,2018,FruitsVeg,0.297652181
SSP1,7,2018,Others,0.27643282
SSP1,7,2019,Animal,0.308211017
SSP1,7,2019,FruitsVeg,0.297849043
SSP1,7,2019,Others,0.276629683
SSP1,7,2020,Animal,0.306452503
SSP1,7,2020,FruitsVeg,0.296090529
SSP1,7,2020,Others,0.274871168
SSP1,7,2021,Animal,0.307618274
SSP1,7,2021,FruitsVeg,0.2972563
SSP1,7,2021,Others,0.276036939
SSP1,7,2022,Animal,0.308790822
SSP1,7,2022,FruitsVeg,0.298428848
SSP1,7,2022,Others,0.277209487
SSP1,7,2023,Animal,0.309923828
SSP1,7,2023,FruitsVeg,0.299561855
SSP1,7,2023,Others,0.278342494
SSP1,7,2024,Animal,0.311019229
SSP1,7,2024,FruitsVeg,0.300657256
SSP1,7,2024,Others,0.279437895
SSP1,7,2025,Animal,0.312079577
SSP1,7,2025,FruitsVeg,0.301717603
SSP1,7,2025,Others,0.280498242
SSP1,7,2026,Animal,0.312698474
SSP1,7,2026,FruitsVeg,0.3023365
SSP1,7,2026,Others,0.281117139
SSP1,7,2027,Animal,0.31330492
SSP1,7,2027,FruitsVeg,0.302942946
SSP1,7,2027,Others,0.281723585
SSP1,7,2028,Animal,0.313899152
SSP1,7,2028,FruitsVeg,0.303537179
SSP1,7,2028,Others,0.282317818
SSP1,7,2029,Animal,0.31448139
SSP1,7,2029,FruitsVeg,0.304119416
SSP1,7,2029,Others,0.282900055
SSP1,7,2030,Animal,0.315052429
SSP1,7,2030,FruitsVeg,0.304690455
SSP1,7,2030,Others,0.283471095
SSP1,7,2031,Animal,0.316249038
SSP1,7,2031,FruitsVeg,0.305887064
SSP1,7,2031,Others,0.284667703
SSP1,7,2032,Animal,0.317409477
SSP1,7,2032,FruitsVeg,0.307047504
SSP1,7,2032,Others,0.285828143
SSP1,7,2033,Animal,0.318535749
SSP1,7,2033,FruitsVeg,0.308173775
SSP1,7,2033,Others,0.286954415
SSP1,7,2034,Animal,0.319629694
SSP1,7,2034,FruitsVeg,0.30926772
SSP1,7,2034,Others,0.288048359
SSP1,7,2035,Animal,0.320693007
SSP1,7,2035,FruitsVeg,0.310331034
SSP1,7,2035,Others,0.289111673
SSP1,7,2036,Animal,0.322222297
SSP1,7,2036,FruitsVeg,0.311860323
SSP1,7,2036,Others,0.290640963
SSP1,7,2037,Animal,0.323698776
SSP1,7,2037,FruitsVeg,0.313336802
SSP1,7,2037,Others,0.292117441
SSP1,7,2038,Animal,0.325125549
SSP1,7,2038,FruitsVeg,0.314763575
SSP1,7,2038,Others,0.293544214
SSP1,7,2039,Animal,0.326505977
SSP1,7,2039,FruitsVeg,0.316144004
SSP1,7,2039,Others,0.294924643
SSP1,7,2040,Animal,0.327842931
SSP1,7,2040,FruitsVeg,0.317480957
SSP1,7,2040,Others,0.296261596
SSP1,7,2041,Animal,0.329534426
SSP1,7,2041,FruitsVeg,0.319172452
SSP1,7,2041,Others,0.297953091
SSP1,7,2042,Animal,0.331164721
SSP1,7,2042,FruitsVeg,0.320802747
SSP1,7,2042,Others,0.299583387
SSP1,7,2043,Animal,0.332738141
SSP1,7,2043,FruitsVeg,0.322376167
SSP1,7,2043,Others,0.301156807
SSP1,7,2044,Animal,0.334258567
SSP1,7,2044,FruitsVeg,0.323896593
SSP1,7,2044,Others,0.302677232
SSP1,7,2045,Animal,0.335729299
SSP1,7,2045,FruitsVeg,0.325367325
SSP1,7,2045,Others,0.304147964
SSP1,7,2046,Animal,0.337391122
SSP1,7,2046,FruitsVeg,0.327029148
SSP1,7,2046,Others,0.305809788
SSP1,7,2047,Animal,0.338997334
SSP1,7,2047,FruitsVeg,0.32863536
SSP1,7,2047,Others,0.307415999
SSP1,7,2048,Animal,0.340551501
SSP1,7,2048,FruitsVeg,0.330189528
SSP1,7,2048,Others,0.308970167
SSP1,7,2049,Animal,0.342057415
SSP1,7,2049,FruitsVeg,0.331695441
SSP1,7,2049,Others,0.31047608
SSP1,7,2050,Animal,0.343517752
SSP1,7,2050,FruitsVeg,0.333155778
SSP1,7,2050,Others,0.311936418
SSP1,7,2051,Animal,0.345086796
SSP1,7,2051,FruitsVeg,0.334724822
SSP1,7,2051,Others,0.313505462
SSP1,7,2052,Animal,0.346609332
SSP1,7,2052,FruitsVeg,0.336247358
SSP1,7,2052,Others,0.315027997
SSP1,7,2053,Animal,0.348088451
SSP1,7,2053,FruitsVeg,0.337726477
SSP1,7,2053,Others,0.316507117
SSP1,7,2054,Animal,0.349526786
SSP1,7,2054,FruitsVeg,0.339164813
SSP1,7,2054,Others,0.317945452
SSP1,7,2055,Animal,0.350926941
SSP1,7,2055,FruitsVeg,0.340564967
SSP1,7,2055,Others,0.319345606
SSP1,7,2056,Animal,0.352390148
SSP1,7,2056,FruitsVeg,0.342028174
SSP1,7,2056,Others,0.319686352
SSP1,7,2057,Animal,0.353816677
SSP1,7,2057,FruitsVeg,0.343454703
SSP1,7,2057,Others,0.319686352
SSP1,7,2058,Animal,0.355208426
SSP1,7,2058,FruitsVeg,0.344846452
SSP1,7,2058,Others,0.319686352
SSP1,7,2059,Animal,0.35656712
SSP1,7,2059,FruitsVeg,0.346205146
SSP1,7,2059,Others,0.319686352
SSP1,7,2060,Animal,0.357894942
SSP1,7,2060,FruitsVeg,0.347532968
SSP1,7,2060,Others,0.319686352
SSP1,7,2061,Animal,0.359270919
SSP1,7,2061,FruitsVeg,0.348908945
SSP1,7,2061,Others,0.319686352
SSP1,7,2062,Animal,0.360617621
SSP1,7,2062,FruitsVeg,0.350255647
SSP1,7,2062,Others,0.319686352
SSP1,7,2063,Animal,0.361936186
SSP1,7,2063,FruitsVeg,0.351574212
SSP1,7,2063,Others,0.319686352
SSP1,7,2064,Animal,0.363228461
SSP1,7,2064,FruitsVeg,0.352866487
SSP1,7,2064,Others,0.319686352
SSP1,7,2065,Animal,0.364495362
SSP1,7,2065,FruitsVeg,0.354133388
SSP1,7,2065,Others,0.319686352
SSP1,7,2066,Animal,0.365756196
SSP1,7,2066,FruitsVeg,0.355394222
SSP1,7,2066,Others,0.319686352
SSP1,7,2067,Animal,0.366995291
SSP1,7,2067,FruitsVeg,0.356633317
SSP1,7,2067,Others,0.319686352
SSP1,7,2068,Animal,0.368214096
SSP1,7,2068,FruitsVeg,0.357852122
SSP1,7,2068,Others,0.319686352
SSP1,7,2069,Animal,0.369413361
SSP1,7,2069,FruitsVeg,0.359051387
SSP1,7,2069,Others,0.319686352
SSP1,7,2070,Animal,0.370593772
SSP1,7,2070,FruitsVeg,0.360231798
SSP1,7,2070,Others,0.319686352
SSP1,7,2071,Animal,0.371752839
SSP1,7,2071,FruitsVeg,0.361390865
SSP1,7,2071,Others,0.319686352
SSP1,7,2072,Animal,0.372896832
SSP1,7,2072,FruitsVeg,0.362534859
SSP1,7,2072,Others,0.319686352
SSP1,7,2073,Animal,0.374025997
SSP1,7,2073,FruitsVeg,0.363664023
SSP1,7,2073,Others,0.319686352
SSP1,7,2074,Animal,0.375141192
SSP1,7,2074,FruitsVeg,0.364779218
SSP1,7,2074,Others,0.319686352
SSP1,7,2075,Animal,0.376243028
SSP1,7,2075,FruitsVeg,0.365881054
SSP1,7,2075,Others,0.319686352
SSP1,7,2076,Animal,0.37729405
SSP1,7,2076,FruitsVeg,0.366932077
SSP1,7,2076,Others,0.319686352
SSP1,7,2077,Animal,0.378335226
SSP1,7,2077,FruitsVeg,0.367973252
SSP1,7,2077,Others,0.319686352
SSP1,7,2078,Animal,0.379366979
SSP1,7,2078,FruitsVeg,0.369005005
SSP1,7,2078,Others,0.319686352
SSP1,7,2079,Animal,0.380389717
SSP1,7,2079,FruitsVeg,0.370027743
SSP1,7,2079,Others,0.319686352
SSP1,7,2080,Animal,0.38140383
SSP1,7,2080,FruitsVeg,0.371041857
SSP1,7,2080,Others,0.319686352
SSP1,7,2081,Animal,0.382358987
SSP1,7,2081,FruitsVeg,0.371997014
SSP1,7,2081,Others,0.319686352
SSP1,7,2082,Animal,0.383308419
SSP1,7,2082,FruitsVeg,0.372946445
SSP1,7,2082,Others,0.319686352
SSP1,7,2083,Animal,0.384252394
SSP1,7,2083,FruitsVeg,0.37389042
SSP1,7,2083,Others,0.319686352
SSP1,7,2084,Animal,0.385191176
SSP1,7,2084,FruitsVeg,0.374829202
SSP1,7,2084,Others,0.319686352
SSP1,7,2085,Animal,0.38612502
SSP1,7,2085,FruitsVeg,0.375763046
SSP1,7,2085,Others,0.319686352
SSP1,7,2086,Animal,0.386997256
SSP1,7,2086,FruitsVeg,0.376635283
SSP1,7,2086,Others,0.319686352
SSP1,7,2087,Animal,0.38786707
SSP1,7,2087,FruitsVeg,0.377505096
SSP1,7,2087,Others,0.319686352
SSP1,7,2088,Animal,0.388734156
SSP1,7,2088,FruitsVeg,0.378372183
SSP1,7,2088,Others,0.319686352
SSP1,7,2089,Animal,0.389598935
SSP1,7,2089,FruitsVeg,0.379236962
SSP1,7,2089,Others,0.319686352
SSP1,7,2090,Animal,0.390461833
SSP1,7,2090,FruitsVeg,0.380099859
SSP1,7,2090,Others,0.319686352
SSP1,7,2091,Animal,0.391261058
SSP1,7,2091,FruitsVeg,0.380899084
SSP1,7,2091,Others,0.319686352
SSP1,7,2092,Animal,0.392060276
SSP1,7,2092,FruitsVeg,0.381698303
SSP1,7,2092,Others,0.319686352
SSP1,7,2093,Animal,0.39285962
SSP1,7,2093,FruitsVeg,0.382497647
SSP1,7,2093,Others,0.319686352
SSP1,7,2094,Animal,0.393659481
SSP1,7,2094,FruitsVeg,0.383297508
SSP1,7,2094,Others,0.319686352
SSP1,7,2095,Animal,0.394459475
SSP1,7,2095,FruitsVeg,0.384097501
SSP1,7,2095,Others,0.319686352
SSP1,7,2096,Animal,0.395193838
SSP1,7,2096,FruitsVeg,0.384831865
SSP1,7,2096,Others,0.319686352
SSP1,7,2097,Animal,0.395931081
SSP1,7,2097,FruitsVeg,0.385569108
SSP1,7,2097,Others,0.319686352
SSP1,7,2098,Animal,0.39667106
SSP1,7,2098,FruitsVeg,0.386309086
SSP1,7,2098,Others,0.319686352
SSP1,7,2099,Animal,0.397413894
SSP1,7,2099,FruitsVeg,0.387051921
SSP1,7,2099,Others,0.319686352
SSP1,7,2100,Animal,0.398159708
SSP1,7,2100,FruitsVeg,0.387797734
SSP1,7,2100,Others,0.319686352
SSP2,7,2010,Animal,0.30862749
SSP2,7,2010,FruitsVeg,0.298265516
SSP2,7,2010,Others,0.277046156
SSP2,7,2011,Animal,0.309933756
SSP2,7,2011,FruitsVeg,0.299571783
SSP2,7,2011,Others,0.278352422
SSP2,7,2012,Animal,0.310374774
SSP2,7,2012,FruitsVeg,0.3000128
SSP2,7,2012,Others,0.278793439
SSP2,7,2013,Animal,0.311295363
SSP2,7,2013,FruitsVeg,0.300933389
SSP2,7,2013,Others,0.279714028
SSP2,7,2014,Animal,0.311139074
SSP2,7,2014,FruitsVeg,0.3007771
SSP2,7,2014,Others,0.27955774
SSP2,7,2015,Animal,0.30917849
SSP2,7,2015,FruitsVeg,0.298816516
SSP2,7,2015,Others,0.277597155
SSP2,7,2016,Animal,0.307355862
SSP2,7,2016,FruitsVeg,0.296993888
SSP2,7,2016,Others,0.275774527
SSP2,7,2017,Animal,0.307585593
SSP2,7,2017,FruitsVeg,0.297223619
SSP2,7,2017,Others,0.276004259
SSP2,7,2018,Animal,0.308014154
SSP2,7,2018,FruitsVeg,0.297652181
SSP2,7,2018,Others,0.27643282
SSP2,7,2019,Animal,0.308211017
SSP2,7,2019,FruitsVeg,0.297849043
SSP2,7,2019,Others,0.276629683
SSP2,7,2020,Animal,0.306452503
SSP2,7,2020,FruitsVeg,0.296090529
SSP2,7,2020,Others,0.274871168
SSP2,7,2021,Animal,0.307618274
SSP2,7,2021,FruitsVeg,0.2972563
SSP2,7,2021,Others,0.276036939
SSP2,7,2022,Animal,0.308768135
SSP2,7,2022,FruitsVeg,0.298406161
SSP2,7,2022,Others,0.2771868
SSP2,7,2023,Animal,0.309878449
SSP2,7,2023,FruitsVeg,0.299516475
SSP2,7,2023,Others,0.278297114
SSP2,7,2024,Animal,0.310951558
SSP2,7,2024,FruitsVeg,0.300589584
SSP2,7,2024,Others,0.279370224
SSP2,7,2025,Animal,0.311989606
SSP2,7,2025,FruitsVeg,0.301627632
SSP2,7,2025,Others,0.280408271
SSP2,7,2026,Animal,0.312560612
SSP2,7,2026,FruitsVeg,0.302198638
SSP2,7,2026,Others,0.280979278
SSP2,7,2027,Animal,0.313119547
SSP2,7,2027,FruitsVeg,0.302757573
SSP2,7,2027,Others,0.281538212
SSP2,7,2028,Animal,0.313666832
SSP2,7,2028,FruitsVeg,0.303304858
SSP2,7,2028,Others,0.282085498
SSP2,7,2029,Animal,0.314202869
SSP2,7,2029,FruitsVeg,0.303840896
SSP2,7,2029,Others,0.282621535
SSP2,7,2030,Animal,0.31472804
SSP2,7,2030,FruitsVeg,0.304366067
SSP2,7,2030,Others,0.283146706
SSP2,7,2031,Animal,0.315785231
SSP2,7,2031,FruitsVeg,0.305423257
SSP2,7,2031,Others,0.284203897
SSP2,7,2032,Animal,0.316811439
SSP2,7,2032,FruitsVeg,0.306449465
SSP2,7,2032,Others,0.285230105
SSP2,7,2033,Animal,0.317808274
SSP2,7,2033,FruitsVeg,0.307446301
SSP2,7,2033,Others,0.28622694
SSP2,7,2034,Animal,0.318777225
SSP2,7,2034,FruitsVeg,0.308415251
SSP2,7,2034,Others,0.287195891
SSP2,7,2035,Animal,0.319719671
SSP2,7,2035,FruitsVeg,0.309357697
SSP2,7,2035,Others,0.288138337
SSP2,7,2036,Animal,0.321009053
SSP2,7,2036,FruitsVeg,0.31064708
SSP2,7,2036,Others,0.289427719
SSP2,7,2037,Animal,0.322257085
SSP2,7,2037,FruitsVeg,0.311895111
SSP2,7,2037,Others,0.29067575
SSP2,7,2038,Animal,0.323466379
SSP2,7,2038,FruitsVeg,0.313104405
SSP2,7,2038,Others,0.291885044
SSP2,7,2039,Animal,0.32463934
SSP2,7,2039,FruitsVeg,0.314277367
SSP2,7,2039,Others,0.293058006
SSP2,7,2040,Animal,0.325777612
SSP2,7,2040,FruitsVeg,0.315415638
SSP2,7,2040,Others,0.294196278
SSP2,7,2041,Animal,0.327187891
SSP2,7,2041,FruitsVeg,0.316825917
SSP2,7,2041,Others,0.295606556
SSP2,7,2042,Animal,0.328552627
SSP2,7,2042,FruitsVeg,0.318190653
SSP2,7,2042,Others,0.296971292
SSP2,7,2043,Animal,0.329874425
SSP2,7,2043,FruitsVeg,0.319512451
SSP2,7,2043,Others,0.298293091
SSP2,7,2044,Animal,0.331156217
SSP2,7,2044,FruitsVeg,0.320794244
SSP2,7,2044,Others,0.299574883
SSP2,7,2045,Animal,0.332400137
SSP2,7,2045,FruitsVeg,0.322038164
SSP2,7,2045,Others,0.300818803
SSP2,7,2046,Animal,0.33383856
SSP2,7,2046,FruitsVeg,0.323476586
SSP2,7,2046,Others,0.302257226
SSP2,7,2047,Animal,0.335232809
SSP2,7,2047,FruitsVeg,0.324870835
SSP2,7,2047,Others,0.303651474
SSP2,7,2048,Animal,0.336585749
SSP2,7,2048,FruitsVeg,0.326223775
SSP2,7,2048,Others,0.305004414
SSP2,7,2049,Animal,0.337899434
SSP2,7,2049,FruitsVeg,0.32753746
SSP2,7,2049,Others,0.306318099
SSP2,7,2050,Animal,0.339176285
SSP2,7,2050,FruitsVeg,0.328814311
SSP2,7,2050,Others,0.307594951
SSP2,7,2051,Animal,0.340588972
SSP2,7,2051,FruitsVeg,0.330226998
SSP2,7,2051,Others,0.309007637
SSP2,7,2052,Animal,0.341961646
SSP2,7,2052,FruitsVeg,0.331599673
SSP2,7,2052,Others,0.310380312
SSP2,7,2053,Animal,0.343296626
SSP2,7,2053,FruitsVeg,0.332934652
SSP2,7,2053,Others,0.311715292
SSP2,7,2054,Animal,0.344596033
SSP2,7,2054,FruitsVeg,0.334234059
SSP2,7,2054,Others,0.313014698
SSP2,7,2055,Animal,0.345861815
SSP2,7,2055,FruitsVeg,0.335499841
SSP2,7,2055,Others,0.31428048
SSP2,7,2056,Animal,0.34721397
SSP2,7,2056,FruitsVeg,0.336851997
SSP2,7,2056,Others,0.315632636
SSP2,7,2057,Animal,0.348532034
SSP2,7,2057,FruitsVeg,0.33817006
SSP2,7,2057,Others,0.3169507
SSP2,7,2058,Animal,0.349817473
SSP2,7,2058,FruitsVeg,0.3394555
SSP2,7,2058,Others,0.318236139
SSP2,7,2059,Animal,0.351072195
SSP2,7,2059,FruitsVeg,0.340710221
SSP2,7,2059,Others,0.31949086
SSP2,7,2060,Animal,0.352297778
SSP2,7,2060,FruitsVeg,0.341935805
SSP2,7,2060,Others,0.319686352
SSP2,7,2061,Animal,0.353600942
SSP2,7,2061,FruitsVeg,0.343238968
SSP2,7,2061,Others,0.319686352
SSP2,7,2062,Animal,0.354874378
SSP2,7,2062,FruitsVeg,0.344512405
SSP2,7,2062,Others,0.319686352
SSP2,7,2063,Animal,0.35611999
SSP2,7,2063,FruitsVeg,0.345758016
SSP2,7,2063,Others,0.319686352
SSP2,7,2064,Animal,0.357338978
SSP2,7,2064,FruitsVeg,0.346977005
SSP2,7,2064,Others,0.319686352
SSP2,7,2065,Animal,0.358532442
SSP2,7,2065,FruitsVeg,0.348170468
SSP2,7,2065,Others,0.319686352
SSP2,7,2066,Animal,0.359759794
SSP2,7,2066,FruitsVeg,0.34939782
SSP2,7,2066,Others,0.319686352
SSP2,7,2067,Animal,0.360963173
SSP2,7,2067,FruitsVeg,0.350601199
SSP2,7,2067,Others,0.319686352
SSP2,7,2068,Animal,0.362143711
SSP2,7,2068,FruitsVeg,0.351781737
SSP2,7,2068,Others,0.319686352
SSP2,7,2069,Animal,0.363302465
SSP2,7,2069,FruitsVeg,0.352940491
SSP2,7,2069,Others,0.319686352
SSP2,7,2070,Animal,0.364440424
SSP2,7,2070,FruitsVeg,0.35407845
SSP2,7,2070,Others,0.319686352
SSP2,7,2071,Animal,0.365604593
SSP2,7,2071,FruitsVeg,0.355242619
SSP2,7,2071,Others,0.319686352
SSP2,7,2072,Animal,0.366749215
SSP2,7,2072,FruitsVeg,0.356387241
SSP2,7,2072,Others,0.319686352
SSP2,7,2073,Animal,0.367875156
SSP2,7,2073,FruitsVeg,0.357513182
SSP2,7,2073,Others,0.319686352
SSP2,7,2074,Animal,0.36898323
SSP2,7,2074,FruitsVeg,0.358621256
SSP2,7,2074,Others,0.319686352
SSP2,7,2075,Animal,0.370074202
SSP2,7,2075,FruitsVeg,0.359712228
SSP2,7,2075,Others,0.319686352
SSP2,7,2076,Animal,0.371166913
SSP2,7,2076,FruitsVeg,0.36080494
SSP2,7,2076,Others,0.319686352
SSP2,7,2077,Animal,0.372244372
SSP2,7,2077,FruitsVeg,0.361882398
SSP2,7,2077,Others,0.319686352
SSP2,7,2078,Animal,0.373307212
SSP2,7,2078,FruitsVeg,0.362945238
SSP2,7,2078,Others,0.319686352
SSP2,7,2079,Animal,0.374356033
SSP2,7,2079,FruitsVeg,0.363994059
SSP2,7,2079,Others,0.319686352
SSP2,7,2080,Animal,0.375391402
SSP2,7,2080,FruitsVeg,0.365029428
SSP2,7,2080,Others,0.319686352
SSP2,7,2081,Animal,0.376419767
SSP2,7,2081,FruitsVeg,0.366057794
SSP2,7,2081,Others,0.319686352
SSP2,7,2082,Animal,0.377436235
SSP2,7,2082,FruitsVeg,0.367074261
SSP2,7,2082,Others,0.319686352
SSP2,7,2083,Animal,0.378440852
SSP2,7,2083,FruitsVeg,0.368078878
SSP2,7,2083,Others,0.319686352
SSP2,7,2084,Animal,0.37943429
SSP2,7,2084,FruitsVeg,0.369072317
SSP2,7,2084,Others,0.319686352
SSP2,7,2085,Animal,0.380416984
SSP2,7,2085,FruitsVeg,0.370055011
SSP2,7,2085,Others,0.319686352
SSP2,7,2086,Animal,0.381387504
SSP2,7,2086,FruitsVeg,0.371025531
SSP2,7,2086,Others,0.319686352
SSP2,7,2087,Animal,0.382348303
SSP2,7,2087,FruitsVeg,0.371986329
SSP2,7,2087,Others,0.319686352
SSP2,7,2088,Animal,0.383299527
SSP2,7,2088,FruitsVeg,0.372937553
SSP2,7,2088,Others,0.319686352
SSP2,7,2089,Animal,0.384241978
SSP2,7,2089,FruitsVeg,0.373880005
SSP2,7,2089,Others,0.319686352
SSP2,7,2090,Animal,0.385175774
SSP2,7,2090,FruitsVeg,0.374813801
SSP2,7,2090,Others,0.319686352
SSP2,7,2091,Animal,0.386092324
SSP2,7,2091,FruitsVeg,0.375730351
SSP2,7,2091,Others,0.319686352
SSP2,7,2092,Animal,0.387001187
SSP2,7,2092,FruitsVeg,0.376639213
SSP2,7,2092,Others,0.319686352
SSP2,7,2093,Animal,0.387902198
SSP2,7,2093,FruitsVeg,0.377540224
SSP2,7,2093,Others,0.319686352
SSP2,7,2094,Animal,0.3887961
SSP2,7,2094,FruitsVeg,0.378434126
SSP2,7,2094,Others,0.319686352
SSP2,7,2095,Animal,0.389682701
SSP2,7,2095,FruitsVeg,0.379320728
SSP2,7,2095,Others,0.319686352
SSP2,7,2096,Animal,0.390548898
SSP2,7,2096,FruitsVeg,0.380186924
SSP2,7,2096,Others,0.319686352
SSP2,7,2097,Animal,0.391408563
SSP2,7,2097,FruitsVeg,0.381046589
SSP2,7,2097,Others,0.319686352
SSP2,7,2098,Animal,0.392261933
SSP2,7,2098,FruitsVeg,0.381899959
SSP2,7,2098,Others,0.319686352
SSP2,7,2099,Animal,0.393109234
SSP2,7,2099,FruitsVeg,0.382747261
SSP2,7,2099,Others,0.319686352
SSP2,7,2100,Animal,0.393950688
SSP2,7,2100,FruitsVeg,0.383588714
SSP2,7,2100,Others,0.319686352
SSP3,7,2010,Animal,0.30862749
SSP3,7,2010,FruitsVeg,0.298265516
SSP3,7,2010,Others,0.277046156
SSP3,7,2011,Animal,0.309933756
SSP3,7,2011,FruitsVeg,0.299571783
SSP3,7,2011,Others,0.278352422
SSP3,7,2012,Animal,0.310374774
SSP3,7,2012,FruitsVeg,0.3000128
SSP3,7,2012,Others,0.278793439
SSP3,7,2013,Animal,0.311295363
SSP3,7,2013,FruitsVeg,0.300933389
SSP3,7,2013,Others,0.279714028
SSP3,7,2014,Animal,0.311139074
SSP3,7,2014,FruitsVeg,0.3007771
SSP3,7,2014,Others,0.27955774
SSP3,7,2015,Animal,0.30917849
SSP3,7,2015,FruitsVeg,0.298816516
SSP3,7,2015,Others,0.277597155
SSP3,7,2016,Animal,0.307355862
SSP3,7,2016,FruitsVeg,0.296993888
SSP3,7,2016,Others,0.275774527
SSP3,7,2017,Animal,0.307585593
SSP3,7,2017,FruitsVeg,0.297223619
SSP3,7,2017,Others,0.276004259
SSP3,7,2018,Animal,0.308014154
SSP3,7,2018,FruitsVeg,0.297652181
SSP3,7,2018,Others,0.27643282
SSP3,7,2019,Animal,0.308211017
SSP3,7,2019,FruitsVeg,0.297849043
SSP3,7,2019,Others,0.276629683
SSP3,7,2020,Animal,0.306452503
SSP3,7,2020,FruitsVeg,0.296090529
SSP3,7,2020,Others,0.274871168
SSP3,7,2021,Animal,0.307618274
SSP3,7,2021,FruitsVeg,0.2972563
SSP3,7,2021,Others,0.276036939
SSP3,7,2022,Animal,0.308747705
SSP3,7,2022,FruitsVeg,0.298385732
SSP3,7,2022,Others,0.277166371
SSP3,7,2023,Animal,0.309837993
SSP3,7,2023,FruitsVeg,0.299476019
SSP3,7,2023,Others,0.278256658
SSP3,7,2024,Animal,0.310891066
SSP3,7,2024,FruitsVeg,0.300529093
SSP3,7,2024,Others,0.279309732
SSP3,7,2025,Animal,0.311909473
SSP3,7,2025,FruitsVeg,0.301547499
SSP3,7,2025,Others,0.280328138
