# File: rps_states_exst.csv
# Title: RPS calculated from LBNL data using existing policies 
# Units: Percentage
# Source: LBNL July 2019 RPS Projections
# Column types: cccnnnnnnnnnnnnnnnnnnnnnncc
# ----------
FL,electricity,All Eligible,,,,,,0.008826862,0.014424439,0.028727226,0.046385372,0.063238841,0.07959763,0.092074802,0.092074802,0.092074802,0.092074802,0.092074802,0.092074802,0.092074802,0.092074802,0.092074802,0.092074802,0.092074802,percent of retail electricity sales,Current RPS policies only
GA,electricity,All Eligible,,,,,,0.006097171,0.011185419,0.038310073,0.050646528,0.066141944,0.079783518,0.094229898,0.094229898,0.094229898,0.094229898,0.094229898,0.094229898,0.094229898,0.094229898,0.094229898,0.094229898,0.094229898,percent of retail electricity sales,Current RPS policies only
HI,electricity,All Eligible,,,,,,0.232559105,0.232763922,0.312884736,0.313131972,0.553065222,0.792999351,0.793292636,0.793292636,0.793292636,0.793292636,0.793292636,0.793292636,0.793292636,0.793292636,0.793292636,0.793292636,0.793292636,percent of retail electricity sales,Current RPS policies only
IA,electricity,All Eligible,,,,,,0.205670258,0.251647184,0.285800124,0.386903648,0.317760547,0.307507406,0.294461378,0.294461378,0.294461378,0.294461378,0.294461378,0.294461378,0.294461378,0.294461378,0.294461378,0.294461378,0.294461378,percent of retail electricity sales,Current RPS policies only
ID,electricity,All Eligible,,,,,,0.022072563,0.023994102,0.029210137,0.033173915,0.025325374,0.031253036,0.033440442,0.033440442,0.033440442,0.033440442,0.033440442,0.033440442,0.033440442,0.033440442,0.033440442,0.033440442,0.033440442,percent of retail electricity sales,Current RPS policies only
IL,electricity,All Eligible,,,,,,0.122922753,0.192367381,0.212312857,0.21882779,0.222705196,0.226774624,0.228663951,0.228663951,0.228663951,0.228663951,0.228663951,0.228663951,0.228663951,0.228663951,0.228663951,0.228663951,0.228663951,percent of retail electricity sales,Current RPS policies only
IN,electricity,All Eligible,,,,,,0.069304649,0.121438923,0.19747504,0.21908082,0.224702832,0.242923101,0.300190558,0.300190558,0.300190558,0.300190558,0.300190558,0.300190558,0.300190558,0.300190558,0.300190558,0.300190558,0.300190558,percent of retail electricity sales,Current RPS policies only
KS,electricity,All Eligible,,,,,,0.16824109,0.266740807,0.333615737,0.331335817,0.318584438,0.355331448,0.469592621,0.469592621,0.469592621,0.469592621,0.469592621,0.469592621,0.469592621,0.469592621,0.469592621,0.469592621,0.469592621,percent of retail electricity sales,Current RPS policies only
KY,electricity,All Eligible,,,,,,0.021088824,0.040228554,0.076794393,0.09585195,0.118756603,0.140486863,0.167268286,0.167268286,0.167268286,0.167268286,0.167268286,0.167268286,0.167268286,0.167268286,0.167268286,0.167268286,0.167268286,percent of retail electricity sales,Current RPS policies only
LA,electricity,All Eligible,,,,,,0.010709186,0.018996173,0.061362814,0.086574513,0.114776444,0.138393567,0.159975552,0.159975552,0.159975552,0.159975552,0.159975552,0.159975552,0.159975552,0.159975552,0.159975552,0.159975552,0.159975552,percent of retail electricity sales,Current RPS policies only
MA,electricity,All Eligible,,,,,,0.140510665,0.211490771,0.275885923,0.311869928,0.347920648,0.38398284,0.420183081,0.420183081,0.420183081,0.420183081,0.420183081,0.420183081,0.420183081,0.420183081,0.420183081,0.420183081,0.420183081,percent of retail electricity sales,Current RPS policies only
MD,electricity,All Eligible,,,,,,0.207111567,0.309519407,0.395039089,0.395430967,0.396130539,0.396843093,0.397813534,0.397813534,0.397813534,0.397813534,0.397813534,0.397813534,0.397813534,0.397813534,0.397813534,0.397813534,0.397813534,percent of retail electricity sales,Current RPS policies only
ME,electricity,All Eligible,,,,,,0.227630982,0.374336255,0.565303051,0.568224194,0.571631994,0.57512348,0.579621975,0.579621975,0.579621975,0.579621975,0.579621975,0.579621975,0.579621975,0.579621975,0.579621975,0.579621975,0.579621975,percent of retail electricity sales,Current RPS policies only
MI,electricity,All Eligible,,,,,,0.091761795,0.110212722,0.107321642,0.105091111,0.102264297,0.099420983,0.095900236,0.095900236,0.095900236,0.095900236,0.095900236,0.095900236,0.095900236,0.095900236,0.095900236,0.095900236,0.095900236,percent of retail electricity sales,Current RPS policies only
MN,electricity,All Eligible,,,,,,0.220955034,0.24543283,0.2454941,0.245539547,0.245592982,0.245645331,0.245703389,0.245703389,0.245703389,0.245703389,0.245703389,0.245703389,0.245703389,0.245703389,0.245703389,0.245703389,0.245703389,percent of retail electricity sales,Current RPS policies only
MO,electricity,All Eligible,,,,,,0.051866145,0.08027798,0.080407357,0.080514326,0.08064775,0.080782742,0.080937502,0.080937502,0.080937502,0.080937502,0.080937502,0.080937502,0.080937502,0.080937502,0.080937502,0.080937502,0.080937502,percent of retail electricity sales,Current RPS policies only
MS,electricity,All Eligible,,,,,,0.006852056,0.012661768,0.044203016,0.061780033,0.082761891,0.10158267,0.118957395,0.118957395,0.118957395,0.118957395,0.118957395,0.118957395,0.118957395,0.118957395,0.118957395,0.118957395,0.118957395,percent of retail electricity sales,Current RPS policies only
MT,electricity,All Eligible,,,,,,0.09845867,0.098639057,0.098748771,0.09887371,0.099062972,0.099263055,0.099485813,0.099485813,0.099485813,0.099485813,0.099485813,0.099485813,0.099485813,0.099485813,0.099485813,0.099485813,0.099485813,percent of retail electricity sales,Current RPS policies only
NC,electricity,All Eligible,,,,,,0.007629088,0.01412803,0.048621831,0.063716132,0.082317332,0.098451308,0.116013548,0.116013548,0.116013548,0.116013548,0.116013548,0.116013548,0.116013548,0.116013548,0.116013548,0.116013548,0.116013548,percent of retail electricity sales,Current RPS policies only
ND,electricity,All Eligible,,,,,,0.300960922,0.364081906,0.433022552,0.590415138,0.488028268,0.475643961,0.463712626,0.463712626,0.463712626,0.463712626,0.463712626,0.463712626,0.463712626,0.463712626,0.463712626,0.463712626,0.463712626,percent of retail electricity sales,Current RPS policies only
NE,electricity,All Eligible,,,,,,0.046488634,0.115479186,0.175527297,0.315582573,0.48445778,0.481398475,0.467366292,0.467366292,0.467366292,0.467366292,0.467366292,0.467366292,0.467366292,0.467366292,0.467366292,0.467366292,0.467366292,percent of retail electricity sales,Current RPS policies only
NH,electricity,All Eligible,,,,,,0.115369609,0.150040674,0.150971351,0.15205238,0.153313508,0.154605604,0.156270365,0.156270365,0.156270365,0.156270365,0.156270365,0.156270365,0.156270365,0.156270365,0.156270365,0.156270365,0.156270365,percent of retail electricity sales,Current RPS policies only
NJ,electricity,All Eligible,,,,,,0.231774769,0.349963067,0.453830197,0.434525586,0.434170483,0.433691462,0.433096492,0.433096492,0.433096492,0.433096492,0.433096492,0.433096492,0.433096492,0.433096492,0.433096492,0.433096492,0.433096492,percent of retail electricity sales,Current RPS policies only
NM,electricity,All Eligible,,,,,,0.147681851,0.33497349,0.418718506,0.418718743,0.610547838,0.61054809,0.669953776,0.669953776,0.669953776,0.669953776,0.669953776,0.669953776,0.669953776,0.669953776,0.669953776,0.669953776,0.669953776,percent of retail electricity sales,Current RPS policies only
NV,electricity,All Eligible,,,,,,0.155856355,0.278386051,0.416234535,0.416800122,0.417445154,0.418046357,0.418618962,0.418618962,0.418618962,0.418618962,0.418618962,0.418618962,0.418618962,0.418618962,0.418618962,0.418618962,0.418618962,percent of retail electricity sales,Current RPS policies only
NY,electricity,All Eligible,,,,,,0.300575826,0.483262802,0.691893099,0.691889248,0.691898667,0.691909174,0.691934523,0.691934523,0.691934523,0.691934523,0.691934523,0.691934523,0.691934523,0.691934523,0.691934523,0.691934523,0.691934523,percent of retail electricity sales,Current RPS policies only
OH,electricity,All Eligible,,,,,,0.031885411,0.06864554,0.113045193,0.128728252,0.14722017,0.156484326,0.18502818,0.18502818,0.18502818,0.18502818,0.18502818,0.18502818,0.18502818,0.18502818,0.18502818,0.18502818,0.18502818,percent of retail electricity sales,Current RPS policies only
OK,electricity,All Eligible,,,,,,0.090690109,0.141183104,0.193802944,0.20450688,0.205051495,0.227700604,0.282597341,0.282597341,0.282597341,0.282597341,0.282597341,0.282597341,0.282597341,0.282597341,0.282597341,0.282597341,0.282597341,percent of retail electricity sales,Current RPS policies only
OR,electricity,All Eligible,,,,,,0.115953451,0.171816271,0.225905175,0.288509037,0.318480791,0.31899898,0.319575894,0.319575894,0.319575894,0.319575894,0.319575894,0.319575894,0.319575894,0.319575894,0.319575894,0.319575894,0.319575894,percent of retail electricity sales,Current RPS policies only
PA,electricity,All Eligible,,,,,,0.104109949,0.125593696,0.126119335,0.126195224,0.126738707,0.127250489,0.127967943,0.127967943,0.127967943,0.127967943,0.127967943,0.127967943,0.127967943,0.127967943,0.127967943,0.127967943,0.127967943,percent of retail electricity sales,Current RPS policies only
RI,electricity,All Eligible,,,,,,0.103191205,0.168922495,0.235606122,0.302389495,0.303226154,0.304083359,0.305187797,0.305187797,0.305187797,0.305187797,0.305187797,0.305187797,0.305187797,0.305187797,0.305187797,0.305187797,0.305187797,percent of retail electricity sales,Current RPS policies only
SC,electricity,All Eligible,,,,,,0.00925174,0.017923947,0.068478124,0.093705449,0.125845554,0.155973172,0.186454618,0.186454618,0.186454618,0.186454618,0.186454618,0.186454618,0.186454618,0.186454618,0.186454618,0.186454618,0.186454618,percent of retail electricity sales,Current RPS policies only
SD,electricity,All Eligible,,,,,,0.119574488,0.131328177,0.14795565,0.185339041,0.134266863,0.132077728,0.129153188,0.129153188,0.129153188,0.129153188,0.129153188,0.129153188,0.129153188,0.129153188,0.129153188,0.129153188,0.129153188,percent of retail electricity sales,Current RPS policies only
TN,electricity,All Eligible,,,,,,0.007881928,0.014091363,0.047499519,0.064107629,0.084895911,0.101997778,0.119470974,0.119470974,0.119470974,0.119470974,0.119470974,0.119470974,0.119470974,0.119470974,0.119470974,0.119470974,0.119470974,percent of retail electricity sales,Current RPS policies only
TX,electricity,All Eligible,,,,,,0.103565271,0.146507656,0.191791167,0.213032953,0.209122642,0.224691541,0.247322965,0.247322965,0.247322965,0.247322965,0.247322965,0.247322965,0.247322965,0.247322965,0.247322965,0.247322965,0.247322965,percent of retail electricity sales,Current RPS policies only
UT,electricity,All Eligible,,,,,,0.074452091,0.199675553,0.329836325,0.396185125,0.456971664,0.513113413,0.54212329,0.54212329,0.54212329,0.54212329,0.54212329,0.54212329,0.54212329,0.54212329,0.54212329,0.54212329,0.54212329,percent of retail electricity sales,Current RPS policies only
VA,electricity,All Eligible,,,,,,0.006165978,0.011083061,0.035544242,0.048564717,0.06410674,0.076843812,0.089528803,0.089528803,0.089528803,0.089528803,0.089528803,0.089528803,0.089528803,0.089528803,0.089528803,0.089528803,0.089528803,percent of retail electricity sales,Current RPS policies only
VT,electricity,All Eligible,,,,,,0.217954759,0.250563547,0.326100372,0.367143252,0.373850382,0.380722219,0.389576021,0.389576021,0.389576021,0.389576021,0.389576021,0.389576021,0.389576021,0.389576021,0.389576021,0.389576021,0.389576021,percent of retail electricity sales,Current RPS policies only
WA,electricity,All Eligible,,,,,,0.10143307,0.103420679,0.103750704,0.103378393,0.103404282,0.103462363,0.103587384,0.103587384,0.103587384,0.103587384,0.103587384,0.103587384,0.103587384,0.103587384,0.103587384,0.103587384,0.103587384,percent of retail electricity sales,Current RPS policies only
WI,electricity,All Eligible,,,,,,0.090551075,0.090610403,0.090859236,0.090868167,0.090884645,0.090670387,0.09049522,0.09049522,0.09049522,0.09049522,0.09049522,0.09049522,0.09049522,0.09049522,0.09049522,0.09049522,0.09049522,percent of retail electricity sales,Current RPS policies only
WV,electricity,All Eligible,,,,,,0.07816723,0.12053221,0.192745672,0.222556494,0.231915556,0.259592846,0.34044868,0.34044868,0.34044868,0.34044868,0.34044868,0.34044868,0.34044868,0.34044868,0.34044868,0.34044868,0.34044868,percent of retail electricity sales,Current RPS policies only
WY,electricity,All Eligible,,,,,,0.200324884,0.342731129,0.63924991,0.711589147,0.645986592,0.685830938,0.807679998,0.807679998,0.807679998,0.807679998,0.807679998,0.807679998,0.807679998,0.807679998,0.807679998,0.807679998,0.807679998,percent of retail electricity sales,Current RPS policies only
